# _root_ A marseille-i és a párizsi , a Gare_de_l'Esten működő toborzóirodákban manapság sokszor többen jelentkeznek egy-egy nap , mint ahányat egyáltalán felvehetnek .
#goldHeads=2,10,10,5,10,10,8,9,10,14,14,14,14,0,16,14,14,14,21,21,14,14,
#predictedHeads=2,10,14,10,10,10,8,9,10,14,14,13,14,0,0,14,14,14,21,21,14,14,
(18,21),(21,16),-0.803911 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.17453 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.386564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0540869 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0823898 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.447112 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.475371 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.350556 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.389191 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.35889 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.347668 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.288693 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.326369 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.847598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.51056 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.593824 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.450601 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.488266 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.481915 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.513764 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.407224 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.383111 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.423802 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.343458 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.401953 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.212801 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.345005 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.881511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.549735 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.59297 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.0947991 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.113452 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.062139 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.0947997 # DEPENDENCYPART_GRANDPAR
(21,2),(2,14),-0.247491 # DEPENDENCYPART_GRANDPAR
(21,2),(2,21),-1.32722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,22),-0.654982 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.243141 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.535477 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.187116 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.429211 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.275461 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.503436 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.353959 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),-0.440478 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),-0.252424 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),-0.211219 # DEPENDENCYPART_GRANDPAR
(21,3),(3,13),-0.329981 # DEPENDENCYPART_GRANDPAR
(21,3),(3,14),-0.30669 # DEPENDENCYPART_GRANDPAR
(21,3),(3,16),-0.11014 # DEPENDENCYPART_GRANDPAR
(21,3),(3,17),-0.232994 # DEPENDENCYPART_GRANDPAR
(21,3),(3,18),-0.253449 # DEPENDENCYPART_GRANDPAR
(21,3),(3,20),-0.02785 # DEPENDENCYPART_GRANDPAR
(21,3),(3,21),-1.50537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,3),(3,22),-0.739613 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.0790076 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.062139 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),0.0928283 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.308175 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.188427 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),0.0792044 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.221971 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.504128 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.441171 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.188622 # DEPENDENCYPART_GRANDPAR
(21,5),(5,13),-0.320593 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.247492 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-1.32722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,22),-0.654982 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),0.0131035 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),-0.058608 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.0722318 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.118059 # DEPENDENCYPART_GRANDPAR
(21,8),(8,18),-0.0679639 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.304258 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.18336 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),0.0810597 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.275381 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.257384 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),0.0352322 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.533278 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.129634 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.188706 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-0.320677 # DEPENDENCYPART_GRANDPAR
(21,9),(9,18),-0.15437 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.058608 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.206202 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.119291 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.0722318 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.1782 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.169713 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.118059 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.371888 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.0923333 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.147492 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.0982329 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.230922 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.00981714 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.0783032 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.312685 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.121241 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.283731 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.232116 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.430871 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.201348 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.367914 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.17992 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.311901 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.22903 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.0181433 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.190411 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),-0.127781 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),0.067405 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.25979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,22),-0.568831 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.200094 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.432684 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.369727 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.135162 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.222866 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.208368 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.187446 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.30851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.640996 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.198948 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.431869 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.368912 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.121275 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.0768581 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.212826 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.194693 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-1.30852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,22),-0.640997 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),-0.0717209 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.311966 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.176106 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.0853447 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.283012 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.252042 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.131172 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.421767 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.200699 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.35881 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.133541 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.0644118 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.222593 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.0397422 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.2238 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.110608 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.230904 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.0511071 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.20187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.462042 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.368395 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.161199 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.112991 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.256655 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.248296 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.193246 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.131004 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.065082 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.25988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.568916 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.492462 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.365387 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.463508 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.342878 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.596874 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.381141 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.533916 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.307529 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.611773 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.154874 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.300411 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.00518371 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.48826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.737079 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.0173983 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.190743 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0807657 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.332428 # DEPENDENCYPART_GRANDPAR
