# _root_ Ám 1996-ban született egy újabb rendelet , amely alapján a díj magasabb lett , mint amennyit a szegedi orvosegyetem előzőleg kifizetett .
#goldHeads=3,3,0,6,6,3,3,9,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
#predictedHeads=3,3,0,6,6,3,3,13,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
(15,19),(19,13),-1.00291 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.815396 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.32735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0203054 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.246204 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.102271 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.0848224 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-1.11947 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.547155 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.87989 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.997873 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.798176 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.260293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,18),-0.0829367 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0428252 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.473259 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-1.09581 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-1.09756 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-1.43954 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.843386 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-1.2248 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.859973 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.958206 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-1.2736 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-1.0368 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-1.28495 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.684928 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-1.31813 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-1.11099 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.343317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.0650592 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.345279 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.152278 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0554618 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.169298 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.521002 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.544654 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.94971 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.556877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.198324 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.759183 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.892252 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.842832 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.834323 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.812458 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.872106 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.03796 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.953819 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.52133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.147976 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.360121 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.326907 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.821718 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.715775 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.618995 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.6874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,9),-1.15884 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.718509 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.794677 # DEPENDENCYPART_GRANDPAR
(18,8),(8,19),-0.483468 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.736978 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.841859 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.768283 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.91187 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.725483 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.762613 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-1.13964 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.701031 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.849391 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.720234 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.563316 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.889431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.600852 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.531781 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.642271 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.751504 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.773014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.479391 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.889354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,1),-0.731527 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.347827 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.95176 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.863449 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.570444 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.255898 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.451149 # DEPENDENCYPART_GRANDPAR
(19,2),(2,21),-0.747987 # DEPENDENCYPART_GRANDPAR
(19,2),(2,22),-0.593257 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.986405 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.866119 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.53065 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.916967 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.777526 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.942601 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.645774 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.774056 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.792049 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.529284 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.487037 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.359663 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.775883 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.519233 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.648131 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.803237 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.668556 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.337639 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.481549 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.22437 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.901406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,21),-0.777503 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.621597 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.66688 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.63666 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.474037 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.73141 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-1.12144 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.894032 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.685084 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.800133 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.924385 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.818696 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.456197 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.954097 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.566996 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.223114 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.19821 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.641805 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.0258608 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.905544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.362773 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.808295 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.604998 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.68995 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.548166 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-1.12418 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.925538 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.680762 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.828895 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.948879 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.487294 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.953288 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.450968 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.561467 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.161051 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.895686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.381168 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.815311 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.604481 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.16963 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.528284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,18),-0.153899 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.652232 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.118307 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.143245 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.483032 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.74669 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-0.916162 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.28874 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.653537 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.796867 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.570749 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.537101 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.468453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),-0.306907 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.264225 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.197396 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.362169 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.148616 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.320708 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.066172 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.216158 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.18295 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.204647 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.250697 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),-0.168866 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),-0.259386 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),-0.0889887 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),-0.0837544 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),-0.135625 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),-0.0723278 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-0.918376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,21),-0.59348 # DEPENDENCYPART_GRANDPAR
(20,3),(3,22),-0.630832 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.357506 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.241994 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.313087 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.174124 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.402721 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.193913 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.273437 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.252303 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.159906 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.137471 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.23741 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.0913007 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),-0.00542616 # DEPENDENCYPART_GRANDPAR
(20,9),(9,21),-0.537743 # DEPENDENCYPART_GRANDPAR
(20,9),(9,22),-0.622218 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.270074 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.212469 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.285593 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.191177 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.395183 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.149082 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.261273 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.1593 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.227581 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.13646 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.20538 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.285517 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.252031 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.104822 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.0797133 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.0710764 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.130279 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.0783513 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.919571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.594264 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.630815 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.338011 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.387196 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.415058 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.145736 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.287696 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.210201 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.217268 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.201624 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.301833 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.271877 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.226375 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.233353 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.100718 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.919033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.576841 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.613791 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.188628 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.138158 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.119307 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0572464 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.24313 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.173685 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.179687 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.268287 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.293717 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.201879 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.214523 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.158973 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.134594 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0633967 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.171848 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.913718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,1),(1,2),-0.474869 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.418553 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.366658 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.625156 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),-0.427156 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),-0.460384 # DEPENDENCYPART_GRANDPAR
(21,1),(1,11),-0.520744 # DEPENDENCYPART_GRANDPAR
(21,1),(1,12),-0.407919 # DEPENDENCYPART_GRANDPAR
(21,1),(1,13),-0.311477 # DEPENDENCYPART_GRANDPAR
(21,1),(1,14),-0.351986 # DEPENDENCYPART_GRANDPAR
(21,1),(1,15),-0.353952 # DEPENDENCYPART_GRANDPAR
(21,1),(1,19),-0.000841785 # DEPENDENCYPART_GRANDPAR
(21,1),(1,20),-0.0175249 # DEPENDENCYPART_GRANDPAR
(21,1),(1,21),-1.45628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,1),(1,22),-0.615952 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.198032 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.263092 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.154355 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.429806 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.271748 # DEPENDENCYPART_GRANDPAR
(21,2),(2,13),-0.150699 # DEPENDENCYPART_GRANDPAR
(21,2),(2,14),-0.196578 # DEPENDENCYPART_GRANDPAR
(21,2),(2,21),-1.28699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,22),-0.526913 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.231289 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.30854 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.219274 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.476795 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.316006 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.076828 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.305464 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),-0.414652 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),-0.372324 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),-0.252059 # DEPENDENCYPART_GRANDPAR
(21,3),(3,13),-0.196805 # DEPENDENCYPART_GRANDPAR
(21,3),(3,14),-0.240837 # DEPENDENCYPART_GRANDPAR
(21,3),(3,15),-0.18872 # DEPENDENCYPART_GRANDPAR
(21,3),(3,16),0.103769 # DEPENDENCYPART_GRANDPAR
(21,3),(3,18),0.0563906 # DEPENDENCYPART_GRANDPAR
(21,3),(3,19),0.147873 # DEPENDENCYPART_GRANDPAR
(21,3),(3,20),0.0405915 # DEPENDENCYPART_GRANDPAR
(21,3),(3,21),-1.18213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,3),(3,22),-0.349475 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.281727 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.373499 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.309351 # DEPENDENCYPART_GRANDPAR
(21,5),(5,13),-0.191297 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.241579 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.338741 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.250733 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.343449 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.0867661 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.164048 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.0685664 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.220329 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.279564 # DEPENDENCYPART_GRANDPAR
(21,6),(6,13),-0.133477 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.40598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,22),-0.634033 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.424131 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.481649 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.331479 # DEPENDENCYPART_GRANDPAR
(21,8),(8,19),0.0382534 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.221125 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.318825 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.23145 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.325748 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.0737027 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.322135 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.199543 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.0811305 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.344431 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.313974 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.148092 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),-0.106898 # DEPENDENCYPART_GRANDPAR
(21,9),(9,19),0.205937 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.40599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,22),-0.634036 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.0260863 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.341066 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.377746 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.0960361 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.226691 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.264914 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.136984 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.40605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,1),-0.281726 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.374311 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.363108 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.535665 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.306928 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.0692358 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.387505 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.109361 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.429801 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.191252 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.232805 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.110241 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.30587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.540952 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),-0.209612 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),-0.300363 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.261276 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.397917 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.172434 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.399047 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.288166 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.0164898 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.250635 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.262399 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.292544 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.228243 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.192842 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.165615 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),0.162191 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.0327182 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),0.102301 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.204927 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),0.0786744 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-1.18986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,22),-0.355648 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),-0.420085 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.664884 # DEPENDENCYPART_GRANDPAR
