# _root_ A tervgazdaságban , ahol nem működik valódi gazdasági kalkuláció , a központi tervezőnek nincs eszköze a versengő beruházási javaslatok közötti ésszerű választáshoz .
#goldHeads=2,14,14,6,6,14,9,9,6,14,13,13,14,0,14,19,19,19,20,22,22,14,14,
#predictedHeads=2,6,6,6,6,0,9,9,6,6,13,13,14,6,14,19,19,19,20,22,22,14,6,
(18,16),(16,18),-0.882596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.437273 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.494881 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.156641 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.64409 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.129354 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.789061 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-1.0173 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.885552 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.788572 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.663946 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.602916 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.704896 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.812662 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.761652 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-1.05572 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.57563 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.556758 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.466905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.00167049 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.0799961 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0993797 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.357617 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.682916 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.186544 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.209421 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.386127 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.339656 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.251648 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.468419 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.450636 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.263152 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.0912735 # DEPENDENCYPART_GRANDPAR
(19,7),(7,22),-0.605645 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.717852 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.22575 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.248444 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.426658 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.380188 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.282671 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.532946 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.368076 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.748473 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.146102 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.388735 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.476947 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.357205 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.348219 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.656388 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.344106 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.26122 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.521482 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.565694 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.484408 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.248071 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.315992 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.384774 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.599002 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.07534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,22),-0.668181 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.277312 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.354413 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.506921 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.386658 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.358867 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.613096 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.648895 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.448456 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.331974 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.482975 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.46912 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.564448 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.765049 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.174854 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.26809 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.291145 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.01591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.226025 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.414598 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.608745 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.658057 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.315992 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.388175 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.602547 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.111968 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.148016 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.246317 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.269412 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.07534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.299953 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.668181 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.687827 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.146102 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.169195 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.963516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.261737 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.338633 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.583744 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0177477 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.605645 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.339676 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.467195 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.586733 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0187915 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.18998 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.605646 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.72772 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.620706 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-0.651036 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.898864 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.598266 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.789172 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.01486 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.496671 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.13439 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.516261 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.275031 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.251904 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.564676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.080756 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.183443 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-0.790254 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-0.983899 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-1.02387 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.622099 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.900625 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.84203 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.07739 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.510928 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.19693 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.57974 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.327886 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.304759 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.477412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.268166 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.0806776 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.292057 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),0.23154 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.0670433 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.163045 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.151503 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),0.0693629 # DEPENDENCYPART_GRANDPAR
(20,2),(2,23),-0.612514 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),0.110461 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.0877171 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.0946022 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),0.0733839 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.146188 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.0614759 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),0.0557487 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.264303 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.081587 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),0.343397 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),0.181024 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.0587341 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.13362 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),-0.281706 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),0.235718 # DEPENDENCYPART_GRANDPAR
(20,6),(6,18),0.171013 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),0.187501 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-0.836755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,21),-0.330588 # DEPENDENCYPART_GRANDPAR
(20,6),(6,22),-0.626473 # DEPENDENCYPART_GRANDPAR
(20,6),(6,23),-0.605044 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),0.23154 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.00744496 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.0215087 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),0.129733 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.0648933 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.0655644 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),0.0229367 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.135302 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),0.0693629 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),0.214882 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),0.0540655 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.082509 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.30163 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-0.880515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,22),-0.66517 # DEPENDENCYPART_GRANDPAR
(20,9),(9,23),-0.612514 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),0.0186234 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.143244 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.288714 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.505805 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),0.23154 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.0648933 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.0655644 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),0.0229367 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),0.135302 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.0832371 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),0.114897 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.610951 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.256631 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.168789 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.30163 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.66517 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.0702532 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.115458 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),0.0882332 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.130231 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.164464 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.0948214 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),0.0247426 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.146045 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),0.0209486 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),0.487761 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.14537 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.0595234 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.285871 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.233301 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.233888 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.169183 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.183336 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.836773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.330606 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.628564 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.605046 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),0.610951 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.253229 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.120184 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.0185088 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.284766 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.273139 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.208465 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.305923 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.880515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,22),-0.66517 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.612514 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.334497 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.269811 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.298319 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.847371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,11),0.507361 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.30385 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.399386 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.602946 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),0.507361 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.0828668 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.304823 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.399386 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.155274 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.602947 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),0.0229367 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),0.135302 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),0.610943 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),0.256631 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.122332 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.0185094 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.0996248 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.502968 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.318927 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.254251 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.880515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.66517 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.612514 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.648205 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.0248066 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.148858 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.213544 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.178684 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.41902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,11),0.102472 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.068345 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.142299 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.171715 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.0130861 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.0132941 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0372992 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.0382841 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.0930443 # DEPENDENCYPART_GRANDPAR
(21,15),(15,22),-0.718351 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.654644 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.0643086 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.0137038 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.0431513 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.0412754 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),0.0809617 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.583234 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.107335 # DEPENDENCYPART_GRANDPAR
(21,17),(17,22),-0.65612 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),0.0809617 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.312075 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.584207 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.107335 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0909762 # DEPENDENCYPART_GRANDPAR
(21,18),(18,22),-0.656121 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.212566 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.143922 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),0.102463 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.0649437 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.140152 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.171715 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.412283 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.128836 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.0341927 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0164018 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0977142 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.71835 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.654644 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.440212 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-0.356446 # DEPENDENCYPART_GRANDPAR
(21,20),(20,6),-0.408346 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.444558 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.28178 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.183266 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.277515 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.315026 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.549646 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.117219 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.0948533 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.145458 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.125415 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.892117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,23),-0.643457 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.83207 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.14781 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),0.0354366 # DEPENDENCYPART_GRANDPAR
(22,2),(2,9),-0.492071 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),-0.128185 # DEPENDENCYPART_GRANDPAR
(22,2),(2,23),-0.617216 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),-0.858599 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.119751 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.113726 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.384684 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.309962 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),0.0262333 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.593913 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.57924 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-0.170272 # DEPENDENCYPART_GRANDPAR
(22,7),(7,14),0.140782 # DEPENDENCYPART_GRANDPAR
(22,7),(7,22),-1.03033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,1),-0.893534 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.158957 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.15275 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.425215 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.350493 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.00478957 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.690312 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.55689 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.702923 # DEPENDENCYPART_GRANDPAR
(22,11),(11,17),-0.212557 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),-0.387292 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.634313 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.48581 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.590593 # DEPENDENCYPART_GRANDPAR
(22,13),(13,1),-0.83207 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.314412 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),0.0166613 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.678847 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.691187 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.613012 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.155191 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.558367 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.573588 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.553452 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),0.00913461 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.09287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,2),-0.210519 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.258719 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.505478 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.356964 # DEPENDENCYPART_GRANDPAR
(22,14),(14,6),-0.0809852 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.770462 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-0.774388 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.57706 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.239094 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.72535 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.657933 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.526592 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.7195 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.420319 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.0905696 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.0462031 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.158124 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.0419634 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),0.115011 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-1.03343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.587447 # DEPENDENCYPART_GRANDPAR
