# _root_ A junior lányok versenyén Mester_Orsolyáé ( 347 ) az első hely , a fiúk között Dienes_Miklósé ( 505 ) , aki mögött Varga_Zoltán a harmadik lett ( 495 ) .
#goldHeads=3,3,4,5,0,7,5,7,11,11,5,5,14,15,16,5,18,16,18,16,22,26,26,25,26,16,28,26,28,5,
#predictedHeads=3,3,4,5,0,7,5,7,11,11,15,15,14,15,16,26,18,16,18,26,22,26,26,25,26,0,28,26,28,26,
(22,16),(16,15),-0.409601 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.441721 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.281328 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.346102 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),-0.308666 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-0.71529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.324741 # DEPENDENCYPART_GRANDPAR
(22,16),(16,26),-0.278981 # DEPENDENCYPART_GRANDPAR
(22,16),(16,27),-0.434572 # DEPENDENCYPART_GRANDPAR
(22,16),(16,28),-0.482432 # DEPENDENCYPART_GRANDPAR
(22,16),(16,29),-0.370924 # DEPENDENCYPART_GRANDPAR
(22,16),(16,30),-0.501381 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.318174 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.3117 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.569095 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.427449 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.550654 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.347076 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.270365 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.300534 # DEPENDENCYPART_GRANDPAR
(22,18),(18,23),-0.239853 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-0.262591 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.415869 # DEPENDENCYPART_GRANDPAR
(22,18),(18,28),-0.461153 # DEPENDENCYPART_GRANDPAR
(22,18),(18,29),-0.351905 # DEPENDENCYPART_GRANDPAR
(22,18),(18,30),-0.490509 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.664326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,3),-1.17536 # DEPENDENCYPART_GRANDPAR
(22,23),(23,4),-1.1395 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-1.12784 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-0.973234 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-0.67772 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-1.04497 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.04144 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.980651 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.76378 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.96221 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.753855 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.643438 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.649452 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.500532 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.408271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,25),0.0757762 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.0541443 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.0643737 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),0.0496417 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.134208 # DEPENDENCYPART_GRANDPAR
(22,28),(28,16),-0.877322 # DEPENDENCYPART_GRANDPAR
(22,28),(28,17),-0.735152 # DEPENDENCYPART_GRANDPAR
(22,28),(28,19),-0.624419 # DEPENDENCYPART_GRANDPAR
(22,28),(28,20),-0.626918 # DEPENDENCYPART_GRANDPAR
(22,28),(28,23),0.136426 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.076581 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),0.0939362 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.0667717 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),0.0356021 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.163161 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-1.09549 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.941415 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.803389 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.328187 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),-0.483637 # DEPENDENCYPART_GRANDPAR
(23,3),(3,15),-0.272126 # DEPENDENCYPART_GRANDPAR
(23,3),(3,22),0.0418511 # DEPENDENCYPART_GRANDPAR
(23,3),(3,26),-0.662242 # DEPENDENCYPART_GRANDPAR
(23,3),(3,30),-0.628404 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-1.10257 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.950553 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.874535 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),-0.801579 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.323408 # DEPENDENCYPART_GRANDPAR
(23,4),(4,7),-0.483599 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),-0.283921 # DEPENDENCYPART_GRANDPAR
(23,4),(4,11),-0.537541 # DEPENDENCYPART_GRANDPAR
(23,4),(4,15),-0.272088 # DEPENDENCYPART_GRANDPAR
(23,4),(4,22),0.0418888 # DEPENDENCYPART_GRANDPAR
(23,4),(4,26),-0.662242 # DEPENDENCYPART_GRANDPAR
(23,4),(4,30),-0.628404 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-1.10257 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.950553 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.874535 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.521838 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.323408 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.483599 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.283921 # DEPENDENCYPART_GRANDPAR
(23,5),(5,11),-0.537541 # DEPENDENCYPART_GRANDPAR
(23,5),(5,12),-0.362895 # DEPENDENCYPART_GRANDPAR
(23,5),(5,14),-0.471458 # DEPENDENCYPART_GRANDPAR
(23,5),(5,15),-0.272088 # DEPENDENCYPART_GRANDPAR
(23,5),(5,16),-0.458676 # DEPENDENCYPART_GRANDPAR
(23,5),(5,17),-0.0948116 # DEPENDENCYPART_GRANDPAR
(23,5),(5,19),-0.0864422 # DEPENDENCYPART_GRANDPAR
(23,5),(5,20),-0.158943 # DEPENDENCYPART_GRANDPAR
(23,5),(5,26),-0.662242 # DEPENDENCYPART_GRANDPAR
(23,5),(5,27),-0.356713 # DEPENDENCYPART_GRANDPAR
(23,5),(5,29),-0.380478 # DEPENDENCYPART_GRANDPAR
(23,5),(5,30),-0.628404 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.338076 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.424136 # DEPENDENCYPART_GRANDPAR
(23,9),(9,12),-0.401762 # DEPENDENCYPART_GRANDPAR
(23,9),(9,14),-0.611327 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.350125 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-1.09472 # DEPENDENCYPART_GRANDPAR
(23,11),(11,1),-1.10324 # DEPENDENCYPART_GRANDPAR
(23,11),(11,2),-0.952558 # DEPENDENCYPART_GRANDPAR
(23,11),(11,3),-0.875214 # DEPENDENCYPART_GRANDPAR
(23,11),(11,4),-0.522517 # DEPENDENCYPART_GRANDPAR
(23,11),(11,5),-0.923199 # DEPENDENCYPART_GRANDPAR
(23,11),(11,6),-0.398609 # DEPENDENCYPART_GRANDPAR
(23,11),(11,7),-0.46902 # DEPENDENCYPART_GRANDPAR
(23,11),(11,8),-0.294059 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.830552 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-0.345044 # DEPENDENCYPART_GRANDPAR
(23,11),(11,12),-0.362906 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.471472 # DEPENDENCYPART_GRANDPAR
(23,11),(11,15),-0.27209 # DEPENDENCYPART_GRANDPAR
(23,11),(11,16),-0.45869 # DEPENDENCYPART_GRANDPAR
(23,11),(11,17),-0.0948183 # DEPENDENCYPART_GRANDPAR
(23,11),(11,18),-0.433606 # DEPENDENCYPART_GRANDPAR
(23,11),(11,19),-0.0864489 # DEPENDENCYPART_GRANDPAR
(23,11),(11,20),-0.158954 # DEPENDENCYPART_GRANDPAR
(23,11),(11,22),0.0418864 # DEPENDENCYPART_GRANDPAR
(23,11),(11,26),-0.662256 # DEPENDENCYPART_GRANDPAR
(23,11),(11,27),-0.356718 # DEPENDENCYPART_GRANDPAR
(23,11),(11,29),-0.380483 # DEPENDENCYPART_GRANDPAR
(23,11),(11,30),-0.628409 # DEPENDENCYPART_GRANDPAR
(23,14),(14,4),-0.521838 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.468347 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),-0.829879 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.344371 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.657794 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.389901 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.519208 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.272088 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.458676 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),-0.433603 # DEPENDENCYPART_GRANDPAR
(23,14),(14,22),0.0418888 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-0.920076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,2),-0.978386 # DEPENDENCYPART_GRANDPAR
(23,15),(15,3),-0.895545 # DEPENDENCYPART_GRANDPAR
(23,15),(15,4),-0.538959 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),-0.93964 # DEPENDENCYPART_GRANDPAR
(23,15),(15,6),-0.351886 # DEPENDENCYPART_GRANDPAR
(23,15),(15,7),-0.464591 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.304775 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),-1.00829 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.67496 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.388735 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.716096 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.60952 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.536979 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.110471 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.477716 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.0803633 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),-0.196464 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-0.803828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,26),-0.594646 # DEPENDENCYPART_GRANDPAR
(23,15),(15,29),-0.325391 # DEPENDENCYPART_GRANDPAR
(23,16),(16,3),-0.874535 # DEPENDENCYPART_GRANDPAR
(23,16),(16,4),-0.521838 # DEPENDENCYPART_GRANDPAR
(23,16),(16,5),-0.92252 # DEPENDENCYPART_GRANDPAR
(23,16),(16,6),-0.397929 # DEPENDENCYPART_GRANDPAR
(23,16),(16,8),-0.29338 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),-0.829879 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.344371 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.657794 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.389901 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.519208 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.592399 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.280832 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.0948116 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.433603 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.0864422 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),-0.158943 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),0.0418888 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-0.920076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,26),-0.662242 # DEPENDENCYPART_GRANDPAR
(23,16),(16,27),-0.356713 # DEPENDENCYPART_GRANDPAR
(23,16),(16,28),-0.311048 # DEPENDENCYPART_GRANDPAR
(23,16),(16,29),-0.380478 # DEPENDENCYPART_GRANDPAR
(23,16),(16,30),-0.628404 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.0156403 # DEPENDENCYPART_GRANDPAR
(23,22),(22,3),-0.871968 # DEPENDENCYPART_GRANDPAR
(23,22),(22,4),-0.515382 # DEPENDENCYPART_GRANDPAR
(23,22),(22,5),-0.916063 # DEPENDENCYPART_GRANDPAR
(23,22),(22,6),-0.349745 # DEPENDENCYPART_GRANDPAR
(23,22),(22,8),-0.302132 # DEPENDENCYPART_GRANDPAR
(23,22),(22,11),-0.651383 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.376827 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.585943 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.573161 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.121148 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.44982 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.104653 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.172876 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.160362 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.800561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,27),-0.301053 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.252408 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.325123 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.391675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.141101 # DEPENDENCYPART_GRANDPAR
(23,28),(28,16),-0.935562 # DEPENDENCYPART_GRANDPAR
(23,28),(28,17),-0.449168 # DEPENDENCYPART_GRANDPAR
(23,28),(28,19),-0.427824 # DEPENDENCYPART_GRANDPAR
(23,28),(28,20),-0.5103 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.391335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.131142 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.232942 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.0952687 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.0190819 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.339975 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.555188 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.581217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,3),-0.666967 # DEPENDENCYPART_GRANDPAR
(25,23),(23,4),-0.796122 # DEPENDENCYPART_GRANDPAR
(25,23),(23,5),-0.84027 # DEPENDENCYPART_GRANDPAR
(25,23),(23,9),-0.525804 # DEPENDENCYPART_GRANDPAR
(25,23),(23,10),-0.65578 # DEPENDENCYPART_GRANDPAR
(25,23),(23,11),-0.628892 # DEPENDENCYPART_GRANDPAR
(25,23),(23,13),-0.438533 # DEPENDENCYPART_GRANDPAR
(25,23),(23,14),-0.666487 # DEPENDENCYPART_GRANDPAR
(25,23),(23,15),-0.590558 # DEPENDENCYPART_GRANDPAR
(25,23),(23,16),-0.765392 # DEPENDENCYPART_GRANDPAR
(25,23),(23,17),-0.576649 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.509632 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.551934 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.625633 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.486196 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-0.85721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,27),-0.671927 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.558252 # DEPENDENCYPART_GRANDPAR
(25,23),(23,29),-0.682121 # DEPENDENCYPART_GRANDPAR
(25,23),(23,30),-0.748273 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-0.842409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,27),-0.660936 # DEPENDENCYPART_GRANDPAR
(26,2),(2,1),-0.065166 # DEPENDENCYPART_GRANDPAR
(26,2),(2,7),-0.445711 # DEPENDENCYPART_GRANDPAR
(26,3),(3,1),-0.222672 # DEPENDENCYPART_GRANDPAR
(26,3),(3,2),0.0228466 # DEPENDENCYPART_GRANDPAR
(26,3),(3,5),-0.60232 # DEPENDENCYPART_GRANDPAR
(26,3),(3,6),-0.0392343 # DEPENDENCYPART_GRANDPAR
(26,3),(3,7),-0.353254 # DEPENDENCYPART_GRANDPAR
(26,3),(3,15),-0.1037 # DEPENDENCYPART_GRANDPAR
(26,3),(3,22),0.0392132 # DEPENDENCYPART_GRANDPAR
(26,3),(3,26),-1.23338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,3),(3,30),-0.724909 # DEPENDENCYPART_GRANDPAR
(26,4),(4,1),-0.223454 # DEPENDENCYPART_GRANDPAR
(26,4),(4,2),0.0217283 # DEPENDENCYPART_GRANDPAR
(26,4),(4,3),-0.323029 # DEPENDENCYPART_GRANDPAR
(26,4),(4,5),-0.596272 # DEPENDENCYPART_GRANDPAR
(26,4),(4,6),-0.028316 # DEPENDENCYPART_GRANDPAR
(26,4),(4,7),-0.349232 # DEPENDENCYPART_GRANDPAR
(26,4),(4,8),0.067105 # DEPENDENCYPART_GRANDPAR
(26,4),(4,11),-0.411936 # DEPENDENCYPART_GRANDPAR
(26,4),(4,15),-0.0996778 # DEPENDENCYPART_GRANDPAR
(26,4),(4,22),0.0432351 # DEPENDENCYPART_GRANDPAR
(26,4),(4,26),-1.23338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,4),(4,30),-0.724909 # DEPENDENCYPART_GRANDPAR
(26,5),(5,1),-0.223454 # DEPENDENCYPART_GRANDPAR
(26,5),(5,2),0.0217283 # DEPENDENCYPART_GRANDPAR
(26,5),(5,3),-0.323029 # DEPENDENCYPART_GRANDPAR
(26,5),(5,4),-0.426214 # DEPENDENCYPART_GRANDPAR
(26,5),(5,6),-0.028316 # DEPENDENCYPART_GRANDPAR
(26,5),(5,7),-0.349232 # DEPENDENCYPART_GRANDPAR
(26,5),(5,8),0.067105 # DEPENDENCYPART_GRANDPAR
(26,5),(5,11),-0.411936 # DEPENDENCYPART_GRANDPAR
(26,5),(5,12),-0.0816425 # DEPENDENCYPART_GRANDPAR
(26,5),(5,14),-0.112091 # DEPENDENCYPART_GRANDPAR
(26,5),(5,15),-0.0996778 # DEPENDENCYPART_GRANDPAR
(26,5),(5,16),-0.462571 # DEPENDENCYPART_GRANDPAR
(26,5),(5,17),0.0596003 # DEPENDENCYPART_GRANDPAR
(26,5),(5,19),0.140604 # DEPENDENCYPART_GRANDPAR
(26,5),(5,20),-0.124651 # DEPENDENCYPART_GRANDPAR
(26,5),(5,26),-1.23338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,5),(5,27),-0.444057 # DEPENDENCYPART_GRANDPAR
(26,5),(5,29),-0.301141 # DEPENDENCYPART_GRANDPAR
(26,5),(5,30),-0.724909 # DEPENDENCYPART_GRANDPAR
(26,7),(7,3),-0.396433 # DEPENDENCYPART_GRANDPAR
(26,7),(7,4),-0.491532 # DEPENDENCYPART_GRANDPAR
(26,7),(7,5),-0.666959 # DEPENDENCYPART_GRANDPAR
(26,7),(7,6),-0.0567742 # DEPENDENCYPART_GRANDPAR
(26,7),(7,8),-0.00361308 # DEPENDENCYPART_GRANDPAR
(26,7),(7,11),-0.476274 # DEPENDENCYPART_GRANDPAR
(26,7),(7,12),-0.207727 # DEPENDENCYPART_GRANDPAR
(26,7),(7,14),-0.177786 # DEPENDENCYPART_GRANDPAR
(26,7),(7,16),-0.528266 # DEPENDENCYPART_GRANDPAR
(26,7),(7,17),-0.00667082 # DEPENDENCYPART_GRANDPAR
(26,7),(7,18),-0.067654 # DEPENDENCYPART_GRANDPAR
(26,7),(7,19),0.0698858 # DEPENDENCYPART_GRANDPAR
(26,7),(7,20),-0.250735 # DEPENDENCYPART_GRANDPAR
(26,7),(7,23),0.116412 # DEPENDENCYPART_GRANDPAR
(26,7),(7,26),-1.11284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,7),(7,27),-0.328163 # DEPENDENCYPART_GRANDPAR
(26,7),(7,28),-0.286493 # DEPENDENCYPART_GRANDPAR
(26,7),(7,29),-0.185086 # DEPENDENCYPART_GRANDPAR
(26,7),(7,30),-0.616182 # DEPENDENCYPART_GRANDPAR
(26,9),(9,8),0.0419674 # DEPENDENCYPART_GRANDPAR
(26,9),(9,10),-0.240358 # DEPENDENCYPART_GRANDPAR
(26,9),(9,12),-0.0701065 # DEPENDENCYPART_GRANDPAR
(26,9),(9,14),-0.132984 # DEPENDENCYPART_GRANDPAR
(26,11),(11,1),-0.223473 # DEPENDENCYPART_GRANDPAR
(26,11),(11,2),0.0210438 # DEPENDENCYPART_GRANDPAR
(26,11),(11,3),-0.323058 # DEPENDENCYPART_GRANDPAR
(26,11),(11,4),-0.426242 # DEPENDENCYPART_GRANDPAR
(26,11),(11,5),-0.601668 # DEPENDENCYPART_GRANDPAR
(26,11),(11,6),-0.105606 # DEPENDENCYPART_GRANDPAR
(26,11),(11,7),-0.352407 # DEPENDENCYPART_GRANDPAR
(26,11),(11,8),-0.0520905 # DEPENDENCYPART_GRANDPAR
(26,11),(11,9),-0.232627 # DEPENDENCYPART_GRANDPAR
(26,11),(11,10),-0.275189 # DEPENDENCYPART_GRANDPAR
(26,11),(11,12),-0.0809936 # DEPENDENCYPART_GRANDPAR
(26,11),(11,14),-0.111442 # DEPENDENCYPART_GRANDPAR
(26,11),(11,15),-0.0990119 # DEPENDENCYPART_GRANDPAR
(26,11),(11,16),-0.461922 # DEPENDENCYPART_GRANDPAR
(26,11),(11,17),0.0602577 # DEPENDENCYPART_GRANDPAR
(26,11),(11,18),-0.0681118 # DEPENDENCYPART_GRANDPAR
(26,11),(11,19),0.141261 # DEPENDENCYPART_GRANDPAR
(26,11),(11,20),-0.124002 # DEPENDENCYPART_GRANDPAR
(26,11),(11,22),0.043901 # DEPENDENCYPART_GRANDPAR
(26,11),(11,26),-1.23339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,11),(11,27),-0.444057 # DEPENDENCYPART_GRANDPAR
(26,11),(11,29),-0.301141 # DEPENDENCYPART_GRANDPAR
(26,11),(11,30),-0.724909 # DEPENDENCYPART_GRANDPAR
(26,14),(14,4),-0.426214 # DEPENDENCYPART_GRANDPAR
(26,14),(14,7),-0.352388 # DEPENDENCYPART_GRANDPAR
(26,14),(14,9),-0.232609 # DEPENDENCYPART_GRANDPAR
(26,14),(14,10),-0.275171 # DEPENDENCYPART_GRANDPAR
(26,14),(14,11),-0.413569 # DEPENDENCYPART_GRANDPAR
(26,14),(14,12),-0.131734 # DEPENDENCYPART_GRANDPAR
(26,14),(14,13),-0.249696 # DEPENDENCYPART_GRANDPAR
(26,14),(14,15),-0.0996778 # DEPENDENCYPART_GRANDPAR
(26,14),(14,16),-0.462571 # DEPENDENCYPART_GRANDPAR
(26,14),(14,18),-0.0687777 # DEPENDENCYPART_GRANDPAR
(26,14),(14,22),0.0432351 # DEPENDENCYPART_GRANDPAR
(26,14),(14,23),0.182107 # DEPENDENCYPART_GRANDPAR
(26,15),(15,2),-0.0103789 # DEPENDENCYPART_GRANDPAR
(26,15),(15,3),-0.375903 # DEPENDENCYPART_GRANDPAR
(26,15),(15,4),-0.471003 # DEPENDENCYPART_GRANDPAR
(26,15),(15,5),-0.646429 # DEPENDENCYPART_GRANDPAR
(26,15),(15,6),-0.0837618 # DEPENDENCYPART_GRANDPAR
(26,15),(15,7),-0.213389 # DEPENDENCYPART_GRANDPAR
(26,15),(15,8),-0.0307285 # DEPENDENCYPART_GRANDPAR
(26,15),(15,9),-0.254189 # DEPENDENCYPART_GRANDPAR
(26,15),(15,11),-0.458399 # DEPENDENCYPART_GRANDPAR
(26,15),(15,12),-0.0949942 # DEPENDENCYPART_GRANDPAR
(26,15),(15,13),-0.263935 # DEPENDENCYPART_GRANDPAR
(26,15),(15,14),-0.162248 # DEPENDENCYPART_GRANDPAR
(26,15),(15,16),-0.426966 # DEPENDENCYPART_GRANDPAR
(26,15),(15,17),0.0357679 # DEPENDENCYPART_GRANDPAR
(26,15),(15,18),-0.0852612 # DEPENDENCYPART_GRANDPAR
(26,15),(15,19),0.100844 # DEPENDENCYPART_GRANDPAR
(26,15),(15,20),-0.150654 # DEPENDENCYPART_GRANDPAR
(26,15),(15,23),0.217712 # DEPENDENCYPART_GRANDPAR
(26,15),(15,26),-1.10777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,15),(15,29),-0.188066 # DEPENDENCYPART_GRANDPAR
(26,16),(16,3),-0.323029 # DEPENDENCYPART_GRANDPAR
(26,16),(16,4),-0.426214 # DEPENDENCYPART_GRANDPAR
(26,16),(16,5),-0.60164 # DEPENDENCYPART_GRANDPAR
(26,16),(16,6),-0.105574 # DEPENDENCYPART_GRANDPAR
(26,16),(16,8),-0.0520591 # DEPENDENCYPART_GRANDPAR
(26,16),(16,9),-0.232609 # DEPENDENCYPART_GRANDPAR
(26,16),(16,10),-0.275171 # DEPENDENCYPART_GRANDPAR
(26,16),(16,11),-0.413569 # DEPENDENCYPART_GRANDPAR
(26,16),(16,12),-0.131734 # DEPENDENCYPART_GRANDPAR
(26,16),(16,13),-0.249696 # DEPENDENCYPART_GRANDPAR
(26,16),(16,14),-0.117459 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.15054 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),0.0596003 # DEPENDENCYPART_GRANDPAR
(26,16),(16,18),-0.0687777 # DEPENDENCYPART_GRANDPAR
(26,16),(16,19),0.140604 # DEPENDENCYPART_GRANDPAR
(26,16),(16,20),-0.124651 # DEPENDENCYPART_GRANDPAR
(26,16),(16,22),0.0432351 # DEPENDENCYPART_GRANDPAR
(26,16),(16,23),0.182107 # DEPENDENCYPART_GRANDPAR
(26,16),(16,26),-1.23338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
