# _root_ Sokan őt okolták ugyanis a vereségért , hiszen a nevéhez fűződött például az 1993-as , nagy port kavart MDF-Fidesz-székházügy .
#goldHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
#predictedHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
(19,8),(8,11),-0.101916 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.365033 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.137163 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.0871906 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),-0.117159 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.350215 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),-0.0206238 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-0.997414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.584485 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.376597 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),0.0143785 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.588615 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.206229 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.178319 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.371837 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.528128 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.378251 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.06852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,1),-0.713848 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.0645647 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.273286 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.540536 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.75459 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.183667 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.269366 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.430092 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.694104 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.212368 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.302683 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.378748 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.0302516 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.108552 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.00826267 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.295 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.0862537 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.00697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.585354 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.29381 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.545855 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.24281 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.223571 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.406827 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.270722 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.2189 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.0883321 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.00688509 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.065156 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.338321 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.942218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.575752 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.148922 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.127577 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.313495 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.564176 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.55402 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.102173 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.291028 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.314414 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0220743 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0524778 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.366306 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.00599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.602011 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.604478 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.331329 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.364175 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.187254 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.0103453 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.360995 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.652156 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.18008 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.588799 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.528312 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.233196 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.10517 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.362678 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.268817 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.166209 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.00702943 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.134926 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.06852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.615152 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.558335 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.1639 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.409385 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.0606967 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.27459 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.0886085 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.285186 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.30857 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.107272 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0618883 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0577368 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.476934 # DEPENDENCYPART_GRANDPAR
