# _root_ Amiből még olyan következtetést is le lehet vonni , hogy nem is maga a szabadság olyan fontos és nélkülözhetetlen az emberfajtának , hanem a szabadság utáni vágy : a szabadság szivárványos képe .
#goldHeads=8,8,4,8,8,7,0,7,7,7,12,3,12,15,13,17,19,19,12,21,12,3,3,25,26,27,3,27,30,32,32,27,7,
#predictedHeads=7,7,4,8,7,7,0,7,7,7,12,23,15,15,12,17,19,19,23,21,26,23,7,25,26,27,23,27,30,32,32,27,7,
(21,17),(17,13),-0.554701 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.452905 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.601051 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.0515445 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.784542 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.578143 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.56379 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.380723 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.401108 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.585411 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.631155 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.702169 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.687021 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.738915 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.665149 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.735626 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.367493 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.519486 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.295798 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.983159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.551829 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.488096 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.512186 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.557359 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.596892 # DEPENDENCYPART_GRANDPAR
(21,18),(18,32),-0.569066 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.352204 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.559808 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.457162 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.558172 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.448725 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.574669 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.0709559 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.361269 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.0435851 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.9822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.554545 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.491086 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.511226 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.5564 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.602735 # DEPENDENCYPART_GRANDPAR
(21,19),(19,30),-0.567796 # DEPENDENCYPART_GRANDPAR
(21,19),(19,32),-0.568107 # DEPENDENCYPART_GRANDPAR
(21,19),(19,33),-0.853585 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.391631 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-0.108214 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.132506 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),-0.0667112 # DEPENDENCYPART_GRANDPAR
(23,2),(2,7),-0.161051 # DEPENDENCYPART_GRANDPAR
(23,2),(2,33),-0.681939 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.220142 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.15528 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.205834 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.188585 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.148154 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),-0.283748 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),-0.275555 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),-0.182624 # DEPENDENCYPART_GRANDPAR
(23,3),(3,10),-0.128977 # DEPENDENCYPART_GRANDPAR
(23,3),(3,11),-0.00898873 # DEPENDENCYPART_GRANDPAR
(23,3),(3,12),-0.00307024 # DEPENDENCYPART_GRANDPAR
(23,3),(3,13),0.101156 # DEPENDENCYPART_GRANDPAR
(23,3),(3,15),0.0677179 # DEPENDENCYPART_GRANDPAR
(23,3),(3,16),-0.0670315 # DEPENDENCYPART_GRANDPAR
(23,3),(3,17),0.0211081 # DEPENDENCYPART_GRANDPAR
(23,3),(3,18),0.101282 # DEPENDENCYPART_GRANDPAR
(23,3),(3,19),0.0130865 # DEPENDENCYPART_GRANDPAR
(23,3),(3,21),0.129531 # DEPENDENCYPART_GRANDPAR
(23,3),(3,22),-0.154139 # DEPENDENCYPART_GRANDPAR
(23,3),(3,23),-0.702223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,3),(3,25),-0.600932 # DEPENDENCYPART_GRANDPAR
(23,3),(3,26),-0.232016 # DEPENDENCYPART_GRANDPAR
(23,3),(3,27),-0.37268 # DEPENDENCYPART_GRANDPAR
(23,3),(3,28),-0.341099 # DEPENDENCYPART_GRANDPAR
(23,3),(3,30),-0.751958 # DEPENDENCYPART_GRANDPAR
(23,3),(3,31),-0.466573 # DEPENDENCYPART_GRANDPAR
(23,3),(3,32),-0.159195 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.153195 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.156406 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),0.00859645 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.179643 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.168205 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.0297424 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.137161 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.0870766 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.084621 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),0.0566406 # DEPENDENCYPART_GRANDPAR
(23,7),(7,1),-0.112721 # DEPENDENCYPART_GRANDPAR
(23,7),(7,2),0.0211139 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),-0.00084911 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.0628236 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),0.0117013 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),0.0922896 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.353816 # DEPENDENCYPART_GRANDPAR
(23,7),(7,9),-0.292842 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),-0.186794 # DEPENDENCYPART_GRANDPAR
(23,7),(7,11),-0.080252 # DEPENDENCYPART_GRANDPAR
(23,7),(7,12),-0.00377492 # DEPENDENCYPART_GRANDPAR
(23,7),(7,13),-0.0109508 # DEPENDENCYPART_GRANDPAR
(23,7),(7,14),-0.424445 # DEPENDENCYPART_GRANDPAR
(23,7),(7,16),-0.215652 # DEPENDENCYPART_GRANDPAR
(23,7),(7,17),0.0111905 # DEPENDENCYPART_GRANDPAR
(23,7),(7,18),0.00970712 # DEPENDENCYPART_GRANDPAR
(23,7),(7,19),-0.00319874 # DEPENDENCYPART_GRANDPAR
(23,7),(7,22),-0.264357 # DEPENDENCYPART_GRANDPAR
(23,7),(7,23),-1.07087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,7),(7,27),-0.783947 # DEPENDENCYPART_GRANDPAR
(23,7),(7,28),-0.647452 # DEPENDENCYPART_GRANDPAR
(23,7),(7,32),-0.570462 # DEPENDENCYPART_GRANDPAR
(23,7),(7,33),-0.948689 # DEPENDENCYPART_GRANDPAR
(23,8),(8,1),-0.118379 # DEPENDENCYPART_GRANDPAR
(23,8),(8,2),0.00296424 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.00213902 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.059899 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.0511558 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),0.0740562 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.154455 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.278365 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-0.188653 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.06811 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),0.0456563 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),0.0310567 # DEPENDENCYPART_GRANDPAR
(23,8),(8,16),-0.169469 # DEPENDENCYPART_GRANDPAR
(23,8),(8,17),0.0408416 # DEPENDENCYPART_GRANDPAR
(23,8),(8,18),0.021403 # DEPENDENCYPART_GRANDPAR
(23,8),(8,19),0.0271365 # DEPENDENCYPART_GRANDPAR
(23,8),(8,22),-0.249881 # DEPENDENCYPART_GRANDPAR
(23,8),(8,23),-1.06415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,27),-0.771783 # DEPENDENCYPART_GRANDPAR
(23,8),(8,28),-0.642124 # DEPENDENCYPART_GRANDPAR
(23,8),(8,32),-0.558298 # DEPENDENCYPART_GRANDPAR
(23,8),(8,33),-0.9443 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),-0.163703 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.071512 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-0.0149039 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.129892 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.155934 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.200766 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.176915 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.259234 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),0.152448 # DEPENDENCYPART_GRANDPAR
(23,10),(10,12),0.181751 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),0.279647 # DEPENDENCYPART_GRANDPAR
(23,10),(10,18),0.182636 # DEPENDENCYPART_GRANDPAR
(23,10),(10,23),-0.768132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,28),-0.367935 # DEPENDENCYPART_GRANDPAR
(23,10),(10,33),-0.721952 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),0.0363365 # DEPENDENCYPART_GRANDPAR
(23,11),(11,33),-0.681898 # DEPENDENCYPART_GRANDPAR
(23,12),(12,8),-0.192951 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),-0.160168 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.0427432 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),0.0371339 # DEPENDENCYPART_GRANDPAR
(23,12),(12,15),0.281975 # DEPENDENCYPART_GRANDPAR
(23,12),(12,16),0.193443 # DEPENDENCYPART_GRANDPAR
(23,12),(12,32),-0.156221 # DEPENDENCYPART_GRANDPAR
(23,15),(15,3),0.00858422 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.0358147 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),0.133447 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.297192 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.210567 # DEPENDENCYPART_GRANDPAR
(23,16),(16,8),-0.19716 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.0515274 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),0.0863567 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),0.0485418 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),0.201853 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),0.126518 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),0.119184 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),0.203044 # DEPENDENCYPART_GRANDPAR
(23,16),(16,27),-0.351759 # DEPENDENCYPART_GRANDPAR
(23,16),(16,30),-0.731037 # DEPENDENCYPART_GRANDPAR
(23,16),(16,32),-0.13829 # DEPENDENCYPART_GRANDPAR
(23,16),(16,33),-0.683111 # DEPENDENCYPART_GRANDPAR
(23,17),(17,3),0.104801 # DEPENDENCYPART_GRANDPAR
(23,17),(17,11),0.138141 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),0.13467 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),0.192599 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.144016 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),0.175029 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),0.169166 # DEPENDENCYPART_GRANDPAR
(23,18),(18,2),-0.140322 # DEPENDENCYPART_GRANDPAR
(23,18),(18,3),-0.0266407 # DEPENDENCYPART_GRANDPAR
(23,18),(18,5),-0.187858 # DEPENDENCYPART_GRANDPAR
(23,18),(18,7),-0.212927 # DEPENDENCYPART_GRANDPAR
(23,18),(18,8),-0.195343 # DEPENDENCYPART_GRANDPAR
(23,18),(18,9),-0.316898 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.0920706 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),0.0567734 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),0.0521279 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),0.112578 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.29332 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),0.126365 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),0.00107005 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),0.0376793 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.124321 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.324875 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.017752 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-0.760882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,25),-0.680765 # DEPENDENCYPART_GRANDPAR
(23,18),(18,27),-0.452513 # DEPENDENCYPART_GRANDPAR
(23,18),(18,28),-0.362017 # DEPENDENCYPART_GRANDPAR
(23,18),(18,32),-0.239028 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-0.190096 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),0.125008 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),0.124927 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),0.189714 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.143842 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.186387 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),0.156032 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),0.120934 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),0.16841 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.233895 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.1446 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-0.708791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,25),-0.629193 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.400942 # DEPENDENCYPART_GRANDPAR
(23,19),(19,28),-0.31855 # DEPENDENCYPART_GRANDPAR
(23,19),(19,30),-0.78022 # DEPENDENCYPART_GRANDPAR
(23,19),(19,32),-0.187457 # DEPENDENCYPART_GRANDPAR
(23,19),(19,33),-0.68321 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.0109126 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),0.133459 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.292978 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),0.0339169 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),0.0977592 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.0311287 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.0402546 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.153834 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.401879 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.074713 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.152981 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-0.400498 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.348363 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.425656 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.609849 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.24589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.16371 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.0328297 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.0717777 # DEPENDENCYPART_GRANDPAR
(23,27),(27,14),-0.677738 # DEPENDENCYPART_GRANDPAR
(23,27),(27,15),-0.552246 # DEPENDENCYPART_GRANDPAR
(23,27),(27,16),-0.407833 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-0.400642 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-0.370963 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-0.408063 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.401879 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.487864 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.631614 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.281465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.076519 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.0124103 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.187794 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.0117672 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.152934 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.099181 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),0.440154 # DEPENDENCYPART_GRANDPAR
(23,30),(30,20),-0.401879 # DEPENDENCYPART_GRANDPAR
(23,30),(30,24),0.074713 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),0.0123763 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.27873 # DEPENDENCYPART_GRANDPAR
(23,31),(31,21),-0.425655 # DEPENDENCYPART_GRANDPAR
(23,31),(31,24),0.163752 # DEPENDENCYPART_GRANDPAR
(23,31),(31,25),0.0329196 # DEPENDENCYPART_GRANDPAR
(23,31),(31,27),0.258609 # DEPENDENCYPART_GRANDPAR
(23,31),(31,28),0.119821 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),-0.189691 # DEPENDENCYPART_GRANDPAR
(23,31),(31,30),-0.118107 # DEPENDENCYPART_GRANDPAR
(23,32),(32,15),-0.552246 # DEPENDENCYPART_GRANDPAR
(23,32),(32,18),-0.370963 # DEPENDENCYPART_GRANDPAR
(23,32),(32,20),-0.401879 # DEPENDENCYPART_GRANDPAR
(23,32),(32,21),-0.487864 # DEPENDENCYPART_GRANDPAR
(23,32),(32,22),-0.631614 # DEPENDENCYPART_GRANDPAR
(23,32),(32,23),-0.279542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,32),(32,24),0.0751942 # DEPENDENCYPART_GRANDPAR
(23,32),(32,25),0.0153611 # DEPENDENCYPART_GRANDPAR
(23,32),(32,26),0.188796 # DEPENDENCYPART_GRANDPAR
(23,32),(32,27),0.233178 # DEPENDENCYPART_GRANDPAR
(23,32),(32,28),0.00845663 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),-0.278249 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),-0.135665 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),-0.0473053 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-1.11725 # DEPENDENCYPART_GRANDPAR
(25,30),(30,20),-1.35974 # DEPENDENCYPART_GRANDPAR
(25,30),(30,24),-1.19825 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-0.489053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,29),-0.198837 # DEPENDENCYPART_GRANDPAR
(26,16),(16,7),-0.517879 # DEPENDENCYPART_GRANDPAR
(26,16),(16,8),-0.21399 # DEPENDENCYPART_GRANDPAR
(26,16),(16,10),-0.361581 # DEPENDENCYPART_GRANDPAR
(26,16),(16,11),-0.398438 # DEPENDENCYPART_GRANDPAR
(26,16),(16,12),-0.266522 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.336097 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),-0.335137 # DEPENDENCYPART_GRANDPAR
(26,16),(16,19),-0.326581 # DEPENDENCYPART_GRANDPAR
(26,16),(16,21),-0.267415 # DEPENDENCYPART_GRANDPAR
(26,16),(16,27),-0.492942 # DEPENDENCYPART_GRANDPAR
(26,16),(16,30),-0.602443 # DEPENDENCYPART_GRANDPAR
(26,16),(16,32),-0.683472 # DEPENDENCYPART_GRANDPAR
(26,16),(16,33),-0.754352 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),-0.353762 # DEPENDENCYPART_GRANDPAR
(26,21),(21,13),-0.157438 # DEPENDENCYPART_GRANDPAR
(26,21),(21,14),-0.00240127 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),-0.265512 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),0.0222001 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.254869 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.0622384 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.0846121 # DEPENDENCYPART_GRANDPAR
(26,23),(23,2),-0.284868 # DEPENDENCYPART_GRANDPAR
(26,23),(23,3),-0.180164 # DEPENDENCYPART_GRANDPAR
(26,23),(23,4),-0.58235 # DEPENDENCYPART_GRANDPAR
(26,23),(23,5),-0.383167 # DEPENDENCYPART_GRANDPAR
(26,23),(23,7),-0.56554 # DEPENDENCYPART_GRANDPAR
(26,23),(23,8),-0.259835 # DEPENDENCYPART_GRANDPAR
(26,23),(23,9),-0.49498 # DEPENDENCYPART_GRANDPAR
(26,23),(23,10),-0.325566 # DEPENDENCYPART_GRANDPAR
(26,23),(23,11),-0.400065 # DEPENDENCYPART_GRANDPAR
(26,23),(23,12),-0.210204 # DEPENDENCYPART_GRANDPAR
(26,23),(23,15),-0.315789 # DEPENDENCYPART_GRANDPAR
(26,23),(23,16),-0.22942 # DEPENDENCYPART_GRANDPAR
(26,23),(23,17),-0.422175 # DEPENDENCYPART_GRANDPAR
(26,23),(23,18),-0.150009 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.413799 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),-0.256389 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.261625 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.235315 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.0078063 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),0.140617 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-0.890147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.551289 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.558781 # DEPENDENCYPART_GRANDPAR
(26,23),(23,30),-0.660791 # DEPENDENCYPART_GRANDPAR
(26,23),(23,31),-0.548834 # DEPENDENCYPART_GRANDPAR
(26,23),(23,32),-0.741803 # DEPENDENCYPART_GRANDPAR
(26,23),(23,33),-0.753238 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.0654518 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.0821695 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.709184 # DEPENDENCYPART_GRANDPAR
(26,30),(30,20),-0.576881 # DEPENDENCYPART_GRANDPAR
(26,30),(30,24),-0.427164 # DEPENDENCYPART_GRANDPAR
(26,30),(30,25),-0.376741 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),-0.231912 # DEPENDENCYPART_GRANDPAR
(27,15),(15,3),0.0324193 # DEPENDENCYPART_GRANDPAR
(27,15),(15,12),-0.534446 # DEPENDENCYPART_GRANDPAR
(27,15),(15,13),-0.231911 # DEPENDENCYPART_GRANDPAR
(27,15),(15,14),-0.365725 # DEPENDENCYPART_GRANDPAR
(27,16),(16,7),-0.19215 # DEPENDENCYPART_GRANDPAR
(27,16),(16,8),-0.27722 # DEPENDENCYPART_GRANDPAR
(27,16),(16,10),-0.600357 # DEPENDENCYPART_GRANDPAR
(27,16),(16,11),-0.486599 # DEPENDENCYPART_GRANDPAR
(27,16),(16,12),-0.629232 # DEPENDENCYPART_GRANDPAR
(27,16),(16,15),-0.482717 # DEPENDENCYPART_GRANDPAR
(27,16),(16,17),-0.408154 # DEPENDENCYPART_GRANDPAR
(27,16),(16,19),-0.539627 # DEPENDENCYPART_GRANDPAR
(27,16),(16,21),-0.0638223 # DEPENDENCYPART_GRANDPAR
(27,16),(16,27),-0.730492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,16),(16,30),-0.188819 # DEPENDENCYPART_GRANDPAR
(27,16),(16,32),-0.342688 # DEPENDENCYPART_GRANDPAR
(27,16),(16,33),-0.534925 # DEPENDENCYPART_GRANDPAR
(27,17),(17,3),0.165134 # DEPENDENCYPART_GRANDPAR
(27,17),(17,11),-0.327222 # DEPENDENCYPART_GRANDPAR
(27,17),(17,12),-0.33277 # DEPENDENCYPART_GRANDPAR
(27,17),(17,13),-0.165626 # DEPENDENCYPART_GRANDPAR
(27,17),(17,14),-0.386947 # DEPENDENCYPART_GRANDPAR
(27,17),(17,15),-0.320708 # DEPENDENCYPART_GRANDPAR
(27,17),(17,16),0.107356 # DEPENDENCYPART_GRANDPAR
(27,18),(18,2),-0.56906 # DEPENDENCYPART_GRANDPAR
(27,18),(18,3),-0.0982312 # DEPENDENCYPART_GRANDPAR
(27,18),(18,5),-0.509059 # DEPENDENCYPART_GRANDPAR
(27,18),(18,7),-0.230909 # DEPENDENCYPART_GRANDPAR
(27,18),(18,8),-0.313358 # DEPENDENCYPART_GRANDPAR
(27,18),(18,9),-0.44278 # DEPENDENCYPART_GRANDPAR
(27,18),(18,10),-0.599844 # DEPENDENCYPART_GRANDPAR
(27,18),(18,11),-0.488994 # DEPENDENCYPART_GRANDPAR
(27,18),(18,12),-0.575413 # DEPENDENCYPART_GRANDPAR
(27,18),(18,13),-0.349841 # DEPENDENCYPART_GRANDPAR
(27,18),(18,14),-0.599191 # DEPENDENCYPART_GRANDPAR
(27,18),(18,15),-0.455283 # DEPENDENCYPART_GRANDPAR
(27,18),(18,16),-0.208592 # DEPENDENCYPART_GRANDPAR
