# _root_ Az ÁPTF április 30-ig meghosszabbította a CB_Bróker_Értékpapír-forgalmazó_Rt.-nek , a LaSalle_Értékpapír-forgalmazó_Rt.-nek , a Pannonbróker_Értékpapír-forgalmazó_Rt.-nek és a Pest-Buda_Értékház_Értékpapír-kereskedő_és_Befektetési_Tanácsadó_Rt.-nek a Központi_Elszámolóház_és_Értéktár_(KELER)_Rt.-nél vezetett valamennyi számlája feletti rendelkezési joga felfüggesztését .
#goldHeads=2,5,4,5,0,7,14,14,10,14,14,13,14,5,16,14,18,19,21,21,22,23,24,25,5,5,
#predictedHeads=2,5,4,5,0,7,5,5,10,5,5,13,14,5,16,14,18,19,21,21,22,24,24,25,5,5,
(21,12),(12,19),0.14522 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.230558 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.079493 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-1.47692 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),0.0243721 # DEPENDENCYPART_GRANDPAR
(21,13),(13,25),-0.768508 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.930604 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-1.01492 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-1.26487 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.377654 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-1.61136 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.693075 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.319222 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-1.50495 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.547621 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.215357 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-1.26934 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.12938 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-1.02911 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.110866 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.157485 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.08367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.302946 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-0.63516 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.706931 # DEPENDENCYPART_GRANDPAR
(21,14),(14,26),-0.687932 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.351097 # DEPENDENCYPART_GRANDPAR
(21,15),(15,22),-0.323591 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.079493 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),0.0243721 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-1.24131 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.324047 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-2.10287e-05 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.103831 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.240764 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.14525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.361805 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.696736 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.768508 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.713969 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.14522 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.03342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.323591 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),0.0243721 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-2.10287e-05 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-1.14303 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.164833 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.14525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,2),-0.765698 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.845482 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.220614 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-1.44645 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.45387 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-1.34004 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.308416 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),0.0028856 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-1.10443 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.215226 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.0215075 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-1.00615 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.143347 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0879066 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.268393 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.08272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.308956 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.634203 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.705975 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.70083 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-1.40363 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.626276 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-1.99777 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.875516 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-1.89136 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.730062 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-1.65575 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.680508 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.521137 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-1.55747 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.356282 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.639227 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.276205 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.686751 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.632099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0141814 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.115708 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-1.40363 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),-1.99777 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-1.89136 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-1.65575 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.680508 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-1.55747 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.356282 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.639227 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.276205 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.686751 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.634373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.192061 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-2.06031 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-0.89935 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-0.664088 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-1.9539 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.753896 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-0.560223 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-1.71829 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.691981 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.584616 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-1.62001 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.419761 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.701762 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.329428 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.705052 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.54732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.204804 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0242429 # DEPENDENCYPART_GRANDPAR
(21,25),(25,7),-2.06031 # DEPENDENCYPART_GRANDPAR
(21,25),(25,8),-0.89935 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-1.9539 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-0.753896 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-0.560223 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-1.71829 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-0.691981 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.584616 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-1.62001 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.419761 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.701762 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.329428 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.705052 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.54807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.204802 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.0242408 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.0995549 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.318226 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.364064 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.369224 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.637505 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.235459 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.119963 # DEPENDENCYPART_GRANDPAR
(22,3),(3,26),-0.677487 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.434178 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.413853 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.404482 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.625721 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.173046 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.21593 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.284832 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.25953 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.0927703 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),-0.273771 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),-0.150628 # DEPENDENCYPART_GRANDPAR
(22,5),(5,13),-0.0247507 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),-0.149147 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),-0.0566518 # DEPENDENCYPART_GRANDPAR
(22,5),(5,18),0.240713 # DEPENDENCYPART_GRANDPAR
(22,5),(5,19),-0.0554244 # DEPENDENCYPART_GRANDPAR
(22,5),(5,21),-0.0940759 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-0.837256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,5),(5,24),-0.589536 # DEPENDENCYPART_GRANDPAR
(22,5),(5,25),-0.504366 # DEPENDENCYPART_GRANDPAR
(22,5),(5,26),-0.670017 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),-0.31787 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.327227 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),0.0017761 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.148962 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),0.00467064 # DEPENDENCYPART_GRANDPAR
(22,7),(7,11),-0.137901 # DEPENDENCYPART_GRANDPAR
(22,7),(7,24),-0.628229 # DEPENDENCYPART_GRANDPAR
(22,7),(7,25),-0.542902 # DEPENDENCYPART_GRANDPAR
(22,7),(7,26),-0.677487 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),0.0017761 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.0479248 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.0847075 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.137901 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),0.0726902 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),0.0407891 # DEPENDENCYPART_GRANDPAR
(22,10),(10,18),0.338154 # DEPENDENCYPART_GRANDPAR
(22,10),(10,24),-0.628229 # DEPENDENCYPART_GRANDPAR
(22,10),(10,25),-0.542902 # DEPENDENCYPART_GRANDPAR
(22,10),(10,26),-0.677487 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),0.0017761 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.0847075 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),0.0752354 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),0.0241943 # DEPENDENCYPART_GRANDPAR
(22,13),(13,25),-0.542902 # DEPENDENCYPART_GRANDPAR
(22,14),(14,2),-0.50793 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.494505 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.719808 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.329477 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.202267 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-0.311005 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.244873 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.0791068 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.299944 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.135972 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.0110872 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),0.0635598 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),0.119268 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),0.416633 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.0424232 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),0.0819025 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-0.849913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,24),-0.585424 # DEPENDENCYPART_GRANDPAR
(22,14),(14,25),-0.500098 # DEPENDENCYPART_GRANDPAR
(22,14),(14,26),-0.667858 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.0484894 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-0.847872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,9),-0.0847075 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),0.0241943 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),0.143255 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),0.0684222 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),0.11249 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),0.338154 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.0281881 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.00342348 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-0.881015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,24),-0.628229 # DEPENDENCYPART_GRANDPAR
(22,16),(16,25),-0.542902 # DEPENDENCYPART_GRANDPAR
(22,16),(16,26),-0.677487 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0224202 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.00222742 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-0.847872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,12),0.0241943 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),0.11249 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),0.111354 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.0102125 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.00342348 # DEPENDENCYPART_GRANDPAR
(22,19),(19,2),-0.545329 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),-0.530075 # DEPENDENCYPART_GRANDPAR
(22,19),(19,5),-0.305022 # DEPENDENCYPART_GRANDPAR
(22,19),(19,7),-0.239666 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.190044 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.116505 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.178984 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.0188024 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.0484858 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.0865245 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),0.069493 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.0803869 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.0327842 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.216978 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.0237584 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.00443624 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.838995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,24),-0.566006 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.480679 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-0.666303 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),0.024194 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),0.143238 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),0.06832 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),0.112489 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),0.111337 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.0102122 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.408701 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.0130772 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.110099 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.881015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.374899 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.628229 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.542902 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-0.883902 # DEPENDENCYPART_GRANDPAR
(22,23),(23,7),-0.588492 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-0.465332 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.397312 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.435002 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.429213 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.425416 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.131849 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.434976 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.372554 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.466578 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.424686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,7),-0.650715 # DEPENDENCYPART_GRANDPAR
(22,25),(25,8),-0.498383 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-0.527555 # DEPENDENCYPART_GRANDPAR
(22,25),(25,11),-0.487323 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-0.471311 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-0.459535 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-0.445172 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.383015 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.491437 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.485292 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.194072 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.477367 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.391907 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.528801 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.434725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.0738997 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.0967492 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.262253 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.352029 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.544306 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.850123 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.338802 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),-0.336602 # DEPENDENCYPART_GRANDPAR
(23,3),(3,26),-0.656511 # DEPENDENCYPART_GRANDPAR
(23,7),(7,1),-0.305836 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),-0.494288 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.133697 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.300306 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),-0.246823 # DEPENDENCYPART_GRANDPAR
(23,7),(7,11),-0.245892 # DEPENDENCYPART_GRANDPAR
(23,7),(7,24),-0.621517 # DEPENDENCYPART_GRANDPAR
(23,7),(7,25),-0.607024 # DEPENDENCYPART_GRANDPAR
(23,7),(7,26),-0.656511 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.133697 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.281961 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.112007 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.245892 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.139731 # DEPENDENCYPART_GRANDPAR
(23,10),(10,16),-0.168469 # DEPENDENCYPART_GRANDPAR
(23,10),(10,18),0.0385853 # DEPENDENCYPART_GRANDPAR
(23,10),(10,24),-0.621517 # DEPENDENCYPART_GRANDPAR
(23,10),(10,25),-0.607024 # DEPENDENCYPART_GRANDPAR
(23,10),(10,26),-0.656511 # DEPENDENCYPART_GRANDPAR
(23,13),(13,6),-0.133697 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.112007 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.193656 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.0253125 # DEPENDENCYPART_GRANDPAR
(23,13),(13,25),-0.607024 # DEPENDENCYPART_GRANDPAR
(23,14),(14,2),-0.666809 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.645362 # DEPENDENCYPART_GRANDPAR
(23,14),(14,4),-0.933621 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.432835 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.4201 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.462069 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),-0.252689 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.331795 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.407655 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.165995 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.224703 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.0171563 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.0900043 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),0.11705 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.226048 # DEPENDENCYPART_GRANDPAR
(23,14),(14,21),-0.217012 # DEPENDENCYPART_GRANDPAR
(23,14),(14,22),-0.152026 # DEPENDENCYPART_GRANDPAR
(23,14),(14,24),-0.578713 # DEPENDENCYPART_GRANDPAR
(23,14),(14,25),-0.564219 # DEPENDENCYPART_GRANDPAR
(23,14),(14,26),-0.646882 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),-0.112007 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.0253125 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.0865637 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.0695535 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),0.00794972 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),0.0385853 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.211799 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),-0.295477 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),-0.140291 # DEPENDENCYPART_GRANDPAR
(23,16),(16,24),-0.621517 # DEPENDENCYPART_GRANDPAR
(23,16),(16,25),-0.607024 # DEPENDENCYPART_GRANDPAR
(23,16),(16,26),-0.656511 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.161205 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.301142 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),-0.087183 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.0253125 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),0.00794972 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.115302 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),0.0448865 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),-0.295477 # DEPENDENCYPART_GRANDPAR
(23,19),(19,2),-0.704458 # DEPENDENCYPART_GRANDPAR
(23,19),(19,3),-0.681183 # DEPENDENCYPART_GRANDPAR
(23,19),(19,5),-0.408504 # DEPENDENCYPART_GRANDPAR
(23,19),(19,7),-0.457749 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),-0.341233 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-0.369443 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.286819 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.0489509 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.262351 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.209583 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.0156886 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.291089 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),0.0212482 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.0840353 # DEPENDENCYPART_GRANDPAR
