# _root_ Szerinte az egyéves lejáratú hitelek jó részét több év múlva megtérülő vásárlásokra , például alkatrészek és műtrágya beszerzésére fordították a gazdák , ezért e tartozások három-öt éves hitelekké történő átütemezése is szükséges lenne .
#goldHeads=19,5,4,5,7,7,19,9,10,11,12,19,19,19,18,18,18,19,23,21,19,23,0,25,30,29,28,29,30,33,33,33,23,23,
#predictedHeads=19,5,5,5,7,7,19,9,10,11,12,19,19,19,19,19,18,19,23,21,19,23,0,25,30,27,28,29,30,33,33,33,23,23,
(28,29),(29,32),-0.138494 # DEPENDENCYPART_GRANDPAR
(28,30),(30,16),-0.555466 # DEPENDENCYPART_GRANDPAR
(28,30),(30,17),-1.28457 # DEPENDENCYPART_GRANDPAR
(28,30),(30,20),-0.748576 # DEPENDENCYPART_GRANDPAR
(28,30),(30,21),-0.969526 # DEPENDENCYPART_GRANDPAR
(28,30),(30,22),-0.491311 # DEPENDENCYPART_GRANDPAR
(28,30),(30,23),-0.429384 # DEPENDENCYPART_GRANDPAR
(28,30),(30,24),-0.591985 # DEPENDENCYPART_GRANDPAR
(28,30),(30,25),-0.874209 # DEPENDENCYPART_GRANDPAR
(28,30),(30,26),-0.375141 # DEPENDENCYPART_GRANDPAR
(28,30),(30,27),-0.134336 # DEPENDENCYPART_GRANDPAR
(28,30),(30,28),-0.316931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,30),(30,29),0.209419 # DEPENDENCYPART_GRANDPAR
(28,30),(30,31),-0.0531993 # DEPENDENCYPART_GRANDPAR
(28,30),(30,32),-0.21203 # DEPENDENCYPART_GRANDPAR
(28,31),(31,19),-0.399228 # DEPENDENCYPART_GRANDPAR
(28,31),(31,28),-0.446428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,31),(31,29),0.145339 # DEPENDENCYPART_GRANDPAR
(28,31),(31,30),-0.065327 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),-0.306173 # DEPENDENCYPART_GRANDPAR
(28,31),(31,33),-0.364545 # DEPENDENCYPART_GRANDPAR
(28,31),(31,34),-0.374625 # DEPENDENCYPART_GRANDPAR
(28,32),(32,16),-0.543997 # DEPENDENCYPART_GRANDPAR
(28,32),(32,21),-0.906994 # DEPENDENCYPART_GRANDPAR
(28,32),(32,22),-0.467481 # DEPENDENCYPART_GRANDPAR
(28,32),(32,23),-0.41746 # DEPENDENCYPART_GRANDPAR
(28,32),(32,24),-0.573574 # DEPENDENCYPART_GRANDPAR
(28,32),(32,25),-0.811677 # DEPENDENCYPART_GRANDPAR
(28,32),(32,26),-0.353449 # DEPENDENCYPART_GRANDPAR
(28,32),(32,27),-0.0813428 # DEPENDENCYPART_GRANDPAR
(28,32),(32,28),-0.40699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,32),(32,29),0.19519 # DEPENDENCYPART_GRANDPAR
(28,32),(32,30),-0.0258883 # DEPENDENCYPART_GRANDPAR
(28,32),(32,31),0.0177306 # DEPENDENCYPART_GRANDPAR
(29,15),(15,2),-0.0220165 # DEPENDENCYPART_GRANDPAR
(29,15),(15,8),-0.10705 # DEPENDENCYPART_GRANDPAR
(29,15),(15,11),-0.137197 # DEPENDENCYPART_GRANDPAR
(29,15),(15,12),-0.289063 # DEPENDENCYPART_GRANDPAR
(29,15),(15,14),-0.16216 # DEPENDENCYPART_GRANDPAR
(29,15),(15,17),-0.338737 # DEPENDENCYPART_GRANDPAR
(29,15),(15,18),-0.537277 # DEPENDENCYPART_GRANDPAR
(29,16),(16,10),-0.373539 # DEPENDENCYPART_GRANDPAR
(29,16),(16,11),-0.322788 # DEPENDENCYPART_GRANDPAR
(29,16),(16,12),-0.444618 # DEPENDENCYPART_GRANDPAR
(29,16),(16,13),-0.354835 # DEPENDENCYPART_GRANDPAR
(29,16),(16,14),-0.331637 # DEPENDENCYPART_GRANDPAR
(29,16),(16,15),-0.314812 # DEPENDENCYPART_GRANDPAR
(29,16),(16,17),-0.261077 # DEPENDENCYPART_GRANDPAR
(29,16),(16,18),-0.459616 # DEPENDENCYPART_GRANDPAR
(29,16),(16,19),-0.276258 # DEPENDENCYPART_GRANDPAR
(29,16),(16,33),-0.54094 # DEPENDENCYPART_GRANDPAR
(29,16),(16,34),-0.66633 # DEPENDENCYPART_GRANDPAR
(29,17),(17,2),-0.0220165 # DEPENDENCYPART_GRANDPAR
(29,17),(17,8),-0.10705 # DEPENDENCYPART_GRANDPAR
(29,17),(17,11),-0.137197 # DEPENDENCYPART_GRANDPAR
(29,17),(17,12),-0.289063 # DEPENDENCYPART_GRANDPAR
(29,17),(17,13),-0.133659 # DEPENDENCYPART_GRANDPAR
(29,17),(17,14),-0.16216 # DEPENDENCYPART_GRANDPAR
(29,17),(17,15),-0.159257 # DEPENDENCYPART_GRANDPAR
(29,17),(17,16),-0.0111984 # DEPENDENCYPART_GRANDPAR
(29,17),(17,18),-0.537277 # DEPENDENCYPART_GRANDPAR
(29,18),(18,2),-0.0220397 # DEPENDENCYPART_GRANDPAR
(29,18),(18,5),-0.145133 # DEPENDENCYPART_GRANDPAR
(29,18),(18,7),-0.429091 # DEPENDENCYPART_GRANDPAR
(29,18),(18,8),-0.107053 # DEPENDENCYPART_GRANDPAR
(29,18),(18,9),-0.0691287 # DEPENDENCYPART_GRANDPAR
(29,18),(18,10),-0.244367 # DEPENDENCYPART_GRANDPAR
(29,18),(18,11),-0.137661 # DEPENDENCYPART_GRANDPAR
(29,18),(18,12),-0.292612 # DEPENDENCYPART_GRANDPAR
(29,18),(18,13),-0.134967 # DEPENDENCYPART_GRANDPAR
(29,18),(18,14),-0.162162 # DEPENDENCYPART_GRANDPAR
(29,18),(18,15),-0.162806 # DEPENDENCYPART_GRANDPAR
(29,18),(18,16),-0.0112005 # DEPENDENCYPART_GRANDPAR
(29,18),(18,17),-0.270158 # DEPENDENCYPART_GRANDPAR
(29,19),(19,1),-0.290899 # DEPENDENCYPART_GRANDPAR
(29,19),(19,2),-0.139302 # DEPENDENCYPART_GRANDPAR
(29,19),(19,3),-0.0169573 # DEPENDENCYPART_GRANDPAR
(29,19),(19,4),-0.143683 # DEPENDENCYPART_GRANDPAR
(29,19),(19,5),-0.202063 # DEPENDENCYPART_GRANDPAR
(29,19),(19,6),-0.270019 # DEPENDENCYPART_GRANDPAR
(29,19),(19,7),-0.491783 # DEPENDENCYPART_GRANDPAR
(29,19),(19,8),-0.237091 # DEPENDENCYPART_GRANDPAR
(29,19),(19,9),-0.148538 # DEPENDENCYPART_GRANDPAR
(29,19),(19,10),-0.270609 # DEPENDENCYPART_GRANDPAR
(29,19),(19,11),-0.229986 # DEPENDENCYPART_GRANDPAR
(29,19),(19,12),-0.352888 # DEPENDENCYPART_GRANDPAR
(29,19),(19,13),-0.216038 # DEPENDENCYPART_GRANDPAR
(29,19),(19,14),-0.232587 # DEPENDENCYPART_GRANDPAR
(29,19),(19,15),-0.223082 # DEPENDENCYPART_GRANDPAR
(29,19),(19,16),-0.128429 # DEPENDENCYPART_GRANDPAR
(29,19),(19,17),-0.330433 # DEPENDENCYPART_GRANDPAR
(29,19),(19,18),-0.529515 # DEPENDENCYPART_GRANDPAR
(29,19),(19,20),0.110017 # DEPENDENCYPART_GRANDPAR
(29,19),(19,21),-0.112903 # DEPENDENCYPART_GRANDPAR
(29,19),(19,22),-0.182403 # DEPENDENCYPART_GRANDPAR
(29,19),(19,23),-0.168041 # DEPENDENCYPART_GRANDPAR
(29,19),(19,24),-0.107098 # DEPENDENCYPART_GRANDPAR
(29,19),(19,25),-0.117334 # DEPENDENCYPART_GRANDPAR
(29,19),(19,26),-0.00907392 # DEPENDENCYPART_GRANDPAR
(29,19),(19,27),0.0277168 # DEPENDENCYPART_GRANDPAR
(29,19),(19,28),0.109976 # DEPENDENCYPART_GRANDPAR
(29,19),(19,29),-0.798894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,19),(19,30),-0.469028 # DEPENDENCYPART_GRANDPAR
(29,19),(19,31),-0.408706 # DEPENDENCYPART_GRANDPAR
(29,19),(19,32),-0.386205 # DEPENDENCYPART_GRANDPAR
(29,19),(19,33),-0.531325 # DEPENDENCYPART_GRANDPAR
(29,19),(19,34),-0.668488 # DEPENDENCYPART_GRANDPAR
(29,21),(21,20),0.285214 # DEPENDENCYPART_GRANDPAR
(29,21),(21,22),-0.0490968 # DEPENDENCYPART_GRANDPAR
(29,23),(23,3),-0.0920867 # DEPENDENCYPART_GRANDPAR
(29,23),(23,4),-0.220043 # DEPENDENCYPART_GRANDPAR
(29,23),(23,6),-0.354235 # DEPENDENCYPART_GRANDPAR
(29,23),(23,8),-0.312646 # DEPENDENCYPART_GRANDPAR
(29,23),(23,9),-0.246859 # DEPENDENCYPART_GRANDPAR
(29,23),(23,10),-0.357368 # DEPENDENCYPART_GRANDPAR
(29,23),(23,11),-0.305115 # DEPENDENCYPART_GRANDPAR
(29,23),(23,12),-0.459298 # DEPENDENCYPART_GRANDPAR
(29,23),(23,13),-0.330429 # DEPENDENCYPART_GRANDPAR
(29,23),(23,14),-0.321537 # DEPENDENCYPART_GRANDPAR
(29,23),(23,15),-0.329492 # DEPENDENCYPART_GRANDPAR
(29,23),(23,16),-0.194124 # DEPENDENCYPART_GRANDPAR
(29,23),(23,17),-0.436843 # DEPENDENCYPART_GRANDPAR
(29,23),(23,18),-0.635383 # DEPENDENCYPART_GRANDPAR
(29,23),(23,19),-0.480219 # DEPENDENCYPART_GRANDPAR
(29,23),(23,20),0.134032 # DEPENDENCYPART_GRANDPAR
(29,23),(23,21),-0.112585 # DEPENDENCYPART_GRANDPAR
(29,23),(23,22),-0.181994 # DEPENDENCYPART_GRANDPAR
(29,23),(23,24),-0.0528172 # DEPENDENCYPART_GRANDPAR
(29,23),(23,25),-0.0339497 # DEPENDENCYPART_GRANDPAR
(29,23),(23,26),0.0592786 # DEPENDENCYPART_GRANDPAR
(29,23),(23,27),0.0309176 # DEPENDENCYPART_GRANDPAR
(29,23),(23,28),0.19336 # DEPENDENCYPART_GRANDPAR
(29,23),(23,29),-0.809848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,23),(23,30),-0.45975 # DEPENDENCYPART_GRANDPAR
(29,23),(23,31),-0.365871 # DEPENDENCYPART_GRANDPAR
(29,23),(23,32),-0.397044 # DEPENDENCYPART_GRANDPAR
(29,23),(23,33),-0.528101 # DEPENDENCYPART_GRANDPAR
(29,23),(23,34),-0.666112 # DEPENDENCYPART_GRANDPAR
(29,24),(24,19),-0.367179 # DEPENDENCYPART_GRANDPAR
(29,24),(24,21),-0.029926 # DEPENDENCYPART_GRANDPAR
(29,24),(24,23),-0.170944 # DEPENDENCYPART_GRANDPAR
(29,24),(24,25),-0.095372 # DEPENDENCYPART_GRANDPAR
(29,24),(24,26),0.00749369 # DEPENDENCYPART_GRANDPAR
(29,24),(24,27),-0.00888981 # DEPENDENCYPART_GRANDPAR
(29,24),(24,28),0.131938 # DEPENDENCYPART_GRANDPAR
(29,24),(24,29),-0.690483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,24),(24,30),-0.336924 # DEPENDENCYPART_GRANDPAR
(29,24),(24,31),-0.271026 # DEPENDENCYPART_GRANDPAR
(29,24),(24,32),-0.278705 # DEPENDENCYPART_GRANDPAR
(29,24),(24,33),-0.294537 # DEPENDENCYPART_GRANDPAR
(29,25),(25,20),0.287017 # DEPENDENCYPART_GRANDPAR
(29,25),(25,21),0.0576504 # DEPENDENCYPART_GRANDPAR
(29,25),(25,22),0.0147764 # DEPENDENCYPART_GRANDPAR
(29,25),(25,23),-0.0824015 # DEPENDENCYPART_GRANDPAR
(29,25),(25,24),0.101495 # DEPENDENCYPART_GRANDPAR
(29,25),(25,26),0.00488087 # DEPENDENCYPART_GRANDPAR
(29,25),(25,27),0.0630412 # DEPENDENCYPART_GRANDPAR
(29,25),(25,28),0.208401 # DEPENDENCYPART_GRANDPAR
(29,25),(25,29),-0.842653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,25),(25,30),-0.507725 # DEPENDENCYPART_GRANDPAR
(29,25),(25,31),-0.365745 # DEPENDENCYPART_GRANDPAR
(29,25),(25,32),-0.429919 # DEPENDENCYPART_GRANDPAR
(29,26),(26,24),-0.0764174 # DEPENDENCYPART_GRANDPAR
(29,26),(26,25),-0.0781294 # DEPENDENCYPART_GRANDPAR
(29,26),(26,27),0.0473835 # DEPENDENCYPART_GRANDPAR
(29,26),(26,28),0.195623 # DEPENDENCYPART_GRANDPAR
(29,26),(26,30),-0.412975 # DEPENDENCYPART_GRANDPAR
(29,26),(26,31),-0.348352 # DEPENDENCYPART_GRANDPAR
(29,26),(26,32),-0.375611 # DEPENDENCYPART_GRANDPAR
(29,27),(27,18),-0.667878 # DEPENDENCYPART_GRANDPAR
(29,27),(27,19),-0.44548 # DEPENDENCYPART_GRANDPAR
(29,27),(27,20),0.232276 # DEPENDENCYPART_GRANDPAR
(29,27),(27,21),-0.145079 # DEPENDENCYPART_GRANDPAR
(29,27),(27,23),-0.213236 # DEPENDENCYPART_GRANDPAR
(29,27),(27,24),-0.0811424 # DEPENDENCYPART_GRANDPAR
(29,27),(27,25),-0.149509 # DEPENDENCYPART_GRANDPAR
(29,27),(27,26),0.0204512 # DEPENDENCYPART_GRANDPAR
(29,28),(28,19),-0.283934 # DEPENDENCYPART_GRANDPAR
(29,28),(28,20),0.287017 # DEPENDENCYPART_GRANDPAR
(29,28),(28,21),0.0576504 # DEPENDENCYPART_GRANDPAR
(29,28),(28,22),0.0147764 # DEPENDENCYPART_GRANDPAR
(29,28),(28,23),-0.0824015 # DEPENDENCYPART_GRANDPAR
(29,28),(28,24),0.101495 # DEPENDENCYPART_GRANDPAR
(29,28),(28,25),0.05322 # DEPENDENCYPART_GRANDPAR
(29,28),(28,26),0.0972566 # DEPENDENCYPART_GRANDPAR
(29,28),(28,27),0.086631 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-0.842653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,28),(28,30),-0.507725 # DEPENDENCYPART_GRANDPAR
(29,28),(28,31),-0.365745 # DEPENDENCYPART_GRANDPAR
(29,28),(28,32),-0.429919 # DEPENDENCYPART_GRANDPAR
(29,32),(32,16),-0.513741 # DEPENDENCYPART_GRANDPAR
(29,32),(32,21),-0.48422 # DEPENDENCYPART_GRANDPAR
(29,32),(32,22),-0.378997 # DEPENDENCYPART_GRANDPAR
(29,32),(32,23),-0.503225 # DEPENDENCYPART_GRANDPAR
(29,32),(32,24),-0.421839 # DEPENDENCYPART_GRANDPAR
(29,32),(32,25),-0.488651 # DEPENDENCYPART_GRANDPAR
(29,32),(32,26),-0.338814 # DEPENDENCYPART_GRANDPAR
(29,32),(32,27),-0.356157 # DEPENDENCYPART_GRANDPAR
(29,32),(32,28),-0.26134 # DEPENDENCYPART_GRANDPAR
(29,32),(32,29),-0.386416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,32),(32,30),0.0185548 # DEPENDENCYPART_GRANDPAR
(29,32),(32,31),-0.0149634 # DEPENDENCYPART_GRANDPAR
(30,16),(16,10),-0.433568 # DEPENDENCYPART_GRANDPAR
(30,16),(16,11),-0.596435 # DEPENDENCYPART_GRANDPAR
(30,16),(16,12),-0.182263 # DEPENDENCYPART_GRANDPAR
(30,16),(16,13),-0.22253 # DEPENDENCYPART_GRANDPAR
(30,16),(16,14),-0.308602 # DEPENDENCYPART_GRANDPAR
(30,16),(16,15),-0.247912 # DEPENDENCYPART_GRANDPAR
(30,16),(16,17),-0.220463 # DEPENDENCYPART_GRANDPAR
(30,16),(16,18),-0.390958 # DEPENDENCYPART_GRANDPAR
(30,16),(16,19),-0.121532 # DEPENDENCYPART_GRANDPAR
(30,16),(16,33),-0.869222 # DEPENDENCYPART_GRANDPAR
(30,16),(16,34),-0.789661 # DEPENDENCYPART_GRANDPAR
(30,17),(17,2),-0.648448 # DEPENDENCYPART_GRANDPAR
(30,17),(17,8),-0.104198 # DEPENDENCYPART_GRANDPAR
(30,17),(17,11),-0.489462 # DEPENDENCYPART_GRANDPAR
(30,17),(17,12),-0.154222 # DEPENDENCYPART_GRANDPAR
(30,17),(17,13),-0.0547766 # DEPENDENCYPART_GRANDPAR
(30,17),(17,14),-0.189009 # DEPENDENCYPART_GRANDPAR
(30,17),(17,15),-0.219871 # DEPENDENCYPART_GRANDPAR
(30,17),(17,16),-0.152275 # DEPENDENCYPART_GRANDPAR
(30,17),(17,18),-0.383922 # DEPENDENCYPART_GRANDPAR
(30,21),(21,20),0.32909 # DEPENDENCYPART_GRANDPAR
(30,21),(21,22),0.011611 # DEPENDENCYPART_GRANDPAR
(30,23),(23,3),-0.67513 # DEPENDENCYPART_GRANDPAR
(30,23),(23,4),-0.608307 # DEPENDENCYPART_GRANDPAR
(30,23),(23,6),-0.262876 # DEPENDENCYPART_GRANDPAR
(30,23),(23,8),-0.289747 # DEPENDENCYPART_GRANDPAR
(30,23),(23,9),-0.313286 # DEPENDENCYPART_GRANDPAR
(30,23),(23,10),-0.414875 # DEPENDENCYPART_GRANDPAR
(30,23),(23,11),-0.581413 # DEPENDENCYPART_GRANDPAR
(30,23),(23,12),-0.201746 # DEPENDENCYPART_GRANDPAR
(30,23),(23,13),-0.189537 # DEPENDENCYPART_GRANDPAR
(30,23),(23,14),-0.29453 # DEPENDENCYPART_GRANDPAR
(30,23),(23,15),-0.267395 # DEPENDENCYPART_GRANDPAR
(30,23),(23,16),-0.237035 # DEPENDENCYPART_GRANDPAR
(30,23),(23,17),-0.381892 # DEPENDENCYPART_GRANDPAR
(30,23),(23,18),-0.552387 # DEPENDENCYPART_GRANDPAR
(30,23),(23,19),-0.332623 # DEPENDENCYPART_GRANDPAR
(30,23),(23,20),0.110145 # DEPENDENCYPART_GRANDPAR
(30,23),(23,21),-0.0673766 # DEPENDENCYPART_GRANDPAR
(30,23),(23,22),-0.150155 # DEPENDENCYPART_GRANDPAR
(30,23),(23,24),-0.0968628 # DEPENDENCYPART_GRANDPAR
(30,23),(23,25),0.00369894 # DEPENDENCYPART_GRANDPAR
(30,23),(23,26),-0.196361 # DEPENDENCYPART_GRANDPAR
(30,23),(23,27),0.277182 # DEPENDENCYPART_GRANDPAR
(30,23),(23,28),0.210167 # DEPENDENCYPART_GRANDPAR
(30,23),(23,29),0.411771 # DEPENDENCYPART_GRANDPAR
(30,23),(23,30),-1.27774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,23),(23,31),-0.659036 # DEPENDENCYPART_GRANDPAR
(30,23),(23,32),-0.599522 # DEPENDENCYPART_GRANDPAR
(30,23),(23,33),-0.848612 # DEPENDENCYPART_GRANDPAR
(30,23),(23,34),-0.784691 # DEPENDENCYPART_GRANDPAR
(30,24),(24,19),-0.251867 # DEPENDENCYPART_GRANDPAR
(30,24),(24,21),-0.0442136 # DEPENDENCYPART_GRANDPAR
(30,24),(24,23),-0.18002 # DEPENDENCYPART_GRANDPAR
(30,24),(24,25),-0.037153 # DEPENDENCYPART_GRANDPAR
(30,24),(24,26),-0.245216 # DEPENDENCYPART_GRANDPAR
(30,24),(24,27),0.246961 # DEPENDENCYPART_GRANDPAR
(30,24),(24,28),0.169315 # DEPENDENCYPART_GRANDPAR
(30,24),(24,29),0.380033 # DEPENDENCYPART_GRANDPAR
(30,24),(24,30),-0.89511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,24),(24,31),-0.32753 # DEPENDENCYPART_GRANDPAR
(30,24),(24,32),-0.245377 # DEPENDENCYPART_GRANDPAR
(30,24),(24,33),-0.334904 # DEPENDENCYPART_GRANDPAR
(30,25),(25,20),0.333597 # DEPENDENCYPART_GRANDPAR
(30,25),(25,21),-0.0198528 # DEPENDENCYPART_GRANDPAR
(30,25),(25,22),-0.0153953 # DEPENDENCYPART_GRANDPAR
(30,25),(25,23),-0.092013 # DEPENDENCYPART_GRANDPAR
(30,25),(25,24),0.02024 # DEPENDENCYPART_GRANDPAR
(30,25),(25,26),-0.203755 # DEPENDENCYPART_GRANDPAR
(30,25),(25,27),0.38095 # DEPENDENCYPART_GRANDPAR
(30,25),(25,28),0.31784 # DEPENDENCYPART_GRANDPAR
(30,25),(25,29),0.491322 # DEPENDENCYPART_GRANDPAR
(30,25),(25,30),-1.34911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,25),(25,31),-0.678645 # DEPENDENCYPART_GRANDPAR
(30,25),(25,32),-0.664627 # DEPENDENCYPART_GRANDPAR
(30,26),(26,24),-0.189967 # DEPENDENCYPART_GRANDPAR
(30,26),(26,25),-0.116631 # DEPENDENCYPART_GRANDPAR
(30,26),(26,27),0.333548 # DEPENDENCYPART_GRANDPAR
(30,26),(26,28),0.248642 # DEPENDENCYPART_GRANDPAR
(30,26),(26,30),-1.22806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,26),(26,31),-0.638549 # DEPENDENCYPART_GRANDPAR
(30,26),(26,32),-0.574985 # DEPENDENCYPART_GRANDPAR
(30,27),(27,18),-0.362204 # DEPENDENCYPART_GRANDPAR
(30,27),(27,19),-0.144622 # DEPENDENCYPART_GRANDPAR
(30,27),(27,20),0.319649 # DEPENDENCYPART_GRANDPAR
(30,27),(27,21),0.122808 # DEPENDENCYPART_GRANDPAR
(30,27),(27,23),0.0126154 # DEPENDENCYPART_GRANDPAR
(30,27),(27,24),0.060333 # DEPENDENCYPART_GRANDPAR
(30,27),(27,25),0.133091 # DEPENDENCYPART_GRANDPAR
(30,27),(27,26),-0.0269278 # DEPENDENCYPART_GRANDPAR
(30,28),(28,19),-0.182237 # DEPENDENCYPART_GRANDPAR
(30,28),(28,20),0.333597 # DEPENDENCYPART_GRANDPAR
(30,28),(28,21),-0.0198528 # DEPENDENCYPART_GRANDPAR
(30,28),(28,22),-0.0153953 # DEPENDENCYPART_GRANDPAR
(30,28),(28,23),-0.092013 # DEPENDENCYPART_GRANDPAR
(30,28),(28,24),0.02024 # DEPENDENCYPART_GRANDPAR
(30,28),(28,25),-0.00956914 # DEPENDENCYPART_GRANDPAR
(30,28),(28,26),-0.188437 # DEPENDENCYPART_GRANDPAR
(30,28),(28,27),0.204042 # DEPENDENCYPART_GRANDPAR
(30,28),(28,29),0.491322 # DEPENDENCYPART_GRANDPAR
(30,28),(28,30),-1.34911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,28),(28,31),-0.678645 # DEPENDENCYPART_GRANDPAR
(30,28),(28,32),-0.664627 # DEPENDENCYPART_GRANDPAR
(30,29),(29,15),-0.0435449 # DEPENDENCYPART_GRANDPAR
(30,29),(29,16),-0.0240447 # DEPENDENCYPART_GRANDPAR
(30,29),(29,17),-0.158042 # DEPENDENCYPART_GRANDPAR
(30,29),(29,18),-0.328538 # DEPENDENCYPART_GRANDPAR
(30,29),(29,19),-0.150083 # DEPENDENCYPART_GRANDPAR
(30,29),(29,21),0.156473 # DEPENDENCYPART_GRANDPAR
(30,29),(29,22),0.0843443 # DEPENDENCYPART_GRANDPAR
(30,29),(29,23),0.0130971 # DEPENDENCYPART_GRANDPAR
(30,29),(29,24),0.0551599 # DEPENDENCYPART_GRANDPAR
(30,29),(29,25),0.166757 # DEPENDENCYPART_GRANDPAR
(30,29),(29,26),-0.100623 # DEPENDENCYPART_GRANDPAR
(30,29),(29,27),0.292472 # DEPENDENCYPART_GRANDPAR
(30,29),(29,28),0.373225 # DEPENDENCYPART_GRANDPAR
(30,29),(29,32),-0.611684 # DEPENDENCYPART_GRANDPAR
(30,31),(31,19),-0.609497 # DEPENDENCYPART_GRANDPAR
(30,31),(31,28),-0.214503 # DEPENDENCYPART_GRANDPAR
(30,31),(31,29),-0.0136349 # DEPENDENCYPART_GRANDPAR
(30,31),(31,30),-0.880673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,31),(31,32),-0.296938 # DEPENDENCYPART_GRANDPAR
(30,31),(31,33),-0.606307 # DEPENDENCYPART_GRANDPAR
(30,31),(31,34),-0.438677 # DEPENDENCYPART_GRANDPAR
(30,32),(32,16),-0.508752 # DEPENDENCYPART_GRANDPAR
(30,32),(32,21),-0.434312 # DEPENDENCYPART_GRANDPAR
(30,32),(32,22),-0.365594 # DEPENDENCYPART_GRANDPAR
(30,32),(32,23),-0.435088 # DEPENDENCYPART_GRANDPAR
(30,32),(32,24),-0.485052 # DEPENDENCYPART_GRANDPAR
(30,32),(32,25),-0.424028 # DEPENDENCYPART_GRANDPAR
(30,32),(32,26),-0.627214 # DEPENDENCYPART_GRANDPAR
(30,32),(32,27),-0.165575 # DEPENDENCYPART_GRANDPAR
(30,32),(32,28),-0.21756 # DEPENDENCYPART_GRANDPAR
(30,32),(32,29),-0.023999 # DEPENDENCYPART_GRANDPAR
(30,32),(32,30),-0.841234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,32),(32,31),-0.302526 # DEPENDENCYPART_GRANDPAR
(31,19),(19,1),-0.669659 # DEPENDENCYPART_GRANDPAR
(31,19),(19,2),-0.143166 # DEPENDENCYPART_GRANDPAR
(31,19),(19,3),-0.449517 # DEPENDENCYPART_GRANDPAR
(31,19),(19,4),-0.438653 # DEPENDENCYPART_GRANDPAR
(31,19),(19,5),-0.30934 # DEPENDENCYPART_GRANDPAR
(31,19),(19,6),-0.286364 # DEPENDENCYPART_GRANDPAR
(31,19),(19,7),-0.389211 # DEPENDENCYPART_GRANDPAR
(31,19),(19,8),-0.721485 # DEPENDENCYPART_GRANDPAR
(31,19),(19,9),-0.590952 # DEPENDENCYPART_GRANDPAR
(31,19),(19,10),-0.417544 # DEPENDENCYPART_GRANDPAR
(31,19),(19,11),-0.411404 # DEPENDENCYPART_GRANDPAR
(31,19),(19,12),-0.311881 # DEPENDENCYPART_GRANDPAR
(31,19),(19,13),-0.425754 # DEPENDENCYPART_GRANDPAR
(31,19),(19,14),-0.364833 # DEPENDENCYPART_GRANDPAR
(31,19),(19,15),-0.36608 # DEPENDENCYPART_GRANDPAR
(31,19),(19,16),-0.43956 # DEPENDENCYPART_GRANDPAR
(31,19),(19,17),-0.28496 # DEPENDENCYPART_GRANDPAR
(31,19),(19,18),-0.261425 # DEPENDENCYPART_GRANDPAR
(31,19),(19,20),-0.399297 # DEPENDENCYPART_GRANDPAR
(31,19),(19,21),-0.350075 # DEPENDENCYPART_GRANDPAR
(31,19),(19,22),-0.308321 # DEPENDENCYPART_GRANDPAR
(31,19),(19,23),-0.237492 # DEPENDENCYPART_GRANDPAR
(31,19),(19,24),-0.331069 # DEPENDENCYPART_GRANDPAR
(31,19),(19,25),-0.440205 # DEPENDENCYPART_GRANDPAR
(31,19),(19,26),-0.405467 # DEPENDENCYPART_GRANDPAR
(31,19),(19,27),-0.32202 # DEPENDENCYPART_GRANDPAR
(31,19),(19,28),-0.420158 # DEPENDENCYPART_GRANDPAR
(31,19),(19,29),-0.240746 # DEPENDENCYPART_GRANDPAR
(31,19),(19,30),-0.163145 # DEPENDENCYPART_GRANDPAR
(31,19),(19,31),-1.21448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,19),(19,32),-0.284633 # DEPENDENCYPART_GRANDPAR
(31,19),(19,33),-0.856375 # DEPENDENCYPART_GRANDPAR
(31,19),(19,34),-0.845544 # DEPENDENCYPART_GRANDPAR
(31,28),(28,19),-0.489621 # DEPENDENCYPART_GRANDPAR
(31,28),(28,20),-0.188443 # DEPENDENCYPART_GRANDPAR
(31,28),(28,21),-0.171631 # DEPENDENCYPART_GRANDPAR
(31,28),(28,22),-0.226967 # DEPENDENCYPART_GRANDPAR
(31,28),(28,23),-0.225607 # DEPENDENCYPART_GRANDPAR
