# _root_ Mi vagyunk a hátország , az elkövetkezendő években is az lesz a feladatunk , hogy segítsük a tehetséges fiatalok előbbre jutását .
#goldHeads=2,0,4,2,2,8,8,11,11,11,2,13,11,11,11,10,19,19,21,21,16,2,
#predictedHeads=2,0,4,2,2,8,8,11,11,11,1,13,11,11,11,10,19,19,21,21,16,2,
(16,19),(19,15),-1.01417 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.796153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.212105 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.16679 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0247581 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.317062 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.858915 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.05203 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.523547 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.736436 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.840217 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.836218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),0.0247518 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.144205 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.252687 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.507917 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.848521 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.916827 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-1.01417 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.212388 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.166934 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.25973 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0407257 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.476659 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.663296 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.668136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.110528 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.274155 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.911254 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.582002 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.663963 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.737322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.172267 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.188646 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.131103 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.297107 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-1.03395 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.878885 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.710115 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.772996 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.899055 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.606844 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.877519 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.791504 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.568494 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.88813 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.599761 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.689708 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.882664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.489464 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.535198 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.600866 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.703088 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.877838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,21),-0.540603 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-1.27916 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-1.03003 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.21764 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.797816 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.710005 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.10576 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.492852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0768738 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.192745 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.42625 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-1.30532 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.805787 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.710453 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.772033 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.462159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.00637928 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.217764 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.313383 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.685903 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.820413 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.68562 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.999643 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.770335 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.877203 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.932345 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.648359 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.676804 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.3602 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.566146 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.375413 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.336965 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.216342 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.926139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.36181 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-0.549868 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.589646 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.986824 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.719315 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.931841 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.63487 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.587557 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.379837 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.598103 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.42186 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.335514 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.232105 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.0477 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.53848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.0706473 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),-0.263766 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.312034 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.651096 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.596653 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.504298 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.631661 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.28524 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.368294 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.16 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.991728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.376556 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.681869 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-1.00085 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.762137 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.928485 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.649562 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.488901 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.799986 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.507573 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.507192 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.610452 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.52367 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.172519 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.00483873 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.934815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.367339 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.660101 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.550678 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.645121 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.598719 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.926442 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.717954 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.921392 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.573192 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.45789 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.744945 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.426117 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.451031 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.536049 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.479487 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.335153 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.2742 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.107915 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.930391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.340591 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.655459 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.549506 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0169037 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.605187 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.266425 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.118307 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.370514 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.654479 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.879211 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.700466 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.905826 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.725886 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.650887 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.55182 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.400315 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.496242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.275361 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.251471 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-1.03458 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.769329 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.685153 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.680299 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.490892 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.39382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0236692 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.183533 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.216393 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.277587 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.140152 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.335032 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.213675 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.328349 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.129543 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.0428999 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.221184 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.229457 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.0985103 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.247936 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.114151 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),-0.120969 # DEPENDENCYPART_GRANDPAR
(20,2),(2,19),-0.0963194 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-0.921938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,21),-0.330578 # DEPENDENCYPART_GRANDPAR
(20,2),(2,22),-0.609733 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.214893 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.309663 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.225035 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.124209 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.267087 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.205232 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.333245 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.121222 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.0936002 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.245433 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.217563 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.0823323 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.267379 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.119269 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.119903 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.115537 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.183985 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),-0.0801415 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-0.92749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.33406 # DEPENDENCYPART_GRANDPAR
(20,11),(11,22),-0.60989 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.207764 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.194085 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.265241 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.264786 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.218569 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0878892 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.0943214 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.0149442 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.918113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,2),-0.435371 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.196281 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.374769 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.402853 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.194894 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.189216 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.333118 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.362387 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.237678 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.154639 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.287672 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.148539 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.268755 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.0966193 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.929118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.314164 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.593835 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.212147 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.307595 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.135435 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.273532 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.363343 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.132448 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.0843218 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.243151 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.233412 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.170433 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.0937935 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.186436 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.0455186 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.12284 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.199166 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.096371 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.92186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.330536 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.609733 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.160657 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.00417231 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.91432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.28811 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.207309 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.265241 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.262887 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.217659 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.153883 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.210582 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.157033 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.115633 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.233708 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.918113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.344056 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.546403 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.522733 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.460825 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.485363 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.603507 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.546766 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.550017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.314173 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.0169563 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.750089 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.338959 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.409928 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),0.267857 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.0768959 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),0.182193 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),-0.0661887 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),-0.0106174 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.546362 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.827281 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.371081 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.419665 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.802998 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.323563 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.578253 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.479332 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),0.0459052 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.630517 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.0784805 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.169674 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.390329 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.150753 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.0148153 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.19959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.544042 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.368587 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.14468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,15),-0.0538175 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.394804 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0534679 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.19397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,6),-0.0170628 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.339466 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.408536 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),0.268151 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.57816 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.15401 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.162969 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.417739 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.356526 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0106176 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.2565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,2),-0.469425 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.396635 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.61299 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.00981232 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.161589 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.0641057 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.25496 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.224446 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.12775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.53243 # DEPENDENCYPART_GRANDPAR
