# _root_ Az ottani gyülekezet alig hetven emberből áll , mégis örök fájdalmuk volt az alsógödieknek , hogy nincs templomuk .
#goldHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
#predictedHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
(18,13),(13,18),-1.148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,10),-0.912521 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.32493 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.251444 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.152256 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.322621 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.2871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,2),-1.1748 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.747566 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.618048 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.383462 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.788343 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.38088 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.435792 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-1.00349 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.377794 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.574164 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.470764 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.924965 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.307632 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.322466 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.23019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.66791 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.661408 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.484506 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.294647 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.691696 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.336412 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.434425 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-1.00435 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.288978 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.501521 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.434586 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.83615 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.263165 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.267948 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.22766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.666766 # DEPENDENCYPART_GRANDPAR
