# _root_ Azért nem lettem katona sem , mert nem tudtam volna elfogadni , hogy csak egy irány van .
#goldHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,11,3,
#predictedHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,9,3,
(17,10),(10,12),-0.276176 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.183543 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.0977402 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.2309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.479063 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.198278 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.00554654 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.0484868 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.70711 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.174149 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.237916 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.105085 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.0322628 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.100144 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0924568 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.28243 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.178465 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.266361 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.125953 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.103617 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.19265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.441084 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.512164 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.29605 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.56185 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-1.01321 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.408474 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.460292 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.357613 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.258241 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.411841 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.6439 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.485474 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.59467 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.193217 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0118774 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.182358 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.49487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.722902 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.123054 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0638663 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.452039 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.290719 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.13431 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.128312 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),0.0256761 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0901785 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.248045 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.234698 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.256882 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.268924 # DEPENDENCYPART_GRANDPAR
