# _root_ Be kell vallanom , csak pár nap alatt sikerült kiderítenem , hogy retrofit magyarul azt jelenti : korszerűsítés .
#goldHeads=2,0,2,2,9,7,8,9,3,9,9,9,16,16,16,10,16,15,2,
#predictedHeads=2,0,2,2,10,7,8,10,2,9,9,9,16,16,16,9,16,16,2,
(15,16),(16,6),-0.532662 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.827702 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.538132 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.895296 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.592499 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.802874 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.812818 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.701613 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.745797 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.383069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.348894 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0729311 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.404391 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.529746 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.668749 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.736774 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.464269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),-0.454491 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.520002 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.068526 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.295254 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.204092 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.0168874 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.171409 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.156066 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.0356486 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.047662 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),0.417043 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.027733 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),0.0584934 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.0144589 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),0.100445 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.32012 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.06046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,17),-0.401534 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),0.0075154 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.524928 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.0321538 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.0330054 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.172848 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.031036 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.165336 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.142048 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.0489107 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.0278514 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),0.397232 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.0589768 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.048972 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),0.0963926 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.360495 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.01638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.362987 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.4917 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.0931426 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.205352 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.141061 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.193528 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.183257 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.0455589 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),0.0372228 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.39998 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.0535569 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),0.0761632 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.042698 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.07573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.399042 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),-0.0619445 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.599389 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.279595 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.00608205 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.12189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,19),-0.669733 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),0.0115824 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),0.299732 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),0.255911 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.0384651 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.120033 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),0.328493 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.0219064 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.0193171 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.000169634 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.0560384 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.41861 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.049365 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.0899124 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.11611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,18),-0.185454 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.0408611 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.0132926 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),0.320722 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.257775 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.0462723 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.0610807 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.0798727 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.15946 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.399724 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.0474698 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.0745251 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0106726 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.0990417 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.365273 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.02489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.371979 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),0.0536283 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.497639 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.0330054 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.30101 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.221024 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.0376059 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.0666098 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0761915 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.150232 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.0681623 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.0589768 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.048972 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.000440727 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.0963926 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.360495 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.01638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.362987 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),0.0619613 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.4917 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.550708 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.265381 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.0800714 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.301916 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.421836 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.222348 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.51486 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.143593 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.311897 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.271892 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.160311 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.33882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.597142 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.37312 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.796524 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0242481 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.00416283 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.209673 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.381467 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.104823 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.108866 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.136841 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.206373 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.00765528 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0451742 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.317722 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0506675 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.014036 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0724273 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.475144 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.212901 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),0.0134113 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),0.302678 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),0.0601994 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.424466 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0413265 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.0418486 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0364288 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.125993 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.518153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.106227 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.251694 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.383561 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.550056 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.522933 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.376099 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.0440728 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.125254 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.360428 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.352748 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.500531 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),0.015443 # DEPENDENCYPART_GRANDPAR
(18,6),(6,19),-0.563964 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.156212 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.303141 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0780451 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.04241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,2),-0.264622 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.304053 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.332923 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.546595 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.112732 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.193651 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0989721 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.0900674 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.200314 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.278544 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.173381 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.979878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,2),-0.350652 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.293824 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.284066 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.188366 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.231422 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.37423 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.452287 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.246446 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0595151 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.231291 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.539445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.325469 # DEPENDENCYPART_GRANDPAR
