# _root_ Érdekes helyzet volt : a vezetőség nem nagyon éreztette , hogy szükség van rám , és én se nagyon forszíroztam a dolgot .
#goldHeads=2,3,0,3,6,9,9,9,16,9,9,13,9,13,16,3,20,20,20,16,22,20,3,
#predictedHeads=2,3,16,3,6,9,9,9,16,9,9,13,9,13,16,0,20,20,20,16,22,20,16,
(16,9),(9,15),-0.335544 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.05086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.140408 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.43353 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.586362 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.596927 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.999288 # DEPENDENCYPART_GRANDPAR
(16,9),(9,23),-0.986402 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.193944 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),0.0696151 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.225506 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.202855 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.0898123 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.363114 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.0323856 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.115644 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.0607394 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0717631 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.137066 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.222475 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.754351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.0971053 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.31685 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.324345 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.725883 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.280068 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0249902 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.0352493 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.180881 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.637311 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.170547 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),0.0284612 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.192076 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.15369 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.409057 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.135037 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.410558 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.0497653 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0741102 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0534767 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0134092 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0124542 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.00478194 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.304669 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.06004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.147377 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.441133 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.593964 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.603556 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.99358 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.991507 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.990329 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.186419 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0828111 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0720479 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0591291 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.118972 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0854638 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.24385 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.234816 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.221458 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.529996 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.606871 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.730331 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.155828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,22),0.190641 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.322244 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.702026 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.530865 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.730331 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.154953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),0.406405 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.188251 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.942115 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-1.06249 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.20579 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.02153 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-1.20922 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.60289 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.801462 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-1.07734 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.82092 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.989112 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.07675 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.905481 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.692667 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.09659 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.265633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.566661 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.273971 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0327508 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.209558 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.137276 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.27897 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.587072 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.276634 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.111271 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.287808 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.109779 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.447794 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.348731 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.143192 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.308638 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.144032 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.119254 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.175615 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.168611 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.224625 # DEPENDENCYPART_GRANDPAR
(17,3),(3,12),-0.204355 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.0888882 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.063837 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.43653 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),-0.205806 # DEPENDENCYPART_GRANDPAR
(17,3),(3,18),-0.842442 # DEPENDENCYPART_GRANDPAR
(17,3),(3,19),-0.938484 # DEPENDENCYPART_GRANDPAR
(17,3),(3,20),-0.865522 # DEPENDENCYPART_GRANDPAR
(17,3),(3,23),-0.922625 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.125184 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.423309 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.466524 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.279866 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.181272 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.378355 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.206972 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.0875753 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.228885 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.261099 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.245833 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.132108 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.0887029 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.496804 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.240167 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.21814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.831872 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.927823 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.857459 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),-1.15617 # DEPENDENCYPART_GRANDPAR
(17,9),(9,23),-0.92052 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.255272 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.625221 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.677289 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.457472 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.571008 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.341333 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.230187 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.441322 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.399419 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.422304 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.321709 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.651946 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.435135 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.19862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,19),-0.901542 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.820223 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-0.878836 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.154215 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.464015 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.495986 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.326936 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.205458 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.419061 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.228789 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.109756 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.254122 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.297884 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.285005 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.304142 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.12299 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.531658 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.271054 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.2218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.835426 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.931377 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.861136 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.503438 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-1.14538 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.921457 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.25666 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.58134 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.631142 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.457013 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.527143 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.359962 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.235881 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.389203 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.399596 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.402147 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.426383 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.321942 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.257608 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.667515 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.80338 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.89585 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.824802 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.09935 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.877883 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-0.564973 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.01119 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.00217 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.807254 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.953612 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.742262 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.563205 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.768998 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.676078 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.80236 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.851478 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.697107 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.573589 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.943997 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.755203 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.657576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.342436 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.50136 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0630925 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.578766 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.470719 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.756282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.41379 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.510776 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0263794 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.214891 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.228689 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.226773 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.163095 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.612118 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.410405 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.198126 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.298655 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.320738 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.161367 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.212766 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.225876 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.255261 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.281951 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.0894532 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.148912 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.166266 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0578682 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.1851 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.872485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.387233 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.645354 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.573521 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.649416 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.431422 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.506825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.0144213 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0600893 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.41455 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.201384 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.292554 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.382295 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.112919 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.244878 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.0986376 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.227053 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.405292 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.225959 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.239619 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.196874 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.0898262 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.335898 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.0683027 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.222119 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),-0.123012 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.886786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.579884 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-0.591342 # DEPENDENCYPART_GRANDPAR
(19,9),(9,23),-0.698601 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.416231 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.21061 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.289595 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.396027 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.111189 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.254103 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.093169 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.221843 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.273867 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.346265 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.143936 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.225379 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.096806 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.354513 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.0791384 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.230033 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.129992 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.890811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.583808 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.481681 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.581092 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.700009 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.429521 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.181539 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.343144 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.468006 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.216982 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.169085 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.264229 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.324714 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.412228 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.237102 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.205435 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.250373 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.203637 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.342834 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.199677 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.883543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.573995 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.566042 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.68188 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.278078 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.296054 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0775063 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.515351 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.682438 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.607036 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.528668 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.513865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),-0.126099 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.608821 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.240022 # DEPENDENCYPART_GRANDPAR
(20,1),(1,23),-0.624944 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.147731 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.510477 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.471599 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.156903 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.488232 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.718136 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.409451 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.581702 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.300342 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.236137 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.6204 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.336204 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.230574 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.38004 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),-0.255695 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),-0.236164 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),-0.360809 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),-0.139659 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),-0.0489744 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),0.0318135 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-0.941249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,23),-0.464331 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.583877 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.25149 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.694729 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.612993 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.689164 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.603872 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.308034 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.216734 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.387356 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.246065 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.129186 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-0.960762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,23),-0.54126 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.612953 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.548086 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.546636 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.256698 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.295556 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.404577 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.183777 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-0.957362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,22),0.114982 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.238765 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.534482 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.609192 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.499283 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.257727 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.527489 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.172121 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.0759639 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.325171 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.235746 # DEPENDENCYPART_GRANDPAR
