# _root_ Addig is egy sebtében összehívott " kinevezési bizottság " kapta feladatul , hogy november 30-áig három jelölt nevét tegye le a végső döntést meghozó kuratórium asztalára , ki legyen az új művészeti vezető .
#goldHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,19,29,19,33,33,33,29,10,
#predictedHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,10,29,10,33,33,33,29,10,
(18,16),(16,34),-0.942217 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.174205 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.669651 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.0371181 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0595917 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.142682 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.285672 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.179687 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.310582 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.360183 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.173436 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.0472888 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.428008 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.166756 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.384303 # DEPENDENCYPART_GRANDPAR
(18,23),(23,33),-0.193323 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-0.310582 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.482268 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.664605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,21),-0.361021 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.173752 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.130142 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.148501 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),0.0712964 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.166753 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.384294 # DEPENDENCYPART_GRANDPAR
(18,26),(26,31),-0.490041 # DEPENDENCYPART_GRANDPAR
(18,26),(26,33),-0.192173 # DEPENDENCYPART_GRANDPAR
(18,33),(33,21),-0.361037 # DEPENDENCYPART_GRANDPAR
(18,33),(33,22),-0.173787 # DEPENDENCYPART_GRANDPAR
(18,33),(33,23),-0.134629 # DEPENDENCYPART_GRANDPAR
(18,33),(33,24),-0.148536 # DEPENDENCYPART_GRANDPAR
(18,33),(33,25),0.0668092 # DEPENDENCYPART_GRANDPAR
(18,33),(33,26),-0.313902 # DEPENDENCYPART_GRANDPAR
(18,33),(33,27),-0.14603 # DEPENDENCYPART_GRANDPAR
(18,33),(33,28),-0.133038 # DEPENDENCYPART_GRANDPAR
(18,33),(33,30),-0.357294 # DEPENDENCYPART_GRANDPAR
(18,33),(33,31),-0.399633 # DEPENDENCYPART_GRANDPAR
(18,33),(33,32),-0.338777 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.0550769 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.327369 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.152941 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.395439 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-0.185254 # DEPENDENCYPART_GRANDPAR
(19,1),(1,10),-0.139306 # DEPENDENCYPART_GRANDPAR
(19,1),(1,34),-1.09787 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.42486 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.246727 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.478404 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.3825 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.368568 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.627729 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.414813 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.374603 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.477371 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-1.40221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,25),-0.593158 # DEPENDENCYPART_GRANDPAR
(19,2),(2,34),-1.26353 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.152288 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.202435 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.219394 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.18019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,1),-0.181625 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.214361 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),0.11333 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.172777 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.308368 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.215785 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.113976 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.232588 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),0.0887802 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.107625 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.18734 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.112519 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.0773681 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.0263837 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.111742 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.189093 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),0.0454399 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.34791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,26),-0.6006 # DEPENDENCYPART_GRANDPAR
(19,8),(8,27),-0.445554 # DEPENDENCYPART_GRANDPAR
(19,8),(8,29),-0.663654 # DEPENDENCYPART_GRANDPAR
(19,8),(8,34),-1.27899 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.12183 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.118304 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),0.0206392 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.109078 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.301305 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.157315 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.191293 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.328696 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.189628 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.256394 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.094941 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.291229 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.0693528 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.177914 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.0568423 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.316725 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.362014 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.12234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),0.023294 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),0.0462536 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-0.0269575 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),0.0838049 # DEPENDENCYPART_GRANDPAR
(19,10),(10,25),-0.208536 # DEPENDENCYPART_GRANDPAR
(19,10),(10,26),-0.156385 # DEPENDENCYPART_GRANDPAR
(19,10),(10,27),-0.204422 # DEPENDENCYPART_GRANDPAR
(19,10),(10,28),0.0333741 # DEPENDENCYPART_GRANDPAR
(19,10),(10,29),-0.440338 # DEPENDENCYPART_GRANDPAR
(19,10),(10,31),-0.182501 # DEPENDENCYPART_GRANDPAR
(19,10),(10,33),-0.208113 # DEPENDENCYPART_GRANDPAR
(19,10),(10,34),-0.992915 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),0.0922673 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.193487 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.11235 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.0835143 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.277747 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.144662 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.106297 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.0463376 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.249196 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.34791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,1),-0.408197 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.436653 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.399234 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.598521 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.448763 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.488587 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.660908 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.481076 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.684186 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.565153 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.346221 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.21139 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.100209 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.0318106 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.0819392 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.44287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.362942 # DEPENDENCYPART_GRANDPAR
(19,13),(13,27),-0.465823 # DEPENDENCYPART_GRANDPAR
(19,13),(13,29),-0.759632 # DEPENDENCYPART_GRANDPAR
(19,13),(13,34),-1.29567 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),0.0859456 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.18016 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.00197512 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.310115 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.430629 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),0.0957271 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.190027 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.108891 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.0800545 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.268942 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.141204 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.102837 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.170017 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),0.00281972 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.305317 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.158498 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.122015 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.385275 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.430627 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.34791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,25),-0.652742 # DEPENDENCYPART_GRANDPAR
(19,15),(15,26),-0.600591 # DEPENDENCYPART_GRANDPAR
(19,15),(15,29),-0.663646 # DEPENDENCYPART_GRANDPAR
(19,15),(15,33),-0.65232 # DEPENDENCYPART_GRANDPAR
(19,15),(15,34),-1.27898 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.260646 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.08186 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.198012 # DEPENDENCYPART_GRANDPAR
(19,16),(16,34),-1.17186 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),0.0936485 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.174351 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),0.000744513 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.307396 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.154164 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.26878 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.172975 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),0.096771 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.107358 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.278867 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.179941 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.00256842 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.308684 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.148573 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.26319 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.168931 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.38596 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.471261 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.600591 # DEPENDENCYPART_GRANDPAR
(19,18),(18,33),-0.65232 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.142265 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.0298313 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),0.0959678 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.150909 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.0740391 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.105775 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.0539702 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.0587955 # DEPENDENCYPART_GRANDPAR
(19,20),(20,33),-0.106843 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.271834 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.306848 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.0425622 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.32572 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.32999 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.344978 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.274769 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.044868 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.00655411 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),0.00521542 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.16075 # DEPENDENCYPART_GRANDPAR
(19,23),(23,33),-0.0465735 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-0.457534 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.298324 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.185892 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.221298 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.0600597 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.00514921 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.325726 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.136397 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.0120043 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.276301 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.329975 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.228618 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.173708 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.340547 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.272199 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.137685 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.315267 # DEPENDENCYPART_GRANDPAR
(19,25),(25,33),-0.0394565 # DEPENDENCYPART_GRANDPAR
(19,26),(26,16),-0.329975 # DEPENDENCYPART_GRANDPAR
(19,26),(26,17),-0.228618 # DEPENDENCYPART_GRANDPAR
(19,26),(26,18),-0.173708 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),0.34055 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.272199 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),0.137685 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.315267 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.0478551 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),0.0100493 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),-0.155904 # DEPENDENCYPART_GRANDPAR
(19,26),(26,31),0.0765353 # DEPENDENCYPART_GRANDPAR
(19,26),(26,33),-0.0394502 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.0571221 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),0.00829699 # DEPENDENCYPART_GRANDPAR
(19,28),(28,32),0.0331064 # DEPENDENCYPART_GRANDPAR
(19,28),(28,33),-0.0402147 # DEPENDENCYPART_GRANDPAR
(19,29),(29,1),-0.116275 # DEPENDENCYPART_GRANDPAR
(19,29),(29,4),-0.121571 # DEPENDENCYPART_GRANDPAR
(19,29),(29,8),-0.448789 # DEPENDENCYPART_GRANDPAR
(19,29),(29,9),-0.451078 # DEPENDENCYPART_GRANDPAR
(19,29),(29,10),-0.392541 # DEPENDENCYPART_GRANDPAR
(19,29),(29,11),-0.354714 # DEPENDENCYPART_GRANDPAR
(19,29),(29,12),-0.218398 # DEPENDENCYPART_GRANDPAR
(19,29),(29,13),-0.543446 # DEPENDENCYPART_GRANDPAR
(19,29),(29,14),-0.0285061 # DEPENDENCYPART_GRANDPAR
(19,29),(29,15),0.0837947 # DEPENDENCYPART_GRANDPAR
(19,29),(29,16),0.0335287 # DEPENDENCYPART_GRANDPAR
(19,29),(29,17),0.209675 # DEPENDENCYPART_GRANDPAR
(19,29),(29,18),0.264415 # DEPENDENCYPART_GRANDPAR
(19,29),(29,19),-0.90324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,29),(29,21),0.257596 # DEPENDENCYPART_GRANDPAR
(19,29),(29,22),0.151514 # DEPENDENCYPART_GRANDPAR
(19,29),(29,23),0.0383686 # DEPENDENCYPART_GRANDPAR
(19,29),(29,24),0.190906 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.153673 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),-0.101688 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-0.112347 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),0.138685 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),0.0178071 # DEPENDENCYPART_GRANDPAR
(19,29),(29,31),-0.044162 # DEPENDENCYPART_GRANDPAR
(19,29),(29,32),-0.0150485 # DEPENDENCYPART_GRANDPAR
(19,29),(29,33),-0.0581544 # DEPENDENCYPART_GRANDPAR
(19,29),(29,34),-0.869329 # DEPENDENCYPART_GRANDPAR
(19,31),(31,30),-0.00369927 # DEPENDENCYPART_GRANDPAR
(19,32),(32,23),0.0120043 # DEPENDENCYPART_GRANDPAR
(19,32),(32,25),-0.173509 # DEPENDENCYPART_GRANDPAR
(19,32),(32,26),-0.121354 # DEPENDENCYPART_GRANDPAR
(19,32),(32,30),-0.00115581 # DEPENDENCYPART_GRANDPAR
(19,32),(32,31),-0.0947314 # DEPENDENCYPART_GRANDPAR
(19,33),(33,21),0.340532 # DEPENDENCYPART_GRANDPAR
(19,33),(33,22),0.272167 # DEPENDENCYPART_GRANDPAR
(19,33),(33,23),0.133198 # DEPENDENCYPART_GRANDPAR
(19,33),(33,24),0.315235 # DEPENDENCYPART_GRANDPAR
(19,33),(33,25),-0.0523423 # DEPENDENCYPART_GRANDPAR
(19,33),(33,26),-0.000181804 # DEPENDENCYPART_GRANDPAR
(19,33),(33,27),0.0517883 # DEPENDENCYPART_GRANDPAR
(19,33),(33,28),0.220977 # DEPENDENCYPART_GRANDPAR
(19,33),(33,30),0.0236529 # DEPENDENCYPART_GRANDPAR
(19,33),(33,31),0.0340385 # DEPENDENCYPART_GRANDPAR
(19,33),(33,32),0.0776529 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.202719 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.245828 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.182991 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.279457 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.152416 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.198388 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.49951 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.244197 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.472684 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.200934 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.182558 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.26563 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.243943 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.182992 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.279456 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.243922 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.112712 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0290765 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.152416 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.188385 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.550705 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.659909 # DEPENDENCYPART_GRANDPAR
(20,15),(15,29),-0.394596 # DEPENDENCYPART_GRANDPAR
(20,15),(15,33),-0.734761 # DEPENDENCYPART_GRANDPAR
(20,15),(15,34),-0.901907 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.198388 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.242738 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.18299 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.279456 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.242716 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.27589 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.143711 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.193892 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.205429 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.203726 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.246736 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.184125 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.279465 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.246714 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.279888 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.145093 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.162448 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.545179 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.659909 # DEPENDENCYPART_GRANDPAR
(20,18),(18,33),-0.734761 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.516025 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),-0.0494982 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.0782735 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.150123 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.258473 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.252643 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.0490046 # DEPENDENCYPART_GRANDPAR
(20,23),(23,33),-0.332792 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.516025 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.562904 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.685784 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),-0.0503714 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.0786517 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.0113644 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.0437322 # DEPENDENCYPART_GRANDPAR
(20,25),(25,33),-0.331213 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-0.516025 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-0.562904 # DEPENDENCYPART_GRANDPAR
(20,26),(26,18),-0.685784 # DEPENDENCYPART_GRANDPAR
(20,26),(26,21),-0.0503661 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),-0.0786507 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.0113634 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.0437312 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.0168816 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.252209 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.0485633 # DEPENDENCYPART_GRANDPAR
(20,26),(26,31),-0.194628 # DEPENDENCYPART_GRANDPAR
(20,26),(26,33),-0.33121 # DEPENDENCYPART_GRANDPAR
(20,33),(33,21),-0.0503811 # DEPENDENCYPART_GRANDPAR
(20,33),(33,22),-0.0786827 # DEPENDENCYPART_GRANDPAR
(20,33),(33,23),-0.0158491 # DEPENDENCYPART_GRANDPAR
(20,33),(33,24),-0.0437632 # DEPENDENCYPART_GRANDPAR
(20,33),(33,25),-0.0213673 # DEPENDENCYPART_GRANDPAR
(20,33),(33,26),-0.130568 # DEPENDENCYPART_GRANDPAR
(20,33),(33,27),-0.138366 # DEPENDENCYPART_GRANDPAR
(20,33),(33,28),0.0283368 # DEPENDENCYPART_GRANDPAR
(20,33),(33,30),-0.24723 # DEPENDENCYPART_GRANDPAR
(20,33),(33,31),-0.155539 # DEPENDENCYPART_GRANDPAR
(20,33),(33,32),-0.207442 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.528034 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.66883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
