# _root_ A Hexa és a RO-LA mellett már akad más támogatónk is , de mi azt szeretnénk , ha tovább bővülne ez a kör .
#goldHeads=2,6,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
#predictedHeads=2,8,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
(16,18),(18,6),-0.51017 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.497783 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.43893 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.601404 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.826704 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.651935 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.604682 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.493451 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.00240088 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.19441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.470863 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.4203 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.278293 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.495382 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.98238 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.01423 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.258974 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.591528 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.777163 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.364731 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.603502 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.644338 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.147969 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.103077 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-1.15736 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.26934 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.443493 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.427899 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.376382 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.295705 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),0.00239807 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),0.374864 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.08565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.343224 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0215198 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.244998 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.402072 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.523763 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.270037 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.817935 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.20872 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),0.431321 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.0294704 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.285568 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.0759605 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.192926 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.742619 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.00262092 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.19522 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.457649 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.580608 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.920488 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.920967 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.284231 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.826959 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.341804 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.232563 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.285544 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.351607 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.271852 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.0965562 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.0804402 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.129356 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.0790054 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.0374524 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),-0.307627 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-0.768448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,19),-0.260812 # DEPENDENCYPART_GRANDPAR
(18,3),(3,20),-0.624614 # DEPENDENCYPART_GRANDPAR
(18,3),(3,24),-0.856226 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.920488 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.262073 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.219876 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.86329 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.123864 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.976234 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.295428 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.245124 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.919036 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.395819 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.289063 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.232606 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.172494 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.332996 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.247323 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.278539 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.919977 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.340048 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.321322 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.862779 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.440438 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.281888 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.243727 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.232167 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.386683 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.0529306 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.258854 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.105522 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.200485 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.131458 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.195925 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),-0.48604 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.47828 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),-0.847052 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-0.889718 # DEPENDENCYPART_GRANDPAR
(18,8),(8,23),-0.985803 # DEPENDENCYPART_GRANDPAR
(18,8),(8,24),-1.07538 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.326667 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.0145333 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.135406 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0783833 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.131134 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.362593 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.490453 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.920488 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.262073 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.86329 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.362464 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.299601 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.277969 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.433158 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.0898146 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.343477 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.260458 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.228945 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.456946 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.127476 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.273525 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),0.0116877 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),0.0412918 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.0648495 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.00574468 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.215499 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.766587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.257781 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.67663 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.668177 # DEPENDENCYPART_GRANDPAR
(18,11),(11,24),-0.853301 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.299222 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.278911 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.399613 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.292105 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.221982 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.458102 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.141363 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.329661 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.100203 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.294185 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.0876195 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.125601 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.3871 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.76864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.26159 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.619727 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.680711 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.669489 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-0.856458 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.514798 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.32225 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.197049 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.251985 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.20393 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.138903 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.365961 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.712239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.248575 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.436969 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.672744 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.574421 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.889186 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.922579 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.338818 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.311146 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.865382 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.439209 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.284509 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.248837 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.47487 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.211209 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.369257 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.120094 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.293145 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.205774 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.222119 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.239096 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.500327 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.08392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.477784 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.847557 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.889558 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-1.03068 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.986766 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-1.07538 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.17315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,23),0.0479158 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-1.536 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-1.24413 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.977869 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.47881 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-1.34452 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.915904 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.903284 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-1.32504 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.816854 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-1.27457 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.858636 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.922841 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.89884 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.811847 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.783376 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.00685 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.15003 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.306847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.0873109 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.258895 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.417253 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.0832347 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.50009 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.56953 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),0.167214 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.240739 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.408175 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.409679 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.477604 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.407867 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.519011 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.344481 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.556823 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.469853 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.41401 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.320896 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.498642 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.339543 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.345888 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.369047 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.614604 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.987003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.630125 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.632972 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.790538 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.659505 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.613165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,21),-0.277358 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.301429 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.219893 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.404425 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.809503 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.298318 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.706606 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.0444993 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.146813 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.865798 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.654622 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.356536 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.109035 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),-0.227211 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),0.167847 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),-0.300635 # DEPENDENCYPART_GRANDPAR
(20,3),(3,17),-0.134587 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),-0.378226 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),0.198662 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.33747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,24),-0.864393 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.210576 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.219893 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.602367 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.250859 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.183433 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.0873554 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.224377 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.587878 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.15159 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.187918 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.560569 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.0152518 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.717215 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.293015 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.689905 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),0.0338755 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.668108 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.245134 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.670542 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.328998 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.208674 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.643232 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),0.121204 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.0657085 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.214937 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.618196 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.100889 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.0917858 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.118678 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),0.154781 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),0.296418 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),-0.241679 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),-0.117338 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),-0.207566 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),0.252331 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-1.03528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,21),0.0411884 # DEPENDENCYPART_GRANDPAR
(20,8),(8,23),-0.12328 # DEPENDENCYPART_GRANDPAR
(20,8),(8,24),-0.587942 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.723103 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.236838 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.0584984 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.137751 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.256084 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),-0.0840509 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-0.70098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,1),-0.219893 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.602367 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.183433 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.575058 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),0.0683167 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.110281 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.750327 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.0117621 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.90937 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.16456 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.371364 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-1.2335 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.374593 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.857386 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.273307 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.280858 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),0.0926419 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.442759 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.29886 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.434655 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.175817 # DEPENDENCYPART_GRANDPAR
(20,11),(11,21),-0.281053 # DEPENDENCYPART_GRANDPAR
(20,11),(11,23),-0.506794 # DEPENDENCYPART_GRANDPAR
(20,11),(11,24),-0.857452 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.925814 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.547539 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.898505 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.147384 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.321761 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-1.17302 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.32418 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.846521 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.519357 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.336076 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.138319 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.373368 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.23973 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.431321 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.182924 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.32693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.286011 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.5057 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),-0.860425 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.708156 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.0260342 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.0569475 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.26096 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.0876506 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.698164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,23),-0.0725903 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.552017 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.730265 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.55893 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.257211 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.0635967 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.0581804 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.293966 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.121949 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.266943 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.194425 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.506633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),0.182905 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),0.0842258 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.464343 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.233987 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.650414 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.304592 # DEPENDENCYPART_GRANDPAR
