# _root_ Nagy_Lajos , a kisgazdapárt helyi vezetője azt szeretné elérni , hogy a gázvagyonért kapott 45_millió forint felhasználását ellenőrizhessék .
#goldHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
#predictedHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
(18,1),(1,13),-0.140738 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),0.335169 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.43243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,19),-0.684973 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.256688 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.0728255 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),0.0200929 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.157726 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.295476 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.43243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,1),-0.421734 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.157812 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.172382 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.337392 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.353006 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-1.33214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,1),-0.266365 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.0982886 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),0.0113718 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.175479 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.1835 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.302775 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),0.0511909 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.0878818 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),0.0252749 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.43244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.684976 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.290148 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.130741 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.205806 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.233596 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.197863 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.406917 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.0528954 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.221551 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.312256 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.373983 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.0199505 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.0789762 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.111371 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),0.0147195 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-0.679878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.27682 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.300093 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.142197 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.0166911 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.217386 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.275821 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.213556 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.0478703 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.0153881 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.213224 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.274642 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.122615 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.226023 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),0.0890105 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.0296953 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),0.254165 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.162048 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.20929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.40097 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.308863 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.157638 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),0.00945997 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.226156 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.283075 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.222326 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.0360717 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.307983 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.227959 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.27936 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),0.116334 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.23338 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.082874 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.0329771 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),0.246808 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.154692 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.19863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.39061 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.637174 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.412857 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.552831 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.575957 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.546246 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.291927 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.864703 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.511803 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.470867 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.49103 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.163097 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.182562 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.0102808 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.102327 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.52739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.701666 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.313718 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.0917979 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.274131 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.215082 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.0344822 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.335169 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.391206 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.306863 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.297916 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),0.0759111 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.412721 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.0592361 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.238213 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.321429 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.431989 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.272507 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0606009 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.203663 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.110214 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.30741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.579231 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.240781 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.385037 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.19429 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.146115 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.287788 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.577847 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),0.0686796 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),0.0367161 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.148669 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.327594 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.217004 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.160908 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.183401 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0044058 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.222669 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.163584 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.157065 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),0.0916837 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.0622998 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.128616 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.297596 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.274017 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.13577 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.205201 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.04095 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.365884 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.684973 # DEPENDENCYPART_GRANDPAR
