# _root_ Lajtos és Rózsavölgyi él-hal a sportágért , így aztán nem csoda , ha nem sajnálják a pénzt a futballra .
#goldHeads=4,4,4,9,6,4,9,9,0,13,13,13,9,15,13,17,15,19,15,9,
#predictedHeads=4,4,4,8,6,4,8,0,15,15,13,13,15,15,8,17,15,19,15,8,
(15,10),(10,6),-0.736345 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.298425 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.325375 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.368015 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.177509 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.184568 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.206341 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.32572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,17),-0.096731 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.0903368 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.749765 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.480239 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.315139 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.388651 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.376095 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.443999 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.523739 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.173229 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.281626 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.331001 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.10387 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0577358 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.48945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.414956 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.40858 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.92659 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.771258 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.571925 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.679669 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.833763 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.814757 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.453143 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.494263 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.527778 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.360353 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.358012 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.389368 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0818658 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.54508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.35333 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.34695 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.912024 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.264695 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.283414 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.23465 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.260572 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.096731 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.0903368 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.157868 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.735215 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.543535 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.676899 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.0718984 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.107073 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.193749 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.498134 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.821221 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.756032 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.0756387 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.196217 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0394671 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.637986 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.565534 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.726572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.00559756 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.342138 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-1.18573 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.796963 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-1.15832 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.652226 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-1.12172 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.796615 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.582982 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.502267 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.583769 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.949973 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.426272 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.374993 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.516169 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.233304 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.950631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,19),-0.48972 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.612542 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.830981 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.460702 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.562338 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.556902 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.944009 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.478918 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.315361 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.194821 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.895619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),-0.434701 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.603386 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-1.1667 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.79169 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-1.13929 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.676758 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.777588 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.5602 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.590833 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.57547 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.691519 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-1.01153 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.615599 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.47092 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.248203 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.951475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.490563 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.612786 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.44851 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.0871 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.884043 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.09152 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.423595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.10001 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-1.24702 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-1.05216 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.370672 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.807982 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.351841 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.691412 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.616735 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.706902 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.98477 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.291947 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.533061 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),-0.0302185 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),-0.422802 # DEPENDENCYPART_GRANDPAR
(19,2),(2,20),-0.585818 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-1.25265 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.932411 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-1.19975 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.589817 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-1.00347 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.955565 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.601107 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.745055 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.688278 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-1.07457 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.34852 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.544713 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.619435 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.0764583 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.512403 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.04539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.580876 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.00521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,8),-0.691433 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.681752 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.550592 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.472515 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.479534 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.11704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.611856 # DEPENDENCYPART_GRANDPAR
