# _root_ A társadalmi munkákat halmozó Kukorelli a Magyar_Politikatudományi_Társaság , a Független_Jogász_Fórum és a Népfőiskolai_Társaság tagja , emellett több tanácsadó testület és kodifikációs bizottság munkájában is közreműködik .
#goldHeads=5,3,4,5,0,7,14,14,10,14,14,13,14,5,5,25,19,19,23,23,22,23,25,25,5,5,
#predictedHeads=3,3,4,5,25,7,25,25,10,14,14,13,14,25,25,25,19,19,25,25,22,23,25,25,0,25,
(22,17),(17,14),-0.744661 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.433711 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.322443 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.24354 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.0820961 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.116142 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-0.866271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.576226 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-0.609428 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-0.679747 # DEPENDENCYPART_GRANDPAR
(22,18),(18,3),-0.27537 # DEPENDENCYPART_GRANDPAR
(22,18),(18,5),-0.860111 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.521478 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.260242 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.260472 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.667653 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.168368 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.481164 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.0870339 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.173957 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.227689 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),-0.415018 # DEPENDENCYPART_GRANDPAR
(22,19),(19,6),-0.746924 # DEPENDENCYPART_GRANDPAR
(22,19),(19,7),-0.661127 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.645955 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.39989 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.371263 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.657427 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.308017 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.608548 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.156272 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.284679 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.188631 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.413604 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.987049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.697004 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),-1.30318 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),-1.02337 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.563799 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.464907 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.331623 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.3197 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.399697 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.377582 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.515889 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.324301 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.177625 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.925472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.635427 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.469254 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.693288 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-0.694931 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.260242 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.260472 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.168368 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.481164 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.173957 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.227689 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.355469 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.163745 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.0013469 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.634468 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.471175 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-0.887473 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-1.47221 # DEPENDENCYPART_GRANDPAR
(22,23),(23,7),-1.13358 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-0.770109 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-1.21694 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-0.872345 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-0.734534 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-1.22841 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.780472 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-1.10022 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.52601 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.654668 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.7039 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.87019 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.769989 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.472715 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.663889 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.391101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.17853 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.303096 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.516867 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),-0.312619 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),-0.205887 # DEPENDENCYPART_GRANDPAR
(23,3),(3,25),-1.17698 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.295327 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.517229 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.695255 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.662916 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.3126 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.205886 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.112278 # DEPENDENCYPART_GRANDPAR
(23,5),(5,14),-0.439857 # DEPENDENCYPART_GRANDPAR
(23,5),(5,15),0.00672925 # DEPENDENCYPART_GRANDPAR
(23,5),(5,22),0.153014 # DEPENDENCYPART_GRANDPAR
(23,5),(5,25),-1.17698 # DEPENDENCYPART_GRANDPAR
(23,5),(5,26),-0.800247 # DEPENDENCYPART_GRANDPAR
(23,7),(7,1),-0.295327 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.662916 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.589231 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.0591275 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.205886 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),-0.112278 # DEPENDENCYPART_GRANDPAR
(23,7),(7,25),-1.17698 # DEPENDENCYPART_GRANDPAR
(23,7),(7,26),-0.800247 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.226007 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.0591275 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),0.0624255 # DEPENDENCYPART_GRANDPAR
(23,11),(11,2),-0.619981 # DEPENDENCYPART_GRANDPAR
(23,11),(11,3),-0.719966 # DEPENDENCYPART_GRANDPAR
(23,11),(11,4),-0.764587 # DEPENDENCYPART_GRANDPAR
(23,11),(11,5),-0.613875 # DEPENDENCYPART_GRANDPAR
(23,11),(11,6),-0.293994 # DEPENDENCYPART_GRANDPAR
(23,11),(11,7),-0.460342 # DEPENDENCYPART_GRANDPAR
(23,11),(11,8),-0.400629 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.172441 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-0.26002 # DEPENDENCYPART_GRANDPAR
(23,11),(11,12),-0.153195 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),0.0565364 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.445401 # DEPENDENCYPART_GRANDPAR
(23,11),(11,15),0.0925128 # DEPENDENCYPART_GRANDPAR
(23,11),(11,17),-0.136878 # DEPENDENCYPART_GRANDPAR
(23,11),(11,19),0.0183662 # DEPENDENCYPART_GRANDPAR
(23,11),(11,20),0.100849 # DEPENDENCYPART_GRANDPAR
(23,11),(11,21),0.377042 # DEPENDENCYPART_GRANDPAR
(23,11),(11,22),0.143887 # DEPENDENCYPART_GRANDPAR
(23,11),(11,23),-1.51587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,11),(11,24),-0.684137 # DEPENDENCYPART_GRANDPAR
(23,11),(11,25),-1.21762 # DEPENDENCYPART_GRANDPAR
(23,11),(11,26),-0.774206 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.233537 # DEPENDENCYPART_GRANDPAR
(23,13),(13,6),-0.0591275 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),0.0624255 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.030179 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.683956 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.577932 # DEPENDENCYPART_GRANDPAR
(23,14),(14,6),-0.0608954 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.4244 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.238827 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),0.0606577 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.224077 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.210832 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.0319468 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.0482379 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),0.00833293 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.146263 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),0.0145195 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),0.139273 # DEPENDENCYPART_GRANDPAR
(23,14),(14,22),0.142055 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-1.57746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,24),-0.698475 # DEPENDENCYPART_GRANDPAR
(23,14),(14,25),-1.17698 # DEPENDENCYPART_GRANDPAR
(23,14),(14,26),-0.80025 # DEPENDENCYPART_GRANDPAR
(23,16),(16,4),-0.759998 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.584412 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.0603416 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),0.216638 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.077563 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),0.13152 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),0.0481474 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.44869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,25),-1.14531 # DEPENDENCYPART_GRANDPAR
(23,16),(16,26),-0.760006 # DEPENDENCYPART_GRANDPAR
(23,17),(17,5),-0.711447 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.181753 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.676526 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.237467 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),0.219037 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.0457886 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.144292 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),0.438526 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),0.0798242 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.45667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,25),-1.13376 # DEPENDENCYPART_GRANDPAR
(23,17),(17,26),-0.759022 # DEPENDENCYPART_GRANDPAR
(23,18),(18,3),-0.552255 # DEPENDENCYPART_GRANDPAR
(23,18),(18,5),-0.446231 # DEPENDENCYPART_GRANDPAR
(23,18),(18,7),-0.292699 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.0923765 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.0966034 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.0457431 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),0.083463 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.408639 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),0.0480766 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),0.0256777 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.1177 # DEPENDENCYPART_GRANDPAR
(23,19),(19,3),-0.699689 # DEPENDENCYPART_GRANDPAR
(23,19),(19,6),-0.0727733 # DEPENDENCYPART_GRANDPAR
(23,19),(19,7),-0.440133 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),0.0487798 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-0.239811 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.214214 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.0438248 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.0639711 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.543809 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.0279822 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.0918309 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.0864813 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),0.12216 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.152781 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.57745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,4),-0.764587 # DEPENDENCYPART_GRANDPAR
(23,20),(20,5),-0.613875 # DEPENDENCYPART_GRANDPAR
(23,20),(20,8),-0.400629 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),-0.304463 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.0841806 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.188013 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.203453 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.272036 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),0.025175 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.125397 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.377042 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.143887 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.51587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.684137 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-1.21762 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.774206 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.0923765 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.0966034 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),0.083463 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.408639 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),0.0256777 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.1177 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),0.190502 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.0395476 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.231503 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.51491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.686059 # DEPENDENCYPART_GRANDPAR
(23,22),(22,3),-0.693209 # DEPENDENCYPART_GRANDPAR
(23,22),(22,4),-0.657359 # DEPENDENCYPART_GRANDPAR
(23,22),(22,5),-0.587185 # DEPENDENCYPART_GRANDPAR
(23,22),(22,6),-0.0554406 # DEPENDENCYPART_GRANDPAR
(23,22),(22,7),-0.433653 # DEPENDENCYPART_GRANDPAR
(23,22),(22,8),-0.234226 # DEPENDENCYPART_GRANDPAR
(23,22),(22,9),0.0661125 # DEPENDENCYPART_GRANDPAR
(23,22),(22,10),-0.233331 # DEPENDENCYPART_GRANDPAR
(23,22),(22,11),-0.207825 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.026492 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.0574911 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.537329 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.0216106 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.0855046 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.0764889 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),0.132403 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.100114 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.120282 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.351891 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.57745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,4),-1.05524 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-0.443639 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.561539 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.26548 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.506814 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.228322 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.0459915 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.381085 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.10902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,26),-0.423222 # DEPENDENCYPART_GRANDPAR
(24,4),(4,1),-0.18471 # DEPENDENCYPART_GRANDPAR
(24,4),(4,2),-0.267435 # DEPENDENCYPART_GRANDPAR
(24,4),(4,3),-0.51442 # DEPENDENCYPART_GRANDPAR
(24,4),(4,7),-0.462285 # DEPENDENCYPART_GRANDPAR
(24,4),(4,25),-0.544045 # DEPENDENCYPART_GRANDPAR
(24,4),(4,26),-0.627852 # DEPENDENCYPART_GRANDPAR
(24,16),(16,4),-0.519181 # DEPENDENCYPART_GRANDPAR
(24,16),(16,14),-0.34813 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),-0.312961 # DEPENDENCYPART_GRANDPAR
(24,16),(16,18),-0.380276 # DEPENDENCYPART_GRANDPAR
(24,16),(16,19),-0.381651 # DEPENDENCYPART_GRANDPAR
(24,16),(16,20),-0.273878 # DEPENDENCYPART_GRANDPAR
(24,16),(16,22),-0.247018 # DEPENDENCYPART_GRANDPAR
(24,16),(16,23),-0.255147 # DEPENDENCYPART_GRANDPAR
(24,16),(16,25),-0.549668 # DEPENDENCYPART_GRANDPAR
(24,16),(16,26),-0.626298 # DEPENDENCYPART_GRANDPAR
(24,17),(17,5),-0.545367 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.505202 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),-0.396846 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.459753 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.365476 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),-0.30651 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.274303 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),-0.261074 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),-0.171974 # DEPENDENCYPART_GRANDPAR
(24,17),(17,23),-0.180103 # DEPENDENCYPART_GRANDPAR
(24,17),(17,25),-0.526829 # DEPENDENCYPART_GRANDPAR
(24,17),(17,26),-0.616285 # DEPENDENCYPART_GRANDPAR
(24,18),(18,3),-0.51442 # DEPENDENCYPART_GRANDPAR
(24,18),(18,5),-0.567077 # DEPENDENCYPART_GRANDPAR
(24,18),(18,7),-0.501131 # DEPENDENCYPART_GRANDPAR
(24,18),(18,10),-0.519328 # DEPENDENCYPART_GRANDPAR
(24,18),(18,11),-0.469337 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),-0.258797 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-0.526912 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.416322 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.378418 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.446627 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.57326 # DEPENDENCYPART_GRANDPAR
(24,19),(19,3),-0.448475 # DEPENDENCYPART_GRANDPAR
(24,19),(19,6),-0.389277 # DEPENDENCYPART_GRANDPAR
(24,19),(19,7),-0.435186 # DEPENDENCYPART_GRANDPAR
(24,19),(19,9),-0.320663 # DEPENDENCYPART_GRANDPAR
(24,19),(19,10),-0.453383 # DEPENDENCYPART_GRANDPAR
(24,19),(19,11),-0.436665 # DEPENDENCYPART_GRANDPAR
(24,19),(19,12),-0.318145 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),-0.460966 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),-0.347074 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-0.344206 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),-0.47004 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.495199 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.420392 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.201472 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),-0.2115 # DEPENDENCYPART_GRANDPAR
(24,20),(20,4),-0.558406 # DEPENDENCYPART_GRANDPAR
(24,20),(20,5),-0.566061 # DEPENDENCYPART_GRANDPAR
(24,20),(20,8),-0.530678 # DEPENDENCYPART_GRANDPAR
(24,20),(20,11),-0.536007 # DEPENDENCYPART_GRANDPAR
(24,20),(20,13),-0.525896 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.447899 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.488194 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.591718 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.447884 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.372035 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.316373 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.212517 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.220443 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.04238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.647522 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-0.658041 # DEPENDENCYPART_GRANDPAR
(24,21),(21,10),-0.519328 # DEPENDENCYPART_GRANDPAR
(24,21),(21,11),-0.469337 # DEPENDENCYPART_GRANDPAR
(24,21),(21,13),-0.526912 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),-0.416322 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.446627 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.57326 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.411925 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.374363 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.298141 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.212672 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-0.995893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,3),-0.4486 # DEPENDENCYPART_GRANDPAR
(24,22),(22,4),-0.527929 # DEPENDENCYPART_GRANDPAR
(24,22),(22,5),-0.501256 # DEPENDENCYPART_GRANDPAR
(24,22),(22,6),-0.387253 # DEPENDENCYPART_GRANDPAR
(24,22),(22,7),-0.435311 # DEPENDENCYPART_GRANDPAR
(24,22),(22,8),-0.427169 # DEPENDENCYPART_GRANDPAR
(24,22),(22,9),-0.318638 # DEPENDENCYPART_GRANDPAR
(24,22),(22,10),-0.453508 # DEPENDENCYPART_GRANDPAR
(24,22),(22,11),-0.436842 # DEPENDENCYPART_GRANDPAR
(24,22),(22,12),-0.316121 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),-0.461091 # DEPENDENCYPART_GRANDPAR
(24,22),(22,14),-0.347199 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-0.34439 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-0.470257 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.493455 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.417407 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.304421 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.265646 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.313005 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.210927 # DEPENDENCYPART_GRANDPAR
(24,23),(23,3),-0.448302 # DEPENDENCYPART_GRANDPAR
(24,23),(23,5),-0.500958 # DEPENDENCYPART_GRANDPAR
(24,23),(23,7),-0.435013 # DEPENDENCYPART_GRANDPAR
(24,23),(23,8),-0.426863 # DEPENDENCYPART_GRANDPAR
(24,23),(23,9),-0.316229 # DEPENDENCYPART_GRANDPAR
(24,23),(23,10),-0.45321 # DEPENDENCYPART_GRANDPAR
(24,23),(23,11),-0.436536 # DEPENDENCYPART_GRANDPAR
(24,23),(23,12),-0.313711 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-0.460793 # DEPENDENCYPART_GRANDPAR
(24,23),(23,14),-0.346901 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.344084 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.469951 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.493149 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.420163 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.304123 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.265341 # DEPENDENCYPART_GRANDPAR
