# _root_ Egymillió forint körüli összeget zsákmányolt az a férfi , aki péntek délben kirabolta a főváros XI. kerületében , a Bartók_Béla_úton lévő egyik postahivatalt .
#goldHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,21,21,20,21,23,23,13,5,
#predictedHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,13,21,20,21,23,23,13,5,
(15,21),(21,1),-1.13263 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-1.128 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-1.14944 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.705618 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-1.3406 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-1.08139 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.815265 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-1.08195 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-1.03929 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.734903 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.521539 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.954832 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.589477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,17),-0.440768 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.254076 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.258648 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.115444 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.180426 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.382668 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-1.0183 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.49927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),0.0561498 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),-0.351489 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.211701 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.284478 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.0261647 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.0676551 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.153517 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.484119 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.487148 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.249653 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.220842 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.603679 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.694445 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.468247 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.528883 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.508802 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.624953 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.633787 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.521614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.116338 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.337948 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.217978 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0568507 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.624953 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.633787 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.521614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),-0.116338 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.337948 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.217978 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.0190938 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.0955935 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.433044 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.496165 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.710038 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-1.02079 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.325619 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.518294 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.170929 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.48877 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.460273 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.339919 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),0.029317 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.174225 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.01029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.271307 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),0.0160304 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.0758443 # DEPENDENCYPART_GRANDPAR
(17,6),(6,22),-0.379799 # DEPENDENCYPART_GRANDPAR
(17,6),(6,23),-0.17417 # DEPENDENCYPART_GRANDPAR
(17,6),(6,24),-0.467219 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.242568 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.709262 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.0218855 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.492936 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.143767 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.50267 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.178792 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.272824 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.446584 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.97578 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.240044 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.695801 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.00919571 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.472138 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.141243 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.498604 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.40913 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.0120004 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.46381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.612752 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.437499 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.489133 # DEPENDENCYPART_GRANDPAR
(17,12),(12,23),-0.6277 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0606198 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.450919 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.683469 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.487067 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0972966 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.694155 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.46381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.612752 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.437499 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.489133 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.627699 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.245375 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.316454 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.506654 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.693288 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),0.0527857 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.610456 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.462185 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.86621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.212044 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.127599 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.147583 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.713795 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-0.888435 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-1.39523 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.633095 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-1.13227 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-0.890955 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.494568 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.869317 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.834234 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.713881 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.306934 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),0.116257 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.547941 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.95578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.25471 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.10206 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0705351 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.079164 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.247857 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),0.0527857 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.610456 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.462185 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.86621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.212044 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.127599 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.160106 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.0915005 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.264316 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-0.655945 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-0.86213 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.83311 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.616488 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.606336 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.814283 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.48836 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.606524 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.77888 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.749171 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.505293 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.518576 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.67198 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.617004 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.488173 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.616142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0235898 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.16958 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.256856 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.802584 # DEPENDENCYPART_GRANDPAR
(20,14),(14,21),-0.475472 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-1.22905 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.995617 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.189773 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.957611 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.630368 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.662395 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.11837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.513686 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.559939 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-1.01362 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.997323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,23),-0.438894 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.644933 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-1.23826 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-1.08758 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.994116 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.992463 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.892343 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.731995 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.662322 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.11837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.513686 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.559939 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.686415 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),-0.475472 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-1.5771 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-1.3787 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-1.20415 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-1.22828 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-1.06336 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-1.19323 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.520437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.0679267 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.076208 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.523314 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.400345 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.712858 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.415314 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.367921 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),-0.316156 # DEPENDENCYPART_GRANDPAR
(21,1),(1,11),-0.494577 # DEPENDENCYPART_GRANDPAR
(21,1),(1,13),-0.302871 # DEPENDENCYPART_GRANDPAR
(21,1),(1,24),-0.53466 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.201905 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.70418 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.42812 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-0.357047 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),-0.308439 # DEPENDENCYPART_GRANDPAR
(21,2),(2,13),-0.315666 # DEPENDENCYPART_GRANDPAR
(21,2),(2,24),-0.551697 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.218762 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.436994 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.356577 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.42903 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.354662 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),-0.303267 # DEPENDENCYPART_GRANDPAR
(21,4),(4,13),-0.316576 # DEPENDENCYPART_GRANDPAR
(21,4),(4,24),-0.551681 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.275214 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.51065 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.441511 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.691833 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.482331 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.52026 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.461073 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.432565 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.310862 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),-0.59643 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.526611 # DEPENDENCYPART_GRANDPAR
(21,5),(5,13),-0.36049 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),-0.177327 # DEPENDENCYPART_GRANDPAR
(21,5),(5,17),-0.467117 # DEPENDENCYPART_GRANDPAR
(21,5),(5,18),-0.230939 # DEPENDENCYPART_GRANDPAR
(21,5),(5,20),0.0055336 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-0.790857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,23),-0.388138 # DEPENDENCYPART_GRANDPAR
(21,5),(5,24),-0.544375 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.512491 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.44895 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.7036 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.413258 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.403307 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.274621 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.29568 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.52996 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.476223 # DEPENDENCYPART_GRANDPAR
(21,6),(6,13),-0.317126 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),-0.125982 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),-0.41583 # DEPENDENCYPART_GRANDPAR
(21,6),(6,18),-0.0729951 # DEPENDENCYPART_GRANDPAR
(21,6),(6,20),0.0568204 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-0.686261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,22),-0.0382001 # DEPENDENCYPART_GRANDPAR
(21,6),(6,23),-0.261851 # DEPENDENCYPART_GRANDPAR
(21,6),(6,24),-0.521176 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),-0.217815 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.436865 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.641069 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.35309 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.357519 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.403954 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.30313 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.321028 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.481365 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.429408 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),-0.315653 # DEPENDENCYPART_GRANDPAR
(21,8),(8,17),-0.369015 # DEPENDENCYPART_GRANDPAR
(21,8),(8,18),-0.101504 # DEPENDENCYPART_GRANDPAR
(21,8),(8,24),-0.551682 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.557496 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.503759 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.153518 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.443367 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),0.0292841 # DEPENDENCYPART_GRANDPAR
(21,10),(10,23),-0.261486 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.351823 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.369202 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.408259 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.30827 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.264682 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.277686 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.428746 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),-0.217555 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.431775 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.635979 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.351823 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.358265 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.398093 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.29252 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.264682 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.276144 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.415721 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.077322 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.368353 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.09858 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),0.104298 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.834434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,23),-0.426503 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),-0.275214 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),-0.512006 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.441511 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.692957 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.417809 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.470436 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.430897 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.339067 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.332026 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.259092 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.47655 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.418001 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.200641 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.177981 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.467771 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.23094 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),-0.257107 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),0.00487957 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.790857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,22),-0.0894035 # DEPENDENCYPART_GRANDPAR
(21,13),(13,23),-0.388136 # DEPENDENCYPART_GRANDPAR
(21,13),(13,24),-0.544375 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.0109688 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.80128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,6),-0.359283 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.277957 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.24121 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.070871 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.368354 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0986381 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.104297 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.834434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,23),-0.426503 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.332935 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.380404 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.325603 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.0531437 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.0593966 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.0965607 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.09858 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.101967 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.834434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,23),-0.426503 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.551681 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.80128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,14),-0.0784736 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),0.00707489 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.0435473 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.306604 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0630561 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.13494 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.426503 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.521146 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.609655 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.429979 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.899724 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.446812 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.577613 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.427073 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.365914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.263918 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-0.141147 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.47795 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.355278 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.65552 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.355139 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),-0.340733 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.214923 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),0.0653557 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.313136 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.483076 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.316658 # DEPENDENCYPART_GRANDPAR
