# _root_ S bár aranyat ér minden találatuk , Hímer és Kökény hadrendbe állásával kézzelfoghatóvá vált , hogy a kubaiak játéka az egyéni improvizációra épül .
#goldHeads=14,14,4,14,6,4,14,12,12,12,12,14,14,0,14,14,18,19,23,22,22,23,14,14,
#predictedHeads=4,4,4,0,6,4,4,14,14,11,12,14,14,4,14,14,18,19,23,22,22,23,14,4,
(16,10),(10,8),-0.132284 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0357025 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.241389 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.368564 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.460417 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.283599 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.389634 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.0384459 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.164969 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.11203 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.132284 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0357054 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.15359 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.368565 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.101161 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.0384459 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.164969 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.112029 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.132284 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0357025 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.15359 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.145639 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.101161 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.478314 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.440007 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.520539 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.465006 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.363555 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.490234 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.24496 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.161593 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.212274 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0933474 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.23358 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.22563 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.345688 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.346017 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.597273 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.41932 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.430015 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.872406 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.557729 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.463053 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.298803 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.408147 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.158522 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.184112 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.195224 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.151427 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.137422 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.172733 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.172062 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.28484 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0272391 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.352098 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.08303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.722801 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.980606 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.802653 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.982026 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.800277 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.886612 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.772946 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-1.13605 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.329843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.271923 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.554903 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.923088 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.911921 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.0352 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.490443 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.986203 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.848658 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.329843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.271923 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0103644 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.286426 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0483012 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.207226 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),-0.0917239 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.0876543 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.265608 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.317229 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.490443 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.848658 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.329843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.271923 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.0103644 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.188318 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.500548 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.190401 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-1.24843 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-1.2235 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-1.36977 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-1.39409 # DEPENDENCYPART_GRANDPAR
(16,23),(23,6),-1.25119 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-0.883653 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-1.21851 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.857653 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-1.23981 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-1.22865 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-1.35192 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.713471 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-1.31548 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-1.15733 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.276682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),-0.202315 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.0455543 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.223508 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.41519 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.0839753 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.139548 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.484041 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.797877 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.778395 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.737849 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.797482 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.8396 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.79783 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.592636 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.78639 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.577553 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.836919 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.463286 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.578368 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.643484 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.05677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.613505 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.449982 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.594477 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.614387 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.763734 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.533327 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.521317 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.714131 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.504448 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.464799 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.344552 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.44871 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.214099 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.326395 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.599843 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.277985 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.284984 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.0787472 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.194913 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.275399 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.18824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,23),-1.06125 # DEPENDENCYPART_GRANDPAR
(19,9),(9,24),-0.813748 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.420669 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.275226 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.315458 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.592807 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.450234 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.645477 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.572948 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.330012 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.436758 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.1768 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.420669 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.275228 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.328004 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.592807 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.194706 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.330012 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.436758 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.176798 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.420669 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.275226 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.328004 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.4403 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.194706 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.24982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,23),-1.02036 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.381948 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.374482 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.509259 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.559539 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.300564 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.110654 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.284475 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.167546 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.19181 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.304106 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.577554 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.206568 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.195381 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.18728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,23),-1.00576 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),-0.826644 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.534254 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.504988 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.603195 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.644724 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.451694 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.398405 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.239243 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.382316 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.354308 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.289651 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.40601 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.675395 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.348035 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.303334 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.216534 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.00133036 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.106013 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.19201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.615438 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.622004 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.508137 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-1.03615 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.810183 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.531459 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.511896 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.698316 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.748101 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.489622 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.473533 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.362953 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.380868 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.493164 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.766611 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.39217 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.510721 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.319895 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.197848 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.1929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.638144 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.509029 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-1.0515 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.81116 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.237545 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.193757 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.301765 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.327771 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.254012 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.739901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.183917 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.76424 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.565553 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.556586 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.390875 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.315497 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.651886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.208237 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.131145 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.435119 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.584527 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.59171 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.580612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,16),-0.339944 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.350129 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.34578 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.703584 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.730553 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.527994 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.418142 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.48717 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.344928 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.339944 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.350129 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.3424 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.391477 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.943295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.828651 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.903067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,1),-0.511329 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-0.439514 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.630437 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.321615 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.620404 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.195082 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.458798 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.238312 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.489823 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.622728 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.644137 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.307332 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.536215 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.694067 # DEPENDENCYPART_GRANDPAR
(22,13),(13,23),-0.35846 # DEPENDENCYPART_GRANDPAR
(22,13),(13,24),-0.581148 # DEPENDENCYPART_GRANDPAR
(22,16),(16,1),-0.660841 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.576928 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.819494 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.510177 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-0.809461 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.647855 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.433718 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.67888 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.811785 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.833194 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.690473 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.331705 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.420659 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.533748 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.6916 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),-0.0207264 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-0.911245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.4042 # DEPENDENCYPART_GRANDPAR
(22,16),(16,24),-0.565664 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.460917 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.565881 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.345991 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.626017 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.758922 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.780331 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.599796 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.160184 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.292288 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.460917 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.565881 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.570103 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.412365 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.0498763 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.968158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,21),-0.0363158 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.605163 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.46396 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.621812 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.378717 # DEPENDENCYPART_GRANDPAR
(23,1),(1,2),-0.426979 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.330885 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.456943 # DEPENDENCYPART_GRANDPAR
(23,1),(1,6),-0.542595 # DEPENDENCYPART_GRANDPAR
(23,1),(1,7),-0.184699 # DEPENDENCYPART_GRANDPAR
(23,1),(1,13),-0.386638 # DEPENDENCYPART_GRANDPAR
(23,1),(1,14),-0.108139 # DEPENDENCYPART_GRANDPAR
(23,1),(1,15),-0.162726 # DEPENDENCYPART_GRANDPAR
(23,1),(1,16),-0.265415 # DEPENDENCYPART_GRANDPAR
(23,1),(1,19),-0.125035 # DEPENDENCYPART_GRANDPAR
(23,1),(1,23),-1.55423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,1),(1,24),-0.786238 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-0.264958 # DEPENDENCYPART_GRANDPAR
(23,2),(2,3),-0.28182 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.36177 # DEPENDENCYPART_GRANDPAR
(23,2),(2,14),-0.00984771 # DEPENDENCYPART_GRANDPAR
(23,2),(2,15),-0.0979259 # DEPENDENCYPART_GRANDPAR
(23,2),(2,16),-0.2022 # DEPENDENCYPART_GRANDPAR
(23,2),(2,23),-1.53657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,2),(2,24),-0.778084 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.0463256 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.235821 # DEPENDENCYPART_GRANDPAR
(23,3),(3,14),0.118573 # DEPENDENCYPART_GRANDPAR
(23,3),(3,24),-0.796979 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.118799 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.253431 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.109956 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),-0.288997 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.352324 # DEPENDENCYPART_GRANDPAR
(23,4),(4,7),-0.0455624 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),-0.0954895 # DEPENDENCYPART_GRANDPAR
(23,4),(4,9),0.0888523 # DEPENDENCYPART_GRANDPAR
(23,4),(4,10),-0.0332072 # DEPENDENCYPART_GRANDPAR
(23,4),(4,11),-0.194833 # DEPENDENCYPART_GRANDPAR
(23,4),(4,12),-0.0600523 # DEPENDENCYPART_GRANDPAR
(23,4),(4,13),-0.183677 # DEPENDENCYPART_GRANDPAR
(23,4),(4,14),0.0653231 # DEPENDENCYPART_GRANDPAR
(23,4),(4,15),-0.0235898 # DEPENDENCYPART_GRANDPAR
(23,4),(4,16),-0.0877148 # DEPENDENCYPART_GRANDPAR
(23,4),(4,18),0.157344 # DEPENDENCYPART_GRANDPAR
(23,4),(4,19),0.0652368 # DEPENDENCYPART_GRANDPAR
(23,4),(4,21),0.220071 # DEPENDENCYPART_GRANDPAR
(23,4),(4,22),0.460086 # DEPENDENCYPART_GRANDPAR
(23,4),(4,23),-1.26318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,4),(4,24),-0.511781 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),-0.235759 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),-0.0430369 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.220664 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),0.0212183 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),0.104791 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.00468669 # DEPENDENCYPART_GRANDPAR
(23,6),(6,11),-0.0986332 # DEPENDENCYPART_GRANDPAR
(23,6),(6,14),0.118573 # DEPENDENCYPART_GRANDPAR
