# _root_ A megyei munkaügyi központokat és a társminisztériumokat is arra ösztönzi a gazdasági tárca , hogy segítsenek megoldani a bányászok elhelyezkedését , illetve átképzését megfelelő munkákra .
#goldHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,17,17,17,25,17,10,
#predictedHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,16,16,24,25,16,10,
(17,7),(7,3),-0.266196 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.282885 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.216918 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.246639 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.642312 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.620254 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.60677 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.513184 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.488751 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.653998 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.420329 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.500043 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.461318 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.399054 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.53861 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.37035 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.12221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,25),-0.466555 # DEPENDENCYPART_GRANDPAR
(17,8),(8,26),-1.11945 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.312741 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.290714 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.257984 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.188894 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.305211 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.375069 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.33582 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.313444 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.323521 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.197055 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.359497 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.206127 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.444854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,19),0.015778 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),0.121653 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-0.131941 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),-0.161243 # DEPENDENCYPART_GRANDPAR
(17,9),(9,23),-0.131728 # DEPENDENCYPART_GRANDPAR
(17,9),(9,24),-0.0175471 # DEPENDENCYPART_GRANDPAR
(17,9),(9,25),0.0190758 # DEPENDENCYPART_GRANDPAR
(17,9),(9,26),-0.77259 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.155705 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.390244 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.360259 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.32458 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.268575 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.255962 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.371808 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.371551 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0934403 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.634095 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.231164 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.203243 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.227159 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.353563 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.166488 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.842826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.0980896 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.0933958 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),0.0202229 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.371902 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-0.385969 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-0.233158 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-0.205139 # DEPENDENCYPART_GRANDPAR
(17,10),(10,25),-0.0823543 # DEPENDENCYPART_GRANDPAR
(17,10),(10,26),-0.849152 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.00186434 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.114924 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.325246 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.142206 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.21773 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.242464 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.334711 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.488043 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.04909 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.477217 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.162805 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0855156 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.114322 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.682031 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.659944 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.655364 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.550141 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.702592 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.68275 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.443488 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.813044 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.530979 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.500754 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.468462 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.370469 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.16287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.525878 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.412259 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.632994 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.634367 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.66564 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.514836 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-1.1516 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.32458 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.371808 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.371551 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.0934403 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.268755 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.239029 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.172842 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.209779 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.285833 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.842826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.0980896 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.0933958 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),0.0202229 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.371902 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.385969 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.233158 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.205139 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.0823543 # DEPENDENCYPART_GRANDPAR
(17,16),(16,26),-0.849152 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.0862 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.124686 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.0862 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.719418 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.775665 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.565103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.115289 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0604813 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.160008 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0802293 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.0705741 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-0.80556 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-0.787935 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-0.812675 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.710131 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.791794 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.587053 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.793081 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.642298 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.652078 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.565155 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.77094 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.663388 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.687508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.0534964 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.100253 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.0186933 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.290999 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.283821 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.280925 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.133018 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.88617 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.115289 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.0604813 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.180054 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.111005 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0931855 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.0137708 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.0705741 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-0.624121 # DEPENDENCYPART_GRANDPAR
(17,24),(24,7),-0.75826 # DEPENDENCYPART_GRANDPAR
(17,24),(24,8),-0.703965 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.682859 # DEPENDENCYPART_GRANDPAR
(17,24),(24,18),0.100822 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.0639098 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.0562975 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.212232 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.177492 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.197083 # DEPENDENCYPART_GRANDPAR
(17,25),(25,7),-0.926817 # DEPENDENCYPART_GRANDPAR
(17,25),(25,11),-1.0862 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),-0.696157 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.719418 # DEPENDENCYPART_GRANDPAR
(17,25),(25,14),-0.582441 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.613497 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.565103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,18),0.115289 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),0.0604813 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.180054 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.111005 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.0931855 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.0733268 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),0.0266776 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.712369 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.739064 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.196763 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.390352 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.413045 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.342335 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.927006 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.379288 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.623971 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.0142575 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.218279 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.076266 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.12357 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.665862 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.785891 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-1.1211 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.499903 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.97365 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.362801 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.756142 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.413506 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.296627 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.554784 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.229153 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.134953 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.164041 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.0205459 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.31526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.584662 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.644855 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.804319 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.425796 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.781851 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.544983 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.659971 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.775692 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-1.04407 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.502643 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.496966 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.896626 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.331992 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.705923 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.332791 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.140373 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.290528 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.479845 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.18867 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.110282 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.235445 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.189927 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0528791 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.31678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.622916 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.68636 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.805839 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.422882 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.427316 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.780679 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),0.020489 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.363404 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.216158 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.492711 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.774239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.210954 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.26939 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.0295712 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.00571873 # DEPENDENCYPART_GRANDPAR
(20,25),(25,7),-1.39778 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.559072 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-0.672971 # DEPENDENCYPART_GRANDPAR
(20,25),(25,13),-0.994785 # DEPENDENCYPART_GRANDPAR
(20,25),(25,14),-0.474812 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.545633 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.246491 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.216158 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.492711 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.774239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),-0.210954 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.26939 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.263301 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.0787516 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.414706 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.0709719 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),-0.0834737 # DEPENDENCYPART_GRANDPAR
(22,2),(2,26),-0.62124 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.0709743 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.205665 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.0834725 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.0574707 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.191698 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.203376 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.142315 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.197498 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.209024 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.226099 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.228173 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.17359 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.262504 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),0.168664 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.0138918 # DEPENDENCYPART_GRANDPAR
(22,5),(5,13),0.0393997 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),0.140085 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),-0.0809195 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),0.0958046 # DEPENDENCYPART_GRANDPAR
(22,5),(5,17),0.108326 # DEPENDENCYPART_GRANDPAR
(22,5),(5,20),0.307013 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-0.879175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,5),(5,23),-0.310116 # DEPENDENCYPART_GRANDPAR
(22,5),(5,25),-0.229174 # DEPENDENCYPART_GRANDPAR
(22,5),(5,26),-0.651683 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.164163 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.17569 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.198551 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.41354 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.177451 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.16166 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),0.273413 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),0.00620058 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),0.091816 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),0.209846 # DEPENDENCYPART_GRANDPAR
(22,8),(8,15),0.0583302 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),0.115897 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),0.128418 # DEPENDENCYPART_GRANDPAR
(22,8),(8,25),-0.225679 # DEPENDENCYPART_GRANDPAR
(22,8),(8,26),-0.648916 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-0.259814 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.271399 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.257435 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.496782 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.220543 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.361949 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.155621 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.216587 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.0799625 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),0.0421971 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.03481 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),-0.0459242 # DEPENDENCYPART_GRANDPAR
(22,9),(9,17),-0.0333086 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),-0.0173361 # DEPENDENCYPART_GRANDPAR
(22,9),(9,20),0.186582 # DEPENDENCYPART_GRANDPAR
(22,9),(9,21),-0.145417 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-0.842536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,23),-0.246724 # DEPENDENCYPART_GRANDPAR
(22,9),(9,24),-0.247425 # DEPENDENCYPART_GRANDPAR
(22,9),(9,25),-0.165782 # DEPENDENCYPART_GRANDPAR
(22,9),(9,26),-0.68652 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),-0.122783 # DEPENDENCYPART_GRANDPAR
(22,10),(10,2),-0.185185 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.192198 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.262016 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.463349 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.174659 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.225125 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.229997 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),0.131331 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.281314 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.232928 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.177967 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.070544 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.12623 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),-0.0969771 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),-0.0860684 # DEPENDENCYPART_GRANDPAR
(22,10),(10,18),-0.159385 # DEPENDENCYPART_GRANDPAR
(22,10),(10,19),-0.117787 # DEPENDENCYPART_GRANDPAR
(22,10),(10,20),0.0861347 # DEPENDENCYPART_GRANDPAR
(22,10),(10,21),-0.258158 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-1.17155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,23),-0.629425 # DEPENDENCYPART_GRANDPAR
(22,10),(10,24),-0.531914 # DEPENDENCYPART_GRANDPAR
(22,10),(10,25),-0.548483 # DEPENDENCYPART_GRANDPAR
(22,10),(10,26),-0.874031 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),0.15181 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.00912029 # DEPENDENCYPART_GRANDPAR
(22,13),(13,1),-0.0710276 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.388783 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.122904 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.179979 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.324827 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),0.195759 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.00676179 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.17754 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),0.0835581 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),0.0355917 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-0.165299 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.176769 # DEPENDENCYPART_GRANDPAR
(22,15),(15,4),-0.21619 # DEPENDENCYPART_GRANDPAR
(22,15),(15,5),-0.397625 # DEPENDENCYPART_GRANDPAR
(22,15),(15,7),-0.179299 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.188479 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),0.163188 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.0958453 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.126306 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),0.030388 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),0.0388463 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.0786869 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),0.0911225 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),0.0904441 # DEPENDENCYPART_GRANDPAR
