# _root_ A század első negyedében Alsógöd , Felsőgöd és Sződliget kialakuló református gyülekezetei előbb a váci anyaegyház leány- , majd fiókegyházaiként növekedtek .
#goldHeads=2,4,4,21,12,12,12,12,12,12,12,21,21,16,16,20,20,20,20,21,0,21,
#predictedHeads=2,4,4,8,7,7,12,12,10,12,12,21,21,16,16,20,21,21,21,21,0,21,
(20,16),(16,11),0.0332346 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-1.22153 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.286298 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.582375 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.264383 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.0605818 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.139438 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.0324805 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.08168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.861881 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.635934 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0942255 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.68018 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.306573 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.684935 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.303577 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.702356 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.0721764 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.050633 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-1.26801 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.395406 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.356674 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.17346 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.689353 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0217487 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.300454 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.01112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.882119 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.57151 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.0604515 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.57312 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.0691858 # DEPENDENCYPART_GRANDPAR
(21,2),(2,13),-0.126963 # DEPENDENCYPART_GRANDPAR
(21,2),(2,19),-0.163389 # DEPENDENCYPART_GRANDPAR
(21,2),(2,21),-1.50226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,22),-0.722172 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.0591239 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.101004 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),0.0850247 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.575022 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.191699 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),0.0523767 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),0.0872336 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.206991 # DEPENDENCYPART_GRANDPAR
(21,5),(5,18),-0.0247985 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-1.50226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,22),-0.722171 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),-0.0591239 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.101004 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),0.0850247 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.0611228 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.240642 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),0.0872336 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),-0.206991 # DEPENDENCYPART_GRANDPAR
(21,7),(7,16),0.0356745 # DEPENDENCYPART_GRANDPAR
(21,7),(7,21),-1.50226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,7),(7,22),-0.722171 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.786062 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.268259 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.49365 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.148201 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.0377558 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.302187 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.320667 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.33198 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),-0.228225 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),-0.287197 # DEPENDENCYPART_GRANDPAR
(21,8),(8,16),-0.0893149 # DEPENDENCYPART_GRANDPAR
(21,8),(8,18),-0.17949 # DEPENDENCYPART_GRANDPAR
(21,8),(8,19),-0.362452 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-1.58012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,22),-0.713662 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.0591239 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),0.0850247 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.0611228 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.240642 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),0.0589354 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.0622857 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.0374468 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.0546386 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.206991 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),0.0356745 # DEPENDENCYPART_GRANDPAR
(21,9),(9,18),-0.0247985 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.50226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,22),-0.722171 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.28249 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.222698 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.327696 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.10264 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.131421 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.067783 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.193999 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.0899839 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),-0.26036 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-1.40197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,22),-0.629031 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.282691 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.2229 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.327691 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.102841 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.131421 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.0679844 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.148536 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.107722 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),-0.0591239 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.101004 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),0.0850247 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.0611228 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.240642 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),0.0589354 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.0622857 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),0.0937923 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.0451379 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.0647431 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.125628 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),0.0356745 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),0.12631 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.0247985 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),-0.162071 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),-0.190454 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.121792 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.304864 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.0017334 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.066294 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),0.0331235 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.15459 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.173415 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.261101 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.163492 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.0806507 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.137199 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),-0.233994 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),-0.0164288 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-1.3346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,22),-0.542919 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.0798553 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.363569 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.178923 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.00954177 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.0591239 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.101004 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),0.0589354 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.0622857 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),0.0937923 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.0451379 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.0647431 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.200432 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.119747 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.160328 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.0235645 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.12631 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0247985 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.162071 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.0998964 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.50226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,16),-0.0470648 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.0478628 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.3344 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.496941 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.214342 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.312088 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.179485 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.347036 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.365862 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.473709 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.338694 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.357951 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.331885 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.231044 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0735845 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.330041 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.107425 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.55496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.705723 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.0622857 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.0451379 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.0647431 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.200432 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.119747 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.160328 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0235645 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.0422332 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.162224 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0737419 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.229432 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.722171 # DEPENDENCYPART_GRANDPAR
