# _root_ De hogy az átütemezést valóban megkapja -e gazda , arról a bankok egyedileg döntenek , azaz a termelőknek a pénzintézetekkel kell megállapodniuk .
#goldHeads=16,14,4,6,6,10,6,6,14,14,12,14,14,16,16,0,18,21,20,22,16,21,16,
#predictedHeads=6,6,4,6,6,0,6,6,6,14,12,14,14,6,14,21,18,22,20,22,10,21,6,
(13,22),(22,12),-0.751388 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.467122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),-0.348279 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.318678 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.0639253 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.395571 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.171198 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.442373 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.0147765 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.0633257 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.425109 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.382084 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.521563 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.231207 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.355923 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.226818 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.30208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.544853 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.546502 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.197587 # DEPENDENCYPART_GRANDPAR
(14,1),(1,21),-0.457153 # DEPENDENCYPART_GRANDPAR
(14,1),(1,22),-0.543291 # DEPENDENCYPART_GRANDPAR
(14,1),(1,23),-1.08252 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.618278 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.592856 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.300589 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.508571 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.32972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.575706 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.578517 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.485207 # DEPENDENCYPART_GRANDPAR
(14,2),(2,22),-0.570932 # DEPENDENCYPART_GRANDPAR
(14,2),(2,23),-1.11169 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.320093 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.236863 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.0188827 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.348902 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.208916 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.313674 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.160077 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.0777349 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.06712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,1),-0.385618 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.152223 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.0503309 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.29679 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.00243968 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0486691 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.1431 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.2476 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0455414 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.0817189 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.106262 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.105521 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.00913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.314293 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.331619 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),0.18609 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),0.00916127 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-0.169283 # DEPENDENCYPART_GRANDPAR
(14,6),(6,22),-0.250342 # DEPENDENCYPART_GRANDPAR
(14,6),(6,23),-0.808925 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.301049 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.0443311 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.185207 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.0172656 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.240348 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0127688 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.0405948 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.096656 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.200619 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.234702 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.23476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.555429 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.258264 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.435193 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.388369 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.475969 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-1.095 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.224884 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.0913463 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.136187 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.0855361 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.137582 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.0679074 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0718141 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.00765324 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0296622 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.694616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.12901 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.145284 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),0.246575 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),0.0696465 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),0.148633 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),0.0641721 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.775961 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.337059 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),0.0344246 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0314984 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.132312 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.104508 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.234929 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.0799338 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.154822 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.199466 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.232491 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0744397 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.232042 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0404658 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.451556 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.0897054 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.266634 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.2883 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.375682 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-1.00186 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.800516 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.63482 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.783295 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.363179 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.592947 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.578881 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.580712 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.431108 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.450391 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.339011 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.297563 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.892444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.33575 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.213971 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0926471 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0842817 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.306694 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.400021 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.837602 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.00186651 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.131799 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.437741 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.529048 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.407566 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0501572 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0943938 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0271054 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.178228 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.0943938 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.348826 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.10494 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.643664 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.502156 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.0627369 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.362434 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.257525 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.40064 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.141221 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.0176883 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.0293821 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.766923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.1685 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.0735161 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.172663 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.245424 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.183209 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.0685036 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.0281935 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.700443 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.610863 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-0.469193 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-0.26509 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.411709 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.0175777 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.320296 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.207298 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.35921 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.105446 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.210409 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),0.0325385 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),0.00343053 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.787376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.200376 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.0884826 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.173678 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.258806 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.184224 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.0818856 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.0765305 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.684892 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.26058 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.188773 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.0496168 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),0.0218415 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.164526 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.0140843 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),-0.260776 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-0.782568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,18),-0.461869 # DEPENDENCYPART_GRANDPAR
(16,1),(1,21),-0.55414 # DEPENDENCYPART_GRANDPAR
(16,1),(1,22),-0.619338 # DEPENDENCYPART_GRANDPAR
(16,1),(1,23),-0.785754 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.119365 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.094433 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.0316935 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.0730487 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),0.0658007 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),-0.209568 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.788161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,21),-0.554558 # DEPENDENCYPART_GRANDPAR
(16,2),(2,22),-0.61948 # DEPENDENCYPART_GRANDPAR
(16,2),(2,23),-0.788215 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.184631 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.244847 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.179303 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.107374 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.135704 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.0668285 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.0824715 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.127788 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),0.0682537 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.197563 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.116372 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.168261 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.112798 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.0352823 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.284323 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.199405 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.0581874 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.226253 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.275029 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.227427 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.0947146 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.0683057 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.340804 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.06773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,18),-0.774866 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-1.09126 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.781611 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.844514 # DEPENDENCYPART_GRANDPAR
(16,6),(6,23),-1.00258 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.177902 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.125091 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.0934713 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.0558859 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.0356072 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.0948258 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.140708 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.00295248 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.24701 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.477544 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.793937 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.466736 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.532917 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.767195 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.236622 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.265758 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.10888 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.0955547 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.0797429 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.070765 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.041413 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.184593 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.0688208 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.0426631 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.273822 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.743527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),-0.394569 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.710962 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.430541 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.496758 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.814945 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.185061 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.173798 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0869889 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.124739 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.130642 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.140709 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.0381868 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.0840213 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.0936783 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0331035 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.117705 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0667481 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.13201 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.260822 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.415431 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.731824 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.453492 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.519422 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.754095 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.202164 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.122734 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.170964 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.117929 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.0375402 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.0449921 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.126023 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.069377 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0585331 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.138683 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.109247 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.119119 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.10905 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.332855 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.06773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.540602 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.774866 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.727547 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.09126 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.781611 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.844514 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-1.00258 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.295675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,20),-0.161569 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.567599 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.582427 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.802245 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.281347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0443484 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0799254 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.118984 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.0443484 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.228355 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.142596 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.958721 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-1.00824 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.760884 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.937006 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-1.0784 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.767838 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.802709 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-1.11548 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.585452 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.899998 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-1.05046 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.322937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.0616985 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.00681353 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.248643 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.309566 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.0783049 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.379356 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-0.95455 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-1.00399 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.792259 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-1.0985 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.750599 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-0.927359 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-1.06364 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.757221 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.796864 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.788743 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-1.10072 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.581252 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.89035 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-1.03984 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.296883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.0268003 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.0938404 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.213745 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.222539 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.0531081 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.376536 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.293395 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.29663 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.510898 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.31511 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.381287 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.494312 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.281296 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.327522 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.269368 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.417486 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0116769 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.223584 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.34072 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.880893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.393863 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.485949 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.570177 # DEPENDENCYPART_GRANDPAR
