# _root_ Az egység vitathatatlan , ugyanakkor megfigyelők szerint feltűnő , hogy nem került sor ennél határozottabb hangú közös fellépésre .
#goldHeads=2,3,0,3,10,7,10,10,10,3,12,10,12,15,16,18,18,12,3,
#predictedHeads=2,10,10,10,10,7,8,10,10,0,12,10,12,15,16,18,18,12,10,
(18,10),(10,9),-0.177574 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.216951 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.00024104 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.465482 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.0737172 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.028984 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.01854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.572808 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.40409 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.2844 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.462849 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.949821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,1),-0.706446 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.624587 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.122824 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.406002 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.523522 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.0436602 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.28286 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.225427 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.00648652 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),8.09916e-05 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.044495 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.07546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.601436 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.593699 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.364804 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0631093 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.520743 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.111404 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.0656113 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.00941683 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.635384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.339135 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.313225 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.61841 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.292249 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.18873 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.222648 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.365557 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.173639 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0304159 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.105444 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.216817 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.30641 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.613224 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.284464 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),0.0247251 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.183415 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.215833 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.360371 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.181424 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0212483 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.105444 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.322081 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.301082 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.231504 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.383642 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.164448 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0657133 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0261572 # DEPENDENCYPART_GRANDPAR
