# _root_ Elsősorban nekik köszönhető , hogy a különböző korosztályos megyei válogatottak eljuthatnak külföldre , és rendszeresek a Pest_megyében tartott nemzetközi tornák is .
#goldHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
#predictedHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
(15,14),(14,21),-0.275037 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.459719 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.132777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.411773 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.312384 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.792465 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.976206 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.472917 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.535446 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.501948 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.124365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.476066 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.227277 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.198027 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.0481192 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.176121 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.535418 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.501925 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.12526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.475979 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.235747 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.301 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.597691 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.515364 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.572923 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.619064 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.594446 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.851639 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.990704 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.532089 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.555523 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.512094 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.132766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.411774 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.240725 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.297475 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.286861 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0900994 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.709005 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-0.678581 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.645311 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-1.0246 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.487185 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.545693 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.511303 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.133923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.444794 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.208313 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.292993 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.287721 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.0654725 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.128246 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.493559 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.273255 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.430307 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.20016 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.253424 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.394788 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.534836 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.561218 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.634452 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.539455 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.578866 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.324998 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.691345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.161925 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.83421 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.598087 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.763599 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.501781 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.593854 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.292322 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.622174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0254164 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.179629 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.215231 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.263084 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.941052 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.595167 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.517387 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.443948 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.21148 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.06971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.334597 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.453519 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.344682 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.428927 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.624216 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.688564 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.02042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.349231 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.49668 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.997312 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.05392 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.868078 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.674385 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.09203 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.739701 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.639928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.0752835 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.0536932 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.15999 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.221355 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.245686 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.143994 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.208378 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.196088 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.0550165 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.16216 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.102593 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.204071 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.166776 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.589943 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.293198 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.184031 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.33294 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.224194 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.172956 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.228184 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.143785 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.251504 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.19285 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.246475 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.328111 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.224841 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.170073 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.17695 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.354698 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.0470475 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.917042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.406577 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.558493 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.514108 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-0.732307 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.249001 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.0650957 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.172239 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.112673 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.182694 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0683108 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.166775 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.589943 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.465541 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.37934 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.421033 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.352338 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.292712 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.230465 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.33781 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.278396 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.326135 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.488186 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.279048 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.227512 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.140959 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.246735 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.924864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.414656 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.546763 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.466069 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.725573 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.369577 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.484357 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.329859 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.12287 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0958327 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.150712 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.913877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.403667 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.527284 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.454442 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.723948 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.179179 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.150015 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.922722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,15),-0.097058 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.242579 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.956717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,13),-0.405496 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.442029 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.549481 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.607844 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.317858 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.496757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,1),-0.656188 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.704424 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.618984 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.829288 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.705188 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.415826 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.451449 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.557956 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.609161 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.335199 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.49857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0129902 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0803503 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.391701 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.446217 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.634477 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.510668 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.414266 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.409505 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.553955 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.4999 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.517783 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.616312 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.492186 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.344905 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.336285 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0890497 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.258634 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.86142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.471739 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.463866 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.63378 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.555778 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.59488 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.53755 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.229357 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.236906 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.172467 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.236949 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.850502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.452321 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.45231 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.632225 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.36884 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.173161 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.193851 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.315933 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.102403 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.240541 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.549277 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.6008 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.531049 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.229672 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.237664 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.429061 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.119684 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.285546 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.85062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.452321 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.632534 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.298369 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.350096 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.187127 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.479612 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.351259 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.209484 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.160432 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.377743 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.106904 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.451142 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.328346 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.250192 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.282606 # DEPENDENCYPART_GRANDPAR
(20,8),(8,22),-0.687253 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.201164 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.152112 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.34886 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.0971021 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.440252 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.317451 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.221309 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.276076 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.314782 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.434965 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.173049 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.550828 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.305706 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.309937 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.360911 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.378302 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.056287 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.614777 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.1714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,1),-0.383036 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.33157 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.515901 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.257247 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.519882 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.471509 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.394257 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.444718 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.4629 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.139176 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.100353 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.141015 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),0.0198099 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.211218 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.120871 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.462432 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),0.222706 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.438277 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.10984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.579488 # DEPENDENCYPART_GRANDPAR
(20,11),(11,22),-0.670596 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.330125 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.310513 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.361487 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.378878 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.162481 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.0106623 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.614775 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.1714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.557285 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.432945 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.540817 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.340802 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.568476 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.418008 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.468095 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.485518 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.188716 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.335185 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.0960491 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.205422 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.323724 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.607745 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.111936 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.327496 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.10982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.542979 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.674357 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.024481 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.180737 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.0534705 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.0284759 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.157982 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.525482 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.179676 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.395268 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.10886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.5449 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.687253 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.358419 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.465304 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.0996081 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.344234 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.057708 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.199285 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),0.0191314 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.160355 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),0.0970829 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),0.0512526 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.17957 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.252972 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.0584438 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.671997 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.392729 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),-0.544922 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.687572 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.0198292 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.109213 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.37425 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.0128011 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.565354 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.0447886 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.676747 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.833223 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.853638 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.621381 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.475026 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.382002 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.299651 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.746764 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.449338 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),0.0824376 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.312058 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.0913261 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.702964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.323372 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.65883 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.395974 # DEPENDENCYPART_GRANDPAR
