# _root_ Ő korábban — egyebek között — az Ybl_Bank csődjét okozó Hepta-csoport egyik cégének , a Carbontransz_Rt.-nek volt az elnök-vezérigazgatója ( HVG , 1992. augusztus 1. )
#goldHeads=17,17,17,5,17,17,8,9,10,11,13,13,17,13,16,13,0,19,17,21,17,21,25,25,21,21,
#predictedHeads=2,5,17,5,17,17,8,9,10,11,13,13,17,17,16,17,0,19,17,21,17,21,25,25,21,17,
(13,16),(16,15),-0.118568 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.368419 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.204675 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.306015 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.684331 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.446756 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.532693 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.926609 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.512014 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.436998 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.186011 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.216922 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.746584 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.138113 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.347919 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.414642 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.87186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.316016 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.161061 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.226234 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.28921 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.364503 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.236624 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.194303 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.255114 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),0.00466496 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.297541 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.41869 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.472377 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.455541 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.11695 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.054709 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.186935 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.219682 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.204675 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.149405 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),0.0026529 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.306015 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.125422 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.0600898 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.192819 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.252459 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.12447 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.121989 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.105504 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),0.0133473 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.29532 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.364377 # DEPENDENCYPART_GRANDPAR
(13,24),(24,12),-0.455543 # DEPENDENCYPART_GRANDPAR
(13,24),(24,15),-0.119799 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),-0.0578275 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),-0.191008 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),-0.250196 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.145166 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.0949739 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.122404 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.121031 # DEPENDENCYPART_GRANDPAR
(13,25),(25,3),-0.48713 # DEPENDENCYPART_GRANDPAR
(13,25),(25,8),-0.265103 # DEPENDENCYPART_GRANDPAR
(13,25),(25,11),-0.3961 # DEPENDENCYPART_GRANDPAR
(13,25),(25,12),-0.455541 # DEPENDENCYPART_GRANDPAR
(13,25),(25,13),-0.706825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,25),(25,14),-0.187708 # DEPENDENCYPART_GRANDPAR
(13,25),(25,15),-0.119699 # DEPENDENCYPART_GRANDPAR
(13,25),(25,16),-0.0611978 # DEPENDENCYPART_GRANDPAR
(13,25),(25,18),-0.189683 # DEPENDENCYPART_GRANDPAR
(13,25),(25,19),-0.253567 # DEPENDENCYPART_GRANDPAR
(13,25),(25,20),-0.146292 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.0983442 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.12353 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.12215 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),0.102701 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.373905 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.565184 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.47646 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.654462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0577227 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.345333 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.255432 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.211124 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.184261 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.247472 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.280428 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.754243 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.882331 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.463678 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.641498 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.833556 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.901523 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.98639 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.704134 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.955673 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.863404 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.44475 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.823865 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.943384 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.61117 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.670469 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.04708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.72363 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.809824 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.459 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.644564 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.432792 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.523338 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.742517 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-0.701155 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.690607 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.697997 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.01362 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.07746 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.914738 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.446054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.0360181 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.134441 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.165339 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.0587635 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.034719 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.265526 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.91529 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.451435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),-0.0419027 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.214179 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0392292 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.0313475 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.0567535 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.0240246 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.254832 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.292039 # DEPENDENCYPART_GRANDPAR
(16,25),(25,3),-1.20685 # DEPENDENCYPART_GRANDPAR
(16,25),(25,8),-1.34039 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-1.42037 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-1.07746 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-1.27527 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),-1.0715 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.914738 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.452543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,18),-0.0387667 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.215287 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.0610512 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.0590084 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.0328886 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),0.0401077 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.0653293 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.301568 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.412955 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.147099 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.311619 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.309939 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.284342 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),-0.191813 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-0.846588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,19),-0.0147593 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.207285 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.337701 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.113527 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.236364 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.134431 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.240636 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.215038 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.12251 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.218284 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.2622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,20),-0.270212 # DEPENDENCYPART_GRANDPAR
(17,2),(2,22),-0.433993 # DEPENDENCYPART_GRANDPAR
(17,2),(2,25),-0.318308 # DEPENDENCYPART_GRANDPAR
(17,2),(2,26),-0.65653 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.147127 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.31162 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.20375 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.309955 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.284357 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),0.03256 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-0.191829 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.198878 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.10307 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-0.831718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,20),-0.0540572 # DEPENDENCYPART_GRANDPAR
(17,4),(4,21),-0.098547 # DEPENDENCYPART_GRANDPAR
(17,4),(4,22),-0.189461 # DEPENDENCYPART_GRANDPAR
(17,4),(4,26),-0.504397 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.022958 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.348761 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.460878 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.228274 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),0.0491067 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.0570986 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.0315008 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),0.0610274 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.0936027 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),0.355927 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.31519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,19),-0.329178 # DEPENDENCYPART_GRANDPAR
(17,5),(5,26),-0.742098 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.179868 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.0216313 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.127837 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.0293992 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.385879 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.0856141 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.119268 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.105016 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.174677 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.106812 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.0293992 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.385879 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),0.34194 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.0856141 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.284543 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.119268 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.0780192 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0794178 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.0131104 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.0585313 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.44199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,25),-0.659707 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.0134743 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.420054 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.1126 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.318718 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.0410211 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.105539 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.211745 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.0896995 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.34446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,2),-0.0293992 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.385879 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),0.34194 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.0856141 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.284543 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.119268 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.0780192 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.0281861 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.309902 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.0131104 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.0585313 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.30801 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.44199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,21),-0.615499 # DEPENDENCYPART_GRANDPAR
(17,11),(11,25),-0.659707 # DEPENDENCYPART_GRANDPAR
(17,11),(11,26),-0.846902 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0493413 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.19967 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.101024 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.840094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,19),-0.0146948 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.0567938 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.105121 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.193611 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-0.278704 # DEPENDENCYPART_GRANDPAR
(17,12),(12,25),-0.148972 # DEPENDENCYPART_GRANDPAR
(17,12),(12,26),-0.505612 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.0293992 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.385879 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.34194 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.0856141 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.284543 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.119268 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.0780192 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.0281861 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.309902 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.00258829 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.322561 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0585313 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.30801 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.44199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.52543 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.462125 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.615499 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.627999 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.789437 # DEPENDENCYPART_GRANDPAR
(17,13),(13,25),-0.659707 # DEPENDENCYPART_GRANDPAR
(17,13),(13,26),-0.846902 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.107601 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.295459 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.119268 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.0899399 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.0482676 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.52543 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.615499 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.659707 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.341185 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.37597 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.555126 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.261839 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.153443 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0677195 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.0300273 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.120465 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.128468 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.0130287 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.555228 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.261942 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.163517 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.0576068 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.185601 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0375632 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.1439 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.0821095 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.0333294 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.332886 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-0.37597 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.555126 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.261839 # DEPENDENCYPART_GRANDPAR
(17,24),(24,18),0.150762 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.0419244 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.128371 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.0568521 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.0915537 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.186683 # DEPENDENCYPART_GRANDPAR
(17,25),(25,3),-0.927904 # DEPENDENCYPART_GRANDPAR
(17,25),(25,8),-0.568659 # DEPENDENCYPART_GRANDPAR
(17,25),(25,11),-0.649267 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),-0.37597 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.556739 # DEPENDENCYPART_GRANDPAR
(17,25),(25,14),-0.597442 # DEPENDENCYPART_GRANDPAR
(17,25),(25,15),-0.555126 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.261839 # DEPENDENCYPART_GRANDPAR
(17,25),(25,18),0.158128 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),0.0432875 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.130836 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.055489 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.0890882 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.184213 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.238943 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.375928 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.74254 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.519021 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.703623 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.450987 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.54162 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.951449 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.727085 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-1.78241 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.400405 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),-0.265359 # DEPENDENCYPART_GRANDPAR
(19,2),(2,20),-0.56512 # DEPENDENCYPART_GRANDPAR
(19,2),(2,22),-0.587531 # DEPENDENCYPART_GRANDPAR
(19,2),(2,25),-0.679031 # DEPENDENCYPART_GRANDPAR
(19,2),(2,26),-0.724659 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.761032 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.437843 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-1.13138 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.344204 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.00966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.312921 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.396146 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.309961 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.205493 # DEPENDENCYPART_GRANDPAR
(19,12),(12,25),-0.394043 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),-0.516599 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.410776 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.31132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,7),-0.376124 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-1.80469 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.135766 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.42315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.809445 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.807531 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.449174 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.58142 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.0214821 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.827501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.186538 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.230783 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0583158 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.122273 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.322455 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.354369 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-1.02114 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.448624 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-1.58087 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.0209316 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.825239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),-0.207234 # DEPENDENCYPART_GRANDPAR
