# _root_ Az ÖIAG-hoz csapták még — idegen testként — az állami nyomdát , a Staatsdruckereit_és_a_Dorotheum aukciósházat , amelyek privatizációja is a szervezetre vár .
#goldHeads=2,3,0,3,3,7,3,3,11,11,3,3,15,15,3,3,18,22,22,21,22,3,3,
#predictedHeads=2,3,0,3,3,7,3,3,11,11,3,3,14,15,3,3,22,22,22,21,22,3,3,
(17,19),(19,20),-0.223336 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.592952 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.919559 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.624586 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.460507 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.493565 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.255546 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.474848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.151749 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.331265 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0553275 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.620799 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.723051 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.8706 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.480011 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.473434 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.580728 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.591263 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.512407 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.367502 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.64517 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.397117 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.163434 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.498635 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.46417 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.27898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.702252 # DEPENDENCYPART_GRANDPAR
(18,7),(7,22),-0.956245 # DEPENDENCYPART_GRANDPAR
(18,7),(7,23),-0.840526 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.660851 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.557422 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.448195 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.435984 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.723051 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.8706 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.480011 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.473434 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.580728 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.591263 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.810981 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.507313 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.281045 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.455048 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.397117 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.163434 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.498635 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.46417 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.27898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.702252 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-0.956245 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.840526 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.417255 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.31291 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.514517 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.16715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,9),-0.281045 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.766111 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.117286 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.27898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,22),-0.956245 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.723051 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.8706 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.480011 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.473434 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.580728 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.591263 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.810981 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.507313 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.281045 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.455048 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.766111 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.424124 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.117286 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.284375 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.46417 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.643716 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.27898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.702252 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.671856 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.956245 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.840526 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.843367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.373936 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.236248 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.907271 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.833821 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.923449 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.99076 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-1.22238 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.850034 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.863031 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.17751 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.768457 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.695776 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.03098 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.835509 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.04569 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.810542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.468847 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.246526 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.730273 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.463504 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.701919 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.761365 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-1.09657 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.06947 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.681044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.316416 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.388144 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.444756 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.26713 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.891268 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.576607 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.549585 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.441744 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.578018 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.493632 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.105849 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.382997 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.635664 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.342481 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),-0.667378 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),-0.597121 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),-0.336941 # DEPENDENCYPART_GRANDPAR
(19,3),(3,17),-0.29157 # DEPENDENCYPART_GRANDPAR
(19,3),(3,18),-0.284624 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.2735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,21),-1.08186 # DEPENDENCYPART_GRANDPAR
(19,3),(3,22),-0.840249 # DEPENDENCYPART_GRANDPAR
(19,3),(3,23),-0.931139 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.80738 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.617079 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.482329 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.351978 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.480422 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.426376 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.538067 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),-0.499524 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),-0.239282 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-0.940953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,22),-0.514179 # DEPENDENCYPART_GRANDPAR
(19,4),(4,23),-0.675144 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.175489 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.869003 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.675647 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.53354 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.551969 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.384225 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.484366 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.224096 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),-0.445823 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),-0.218555 # DEPENDENCYPART_GRANDPAR
(19,6),(6,22),-0.508237 # DEPENDENCYPART_GRANDPAR
(19,6),(6,23),-0.676443 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.206114 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.796499 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.618906 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.570596 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.583158 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.39275 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.485218 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.322749 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.482606 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.198635 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.51432 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),-0.444063 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),-0.193095 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),-0.131566 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-0.948182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,22),-0.518813 # DEPENDENCYPART_GRANDPAR
(19,7),(7,23),-0.686713 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.675628 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.545302 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.481531 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.495999 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.0744838 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.446078 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.206114 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.796499 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.618906 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.570596 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.583158 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.39275 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.399427 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.527205 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.0439337 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.329941 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.198635 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.51432 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.444063 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.193095 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.131566 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.948182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,22),-0.518813 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),-0.686713 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),0.0439337 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.457073 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.0322564 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.131566 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.518813 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.206114 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.796499 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.618906 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.570596 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.583158 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.39275 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.399427 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.527205 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.0439337 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.329941 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.457073 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.261131 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.0322564 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.488788 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.193095 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.214773 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.131566 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.948182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),-0.772872 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.518813 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.686713 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.220556 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.954819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.698765 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.583158 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.399427 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),0.0439337 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.457073 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.261131 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0322564 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.488788 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.41853 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.25559 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.185392 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.948182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.772872 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.467452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,13),-0.466677 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-1.22869 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.15843 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.632213 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.845935 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.469143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.388048 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.332052 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.880382 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-1.84541 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.52961 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.20464 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-1.26041 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-1.07056 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.44834 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-1.20445 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-0.630334 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.01264 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-1.50599 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.01656 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.682034 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-1.5377 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.46745 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.01102 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.87247 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-1.15495 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.391723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.290114 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.206882 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.327466 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.377012 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.380723 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.24876 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.019892 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.484609 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.188868 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.00349308 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.455764 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.228447 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.411381 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.384325 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.2218 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.205456 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.305795 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.914778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.407708 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.685913 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.510962 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.483015 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.709593 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.532298 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.867279 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-1.11028 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-1.00486 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.861266 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.717803 # DEPENDENCYPART_GRANDPAR
(21,14),(14,22),-0.274133 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),-1.53738 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.965096 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.304571 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.542094 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.658118 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-1.13415 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-1.08925 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.644543 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-1.11028 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-1.01043 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-1.00486 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.489884 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.861266 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.681058 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.481951 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.772302 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.717803 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.378044 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.02495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.274133 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.617823 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.864548 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.401081 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.589337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,5),-0.658118 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-1.08925 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-1.11028 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-1.00486 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.489884 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.861266 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.681058 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.920526 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.508958 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.752548 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.378044 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.02495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,3),-0.483334 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.679834 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.719835 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-1.22596 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-1.14091 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.706259 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-1.11109 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-1.05652 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.626452 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.732718 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.972187 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.645526 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.881762 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.890405 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.631448 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.959356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.296909 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.588388 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.428603 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),0.224741 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.0748561 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),0.0523407 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.304692 # DEPENDENCYPART_GRANDPAR
(22,2),(2,11),-0.102357 # DEPENDENCYPART_GRANDPAR
(22,2),(2,22),-1.43398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,2),(2,23),-0.744934 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),0.14615 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.173178 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.168238 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.0875128 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.313027 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.400114 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.052221 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),0.0587414 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.364774 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.197779 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.139332 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.239091 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-0.214621 # DEPENDENCYPART_GRANDPAR
(22,3),(3,16),-0.201254 # DEPENDENCYPART_GRANDPAR
(22,3),(3,17),0.0541312 # DEPENDENCYPART_GRANDPAR
(22,3),(3,18),0.0995706 # DEPENDENCYPART_GRANDPAR
(22,3),(3,19),0.142189 # DEPENDENCYPART_GRANDPAR
(22,3),(3,21),0.319304 # DEPENDENCYPART_GRANDPAR
