# _root_ A társaság a HungarHotelst nem tudja ugyan megvenni , mégis tovább működött , fb-elnöki tisztéről Récsey 1998 áprilisában mondott le .
#goldHeads=2,6,4,8,6,10,6,6,10,0,12,10,10,15,19,19,18,19,10,19,10,
#predictedHeads=2,6,4,6,6,10,6,6,10,0,12,10,12,15,19,18,18,19,10,19,10,
(15,12),(12,6),-0.265131 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.284451 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.100164 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.170212 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.201666 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.125807 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.298223 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.504768 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.785125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.447585 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.285629 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.799916 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.778267 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.506426 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.737294 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.518583 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.119928 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0381374 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.150947 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.12348 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.446037 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.333896 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.798368 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.181499 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.443164 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.563449 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.0935343 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.248184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.104997 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.383924 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.406757 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.525868 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.318075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0194664 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.1815 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.595692 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.463917 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.518094 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.443164 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.563449 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.0935344 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.248193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.0893488 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0872033 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.366873 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.403536 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.210937 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.111557 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.00299997 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.292554 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.885763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.132134 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.651794 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.810206 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.717929 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),0.0239905 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.237076 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.00027652 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.219775 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0369629 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.951969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.166514 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.718 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.837325 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.673731 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.623682 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.112206 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.245411 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.302762 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.137023 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.11154 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.0495863 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.0857808 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.107718 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.233476 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0291823 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0781214 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.0145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.188209 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.780535 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.445777 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.5949 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.0822198 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.486465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,3),-1.20831 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.486708 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.423614 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.450011 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.482184 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.40321 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.54057 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.202596 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.416582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.254585 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.352288 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.440823 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.39955 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.27809 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.484649 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.393225 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.372559 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.00335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.614469 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.745981 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-0.912393 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.369581 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.34805 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.38137 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.274912 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.389501 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.178999 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.355182 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.33879 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.25594 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.279851 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.418326 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.460574 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.407913 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.386948 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.987345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.677657 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.7928 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.711112 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.920813 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.363997 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.40371 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.355406 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.416144 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.321501 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.389999 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.22179 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.350009 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.350989 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.292147 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.317534 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.321892 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.329163 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.484857 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.299294 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.02286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.699504 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.355406 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.317534 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.329162 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.484559 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.359213 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.02286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.699504 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-1.06137 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-1.12446 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.467984 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.565532 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.224893 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.211243 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.350344 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.436022 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.220021 # DEPENDENCYPART_GRANDPAR
(18,7),(7,19),-0.93963 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.559216 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-1.06056 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-1.12365 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.475471 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.571759 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.55614 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.396157 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.400117 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.26758 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.434296 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.22276 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.0430344 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.728532 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.312607 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.111134 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.29686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.939661 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.559222 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.482929 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.511496 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.335279 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.372875 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.0134005 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.735222 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.319327 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.129776 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.23977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.888604 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.549988 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.949909 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.353131 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.145232 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.437705 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.199354 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.303602 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.143121 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.30598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,1),-0.396147 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-1.02125 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.166523 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-1.08805 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.363412 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.412667 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.508911 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.237827 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.258666 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.349044 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.254619 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.453351 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.267444 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0696662 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.216549 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.12525 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.36851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,3),-0.166523 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.254618 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.267443 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0693688 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.755633 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.12525 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.36851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,11),-0.391427 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.58915 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.861395 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.445198 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.00408573 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.445549 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.250913 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.354 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-1.44315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,21),-0.730973 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.0600877 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.414803 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.373907 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.631543 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.447505 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.0194122 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.267797 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.222698 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.27942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,21),-0.554148 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.0659235 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.461832 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.379743 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.28077 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.0236222 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),0.0849531 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.27599 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.243385 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.0666034 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.0466735 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.0477478 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.256704 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.0576271 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),0.0717068 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),0.0939532 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),0.0806988 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.290465 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.22453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,20),-0.0760045 # DEPENDENCYPART_GRANDPAR
(19,6),(6,21),-0.448569 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.687206 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.50379 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.26382 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.762927 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.408881 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.35604 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.279067 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.175368 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.369359 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.49224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,21),-0.712426 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.467182 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.384063 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.28612 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.0236496 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.36223 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),0.0339053 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.241751 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.0775846 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.0359261 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.0601105 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.25507 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.0611158 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.0684577 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.090704 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.0749874 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.287216 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.21887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.0718904 # DEPENDENCYPART_GRANDPAR
(19,8),(8,21),-0.445525 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.699198 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.515781 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.288772 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.782525 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.179967 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.667366 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.430106 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.0830291 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.169181 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.370907 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.216096 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.0838273 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.0619484 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.00296772 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.134543 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.49234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,21),-0.712474 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.0870226 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.397842 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.282455 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.060173 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.0794737 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.0418153 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.0636058 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.0578983 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.260111 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.27545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,21),-0.551696 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.460192 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.385276 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.27913 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.0197823 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.366099 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.0326188 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.262982 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.227564 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.0978377 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.014987 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.269205 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.0682833 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.0566321 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.0788784 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.0668889 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.27539 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.22037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.0734433 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.446754 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.393409 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.196118 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0390512 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.116301 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.241577 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0590335 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.053778 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.255561 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.0600917 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.414811 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.373911 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.237756 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.0448936 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.348526 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),0.0171544 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.234429 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.150489 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.109644 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),0.0136111 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.00652568 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.163808 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.0544322 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.178371 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.135726 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.374898 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.373907 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.0136153 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.163803 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.0547331 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.167911 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.135084 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.374257 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),0.021897 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.0379119 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.113489 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.134912 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.375592 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),0.0154732 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.152169 # DEPENDENCYPART_GRANDPAR
