# _root_ — Mivel a legnagyobb vetélytársunk , Turi_Tamás anyagiak hiánya miatt nem indult , elég volt biztonsági autózással teljesíteni a távot .
#goldHeads=15,15,5,5,12,12,12,9,10,12,12,15,15,15,0,17,18,15,20,18,15,
#predictedHeads=12,12,5,5,12,12,8,9,10,12,12,0,12,15,12,17,18,15,20,18,12,
(15,10),(10,5),-0.115739 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.144639 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.085881 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0291003 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.13741 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.150773 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.175263 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.160163 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.25268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.139136 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.13186 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.0800334 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.347806 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.887462 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.115945 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.415521 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0708969 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.270682 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.164084 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.0701851 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.116953 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.261456 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.20445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),0.0029973 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.0302929 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.212949 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.804889 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.129332 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.0746108 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),0.145115 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.410481 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.218897 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),0.0136732 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.0172772 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0740578 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.0325395 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.249762 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.224829 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.26931 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.146359 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.14333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.0582515 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),0.149762 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),0.0295865 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.330699 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.0661838 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.693528 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.113173 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.169953 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0633556 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.117341 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0652601 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0650566 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.218181 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.28689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.163269 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.177155 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.113167 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.393102 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.907369 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.133895 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.137534 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.230299 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.532006 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.201623 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.938827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,20),-0.0814736 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.546582 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.449758 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.904058 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.583496 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.226482 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.223319 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.328785 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.634698 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.346698 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.901308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.318392 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0984018 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.401452 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.337836 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.293509 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.151413 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.091889 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.14867 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.0420674 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),0.149138 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),0.0156734 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.0910927 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.384056 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.0010276 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.934587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.178131 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.131469 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0758173 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0123213 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.581647 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.318081 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.236719 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.127883 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.547999 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.514832 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.264992 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.609255 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.281174 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.40328 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.338761 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.390513 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.462527 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.266316 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.374867 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.459522 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.875166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.353814 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.754425 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.647592 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.787251 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.578555 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.825214 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.394222 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.55472 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.608184 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.496223 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.421459 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.273287 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.420112 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.350282 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.789662 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.644061 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.798757 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.592207 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.385308 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.510105 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.301888 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.675825 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.376495 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.46985 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.405332 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.458796 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.393794 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.31256 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.386091 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.346615 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.486076 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.881394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.395733 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.823367 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.610999 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.689512 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.795326 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.594964 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.530446 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.58391 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.495924 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.420903 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.527554 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.292263 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.421909 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.883131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.373446 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.771118 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.667225 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.791612 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.630037 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.404319 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.525574 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.278125 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.684895 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.39989 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.478919 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.414401 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.467865 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.406816 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.300215 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.461029 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.296328 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.357712 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.882837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.408388 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.829268 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.611261 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.702166 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.795602 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.475562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.0984591 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.288002 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.402786 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.387235 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.457818 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.5549 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.14341 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.258947 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.41457 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.619175 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),0.128499 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.206466 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.284749 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),0.223045 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),0.184861 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-0.974664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,18),-0.615097 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-0.452852 # DEPENDENCYPART_GRANDPAR
(17,2),(2,21),-0.691987 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.471862 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.329974 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-1.18836 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.328091 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.41318 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-1.14532 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.462621 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.566274 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.171129 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.305004 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.509556 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.280649 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.200649 # DEPENDENCYPART_GRANDPAR
(17,7),(7,18),-0.595732 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.338978 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.511795 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.537561 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.164868 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.241608 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.397231 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.599642 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.128081 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.237737 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.275268 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.237198 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.189809 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.926513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.527906 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.404702 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.672789 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.332435 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.654394 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.200971 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.514065 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.718188 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.308828 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.1761 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.226842 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.283556 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.919884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.565255 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.398073 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-0.682781 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.39429 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.445863 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-1.30947 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.563484 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.545598 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.253424 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.249645 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.405268 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.609393 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.259195 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.23599 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.343126 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.17693 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.240194 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.293261 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.984613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.611294 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.47932 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.462802 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.693112 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.135572 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.291196 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.495319 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.154865 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.176496 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.131011 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.169273 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.250792 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.249555 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.98492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.581242 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.463109 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.70981 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.433559 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.465533 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-1.32841 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.543579 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.557801 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.276838 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.261848 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.417471 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.621595 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.274148 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.228197 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.00972531 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.339893 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.388003 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.299664 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.99734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.617859 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.47984 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.475529 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.693643 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.157407 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.173561 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.128616 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.171461 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.246254 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.23765 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.461174 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.304333 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.447589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),-0.11008 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.32714 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.265217 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.0746063 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.484695 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.251752 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.566388 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.327728 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.168513 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.264181 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),-0.412144 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.116568 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.203561 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.0325091 # DEPENDENCYPART_GRANDPAR
(18,2),(2,17),0.211752 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.08658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,20),-0.255496 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.743539 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.168759 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.146479 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.0104797 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.207653 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),0.00576955 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.33529 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.0966303 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),0.0626562 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.0193938 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.102837 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.0274852 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-1.03678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,21),-0.761391 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.168759 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.146479 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.0104797 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),0.207653 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.264866 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.0469458 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.0966303 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),0.0626562 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.0193938 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.142724 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.03678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,1),-0.168759 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.146479 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),0.0104797 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.207653 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.264866 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.0469458 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.346559 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.0626562 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.0193938 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.168376 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.146062 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),0.0108983 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),0.20807 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.26272 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.0465994 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.344413 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.105753 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.155238 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.142722 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.03678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,20),-0.322277 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.761391 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.12026 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.173283 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.19108 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.0278265 # DEPENDENCYPART_GRANDPAR
