# _root_ Az oroszok azonban feltűnően békésen viselkednek , s egyelőre semmi jele annak , hogy a katonák erőszakos akcióra készülnének .
#goldHeads=2,6,6,5,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
#predictedHeads=2,6,6,6,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
(18,8),(8,20),-0.584334 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.449077 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.23523 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.338413 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.293411 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.690334 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.11001 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.0482319 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.137854 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.860334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.337884 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.574849 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.249788 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.826399 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.757355 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.533299 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.51624 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.14355 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.310657 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.240125 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.1581 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.266043 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.0936027 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.042495 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.988954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.36928 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.615086 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.768818 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.510468 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.59586 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.579465 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.195417 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.371446 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.353558 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.254451 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.383463 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.73207 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.140796 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.0996167 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.191221 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0108824 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.545395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),0.124112 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.347128 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.807369 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.465712 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.624837 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.607779 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.31856 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.439027 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.321352 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.25495 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.770852 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.118434 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.248822 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.128497 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0246753 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.932041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.400166 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.58646 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.262245 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.714195 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.0344577 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.142517 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.28998 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.988954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,8),-0.177918 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.0556413 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.586061 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.0584341 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.058896 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0478104 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.309062 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0403264 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.0663099 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.306661 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.430543 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.476313 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.478168 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.89581 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.303596 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.388867 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.41729 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.508692 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),-0.151248 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),-0.304925 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),0.0883604 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.30981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,20),-0.698336 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),0.00101133 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.31076 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.226895 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.348338 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.772046 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.134331 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.186713 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.16008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),-0.623651 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),0.000962596 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.310809 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.226944 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.319498 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.186713 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.16008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,20),-0.623651 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.122109 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.203764 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.161161 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.323242 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.321303 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.178627 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.226215 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.126501 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.181022 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.266496 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.352828 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.0262791 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.157874 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),0.244831 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),0.173688 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.275568 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.03473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,20),-0.430711 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.453286 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.411976 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.569941 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.570401 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-1.16052 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.440789 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.202895 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.370207 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.455716 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.54761 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.169226 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.339391 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.0499355 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),-0.0331152 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.0837906 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.32739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.706641 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.170228 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.772209 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.139264 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.190713 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.29569 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.00741289 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.136198 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.21279 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.2453 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.09301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.53758 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.0704368 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.0567647 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.159138 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.217858 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.218318 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.713577 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.0831734 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.181199 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.0921 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.0192888 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),0.119215 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.330395 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.365699 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.26036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.716791 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.133575 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.145667 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.252836 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.25396 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.631981 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.112876 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.167511 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.0689201 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.0296615 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.152734 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.00134586 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.170981 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.12407 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.096292 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.156574 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.710382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.404031 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.536682 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.455945 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.617192 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.617652 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-1.28682 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.4245 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.488871 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.381309 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.555984 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.571588 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.272152 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.0197546 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0726897 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.0140994 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.35533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.733484 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.00321049 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.164357 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.152179 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.173823 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.204067 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.365063 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.247357 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.150536 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.332448 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.249133 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.0167911 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.204976 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.353837 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.175091 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.0556633 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.156147 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.217478 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.217938 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.712478 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.0820737 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.180099 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0910009 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.0179805 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.171169 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.166949 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0702745 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.179148 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.200438 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.337879 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.28703 # DEPENDENCYPART_GRANDPAR
