# _root_ Ám csak egy banktól lehet igényelni a termények — búza , kukorica , rozs és árpa — termelési költségeire felvett éven belüli hitel törlesztésének halasztását .
#goldHeads=5,6,4,6,0,5,8,19,19,16,16,16,16,16,16,19,19,19,20,23,22,23,24,5,6,5,
#predictedHeads=5,6,4,6,0,5,8,19,19,12,12,19,19,19,19,19,19,19,20,21,22,23,24,25,6,5,
(21,10),(10,7),-0.939532 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.520634 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.299213 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.146736 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.457451 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),0.188534 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-1.06472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,23),-0.634171 # DEPENDENCYPART_GRANDPAR
(21,10),(10,24),-0.80489 # DEPENDENCYPART_GRANDPAR
(21,10),(10,25),-0.824902 # DEPENDENCYPART_GRANDPAR
(21,10),(10,26),-0.74082 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.406337 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.390379 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.180583 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.347305 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.908784 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.509196 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.287775 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.6493 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.161787 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.147866 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.06472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,23),-0.634171 # DEPENDENCYPART_GRANDPAR
(21,12),(12,24),-0.80489 # DEPENDENCYPART_GRANDPAR
(21,12),(12,25),-0.824902 # DEPENDENCYPART_GRANDPAR
(21,12),(12,26),-0.74082 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.942116 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.661255 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.576495 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.174872 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),-0.562516 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.348288 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.510684 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.51503 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.374881 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.331061 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.181502 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.572595 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.743313 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.763325 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.942116 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.521151 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.29973 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.661255 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.173742 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.576495 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.174872 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.486989 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.0459018 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.295123 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.247057 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.188534 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.06472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,23),-0.634171 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.80489 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.824902 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.74082 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.343302 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.188001 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.350796 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),0.0617774 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.3526 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.205182 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.186653 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.942116 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.523201 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.29973 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.663305 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.173742 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.578545 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.174872 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.489039 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.0459018 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.490844 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.290028 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.353823 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.171205 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.06472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,1),-0.41477 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.343131 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.524546 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.350281 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),0.061948 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.352085 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.205202 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.297521 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.204299 # DEPENDENCYPART_GRANDPAR
(21,23),(23,4),-0.880909 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),-1.52675 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.998133 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-0.67303 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-0.54777 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.548901 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.963972 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.413848 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.965776 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.663328 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.816602 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.409391 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.740868 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.467573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.134932 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.327907 # DEPENDENCYPART_GRANDPAR
(21,24),(24,4),-0.880909 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-0.998133 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-0.67303 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-1.13824 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.54777 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-1.05443 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-0.548901 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.963972 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.413848 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.965776 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.663328 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.816602 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.409391 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.740868 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.467573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.134932 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.0362437 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.34792 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.231143 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.468879 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.305338 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.326974 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.0494867 # DEPENDENCYPART_GRANDPAR
(22,1),(1,25),-0.557476 # DEPENDENCYPART_GRANDPAR
(22,1),(1,26),-0.694209 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.300181 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.208379 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.444962 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.367312 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.0857933 # DEPENDENCYPART_GRANDPAR
(22,4),(4,26),-0.705831 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),-0.208379 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),-0.443573 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.285307 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.00134933 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),0.212489 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),0.0203697 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.180356 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.0771114 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),0.00364953 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),0.00259137 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),0.0278606 # DEPENDENCYPART_GRANDPAR
(22,12),(12,23),-0.589292 # DEPENDENCYPART_GRANDPAR
(22,12),(12,24),-0.657467 # DEPENDENCYPART_GRANDPAR
(22,12),(12,25),-0.607538 # DEPENDENCYPART_GRANDPAR
(22,12),(12,26),-0.705831 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),0.2018 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.0771114 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.0916894 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),0.0479136 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.419666 # DEPENDENCYPART_GRANDPAR
(22,15),(15,5),-0.46773 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.17972 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.186958 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.0369645 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),0.0125509 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.169931 # DEPENDENCYPART_GRANDPAR
(22,15),(15,23),-0.546495 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.614671 # DEPENDENCYPART_GRANDPAR
(22,15),(15,25),-0.564742 # DEPENDENCYPART_GRANDPAR
(22,16),(16,7),0.2018 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),0.0203697 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.180356 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.0771114 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),0.00364953 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.0916894 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),0.0479136 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.0456949 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),0.0243243 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.164783 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),0.027478 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.248422 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.0278606 # DEPENDENCYPART_GRANDPAR
(22,16),(16,23),-0.589292 # DEPENDENCYPART_GRANDPAR
(22,16),(16,24),-0.657467 # DEPENDENCYPART_GRANDPAR
(22,16),(16,25),-0.607538 # DEPENDENCYPART_GRANDPAR
(22,16),(16,26),-0.705831 # DEPENDENCYPART_GRANDPAR
(22,18),(18,2),-0.315444 # DEPENDENCYPART_GRANDPAR
(22,18),(18,5),-0.43914 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.222728 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.121407 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.237519 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.161807 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.0552041 # DEPENDENCYPART_GRANDPAR
(22,19),(19,7),0.199788 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),0.0142955 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.182368 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.0831857 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),0.00163742 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.0977636 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),0.0459015 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.0517691 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),0.0223122 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.0665603 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.0782017 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.0586593 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.0627876 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.0299938 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),-0.411918 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-0.315444 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.253973 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.222557 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.121408 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.237348 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.161998 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.0750875 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.370314 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.444662 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.245917 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),0.194672 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),0.0185555 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.182804 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.0789257 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),0.000483142 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.0935036 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),0.0447473 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.0475091 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),0.0224415 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.0623003 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.0786375 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.0589482 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.195267 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.0305748 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.589292 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.657467 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.497881 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.314798 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.0911649 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),-0.187508 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.273293 # DEPENDENCYPART_GRANDPAR
(23,4),(4,26),-0.664591 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.0911649 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.29201 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.737066 # DEPENDENCYPART_GRANDPAR
(23,8),(8,25),-0.652974 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.737066 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.358916 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.381216 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.0123968 # DEPENDENCYPART_GRANDPAR
(23,15),(15,1),-0.552425 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),-0.35967 # DEPENDENCYPART_GRANDPAR
(23,15),(15,6),-0.43305 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.226708 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.150537 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.242147 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),0.363086 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-0.943296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,24),-0.537033 # DEPENDENCYPART_GRANDPAR
(23,15),(15,25),-0.591398 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.737066 # DEPENDENCYPART_GRANDPAR
(23,16),(16,8),-0.186216 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),-0.198671 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.358916 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.0583571 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.381216 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.0123968 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.198667 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),0.0186781 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.125942 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.158143 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),0.370118 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),0.312602 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.00487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,24),-0.59861 # DEPENDENCYPART_GRANDPAR
(23,16),(16,25),-0.652974 # DEPENDENCYPART_GRANDPAR
(23,16),(16,26),-0.664591 # DEPENDENCYPART_GRANDPAR
(23,18),(18,2),-0.239809 # DEPENDENCYPART_GRANDPAR
(23,18),(18,5),-0.199383 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.0624735 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),0.126357 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.128249 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.0360013 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.222283 # DEPENDENCYPART_GRANDPAR
(23,19),(19,7),-0.737066 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),-0.188266 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-0.198671 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-0.360967 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.0583571 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.383266 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.0123968 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.200717 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.0186781 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.266493 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.120848 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.264909 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.206835 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),0.314735 # DEPENDENCYPART_GRANDPAR
(23,20),(20,1),-0.404678 # DEPENDENCYPART_GRANDPAR
(23,20),(20,2),-0.239638 # DEPENDENCYPART_GRANDPAR
(23,20),(20,10),-0.222208 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.0619588 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),0.126528 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.127734 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.0360212 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.208607 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.38589 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-0.0889131 # DEPENDENCYPART_GRANDPAR
(23,21),(21,4),-0.0594818 # DEPENDENCYPART_GRANDPAR
(23,21),(21,7),-0.740684 # DEPENDENCYPART_GRANDPAR
(23,21),(21,8),-0.186399 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),-0.199122 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.359099 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.0591631 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.381399 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.0132028 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.19885 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),0.0184268 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.264626 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.121298 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.264995 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.248998 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.313649 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.00487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.59861 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-0.401041 # DEPENDENCYPART_GRANDPAR
(23,22),(22,4),0.08848 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.234388 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.0508885 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),0.130165 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.116664 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.032532 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.204987 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.39696 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.25365 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.341068 # DEPENDENCYPART_GRANDPAR
(23,24),(24,4),-0.536289 # DEPENDENCYPART_GRANDPAR
(23,24),(24,8),-0.663207 # DEPENDENCYPART_GRANDPAR
(23,24),(24,9),-0.571971 # DEPENDENCYPART_GRANDPAR
(23,24),(24,10),-0.835907 # DEPENDENCYPART_GRANDPAR
(23,24),(24,11),-0.432386 # DEPENDENCYPART_GRANDPAR
(23,24),(24,12),-0.859157 # DEPENDENCYPART_GRANDPAR
(23,24),(24,13),-0.386425 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-0.675658 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-0.349268 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-0.741433 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.494147 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.727688 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.227809 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.776498 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.284547 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.607678 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.406944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.175984 # DEPENDENCYPART_GRANDPAR
(24,4),(4,1),-0.486821 # DEPENDENCYPART_GRANDPAR
(24,4),(4,2),-0.215626 # DEPENDENCYPART_GRANDPAR
(24,4),(4,3),-0.139305 # DEPENDENCYPART_GRANDPAR
(24,4),(4,5),-0.422781 # DEPENDENCYPART_GRANDPAR
(24,4),(4,6),-0.170693 # DEPENDENCYPART_GRANDPAR
(24,4),(4,26),-0.703859 # DEPENDENCYPART_GRANDPAR
(24,8),(8,3),-0.139305 # DEPENDENCYPART_GRANDPAR
(24,8),(8,6),-0.189409 # DEPENDENCYPART_GRANDPAR
(24,8),(8,7),-0.178346 # DEPENDENCYPART_GRANDPAR
(24,8),(8,25),-0.875853 # DEPENDENCYPART_GRANDPAR
(24,10),(10,1),-0.486304 # DEPENDENCYPART_GRANDPAR
(24,10),(10,2),-0.215109 # DEPENDENCYPART_GRANDPAR
(24,10),(10,3),-0.138788 # DEPENDENCYPART_GRANDPAR
(24,10),(10,4),-0.171115 # DEPENDENCYPART_GRANDPAR
(24,10),(10,5),-0.44906 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.188892 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),-0.175762 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),0.0851676 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.212733 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),-0.0352102 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.0753566 # DEPENDENCYPART_GRANDPAR
(24,10),(10,19),0.152691 # DEPENDENCYPART_GRANDPAR
(24,10),(10,21),0.0319215 # DEPENDENCYPART_GRANDPAR
(24,10),(10,23),0.182684 # DEPENDENCYPART_GRANDPAR
(24,10),(10,24),-1.31182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,10),(10,25),-0.875853 # DEPENDENCYPART_GRANDPAR
(24,10),(10,26),-0.703859 # DEPENDENCYPART_GRANDPAR
(24,12),(12,2),-0.203671 # DEPENDENCYPART_GRANDPAR
(24,12),(12,3),-0.124555 # DEPENDENCYPART_GRANDPAR
(24,12),(12,5),-0.427238 # DEPENDENCYPART_GRANDPAR
(24,12),(12,6),-0.167071 # DEPENDENCYPART_GRANDPAR
(24,12),(12,7),-0.145014 # DEPENDENCYPART_GRANDPAR
(24,12),(12,8),0.0966057 # DEPENDENCYPART_GRANDPAR
