# _root_ A Kreml 234 szobáját egy 180_millió dolláros megrendelés keretében rekordidő , nyolc hónap alatt varázsolta újjá , s ezért magától Jelcintől vehetett át kitüntetést .
#goldHeads=2,4,4,15,8,7,8,9,15,14,14,13,14,15,18,15,18,0,22,22,22,18,22,22,18,
#predictedHeads=2,4,4,15,8,7,8,9,15,15,15,13,14,15,18,15,18,0,22,21,22,18,22,22,18,
(18,10),(10,1),-0.319017 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),0.0548147 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.0388158 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.203965 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.16098 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.0270905 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.183452 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),0.0515495 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.0788471 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.122737 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.117742 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.0736205 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.051171 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.12019 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.246197 # DEPENDENCYPART_GRANDPAR
(18,10),(10,25),-0.688822 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),0.110938 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.13824 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.119158 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.124268 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.129127 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.503764 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.21712 # DEPENDENCYPART_GRANDPAR
(18,12),(12,24),-0.478047 # DEPENDENCYPART_GRANDPAR
(18,12),(12,25),-0.666444 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.319572 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),0.0572863 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),0.0407153 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.161688 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),0.02899 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.183757 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),0.0540212 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.0813187 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.0622412 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.0705902 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0252464 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),0.191972 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),0.0169191 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.205626 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),0.0395562 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),0.0668545 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),0.0477763 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.109272 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.0067717 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0831694 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.198333 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.659841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,21),-0.522812 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.212198 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.497095 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.250383 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),0.148493 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),0.116375 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),0.296449 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.127993 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),0.104649 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.0788309 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),0.144033 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),0.169586 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),0.152253 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.14657 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.094456 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.013357 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0743294 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0690822 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.212665 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.04975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.386182 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.492207 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.970157 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.614615 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.651508 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.94444 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.974481 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.44947 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.457373 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.617892 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.223552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.14349 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0692039 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.266705 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.0497071 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.094921 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.356619 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.50091 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.627186 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.187878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.349654 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.239801 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0830396 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-0.971469 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.586908 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.823514 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-0.598633 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.880016 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.97593 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.948054 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.96771 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.732183 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.608705 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-1.09637 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.683148 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.869328 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.565979 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.97511 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.236049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.302339 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.197967 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.110901 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.151283 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.175523 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.269464 # DEPENDENCYPART_GRANDPAR
(18,24),(24,12),-0.363285 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-0.50091 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.187878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.349654 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.239801 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.187035 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.0553169 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.59626 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.228613 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.358019 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.533519 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.721275 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.413962 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.285412 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.218562 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.403149 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.569919 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.395586 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.694665 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.792746 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.63806 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.438323 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.479413 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.159964 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.477033 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.434972 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.147229 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.284141 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.414293 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.602521 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.294736 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.257633 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.137223 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.288498 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.142676 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.134835 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.538934 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.300248 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.05386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.646688 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.786568 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.901941 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.629433 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.729963 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.943466 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.6854 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.327108 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.683021 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.314373 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.444156 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.62028 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.808032 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.500723 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.50879 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.304251 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.4911 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.355357 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.384677 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.778622 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.02886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.726752 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.861062 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.670147 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.900219 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.497027 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.689695 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.647502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),-0.478713 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.272293 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.640104 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.914015 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.761885 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.625675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.208259 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.228431 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-1.06578 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-0.602394 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.0634 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-0.589659 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-0.719291 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-1.00066 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.18917 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.881103 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.72479 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.579537 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.871512 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.619178 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.728204 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.630276 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.994622 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.855894 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.540536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.109046 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.170622 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.150346 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.143595 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.482199 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.604856 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.642102 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),-0.223736 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.283866 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-0.581263 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.640104 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.761885 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.625675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),-0.208259 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.229813 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.220062 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.548419 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.8699 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.312704 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.904998 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.530609 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.296305 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.291764 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.774736 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-1.07224 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.681968 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.442907 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.295131 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.652217 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.271004 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.319073 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.429862 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.415066 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.184772 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.18007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.753537 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-1.10696 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.642538 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.750825 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.995687 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-1.02759 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.438635 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-1.06269 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.422236 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.417949 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.932428 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-1.22945 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.83966 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.628949 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.420946 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.806525 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.438793 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.51313 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.637796 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.393872 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),-0.695396 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-1.06779 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.692685 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.953766 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.409675 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.449885 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.510931 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.599323 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.1103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.601691 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.8778 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.564784 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.598979 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.954804 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-1.41298 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-0.724757 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-1.44808 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-0.708358 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-0.712837 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-1.31781 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-1.61559 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-1.22505 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.852788 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.707068 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-1.19194 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.70604 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.859184 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.798524 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.861634 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.952035 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.6844 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.656889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.153344 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.201471 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.207746 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.564608 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-0.710127 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-0.772804 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.85936 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.659914 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.724275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.175396 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.213741 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),-1.62892 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.747595 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.354089 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.262666 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.938189 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.406404 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-1.09731 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.66591 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.119043 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.822816 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.444805 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.488651 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.631962 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.401755 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.241969 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.465322 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.136381 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.310488 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.206049 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.829924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.848678 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.379582 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.290914 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.575686 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.798241 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.368457 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.313312 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.420772 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-1.10529 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.716556 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.169214 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.873462 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.534583 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.502903 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.679223 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.47612 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.390747 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.537764 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.335316 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.821997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.858899 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.282987 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.574733 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.451612 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.307506 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.418131 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.253775 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.251408 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.456132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.360931 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.101516 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),0.0828786 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.347642 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.318139 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.253807 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.421732 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.360195 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),0.0831872 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-0.864673 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.659191 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.513126 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.755135 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.658292 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.293548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,23),-0.0549498 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.216678 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.472587 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.526638 # DEPENDENCYPART_GRANDPAR
(22,2),(2,9),-0.572021 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),-0.560796 # DEPENDENCYPART_GRANDPAR
(22,2),(2,11),-0.165075 # DEPENDENCYPART_GRANDPAR
(22,2),(2,12),-0.208043 # DEPENDENCYPART_GRANDPAR
(22,2),(2,22),-1.45488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,2),(2,25),-0.811899 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.116523 # DEPENDENCYPART_GRANDPAR
