# _root_ — Ha bármilyen módon tudomásunkra jutott , hogy egy elhunyt nem járul hozzá szervei átültetéséhez , eddig sem nyúltunk a tetemhez .
#goldHeads=19,19,4,6,6,19,6,6,10,12,12,6,12,15,12,19,19,19,0,21,19,19,
#predictedHeads=6,6,4,6,6,0,6,6,10,12,12,6,12,15,12,12,19,19,12,21,19,6,
(17,21),(21,20),-0.161296 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.31448 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.232824 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.346231 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.319437 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.144661 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.0912308 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.601818 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.42899 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.305056 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.374407 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.289896 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.347192 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.217744 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.13949 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.400217 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.482569 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.424748 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-0.627782 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.306289 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.147361 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.28308 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.119309 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.172369 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.131191 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0912302 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.162524 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.48102 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.306289 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.36031 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.232824 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.346124 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.319437 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.147361 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.28308 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.119309 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.172369 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.131191 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.26452 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.321205 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.162524 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.48102 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.509928 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.634712 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.284938 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.296674 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.221847 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.282014 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.203759 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.422275 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.480787 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.420187 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.626976 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.580818 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.518441 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.502533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),-0.0954456 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.411795 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.362661 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.421721 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.824008 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.461704 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.420518 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.423422 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.591411 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),0.0605986 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),-0.448063 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-1.39112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,21),-0.269402 # DEPENDENCYPART_GRANDPAR
(19,2),(2,22),-0.693153 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.324238 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.307208 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.0658999 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.173214 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.309593 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.296463 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.0643466 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.114005 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.165971 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.407384 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.33549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,22),-0.707723 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.397911 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.264497 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.111954 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.146199 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.21381 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.309186 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.26673 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.268877 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.249631 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.461817 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.222116 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),0.215237 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),0.353188 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),-0.295545 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),-0.0127683 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.056106 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.11086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,21),0.111518 # DEPENDENCYPART_GRANDPAR
(19,6),(6,22),-0.42219 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.489533 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.562306 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.495427 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.552674 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-1.21452 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.557341 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.52742 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.668107 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.355469 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.0433997 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.0945514 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),-0.564811 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.43045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,21),-0.319728 # DEPENDENCYPART_GRANDPAR
(19,8),(8,22),-0.724415 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.0645808 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.63391 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.215025 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.290474 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.206391 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.441297 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.362134 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.328075 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.788825 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.344211 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.310812 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.392823 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),0.199553 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.337505 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.28069 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.17176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,21),-0.0127991 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.530899 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.396841 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.260881 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.110826 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.152061 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.219671 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.669264 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.297243 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.202038 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.131851 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.233386 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.160783 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.223892 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.218069 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.35602 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.297827 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.014544 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.0543303 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.10985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.142157 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),0.11332 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.421643 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.28209 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.267672 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.177787 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.699191 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.269825 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.25963 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.242535 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.242381 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.465973 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.189035 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.326986 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.268471 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.00671772 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.296463 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),0.203694 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.1846 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.182255 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.406513 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.186593 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.44392 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.029941 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.33549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,2),-0.296463 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.114005 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.633907 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.214914 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.290471 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.203694 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.1846 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.182255 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.406513 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.186593 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.312528 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.15233 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.029941 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.33549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),-0.331041 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.707723 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.703576 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.25814 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.470359 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.244881 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.382833 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.266026 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.16779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.00608156 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.528439 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.280145 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.301194 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.271157 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.191229 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.32918 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.26158 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0515885 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.00790476 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.52886 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.409174 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.314548 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.303748 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.071657 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.30773 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.858661 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.220909 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-1.04014 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.921056 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.525125 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.062904 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.03952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.621231 # DEPENDENCYPART_GRANDPAR
(21,18),(18,1),-0.60529 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-1.08122 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.733262 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-1.05474 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.93565 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.49779 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.652285 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.04097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.621295 # DEPENDENCYPART_GRANDPAR
