# _root_ Bár sokan emlegetik következő áldozatként a Hyundait , elemzők rámutatnak , hogy helyzete több szempontból sem hasonlítható a Daewooéhoz .
#goldHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,10,10,10,19,10,10,
#predictedHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,17,17,10,19,17,10,
(18,17),(17,2),-0.377276 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.391822 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.562928 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.552467 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.275447 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.525722 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.303428 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.207584 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.260963 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.491572 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.275477 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.391418 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.266471 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.414593 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.506399 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.428499 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.787911 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.390089 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.489034 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.997668 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.452617 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.360861 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.514077 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.50214 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.47618 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.26464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,1),-0.595847 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.621914 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.412918 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.549629 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.250432 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.42045 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.857917 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.437669 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.292277 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.412934 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.364804 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.521977 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0541227 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.432226 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.20211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.590944 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.643694 # DEPENDENCYPART_GRANDPAR
