# _root_ A francia hadseregben ma már mindenütt szolgálnak nők , még a haditengerészetnél és a légierőnél is , csak az idegenlégióban nem .
#goldHeads=3,3,7,7,7,7,0,7,7,16,12,13,16,15,13,7,7,21,20,21,7,7,
#predictedHeads=3,3,7,7,7,7,0,7,7,7,12,13,7,15,13,7,7,21,20,21,7,7,
(21,8),(8,12),0.17876 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),0.167293 # DEPENDENCYPART_GRANDPAR
(21,8),(8,16),0.143993 # DEPENDENCYPART_GRANDPAR
(21,8),(8,18),0.0478212 # DEPENDENCYPART_GRANDPAR
(21,8),(8,20),0.131408 # DEPENDENCYPART_GRANDPAR
(21,8),(8,22),-0.460528 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.194719 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.200612 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.0775254 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.122938 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),0.0323114 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.167751 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.122938 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),0.0323114 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.00558255 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.108592 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.0396724 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.0484927 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.131865 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.232196 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),0.0812456 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.0876695 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.124477 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.00638253 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.0957111 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0178493 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.0249988 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.139554 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.00978939 # DEPENDENCYPART_GRANDPAR
(21,18),(18,22),-0.452713 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),0.0323114 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.00558255 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.108592 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.0396724 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0170493 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.0224126 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.12941 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0891158 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.136305 # DEPENDENCYPART_GRANDPAR
