# _root_ Aki elsőnek ér a tájékozódási pontokra , azé a tojás , és a legtöbb tojás tulajdonosa lesz a tojáskereső verseny győztese .
#goldHeads=3,3,8,6,6,3,8,12,10,8,12,0,15,15,16,17,12,20,20,21,17,12,
#predictedHeads=3,3,12,6,6,3,3,10,10,3,12,0,15,15,16,17,12,20,20,21,17,12,
(18,21),(21,10),-1.00648 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.63122 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.660104 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.761484 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.724282 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.884268 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.859207 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.653935 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.727039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.162125 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.164465 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.268678 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.435031 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.677944 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.75725 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.451044 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.601437 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.627017 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.652234 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.879832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.625126 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.919288 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.495239 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-1.27796 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.748564 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.692173 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.762845 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.377916 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.476883 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.462134 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.542914 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),-0.684335 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),-0.24923 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),-0.192014 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-0.572869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,21),-0.19989 # DEPENDENCYPART_GRANDPAR
(20,8),(8,22),-0.406499 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.575334 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-1.32717 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.760001 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.812092 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.871642 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-1.15052 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.767864 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.54346 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-1.00384 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.398199 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.403259 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.545437 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.145323 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),-0.163885 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.946907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.573929 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-0.638285 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.486371 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.686977 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.899547 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-1.12327 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.192007 # DEPENDENCYPART_GRANDPAR
(20,14),(14,21),-0.51446 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.622842 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.43415 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-1.02143 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-1.2202 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.73196 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.644338 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.750904 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.91077 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.739823 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.375706 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.459309 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.874444 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.402605 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.537553 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.00848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.635505 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.42738 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.732304 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.635953 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.746637 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.906996 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.740167 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.367321 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.45522 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.870671 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.398436 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.520236 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.0085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.635523 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.664323 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.84151 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.526036 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-1.18455 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-1.27642 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.69928 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.720155 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.831705 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-1.07389 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.707227 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.451523 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.564714 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-1.03756 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.481039 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.487297 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.627609 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.50637 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0363479 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.95035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.577372 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.634564 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.176151 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),-0.523678 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.899936 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.363771 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.357022 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-1.20622 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-1.19846 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.21409 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.749735 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.827255 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-1.45908 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.865645 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.994155 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.13518 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.621927 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.916163 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.65014 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.413078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.269545 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.584259 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.361525 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.367594 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.0185029 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.645187 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.273727 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.284406 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.0234978 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.120039 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),-0.25315 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),-0.0761991 # DEPENDENCYPART_GRANDPAR
(21,6),(6,16),-0.381191 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),-0.155034 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.27275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,22),-0.688453 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),-0.645545 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.434764 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.709656 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.510611 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.348568 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),-0.431095 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.0527111 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.155622 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),-0.292477 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),-0.222888 # DEPENDENCYPART_GRANDPAR
(21,8),(8,16),-0.52797 # DEPENDENCYPART_GRANDPAR
(21,8),(8,17),-0.207814 # DEPENDENCYPART_GRANDPAR
(21,8),(8,19),0.342774 # DEPENDENCYPART_GRANDPAR
(21,8),(8,20),0.0580247 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-0.837134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,22),-0.430626 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.361525 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.367594 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.0184899 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.64518 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.484952 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.294652 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.669609 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),0.0350457 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.0234976 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.076199 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.155034 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),0.202885 # DEPENDENCYPART_GRANDPAR
(21,10),(10,22),-0.688453 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.514859 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.758867 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.522048 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.468487 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.796429 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.215742 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.430698 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.218257 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.107109 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.228543 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.0832332 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.389072 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.103907 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.370902 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),0.197668 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.21118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.662415 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.165111 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.530612 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.824333 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.221587 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.150592 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.15171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.646971 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.367594 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.0184899 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.64518 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.484952 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.294652 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.669609 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),0.0350457 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.393602 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.044422 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.131967 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.0382728 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.226864 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.38119 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.202885 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.27275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,3),-0.360824 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.485295 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.286266 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.665342 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),0.038819 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.393945 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.0360362 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.127878 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.0420461 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.222695 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.185738 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.201228 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.27277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.688453 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.567776 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.465571 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.192652 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.708126 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.461337 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.376562 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.7565 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.139116 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.370072 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.126332 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.243462 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.135889 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.311391 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.161865 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.465839 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.367647 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.498434 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.0627167 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.21462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.658694 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.358635 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.16093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,13),0.00431501 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.191544 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.524517 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.672961 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.135318 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.0234337 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.230215 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.188746 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.489409 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.1693 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.543635 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.350422 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.27275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
