# _root_ 1998 márciusában az ÁPTF a Riverbank név használatát sem engedélyezte egy kft számára , mondván , nem végez pénzügyi szolgáltatási tevékenységet .
#goldHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,15,20,21,18,10,
#predictedHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,10,21,21,18,10,
(19,18),(18,6),-0.384105 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.382718 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.67319 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.349947 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.461629 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.909638 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.30041 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.390069 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.340904 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.188876 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.262484 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.238155 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.871346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.362202 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.55323 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.659042 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.888893 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.842388 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.64125 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.753049 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.642832 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.562359 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.564412 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.604162 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.458791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,1),-0.909595 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-1.22665 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-1.23469 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.925479 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.857031 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-1.2809 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.652478 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.76488 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.662937 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.569116 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.584517 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.610265 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.791062 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.468139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.0413991 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.456594 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.408663 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.440165 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),-0.643665 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.411137 # DEPENDENCYPART_GRANDPAR
(20,1),(1,18),-0.36351 # DEPENDENCYPART_GRANDPAR
(20,1),(1,19),-0.163935 # DEPENDENCYPART_GRANDPAR
(20,1),(1,22),-0.586118 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.518376 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.796413 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.649086 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.437201 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.610172 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.389266 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.420767 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.624268 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.257589 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.28219 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.364684 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.382906 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.182644 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.356933 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.138915 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),-0.420652 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.185957 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-0.838869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,21),-0.473405 # DEPENDENCYPART_GRANDPAR
(20,10),(10,22),-0.595659 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.546893 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.420768 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.539025 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.372837 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.404339 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.607839 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.402131 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.75227 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.238291 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.212318 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.369319 # DEPENDENCYPART_GRANDPAR
(20,12),(12,21),-0.414431 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-0.588511 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.750033 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.390906 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.342975 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.374477 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.577978 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.195241 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.261939 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.235966 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.384094 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.22126 # DEPENDENCYPART_GRANDPAR
(20,13),(13,21),-0.431763 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.587582 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.888173 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.512617 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.716118 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.436085 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.302018 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.255177 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0977045 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.364727 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.192028 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.83957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.424603 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.598368 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.950064 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.44512 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.294083 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.26811 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.191716 # DEPENDENCYPART_GRANDPAR
(20,17),(17,21),-0.42857 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.599091 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.557787 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.494205 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.30372 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.435865 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.141267 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.268569 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.184969 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.446577 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.840606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.449845 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.619075 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.358272 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),-0.650021 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.420574 # DEPENDENCYPART_GRANDPAR
(21,1),(1,10),-0.0895287 # DEPENDENCYPART_GRANDPAR
(21,1),(1,18),0.0834322 # DEPENDENCYPART_GRANDPAR
(21,1),(1,19),0.298676 # DEPENDENCYPART_GRANDPAR
(21,1),(1,22),-0.561286 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.831031 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.677726 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.75534 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.209463 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.643476 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-1.01291 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.650287 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.921065 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.387578 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.679328 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.44988 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.41086 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.0679847 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.0221058 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.101781 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.194954 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.164345 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.0842239 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),0.0588892 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),0.354786 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),0.306815 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-0.946415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,22),-0.5723 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.898753 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.628434 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.829389 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.365735 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.657484 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.428037 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.154287 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.0470667 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),0.0042246 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.0583398 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),0.0517328 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.873298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.554219 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),-0.680629 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.687521 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.424822 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.716571 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.487123 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.0810039 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.0042549 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.0583095 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),0.0631696 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.246744 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.888569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,22),-0.551962 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.697113 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.733055 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.503607 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.0489453 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.0464808 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.050487 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.0649289 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.103552 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.300841 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.252893 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.879806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.562265 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.753045 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.0524347 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.0300996 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.0926641 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.282622 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.8823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.561969 # DEPENDENCYPART_GRANDPAR
(21,18),(18,1),-0.209467 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.639915 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-1.01291 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.646727 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.921069 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.384018 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.675767 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.44632 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.410864 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.205267 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.126539 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.122779 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.00752569 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.0853967 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.262913 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.147961 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.185791 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.354776 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.306805 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.946415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.5723 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.0834324 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.116876 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.0153312 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.108495 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.131319 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.0151176 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.144608 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.0560856 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.262046 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.945399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,1),-0.0623688 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.0998126 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.00173003 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.126249 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.0645082 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.106481 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.00194372 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.11977 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.27205 # DEPENDENCYPART_GRANDPAR
