# _root_ A laikus már-már azt hinné : a megbírált játékos serényen magába száll , s a legközelebbi buszjárattal kolostorba vonul , hogy csöndes magányban felülvizsgálja nézeteit a védekezést illetően .
#goldHeads=2,5,5,5,0,5,9,9,12,12,12,4,4,4,17,17,19,19,4,19,19,23,24,19,24,27,28,24,5,
#predictedHeads=2,5,5,5,0,5,9,9,12,12,12,4,12,4,17,17,19,19,4,19,19,23,24,4,24,27,28,24,5,
(21,24),(24,22),-0.00831406 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.406156 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.130271 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.398134 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.136208 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.216992 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.563268 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.521217 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),-0.111482 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.380466 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.127578 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.395976 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.12666 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.20716 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.0380488 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.694817 # DEPENDENCYPART_GRANDPAR
(21,28),(28,17),-0.789076 # DEPENDENCYPART_GRANDPAR
(21,28),(28,18),-0.636557 # DEPENDENCYPART_GRANDPAR
(21,28),(28,19),-0.98827 # DEPENDENCYPART_GRANDPAR
(21,28),(28,20),-0.777429 # DEPENDENCYPART_GRANDPAR
(21,28),(28,21),-0.324786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,28),(28,22),0.00221793 # DEPENDENCYPART_GRANDPAR
(21,28),(28,23),0.471596 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),0.211062 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),0.129413 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.515458 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-0.138397 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.627392 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.819195 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.664428 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.806306 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.552449 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.671716 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.773824 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.618357 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.775278 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.520368 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.685266 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.437086 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.452005 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.606953 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.655532 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.59904 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.823432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.454305 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.436166 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.45379 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.638099 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-0.608803 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-0.751135 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.739748 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),-0.644005 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.820984 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.922108 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-0.438236 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.184012 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.357796 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.773936 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.820984 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.694826 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.695118 # DEPENDENCYPART_GRANDPAR
(23,10),(10,12),-0.404968 # DEPENDENCYPART_GRANDPAR
(23,10),(10,29),-0.705061 # DEPENDENCYPART_GRANDPAR
(23,14),(14,2),-1.08741 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.668353 # DEPENDENCYPART_GRANDPAR
(23,14),(14,4),-0.386523 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.507243 # DEPENDENCYPART_GRANDPAR
(23,14),(14,6),-0.938216 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.842411 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),-0.860359 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.746669 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.559677 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.507451 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.880074 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.476048 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.581275 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),-0.388242 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.21078 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),-0.180278 # DEPENDENCYPART_GRANDPAR
(23,14),(14,21),-0.246456 # DEPENDENCYPART_GRANDPAR
(23,14),(14,22),-0.0418343 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-1.01083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,24),-0.698766 # DEPENDENCYPART_GRANDPAR
(23,14),(14,25),-0.523459 # DEPENDENCYPART_GRANDPAR
(23,14),(14,27),-0.490342 # DEPENDENCYPART_GRANDPAR
(23,14),(14,28),-0.421168 # DEPENDENCYPART_GRANDPAR
(23,14),(14,29),-0.687451 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.490069 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.128889 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.762155 # DEPENDENCYPART_GRANDPAR
(23,17),(17,4),-0.27455 # DEPENDENCYPART_GRANDPAR
(23,17),(17,7),-0.798343 # DEPENDENCYPART_GRANDPAR
(23,17),(17,8),-0.75099 # DEPENDENCYPART_GRANDPAR
(23,17),(17,10),-0.655248 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-0.423529 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.333486 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.376716 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.739515 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.503472 # DEPENDENCYPART_GRANDPAR
(23,18),(18,7),-0.798343 # DEPENDENCYPART_GRANDPAR
(23,18),(18,9),-0.828895 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.333486 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.376716 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.739515 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.503472 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.62178 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.08032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,28),-0.485572 # DEPENDENCYPART_GRANDPAR
(23,19),(19,2),-1.03681 # DEPENDENCYPART_GRANDPAR
(23,19),(19,3),-0.618861 # DEPENDENCYPART_GRANDPAR
(23,19),(19,4),-0.361226 # DEPENDENCYPART_GRANDPAR
(23,19),(19,5),-0.464705 # DEPENDENCYPART_GRANDPAR
(23,19),(19,6),-0.828871 # DEPENDENCYPART_GRANDPAR
(23,19),(19,7),-0.96443 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),-0.835213 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-0.809287 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-0.73947 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.280014 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.517025 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.417968 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.476889 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.905601 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.585508 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.600286 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.407253 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.366925 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.252207 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.0736585 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.01903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.688575 # DEPENDENCYPART_GRANDPAR
(23,19),(19,25),-0.531657 # DEPENDENCYPART_GRANDPAR
(23,19),(19,26),-0.414996 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.498539 # DEPENDENCYPART_GRANDPAR
(23,19),(19,28),-0.41231 # DEPENDENCYPART_GRANDPAR
(23,19),(19,29),-0.688434 # DEPENDENCYPART_GRANDPAR
(23,21),(21,2),-1.11117 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-0.650307 # DEPENDENCYPART_GRANDPAR
(23,21),(21,4),-0.400376 # DEPENDENCYPART_GRANDPAR
(23,21),(21,5),-0.546215 # DEPENDENCYPART_GRANDPAR
(23,21),(21,6),-0.91312 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),-0.884116 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.745924 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.598649 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.461856 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.457944 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.591962 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.674644 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.481611 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.401809 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.403232 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.0340922 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.0234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.704214 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.536028 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.502911 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.42803 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-0.689577 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.208717 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.19352 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-1.32415 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.529823 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.482385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.250129 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.106607 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.083171 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.0245525 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.00469633 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.0459648 # DEPENDENCYPART_GRANDPAR
(23,28),(28,17),-1.03624 # DEPENDENCYPART_GRANDPAR
(23,28),(28,18),-0.843205 # DEPENDENCYPART_GRANDPAR
(23,28),(28,19),-0.614273 # DEPENDENCYPART_GRANDPAR
(23,28),(28,20),-0.625057 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.60017 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-0.477188 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.547615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),-0.247831 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),-0.0602804 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.0175435 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.0271225 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.270973 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),-0.0452418 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-0.0830899 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),-0.493075 # DEPENDENCYPART_GRANDPAR
(24,3),(3,5),-0.213934 # DEPENDENCYPART_GRANDPAR
(24,3),(3,6),-0.341267 # DEPENDENCYPART_GRANDPAR
(24,3),(3,9),-0.490634 # DEPENDENCYPART_GRANDPAR
(24,3),(3,12),-0.0477685 # DEPENDENCYPART_GRANDPAR
(24,3),(3,19),0.0335267 # DEPENDENCYPART_GRANDPAR
(24,3),(3,24),-1.17299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,3),(3,29),-0.651253 # DEPENDENCYPART_GRANDPAR
(24,4),(4,2),-0.471308 # DEPENDENCYPART_GRANDPAR
(24,4),(4,3),-0.0700864 # DEPENDENCYPART_GRANDPAR
(24,4),(4,5),-0.28653 # DEPENDENCYPART_GRANDPAR
(24,4),(4,6),-0.420762 # DEPENDENCYPART_GRANDPAR
(24,4),(4,8),-0.510813 # DEPENDENCYPART_GRANDPAR
(24,4),(4,9),-0.607397 # DEPENDENCYPART_GRANDPAR
(24,4),(4,10),-0.41449 # DEPENDENCYPART_GRANDPAR
(24,4),(4,12),-0.120364 # DEPENDENCYPART_GRANDPAR
(24,4),(4,13),-0.087606 # DEPENDENCYPART_GRANDPAR
(24,4),(4,14),-0.0442761 # DEPENDENCYPART_GRANDPAR
(24,4),(4,16),-0.595698 # DEPENDENCYPART_GRANDPAR
(24,4),(4,17),-0.462363 # DEPENDENCYPART_GRANDPAR
(24,4),(4,18),-0.443877 # DEPENDENCYPART_GRANDPAR
(24,4),(4,19),-0.0390691 # DEPENDENCYPART_GRANDPAR
(24,4),(4,20),-0.117218 # DEPENDENCYPART_GRANDPAR
(24,4),(4,21),-0.0476028 # DEPENDENCYPART_GRANDPAR
(24,4),(4,22),-0.0290568 # DEPENDENCYPART_GRANDPAR
(24,4),(4,23),0.193582 # DEPENDENCYPART_GRANDPAR
(24,4),(4,24),-0.587726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,4),(4,25),0.533789 # DEPENDENCYPART_GRANDPAR
(24,4),(4,27),0.225579 # DEPENDENCYPART_GRANDPAR
(24,4),(4,28),0.292943 # DEPENDENCYPART_GRANDPAR
(24,4),(4,29),-0.421984 # DEPENDENCYPART_GRANDPAR
(24,5),(5,1),-0.0583547 # DEPENDENCYPART_GRANDPAR
(24,5),(5,2),-0.483825 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-0.0640045 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),-0.248118 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),-0.503793 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.166861 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),-0.405139 # DEPENDENCYPART_GRANDPAR
(24,5),(5,9),-0.463381 # DEPENDENCYPART_GRANDPAR
(24,5),(5,10),-0.308816 # DEPENDENCYPART_GRANDPAR
(24,5),(5,11),0.165068 # DEPENDENCYPART_GRANDPAR
(24,5),(5,12),-0.0629417 # DEPENDENCYPART_GRANDPAR
(24,5),(5,13),-0.0910493 # DEPENDENCYPART_GRANDPAR
(24,5),(5,14),-0.00888713 # DEPENDENCYPART_GRANDPAR
(24,5),(5,17),-0.317941 # DEPENDENCYPART_GRANDPAR
(24,5),(5,18),-0.299455 # DEPENDENCYPART_GRANDPAR
(24,5),(5,19),0.0183535 # DEPENDENCYPART_GRANDPAR
(24,5),(5,20),-0.120661 # DEPENDENCYPART_GRANDPAR
(24,5),(5,21),-0.0114483 # DEPENDENCYPART_GRANDPAR
(24,5),(5,22),0.0766167 # DEPENDENCYPART_GRANDPAR
(24,5),(5,23),0.338004 # DEPENDENCYPART_GRANDPAR
(24,5),(5,24),-1.11507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,5),(5,25),0.327721 # DEPENDENCYPART_GRANDPAR
(24,5),(5,27),0.0193355 # DEPENDENCYPART_GRANDPAR
(24,5),(5,28),0.0498418 # DEPENDENCYPART_GRANDPAR
(24,5),(5,29),-0.544464 # DEPENDENCYPART_GRANDPAR
(24,9),(9,1),-0.0494652 # DEPENDENCYPART_GRANDPAR
(24,9),(9,4),-0.193307 # DEPENDENCYPART_GRANDPAR
(24,9),(9,5),-0.173479 # DEPENDENCYPART_GRANDPAR
(24,9),(9,6),-0.383115 # DEPENDENCYPART_GRANDPAR
(24,9),(9,7),-0.0162506 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-0.29316 # DEPENDENCYPART_GRANDPAR
(24,10),(10,2),-0.595504 # DEPENDENCYPART_GRANDPAR
(24,10),(10,3),-0.106089 # DEPENDENCYPART_GRANDPAR
(24,10),(10,4),-0.219406 # DEPENDENCYPART_GRANDPAR
(24,10),(10,5),-0.288357 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.385933 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),0.141381 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),-0.391373 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.527784 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.0663979 # DEPENDENCYPART_GRANDPAR
(24,10),(10,29),-0.737404 # DEPENDENCYPART_GRANDPAR
(24,12),(12,1),-0.0600208 # DEPENDENCYPART_GRANDPAR
(24,12),(12,2),-0.486862 # DEPENDENCYPART_GRANDPAR
(24,12),(12,3),-0.0676133 # DEPENDENCYPART_GRANDPAR
(24,12),(12,4),-0.248972 # DEPENDENCYPART_GRANDPAR
(24,12),(12,5),-0.203115 # DEPENDENCYPART_GRANDPAR
(24,12),(12,6),-0.301013 # DEPENDENCYPART_GRANDPAR
(24,12),(12,7),-0.0268062 # DEPENDENCYPART_GRANDPAR
(24,12),(12,8),-0.396831 # DEPENDENCYPART_GRANDPAR
(24,12),(12,9),-0.418698 # DEPENDENCYPART_GRANDPAR
(24,12),(12,10),-0.300508 # DEPENDENCYPART_GRANDPAR
(24,12),(12,11),0.292657 # DEPENDENCYPART_GRANDPAR
(24,12),(12,13),-0.0931862 # DEPENDENCYPART_GRANDPAR
(24,12),(12,14),-0.00926107 # DEPENDENCYPART_GRANDPAR
(24,12),(12,15),-0.0103037 # DEPENDENCYPART_GRANDPAR
(24,12),(12,16),-0.490274 # DEPENDENCYPART_GRANDPAR
(24,12),(12,17),-0.320401 # DEPENDENCYPART_GRANDPAR
(24,12),(12,18),-0.301915 # DEPENDENCYPART_GRANDPAR
(24,12),(12,19),0.0180988 # DEPENDENCYPART_GRANDPAR
(24,12),(12,20),-0.122798 # DEPENDENCYPART_GRANDPAR
(24,12),(12,21),-0.0118222 # DEPENDENCYPART_GRANDPAR
(24,12),(12,22),0.0763673 # DEPENDENCYPART_GRANDPAR
(24,12),(12,23),0.335545 # DEPENDENCYPART_GRANDPAR
(24,12),(12,24),-1.11507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,12),(12,25),0.327721 # DEPENDENCYPART_GRANDPAR
(24,12),(12,27),0.0193355 # DEPENDENCYPART_GRANDPAR
(24,12),(12,28),0.0498418 # DEPENDENCYPART_GRANDPAR
(24,12),(12,29),-0.544464 # DEPENDENCYPART_GRANDPAR
(24,14),(14,2),-0.733431 # DEPENDENCYPART_GRANDPAR
(24,14),(14,3),-0.327034 # DEPENDENCYPART_GRANDPAR
(24,14),(14,4),-0.509047 # DEPENDENCYPART_GRANDPAR
(24,14),(14,5),-0.621033 # DEPENDENCYPART_GRANDPAR
(24,14),(14,6),-0.58252 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),-0.641864 # DEPENDENCYPART_GRANDPAR
(24,14),(14,9),-0.665739 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.545541 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),-0.452583 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.353211 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.0698321 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.696824 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),-0.509719 # DEPENDENCYPART_GRANDPAR
(24,14),(14,18),-0.491233 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),-0.15303 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),-0.263608 # DEPENDENCYPART_GRANDPAR
(24,14),(14,21),-0.192965 # DEPENDENCYPART_GRANDPAR
(24,14),(14,22),-0.130183 # DEPENDENCYPART_GRANDPAR
(24,14),(14,23),0.146227 # DEPENDENCYPART_GRANDPAR
(24,14),(14,24),-1.40772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,14),(14,25),-0.0592827 # DEPENDENCYPART_GRANDPAR
(24,14),(14,27),-0.367669 # DEPENDENCYPART_GRANDPAR
(24,14),(14,28),-0.261069 # DEPENDENCYPART_GRANDPAR
(24,14),(14,29),-0.820394 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),-0.262902 # DEPENDENCYPART_GRANDPAR
(24,16),(16,11),0.271458 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),0.298187 # DEPENDENCYPART_GRANDPAR
(24,17),(17,4),-0.19283 # DEPENDENCYPART_GRANDPAR
(24,17),(17,7),-0.0120272 # DEPENDENCYPART_GRANDPAR
(24,17),(17,8),-0.289401 # DEPENDENCYPART_GRANDPAR
(24,17),(17,10),-0.193078 # DEPENDENCYPART_GRANDPAR
(24,17),(17,12),-0.00432694 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),0.00550429 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),0.0372286 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),0.14478 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.37918 # DEPENDENCYPART_GRANDPAR
(24,18),(18,7),-0.0120272 # DEPENDENCYPART_GRANDPAR
(24,18),(18,9),-0.361304 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),0.00550429 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),0.0372286 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),0.14478 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.37918 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.223483 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),0.425904 # DEPENDENCYPART_GRANDPAR
(24,18),(18,28),-0.306133 # DEPENDENCYPART_GRANDPAR
(24,19),(19,2),-0.481009 # DEPENDENCYPART_GRANDPAR
(24,19),(19,3),-0.0617881 # DEPENDENCYPART_GRANDPAR
(24,19),(19,4),-0.247121 # DEPENDENCYPART_GRANDPAR
(24,19),(19,5),-0.200452 # DEPENDENCYPART_GRANDPAR
(24,19),(19,6),-0.296406 # DEPENDENCYPART_GRANDPAR
(24,19),(19,7),-0.0241436 # DEPENDENCYPART_GRANDPAR
(24,19),(19,8),-0.394514 # DEPENDENCYPART_GRANDPAR
(24,19),(19,9),-0.412846 # DEPENDENCYPART_GRANDPAR
(24,19),(19,10),-0.298191 # DEPENDENCYPART_GRANDPAR
(24,19),(19,11),0.294508 # DEPENDENCYPART_GRANDPAR
(24,19),(19,12),-0.0317787 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),-0.0758275 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),-0.0186476 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),0.132663 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),-0.480303 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.270547 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.252061 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.0998696 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.00308717 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),0.0913047 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.354213 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.11525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),0.327146 # DEPENDENCYPART_GRANDPAR
(24,19),(19,26),0.00934451 # DEPENDENCYPART_GRANDPAR
(24,19),(19,27),0.01876 # DEPENDENCYPART_GRANDPAR
(24,19),(19,28),0.04966 # DEPENDENCYPART_GRANDPAR
(24,19),(19,29),-0.544646 # DEPENDENCYPART_GRANDPAR
(24,21),(21,2),-0.816827 # DEPENDENCYPART_GRANDPAR
(24,21),(21,3),-0.350755 # DEPENDENCYPART_GRANDPAR
(24,21),(21,4),-0.576616 # DEPENDENCYPART_GRANDPAR
(24,21),(21,5),-0.747334 # DEPENDENCYPART_GRANDPAR
(24,21),(21,6),-0.594984 # DEPENDENCYPART_GRANDPAR
(24,21),(21,9),-0.749135 # DEPENDENCYPART_GRANDPAR
(24,21),(21,10),-0.592792 # DEPENDENCYPART_GRANDPAR
(24,21),(21,12),-0.578884 # DEPENDENCYPART_GRANDPAR
(24,21),(21,13),-0.336922 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),-0.271543 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.774904 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.606364 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.587878 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.501046 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.366534 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.169757 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.0765356 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.43566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.105327 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-0.413712 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.296312 # DEPENDENCYPART_GRANDPAR
(24,21),(21,29),-0.847236 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.111156 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.0577912 # DEPENDENCYPART_GRANDPAR
