# _root_ Külön biztató , hogy a részvények nemcsak a hazai , hanem a külföldi befektetők számára is újra vonzóak .
#goldHeads=4,4,4,0,6,18,18,18,8,18,18,14,14,15,18,18,18,4,4,
#predictedHeads=4,4,4,0,6,7,4,14,14,11,4,14,14,15,18,18,18,11,4,
(18,14),(14,10),-0.143835 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.141522 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.0312988 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0247665 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.156561 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.104632 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.302456 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.174958 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.261589 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.176403 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.1418 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.10242 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.137884 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.0449027 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.00534544 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0127935 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.178806 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0864577 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.807777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.470936 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.372606 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.432015 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.403569 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.338105 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.301163 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.271748 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.331031 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.247426 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.118452 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.135023 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.178141 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.254323 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0508788 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.824075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.475683 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.423164 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.326631 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.403616 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.26251 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.229975 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.246533 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.126063 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.154983 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.224288 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.243653 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.814598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.481723 # DEPENDENCYPART_GRANDPAR
