# _root_ Európában elsősorban az olaszok és a franciák híresek kávézóikról , ahol a fekete ital számos változatát készítik , fogyasztásuk pedig mindennapos szertartássá vált .
#goldHeads=9,9,4,5,9,7,5,9,0,9,17,14,14,16,16,17,9,17,23,23,22,23,17,9,
#predictedHeads=17,23,4,5,17,7,8,9,5,23,17,14,14,16,16,17,0,17,23,23,22,23,17,17,
(20,15),(15,9),-0.335226 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.287688 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.303834 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.0990759 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.269466 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.243695 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.0732116 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.996113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,23),-0.400525 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.710637 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.603361 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.276681 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.330728 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.275134 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.552747 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.468674 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.182583 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.346011 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.143975 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.329832 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.356638 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.117621 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.280251 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.149007 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.0785995 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.428884 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.590918 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.229038 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.315192 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.472648 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.306814 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.512416 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.454329 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.139864 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.331669 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.173774 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.249345 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.316308 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.0713896 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.265909 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.159279 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.236648 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.250074 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.13605 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.36017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.349718 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-1.03827 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.745276 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.97292 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.356638 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.117621 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.280251 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.149007 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.25099 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0731186 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.339475 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.01872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.136949 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.73415 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.546416 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.869359 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.612046 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.722854 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.735894 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.549911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,5),-0.727577 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-0.971008 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-1.1474 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.616763 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.7749 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.549662 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.958975 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.570949 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.929714 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.623463 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.743733 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.796249 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.555027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.365595 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-1.59114 # DEPENDENCYPART_GRANDPAR
(20,23),(23,2),-0.953965 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-0.932963 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-1.47701 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-1.02405 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-1.45935 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-0.832982 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-1.33669 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-0.851301 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.9829 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.989396 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.765881 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-1.27093 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.772499 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-1.24167 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.943497 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-1.0468 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-1.10821 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.489434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.345927 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.0968795 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.347169 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.763088 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.263921 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.217299 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.310476 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.414675 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.134619 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.239049 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.250775 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.706974 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.67554 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.627093 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.42984 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.388068 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.27183 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.349365 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.278679 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.460351 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.647684 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.334966 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.178812 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.222451 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.221813 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.29927 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.222915 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.225952 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.731271 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.676798 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.49137 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.487995 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.403773 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.373623 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.395245 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.325413 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.534248 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.69442 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.401564 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.205788 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.26833 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.291886 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.346007 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.300295 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.566545 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.250818 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.3236 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.229073 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.862404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.480537 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.768498 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.685076 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.222451 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.221813 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.29927 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.222915 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.519808 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.399593 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0779668 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.282643 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.906163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.519235 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.575114 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.510678 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.371432 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.648708 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.584874 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.253679 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.301535 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.871737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.471767 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.763405 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.681279 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-1.00931 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.530148 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-1.20952 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.855199 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-1.01002 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.60589 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.964526 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.669362 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.089486 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),-0.468437 # DEPENDENCYPART_GRANDPAR
(22,5),(5,13),-0.411262 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),-0.68611 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),-0.181899 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),-0.610033 # DEPENDENCYPART_GRANDPAR
(22,5),(5,17),0.124975 # DEPENDENCYPART_GRANDPAR
(22,5),(5,18),-0.0511139 # DEPENDENCYPART_GRANDPAR
(22,5),(5,20),-0.130031 # DEPENDENCYPART_GRANDPAR
(22,5),(5,23),-0.665594 # DEPENDENCYPART_GRANDPAR
(22,5),(5,24),-0.558451 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.97735 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.822959 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.405913 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.880618 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.845945 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.306687 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-1.01988 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.691035 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.298234 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.903259 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.582415 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.423133 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.662445 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.363476 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.730491 # DEPENDENCYPART_GRANDPAR
(22,14),(14,1),-0.983205 # DEPENDENCYPART_GRANDPAR
(22,14),(14,2),-0.411984 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.97735 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.822959 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.406196 # DEPENDENCYPART_GRANDPAR
(22,14),(14,6),-0.880618 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.717424 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-0.988035 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.783267 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.202263 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.462204 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.702728 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.443348 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.203296 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.602997 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.388957 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.113205 # DEPENDENCYPART_GRANDPAR
(22,14),(14,23),-0.624858 # DEPENDENCYPART_GRANDPAR
(22,14),(14,24),-0.584489 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.894728 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.595437 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.945274 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.57324 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.911472 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.148614 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.458448 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.0861949 # DEPENDENCYPART_GRANDPAR
(22,15),(15,23),-0.580856 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.543098 # DEPENDENCYPART_GRANDPAR
(22,16),(16,1),-0.983205 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.411984 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.97735 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),-0.405913 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-0.880618 # DEPENDENCYPART_GRANDPAR
(22,16),(16,7),-0.717424 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.988035 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.783267 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.202263 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.462204 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.702728 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.443348 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.800011 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.180741 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.388957 # DEPENDENCYPART_GRANDPAR
(22,16),(16,23),-0.624858 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.960689 # DEPENDENCYPART_GRANDPAR
(22,17),(17,2),-0.480227 # DEPENDENCYPART_GRANDPAR
(22,17),(17,3),-1.1593 # DEPENDENCYPART_GRANDPAR
(22,17),(17,4),-0.806263 # DEPENDENCYPART_GRANDPAR
(22,17),(17,5),-0.49618 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),-1.04641 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),-0.697069 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),-1.07162 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.761727 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.28645 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.497291 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.86852 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.519638 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.778471 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.287596 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.702398 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.265415 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.545676 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.0450727 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.268885 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-0.664148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.639935 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-0.554691 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.702728 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.443348 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.800011 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.180741 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.723938 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.0642658 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.163891 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.113205 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.236685 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.725703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,2),-0.522113 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.337967 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.318454 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.753411 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.0930944 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.299595 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.539371 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.148091 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.660471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.647154 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.556111 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.185341 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.587744 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.0776738 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.0977468 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.373704 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.0761041 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),0.0269772 # DEPENDENCYPART_GRANDPAR
(23,1),(1,9),-0.137892 # DEPENDENCYPART_GRANDPAR
(23,1),(1,10),-0.149006 # DEPENDENCYPART_GRANDPAR
(23,1),(1,17),-0.114294 # DEPENDENCYPART_GRANDPAR
(23,1),(1,23),-1.40735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,1),(1,24),-0.628617 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-0.0380215 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.0811337 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),-0.145331 # DEPENDENCYPART_GRANDPAR
(23,2),(2,7),-0.312038 # DEPENDENCYPART_GRANDPAR
(23,2),(2,9),-0.246589 # DEPENDENCYPART_GRANDPAR
(23,2),(2,10),-0.243025 # DEPENDENCYPART_GRANDPAR
(23,2),(2,11),0.120392 # DEPENDENCYPART_GRANDPAR
(23,2),(2,14),-0.274319 # DEPENDENCYPART_GRANDPAR
(23,2),(2,16),-0.135976 # DEPENDENCYPART_GRANDPAR
(23,2),(2,17),-0.148146 # DEPENDENCYPART_GRANDPAR
(23,2),(2,18),-0.236617 # DEPENDENCYPART_GRANDPAR
(23,2),(2,19),-0.0222078 # DEPENDENCYPART_GRANDPAR
(23,2),(2,20),-0.0340351 # DEPENDENCYPART_GRANDPAR
(23,2),(2,23),-1.23955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,2),(2,24),-0.449452 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),0.00167015 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.041384 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.0588882 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.20044 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.251451 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.28708 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.173935 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.159082 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.332604 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.238941 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),-0.267156 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.303842 # DEPENDENCYPART_GRANDPAR
(23,5),(5,11),0.0191708 # DEPENDENCYPART_GRANDPAR
(23,5),(5,13),-0.313303 # DEPENDENCYPART_GRANDPAR
(23,5),(5,14),-0.294887 # DEPENDENCYPART_GRANDPAR
(23,5),(5,15),-0.0285337 # DEPENDENCYPART_GRANDPAR
(23,5),(5,16),-0.156543 # DEPENDENCYPART_GRANDPAR
(23,5),(5,17),-0.234843 # DEPENDENCYPART_GRANDPAR
(23,5),(5,18),-0.297434 # DEPENDENCYPART_GRANDPAR
(23,5),(5,20),-0.189815 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-1.48622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,5),(5,24),-0.620573 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),-0.0569187 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),0.0396191 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.0454925 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.0447793 # DEPENDENCYPART_GRANDPAR
(23,8),(8,1),-0.13771 # DEPENDENCYPART_GRANDPAR
(23,8),(8,2),-0.08692 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),0.0124416 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.110748 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.0986288 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),0.121452 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.3481 # DEPENDENCYPART_GRANDPAR
(23,9),(9,1),0.00239808 # DEPENDENCYPART_GRANDPAR
(23,9),(9,2),-0.0407784 # DEPENDENCYPART_GRANDPAR
(23,9),(9,3),-0.0569185 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),0.0396191 # DEPENDENCYPART_GRANDPAR
(23,9),(9,5),-0.0454925 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),-0.044779 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),-0.208689 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),0.00094442 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.146065 # DEPENDENCYPART_GRANDPAR
(23,9),(9,14),-0.165189 # DEPENDENCYPART_GRANDPAR
(23,9),(9,15),0.0932856 # DEPENDENCYPART_GRANDPAR
(23,9),(9,24),-0.628617 # DEPENDENCYPART_GRANDPAR
(23,11),(11,4),-0.0327265 # DEPENDENCYPART_GRANDPAR
(23,11),(11,7),-0.26807 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.201689 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-0.265959 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.284273 # DEPENDENCYPART_GRANDPAR
(23,11),(11,16),-0.145931 # DEPENDENCYPART_GRANDPAR
(23,11),(11,17),-0.153785 # DEPENDENCYPART_GRANDPAR
(23,11),(11,18),-0.25592 # DEPENDENCYPART_GRANDPAR
(23,11),(11,19),-0.032162 # DEPENDENCYPART_GRANDPAR
(23,11),(11,22),0.170277 # DEPENDENCYPART_GRANDPAR
(23,11),(11,23),-1.23934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
