# _root_ Önkéntesek hordták a vizet és az élelmet , a törmelék elszállítását — ha kellett , puszta kézzel — maguk szervezték meg .
#goldHeads=2,0,4,2,2,7,2,2,10,11,20,13,20,13,14,17,14,13,20,2,20,2,
#predictedHeads=2,0,4,2,2,7,2,2,10,11,2,13,2,2,14,17,20,20,20,2,20,2,
(17,14),(14,15),-0.401967 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.145421 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.985106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.589043 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.290412 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.451378 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.52239 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.662676 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.117782 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.559808 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.119569 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.060678 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.16956 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.243589 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.525313 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.419502 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-1.35801 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-0.465792 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-1.02355 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.827222 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-0.96151 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.629245 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.670532 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.11256 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.618786 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.550253 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.266732 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.691204 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.367078 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.599924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.176353 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.12373 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.196131 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.31355 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.243886 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.179863 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),0.102465 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.00143568 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.295037 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),0.250515 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.0851621 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.112854 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),0.0575581 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),0.148553 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.0357635 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.0698104 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.335829 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),-0.137308 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),0.152417 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),0.168775 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),-0.25029 # DEPENDENCYPART_GRANDPAR
(19,2),(2,20),-1.23368 # DEPENDENCYPART_GRANDPAR
(19,2),(2,21),-0.812333 # DEPENDENCYPART_GRANDPAR
(19,2),(2,22),-0.877492 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.410668 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.752427 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.0967814 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.161615 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),0.0514319 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.245862 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.141802 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.0508069 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.198501 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.492789 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.300359 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.0544213 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.00766176 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.457398 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.95036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-1.18984 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.751803 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.83513 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.258385 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.517393 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),0.0554735 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.0678365 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),0.203728 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.0815824 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.010482 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.101477 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.0972729 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.157224 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.153051 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.121081 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.130822 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.257259 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.982011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-1.23676 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.817937 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.878313 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.334886 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.412506 # DEPENDENCYPART_GRANDPAR
(20,1),(1,17),-0.0357442 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-1.45687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,22),-0.709244 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.527695 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.790701 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.499376 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.338426 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.248316 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.497079 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.212493 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.469039 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.506448 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.56307 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.0620339 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.0772491 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.164766 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.353456 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),-0.176008 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),-0.12008 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),-0.306467 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.23124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,21),-0.142692 # DEPENDENCYPART_GRANDPAR
(20,2),(2,22),-0.423164 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.333529 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.634936 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.409999 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.684807 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.737866 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.820391 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.612619 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.241231 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.534259 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.221681 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.543741 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.600363 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),0.0173358 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),-0.248457 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.214763 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.362644 # DEPENDENCYPART_GRANDPAR
(20,5),(5,17),-0.160736 # DEPENDENCYPART_GRANDPAR
(20,5),(5,18),-0.227098 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-1.53474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,22),-0.700735 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.635858 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.406317 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.202157 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.128095 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.0669897 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.418752 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.475374 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),0.0710499 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.10432 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),-0.207953 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),-0.0357444 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-1.45687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,22),-0.709244 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.635858 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.406315 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.202157 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.128095 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.402681 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.115933 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.314196 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.0357442 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.477671 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.334016 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.635858 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.406315 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.202157 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.128095 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.402681 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.115933 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.314196 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.412193 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),0.0710499 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.10432 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.207953 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.0357442 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.173384 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.45687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,22),-0.709244 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.769797 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.792595 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.697596 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.459842 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.694814 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.40034 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.704319 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.760941 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.0930744 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.288071 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.503686 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.32952 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.281117 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.296 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.102866 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.5125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.434017 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.694674 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.558849 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.361434 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.485624 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.30322 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.48386 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.195391 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.493371 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.549993 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.083858 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.126379 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.318533 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.163915 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.100924 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.262058 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.100983 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.24969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.167944 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.43887 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.573791 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.630413 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.0280006 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.15598 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.213511 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.343946 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.189914 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.35659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,2),-0.334288 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.6364 # DEPENDENCYPART_GRANDPAR
(20,17),(17,4),-0.407416 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.202428 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.128905 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.403782 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.118383 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.314737 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.413293 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.469915 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),0.0066779 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.122309 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.0937466 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.259346 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.0558367 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.176098 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.45687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,2),-0.284483 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.0691462 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.0499463 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.212005 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.385635 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.697793 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.395829 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.707305 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.763926 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.328718 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.393086 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.536792 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.397836 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.327648 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.573151 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.109788 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),-0.32845 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.443997 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.317091 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.289976 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.475185 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.141464 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.173583 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-0.181841 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),-0.306434 # DEPENDENCYPART_GRANDPAR
(21,7),(7,14),-0.13498 # DEPENDENCYPART_GRANDPAR
(21,7),(7,15),-0.0979267 # DEPENDENCYPART_GRANDPAR
(21,7),(7,17),-0.0449333 # DEPENDENCYPART_GRANDPAR
(21,7),(7,20),-0.145994 # DEPENDENCYPART_GRANDPAR
(21,7),(7,22),-0.507982 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.443997 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.317091 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.289976 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.475185 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.299419 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.261285 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.344992 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.0449331 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),-0.330812 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.350674 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.443997 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.317091 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.289976 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.475185 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.299419 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.261285 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.344992 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.331651 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.306434 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.13498 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.0979267 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.0449331 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),-0.172768 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),-0.145994 # DEPENDENCYPART_GRANDPAR
(21,11),(11,22),-0.507982 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),-0.305724 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),-0.433761 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.291018 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.309513 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.274337 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.331005 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.306563 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.314821 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.32552 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.195009 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.217811 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.26138 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.142208 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.191097 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),-0.169277 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),-0.20073 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.936127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,22),-0.49957 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.374067 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.382325 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.32928 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.167436 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.229104 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.235697 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.093485 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.124998 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.348512 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.442313 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.315677 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.287813 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.473975 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.298005 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.261242 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.343308 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.330237 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.338495 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.339225 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.195052 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.193565 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.217705 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.207955 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.172847 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.145999 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.32446 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.166447 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.175524 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.160776 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.472781 # DEPENDENCYPART_GRANDPAR
