# _root_ Mert csupán úgy adták elő a falhoz tapadó , földön vonagló vagy ölelkező " koreográfiákat " , amilyen szinten prózai színészektől kitelik .
#goldHeads=4,4,4,0,4,7,8,15,15,11,15,15,15,15,4,15,4,19,22,21,22,4,4,
#predictedHeads=4,4,4,0,4,7,8,15,4,11,15,15,15,15,4,15,4,22,20,21,22,4,4,
(13,22),(22,23),-0.374863 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.32582 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.327513 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.292631 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),0.0220881 # DEPENDENCYPART_GRANDPAR
(15,1),(1,16),-0.585783 # DEPENDENCYPART_GRANDPAR
(15,1),(1,17),-0.726593 # DEPENDENCYPART_GRANDPAR
(15,1),(1,22),-0.362535 # DEPENDENCYPART_GRANDPAR
(15,1),(1,23),-0.874256 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.303292 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.182582 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.125653 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.233107 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.236302 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.323473 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.205223 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.134158 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.0260075 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.102598 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.158238 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.425733 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.134933 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.20542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,22),-0.327268 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-0.89163 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.335242 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.185823 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.00204048 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0407841 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.0410445 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.174888 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.442382 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.180657 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.26796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.619109 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.758187 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.486297 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.341871 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.233107 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.236302 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.323473 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.205223 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.134158 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.0981481 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.107195 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.210835 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.17886 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.425733 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.327268 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.248121 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.442876 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.443811 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.477117 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0213525 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0675636 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.0399766 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.00357612 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.35377 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.067284 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.19726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,19),-0.415603 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.362006 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.873915 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.125653 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.233107 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.236302 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.323473 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.205223 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.134158 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.0981481 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.107195 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.210835 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.123077 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.236708 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.134933 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.20542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.596038 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.734353 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.423762 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.375055 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.524705 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.327268 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.89163 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.767215 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.420762 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.395833 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.202608 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.128339 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.337113 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.670727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.101346 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.357156 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.117921 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0363833 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.110268 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.71008 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.41649 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.345406 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.342978 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.19046 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.0754834 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.314042 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.75708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.147063 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.399202 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.107429 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0245693 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.767215 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.479026 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.420762 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.332978 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.407941 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.395833 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.202608 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.128339 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.337113 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.670026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.101338 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.357152 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.11792 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.111625 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.141258 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-0.616053 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.688271 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.671717 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.758853 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-0.704494 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.41747 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.34679 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.340787 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.346386 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.321862 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.239355 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.0543671 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.352209 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.827706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.209147 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.485681 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.0906856 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0446797 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.170897 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.146989 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.525854 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.507807 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-0.473899 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.453171 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.374268 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.458619 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.382266 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.247571 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.575096 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.656329 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.426717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.116533 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.311537 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.472515 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.494153 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.626778 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.416789 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.369965 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.422236 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.368955 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.194239 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.561784 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.642515 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.462043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.40116 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.507807 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.547485 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-0.473899 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.356507 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.68011 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.453171 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.374268 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.458619 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.382266 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.247571 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.575096 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.656329 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.426717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.276784 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0307702 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.611336 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.595566 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.602979 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.396894 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-1.04476 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.568007 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.501727 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.678226 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.723045 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.667476 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.35578 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.74098 # DEPENDENCYPART_GRANDPAR
(19,8),(8,22),-0.524417 # DEPENDENCYPART_GRANDPAR
(19,8),(8,23),-0.705966 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.595566 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.602979 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.396894 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-1.04476 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.568007 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.838104 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.420282 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.569992 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.456795 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.667476 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.524417 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.733797 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.805331 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.810485 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.550535 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.957601 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.595037 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.740847 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.877707 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.739439 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.423429 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.756215 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.919834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,22),-0.559155 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.688251 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.611336 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.595566 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.602979 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.396894 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-1.04476 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.568007 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.838104 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.420282 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.569992 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.75821 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.398958 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.35578 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.74098 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.322901 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.62234 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.927993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.450849 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.403087 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.524417 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.705966 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.712287 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-1.02212 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.7042 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.894264 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.486423 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.709684 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.81437 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.469806 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.758802 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.376826 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.278664 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.581517 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.990528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.503704 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.465622 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.53902 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.719107 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.554947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.102905 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.0300414 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.07675 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.11865 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.12623 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.22426 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.826115 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.16869 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.804233 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.18932 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.771354 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.957231 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.996629 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.479662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,6),-1.60675 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.18119 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-1.35701 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.860451 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.18877 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-1.27712 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.838263 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-1.22155 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.827304 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.25186 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.794425 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.981064 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.01493 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.393572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.064499 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.441 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.36218 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.523184 # DEPENDENCYPART_GRANDPAR
(20,3),(3,23),-0.639993 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.192364 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.328895 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.162002 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.338149 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.105658 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.467175 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.21579 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.355514 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.416466 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.155266 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.304614 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.060708 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.166303 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.0917612 # DEPENDENCYPART_GRANDPAR
(20,10),(10,22),-0.621617 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.31171 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.25016 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.602831 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.352485 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.276051 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.589651 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.296742 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.455415 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.187203 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.410144 # DEPENDENCYPART_GRANDPAR
(20,11),(11,22),-0.606974 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.432241 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.379255 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.318418 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.639841 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.600636 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.388291 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.425417 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.472377 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.443783 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.19035 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.307539 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),-0.0965512 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-0.654079 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-0.633635 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.438666 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.31171 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.25016 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.602831 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.352485 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.276051 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.589651 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.296742 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.455415 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.461392 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.233148 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.148935 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.307256 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.0543775 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.17217 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.0944052 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.84231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.12102 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.606974 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.63357 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.338144 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.328895 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.102125 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.462445 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.212255 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.282783 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.334186 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.0936506 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.395138 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0712786 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.060708 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.166303 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.0916772 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.884332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.183243 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.621617 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.644753 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.166741 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.734849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.014379 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.316185 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.454141 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.325882 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.0889541 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.386834 # DEPENDENCYPART_GRANDPAR
