# _root_ Kouchnerhez hasonlóan a tanács többi tagja sem tudja még , miképpen lehetne szavatolni a szerb kisebbség biztonságát , s így a kérdés valószínűleg még többször napirendre kerül a testület ülésein .
#goldHeads=2,8,4,6,6,8,8,19,8,8,13,8,12,16,16,17,13,19,0,27,22,27,27,27,27,27,19,29,30,27,19,
#predictedHeads=2,8,4,6,6,8,8,19,8,8,12,8,12,16,16,17,13,19,0,27,22,27,27,26,26,27,19,29,30,27,19,
(19,17),(17,19),-0.803884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,27),-0.367893 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.442293 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.402078 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.453643 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.375797 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.282465 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.185663 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.551108 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.233606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),0.133324 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.0605285 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),0.257277 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),-0.390277 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),0.00621063 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),-0.483441 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.494599 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.0485245 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.285641 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.0252516 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.126323 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.0280612 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.440709 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.279586 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.182784 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.549851 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.130517 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.153812 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.0195125 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.168384 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.103837 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),0.0495192 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.280648 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.183846 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.550101 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.128726 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.14854 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.110258 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.140707 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.119242 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),0.286871 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.331564 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),0.0649236 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.190345 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.192259 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.103827 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.000856174 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.430063 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.0336374 # DEPENDENCYPART_GRANDPAR
(19,26),(26,14),-0.494596 # DEPENDENCYPART_GRANDPAR
(19,26),(26,15),-0.429884 # DEPENDENCYPART_GRANDPAR
(19,26),(26,16),-0.377516 # DEPENDENCYPART_GRANDPAR
(19,26),(26,18),-0.567606 # DEPENDENCYPART_GRANDPAR
(19,26),(26,19),-0.315458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,26),(26,20),0.0499167 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),-0.291135 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.17084 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),0.0390429 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.0774309 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.144727 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),-0.485279 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),-0.0916129 # DEPENDENCYPART_GRANDPAR
(19,27),(27,1),-1.3735 # DEPENDENCYPART_GRANDPAR
(19,27),(27,2),-0.689506 # DEPENDENCYPART_GRANDPAR
(19,27),(27,4),-1.22082 # DEPENDENCYPART_GRANDPAR
(19,27),(27,5),-0.924911 # DEPENDENCYPART_GRANDPAR
(19,27),(27,6),-0.987031 # DEPENDENCYPART_GRANDPAR
(19,27),(27,7),-0.593442 # DEPENDENCYPART_GRANDPAR
(19,27),(27,8),-0.817138 # DEPENDENCYPART_GRANDPAR
(19,27),(27,9),-0.554655 # DEPENDENCYPART_GRANDPAR
(19,27),(27,10),-0.64943 # DEPENDENCYPART_GRANDPAR
(19,27),(27,12),-0.776848 # DEPENDENCYPART_GRANDPAR
(19,27),(27,13),-0.828388 # DEPENDENCYPART_GRANDPAR
(19,27),(27,15),-0.692875 # DEPENDENCYPART_GRANDPAR
(19,27),(27,16),-0.747208 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-0.650335 # DEPENDENCYPART_GRANDPAR
(19,27),(27,18),-0.917959 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-0.328201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,20),-0.0158068 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),-0.31838 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),0.141754 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),0.00684 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.103753 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.157905 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),0.0852758 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.44241 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.390775 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),0.0115736 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.500094 # DEPENDENCYPART_GRANDPAR
(19,29),(29,21),-0.290242 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.144905 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),-0.571461 # DEPENDENCYPART_GRANDPAR
(19,30),(30,23),0.039056 # DEPENDENCYPART_GRANDPAR
(19,30),(30,24),-0.0774178 # DEPENDENCYPART_GRANDPAR
(19,30),(30,25),-0.144714 # DEPENDENCYPART_GRANDPAR
(19,30),(30,26),0.0983755 # DEPENDENCYPART_GRANDPAR
(19,30),(30,28),-0.572341 # DEPENDENCYPART_GRANDPAR
(19,30),(30,29),-0.361817 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),0.0185173 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.166666 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),0.0994816 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),0.0979807 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.207069 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),0.166642 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),0.0198867 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),0.069379 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.0877886 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),0.0702515 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.0636175 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),0.00101353 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.0565854 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.0950468 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),0.0388825 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),0.104132 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),-0.204733 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),-0.0519812 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-0.813484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,22),-0.312932 # DEPENDENCYPART_GRANDPAR
(20,8),(8,23),-0.355938 # DEPENDENCYPART_GRANDPAR
(20,8),(8,24),-0.361277 # DEPENDENCYPART_GRANDPAR
(20,8),(8,25),-0.352624 # DEPENDENCYPART_GRANDPAR
(20,8),(8,26),-0.44039 # DEPENDENCYPART_GRANDPAR
(20,8),(8,27),-0.357546 # DEPENDENCYPART_GRANDPAR
(20,8),(8,29),-0.438977 # DEPENDENCYPART_GRANDPAR
(20,8),(8,30),-0.469636 # DEPENDENCYPART_GRANDPAR
(20,8),(8,31),-0.756042 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),0.00851383 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.168797 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),0.0879773 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.2092 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),0.156638 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),0.0119842 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.0392499 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.0383628 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.0596397 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.0600616 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.00676692 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.0473102 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.0832666 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),0.053541 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.11879 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.194358 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),-0.0487808 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.813387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,22),-0.315131 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-0.355841 # DEPENDENCYPART_GRANDPAR
(20,12),(12,24),-0.361212 # DEPENDENCYPART_GRANDPAR
(20,12),(12,25),-0.352648 # DEPENDENCYPART_GRANDPAR
(20,12),(12,26),-0.442588 # DEPENDENCYPART_GRANDPAR
(20,12),(12,27),-0.356503 # DEPENDENCYPART_GRANDPAR
(20,12),(12,29),-0.441175 # DEPENDENCYPART_GRANDPAR
(20,12),(12,30),-0.471835 # DEPENDENCYPART_GRANDPAR
(20,12),(12,31),-0.756042 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),0.0181687 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.168769 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),0.0977984 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),0.0976322 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.209172 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),0.166293 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),0.0125805 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.0474493 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),0.0396568 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.0826819 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.0604384 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.0602474 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0528286 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.0898103 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),0.0507551 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.116004 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.193709 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.051672 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.812923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.346963 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.312276 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.355377 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),-0.360716 # DEPENDENCYPART_GRANDPAR
(20,13),(13,25),-0.352624 # DEPENDENCYPART_GRANDPAR
(20,13),(13,26),-0.439733 # DEPENDENCYPART_GRANDPAR
(20,13),(13,27),-0.356237 # DEPENDENCYPART_GRANDPAR
(20,13),(13,29),-0.43832 # DEPENDENCYPART_GRANDPAR
(20,13),(13,30),-0.46898 # DEPENDENCYPART_GRANDPAR
(20,13),(13,31),-0.756042 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.0680052 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.0193918 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.105054 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.102399 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.0649417 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.158194 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.115365 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.105054 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.162374 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.067409 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.159765 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.034908 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.101598 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0660892 # DEPENDENCYPART_GRANDPAR
(20,17),(17,27),-0.29098 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.120438 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.282415 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.0393726 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.326758 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),0.0357792 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.126066 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.211767 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.110102 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.286348 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.213102 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.156936 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.081477 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.193177 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.00114335 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0654585 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.403292 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.809134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.273893 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.34787 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.372013 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.36023 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.402269 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.335894 # DEPENDENCYPART_GRANDPAR
(20,19),(19,29),-0.40018 # DEPENDENCYPART_GRANDPAR
(20,19),(19,30),-0.430844 # DEPENDENCYPART_GRANDPAR
(20,19),(19,31),-0.732102 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.416409 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.461822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.03031 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.0830605 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.125272 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.0495277 # DEPENDENCYPART_GRANDPAR
(20,26),(26,14),-0.416409 # DEPENDENCYPART_GRANDPAR
(20,26),(26,15),-0.507623 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-0.4338 # DEPENDENCYPART_GRANDPAR
(20,26),(26,18),-0.546895 # DEPENDENCYPART_GRANDPAR
(20,26),(26,19),-0.43242 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-0.461039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),-0.0390729 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.189641 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),0.000995169 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.0243841 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.00505456 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.0417195 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.0725619 # DEPENDENCYPART_GRANDPAR
(20,27),(27,1),-0.555523 # DEPENDENCYPART_GRANDPAR
(20,27),(27,2),-0.583719 # DEPENDENCYPART_GRANDPAR
(20,27),(27,4),-0.474449 # DEPENDENCYPART_GRANDPAR
(20,27),(27,5),-0.623946 # DEPENDENCYPART_GRANDPAR
(20,27),(27,6),-0.400806 # DEPENDENCYPART_GRANDPAR
(20,27),(27,7),-0.409789 # DEPENDENCYPART_GRANDPAR
(20,27),(27,8),-0.542272 # DEPENDENCYPART_GRANDPAR
(20,27),(27,9),-0.345525 # DEPENDENCYPART_GRANDPAR
(20,27),(27,10),-0.487933 # DEPENDENCYPART_GRANDPAR
(20,27),(27,12),-0.552649 # DEPENDENCYPART_GRANDPAR
(20,27),(27,13),-0.490374 # DEPENDENCYPART_GRANDPAR
(20,27),(27,15),-0.490332 # DEPENDENCYPART_GRANDPAR
(20,27),(27,16),-0.43401 # DEPENDENCYPART_GRANDPAR
(20,27),(27,17),-0.369628 # DEPENDENCYPART_GRANDPAR
(20,27),(27,18),-0.604877 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.503806 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-0.383985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,21),0.00382206 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.16313 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),0.086969 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),0.0670578 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.0178729 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),0.0525531 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.154829 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),0.122307 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),0.0984964 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.318801 # DEPENDENCYPART_GRANDPAR
(20,29),(29,21),-0.0380527 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),-0.00507154 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.29923 # DEPENDENCYPART_GRANDPAR
(20,30),(30,23),0.000995169 # DEPENDENCYPART_GRANDPAR
(20,30),(30,24),-0.0243841 # DEPENDENCYPART_GRANDPAR
(20,30),(30,25),-0.00505456 # DEPENDENCYPART_GRANDPAR
(20,30),(30,26),0.0642714 # DEPENDENCYPART_GRANDPAR
(20,30),(30,28),-0.30025 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),0.0741173 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.735968 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.41303 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.445306 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.34907 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.869295 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.742488 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.600128 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.482533 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.331798 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.793937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,26),-0.326376 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.570161 # DEPENDENCYPART_GRANDPAR
(22,20),(20,29),-0.457765 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-0.349226 # DEPENDENCYPART_GRANDPAR
(22,20),(20,31),-0.674908 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-0.699048 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-1.03879 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.896435 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.753204 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.742784 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.429168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.136419 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.0683461 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.0112094 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.0340587 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-1.04037 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.898007 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.753654 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.743285 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.441003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.0802031 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0754814 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.045733 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.29696 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.180319 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.0685822 # DEPENDENCYPART_GRANDPAR
(22,26),(26,14),-1.29749 # DEPENDENCYPART_GRANDPAR
(22,26),(26,15),-1.21684 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-1.16755 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-0.796646 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.653036 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.802713 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.966117 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.334171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.00467528 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.0879212 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.00539818 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.113416 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.000310852 # DEPENDENCYPART_GRANDPAR
(23,8),(8,1),-0.324101 # DEPENDENCYPART_GRANDPAR
(23,8),(8,2),-0.612828 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.193826 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.32614 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.616089 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.229689 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.279418 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.219299 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-0.466091 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.175897 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),-0.364114 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),-0.326856 # DEPENDENCYPART_GRANDPAR
(23,8),(8,14),-0.307037 # DEPENDENCYPART_GRANDPAR
(23,8),(8,15),-0.485796 # DEPENDENCYPART_GRANDPAR
(23,8),(8,16),-0.273249 # DEPENDENCYPART_GRANDPAR
(23,8),(8,17),-0.237377 # DEPENDENCYPART_GRANDPAR
(23,8),(8,18),-0.353729 # DEPENDENCYPART_GRANDPAR
(23,8),(8,19),-0.189231 # DEPENDENCYPART_GRANDPAR
(23,8),(8,20),-0.100159 # DEPENDENCYPART_GRANDPAR
(23,8),(8,22),-0.234789 # DEPENDENCYPART_GRANDPAR
(23,8),(8,23),-0.925739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,24),-0.444142 # DEPENDENCYPART_GRANDPAR
(23,8),(8,25),-0.39831 # DEPENDENCYPART_GRANDPAR
(23,8),(8,26),-0.513526 # DEPENDENCYPART_GRANDPAR
(23,8),(8,27),-0.526546 # DEPENDENCYPART_GRANDPAR
(23,8),(8,29),-0.705206 # DEPENDENCYPART_GRANDPAR
(23,8),(8,30),-0.696876 # DEPENDENCYPART_GRANDPAR
(23,8),(8,31),-0.802459 # DEPENDENCYPART_GRANDPAR
(23,16),(16,3),-0.244968 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),-0.344127 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.364868 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.299241 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.53463 # DEPENDENCYPART_GRANDPAR
(23,17),(17,7),-0.333544 # DEPENDENCYPART_GRANDPAR
(23,17),(17,9),-0.344127 # DEPENDENCYPART_GRANDPAR
(23,17),(17,10),-0.414859 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.301709 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.536201 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.316811 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.172313 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.152651 # DEPENDENCYPART_GRANDPAR
(23,17),(17,27),-0.469273 # DEPENDENCYPART_GRANDPAR
(23,20),(20,8),-0.398075 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.399207 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.369936 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.579519 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.318128 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.283193 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.318131 # DEPENDENCYPART_GRANDPAR
