# _root_ A jogszabályok nem voltak ilyen szabadok , de utasításba adtam , hogy minden kétes esetben a kutató javára kell dönteni .
#goldHeads=2,4,4,8,6,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
#predictedHeads=2,4,4,8,4,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
(12,8),(8,3),-0.055882 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.41456 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.208039 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.128356 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.403357 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.173405 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.145063 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.211611 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.689816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.303335 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.198456 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.677536 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.574338 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.505107 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.353601 # DEPENDENCYPART_GRANDPAR
(12,8),(8,21),-0.934188 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.226323 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.0731478 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.360081 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.214616 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0543996 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.266155 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0103866 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.208607 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.408745 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.258222 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.909309 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.226861 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.246912 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.000392563 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.369985 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.1684 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0724162 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.352223 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0818796 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.081013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.302638 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.01358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.560967 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.521617 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.525168 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.05498 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.0042 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.900982 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.741255 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.587475 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.15946 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.675572 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.783589 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.833438 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.786733 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.172765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0869421 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.00137691 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.102848 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.751517 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.01117 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.03287 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.58192 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.729103 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.505153 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.842585 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.843429 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.806937 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.266079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.0256631 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0858455 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.295651 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0952687 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.196252 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.518479 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),-0.0230623 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.0895542 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.463475 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.606866 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.180231 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.806937 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.264978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),-0.0222185 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.0899012 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.464048 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.607423 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0204756 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),-1.34385 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.91005 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-1.37244 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.959871 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.809033 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-1.04828 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.852532 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-1.17498 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-1.18231 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-1.12611 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.229775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.11894 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.15805 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.414114 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.568017 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.0747484 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0340451 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.447431 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.520746 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-1.32496 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-0.901618 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-1.3628 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.951735 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.804844 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-1.03767 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.84756 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-1.15609 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-1.17267 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-1.11551 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.20981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),-0.0548747 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.193061 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.49704 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.539873 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.00553889 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.114332 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.207013 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.52021 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.452995 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.699927 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.620363 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.292664 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.432798 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.584123 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.444755 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.418185 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.492418 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.592006 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.380937 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.568191 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.288893 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.568661 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.225202 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.339286 # DEPENDENCYPART_GRANDPAR
(14,9),(9,15),-0.452476 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.42467 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.501345 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.740138 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.633265 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.351363 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.429986 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.626417 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.335054 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.641017 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.29026 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.424646 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.493024 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.35937 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.35534 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.398318 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.748393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.413836 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.364348 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.579747 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.829337 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.465249 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.538666 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.732668 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.475676 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.511348 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.774634 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.416924 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.720715 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.407215 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.453853 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.614656 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.593589 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.369179 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.763835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.416089 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.582051 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.831658 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.466241 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.541731 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.729717 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.718015 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.344352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0788379 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0410336 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.28778 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.575206 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.646591 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.718015 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.344006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0794098 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0415908 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0856159 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.73529 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.904325 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.669133 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.358532 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.201273 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.746794 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.331759 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.210781 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.531923 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.0626716 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.403047 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.207912 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.180897 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.00218609 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.02927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,17),-0.400703 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.556525 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.61191 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.459867 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.724431 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.764945 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.565478 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.305239 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.341938 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.0369358 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.246277 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.231439 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.438792 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.0307184 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.317565 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.184606 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.147613 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.040751 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.02675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.39824 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.554078 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.579334 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.429942 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.741014 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.754144 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.420788 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.484627 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.278266 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.981822 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.397223 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.475756 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0496058 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.246548 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.226378 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.12084 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.02207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-0.39355 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.549389 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.626653 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.476608 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.725716 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.735211 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.300721 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.350384 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.180051 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.876089 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.231375 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.220785 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.0893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,19),-0.5934 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.444546 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.754155 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.900928 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.669637 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.359727 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.439952 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.230362 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.959523 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.315485 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.331184 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.451474 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.404216 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.205911 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.171872 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.00401378 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.0278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.251921 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.399236 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.555058 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.611827 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.459784 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.724357 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.746768 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.393585 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.518649 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.261083 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.966663 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.359717 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.28389 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.525924 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.22224 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.431006 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0986283 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.03253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.404009 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.559848 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.626165 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.475728 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.725677 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.0347743 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.351112 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0444872 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.246874 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.155316 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.101892 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.39824 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.554078 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.591335 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.593972 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.493123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.115177 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.144015 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.675819 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.564424 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.591335 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.593972 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.497045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.112373 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.132818 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.26818 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.507538 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.252162 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.405204 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.428104 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.49807 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.03713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.546115 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-1.15694 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.918083 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.550778 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-1.25419 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.440331 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.474693 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.638689 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.264462 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.471307 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.528277 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.487666 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.67425 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.572372 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.09967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.608653 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.798491 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.843215 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.844667 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.994762 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.13584 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.832202 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.00332 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.505663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,2),-0.940455 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.482191 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.682137 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.388323 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-1.11789 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.391077 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.343749 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.901144 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.22115 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.355037 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.195574 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.427617 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.182797 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.992357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.654408 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.653524 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.577049 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.0795876 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.718564 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0362786 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.162685 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.319202 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.34783 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.184042 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.986735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,1),-0.546447 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.889027 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.514905 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-1.0277 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.264828 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.283272 # DEPENDENCYPART_GRANDPAR
