# _root_ És van egy elvem , ami lehet , hogy sokak szemében nem lesz szimpatikus : nem szeretnék semminek a mártírja lenni .
#goldHeads=0,1,4,2,2,7,2,7,7,11,13,13,7,13,1,17,1,17,20,21,17,1,
#predictedHeads=2,0,4,2,2,7,2,7,7,11,13,13,9,13,13,17,13,21,20,21,17,2,
(13,14),(14,4),-0.814429 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.444915 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.410247 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.54133 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.187852 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.125646 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.307017 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.98908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.468269 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.2343 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.314087 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0915435 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.188671 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.213782 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.905867 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.173479 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.947689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0749917 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.433126 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.226596 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.237573 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.356172 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.57606 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.566793 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.327261 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.21395 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.477654 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.423676 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.463909 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),0.0522968 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),0.121991 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.197336 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.01532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0630022 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.603421 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.204437 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0898506 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.281928 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.0953552 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.1422 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.862755 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.111797 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.0682214 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.290963 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.336098 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.561686 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-0.548508 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.312897 # DEPENDENCYPART_GRANDPAR
(13,21),(21,6),-0.191523 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.46328 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.409312 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.443835 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),0.066661 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),0.140275 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.188021 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-1.00674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),-0.0549423 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.611502 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.195653 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.275287 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.0502569 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.408136 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.129543 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.8756 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.484122 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.668928 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.222041 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.429598 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.229491 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.206939 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.0493026 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.471267 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),-0.265677 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),-0.373085 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.735314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.409095 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.303473 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.595123 # DEPENDENCYPART_GRANDPAR
(14,1),(1,21),-0.517499 # DEPENDENCYPART_GRANDPAR
(14,1),(1,22),-0.617813 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.389235 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.751216 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.424221 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.43717 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.530588 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.431671 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.279402 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.0239784 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.551682 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.32116 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.482726 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.726888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.458333 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.354655 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.602004 # DEPENDENCYPART_GRANDPAR
(14,2),(2,21),-0.524643 # DEPENDENCYPART_GRANDPAR
(14,2),(2,22),-0.622018 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.372353 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.434325 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.882644 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.274433 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.422237 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.472652 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.00561945 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.415467 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-0.562134 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.629436 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.533537 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.40729 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.427832 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.205639 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.612425 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.372796 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.434767 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.88134 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.605716 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.235372 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.35384 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.402097 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.242822 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.166766 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0696082 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.563407 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.326407 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.250469 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.609581 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.72831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.415701 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.566319 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.488451 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.428271 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.506426 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.972038 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.653076 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.302933 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.385901 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.483847 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.310383 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.137409 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0226663 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.454689 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.237645 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.726536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.457603 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.357546 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.601074 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.149032 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.481694 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.539155 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.523713 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.622067 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.608397 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.80194 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.352224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0799341 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.189298 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.186071 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.842804 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.928096 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.15402 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.653013 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-0.769883 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.897031 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.660463 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.633591 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.319854 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.956435 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.681005 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.831727 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.346479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.223443 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0107527 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.218746 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.097018 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0397251 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.074733 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.22289 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.0407216 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.198568 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.158835 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.839949 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.928091 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-1.15206 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.653013 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-0.765852 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.897026 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.660463 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.630737 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.319854 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.954474 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.68353 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.831722 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.346082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.23782 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.0137577 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.227819 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.178274 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.205098 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.134058 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.242642 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.391654 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.364602 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.224365 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.324261 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.316354 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.433 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.440814 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.375291 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.194729 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.320353 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.302708 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.136655 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.375168 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.288291 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.302898 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.310397 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.115159 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.238756 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.169946 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0817831 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.285957 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.571608 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.896888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.495692 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.429393 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.446611 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.475699 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.430676 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.732122 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.257839 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.393111 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.267177 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.435732 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.365629 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.370961 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.281742 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.30203 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.200259 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.22556 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.331039 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.816098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.427705 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.421369 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.430028 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.362427 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.714835 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.412588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),-0.0467041 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.0583973 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.620727 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-0.753541 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.612106 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-0.756421 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.688636 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.723359 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.69165 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.615405 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.597487 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.646107 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.548663 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.579186 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.662773 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.818735 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.445914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.0811242 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.0635212 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.113264 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.031555 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.347142 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-1.03907 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.396432 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.241485 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-1.12423 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.294786 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.223855 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.19448 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),0.00277319 # DEPENDENCYPART_GRANDPAR
(17,1),(1,12),-0.0471427 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),-0.766164 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),0.0714137 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.305745 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),0.0194941 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-1.38088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,21),-0.436753 # DEPENDENCYPART_GRANDPAR
(17,1),(1,22),-1.00398 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.0391949 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.199628 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.0982031 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),0.00734439 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.988512 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.151504 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.0757092 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.0972476 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),0.202341 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),0.0530022 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.654754 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.24583 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.287884 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),0.119639 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.0869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,21),-0.143294 # DEPENDENCYPART_GRANDPAR
(17,2),(2,22),-0.716709 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.0921797 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.844321 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.305011 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.0377344 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.0335625 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.961097 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.0668877 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-0.608685 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.3259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,22),-1.01994 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.0553485 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.10866 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.0588828 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.850937 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.385341 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.225459 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.103839 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.0828834 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.155529 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.0794677 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.139689 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.0886551 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.019963 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.675431 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),0.20183 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.299065 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.0865998 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.10388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,21),-0.160282 # DEPENDENCYPART_GRANDPAR
(17,7),(7,22),-0.733614 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.366872 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-1.40987 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.52642 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.349591 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.304008 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-1.5536 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.402893 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.271529 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0975955 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.842603 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.0192397 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.387496 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.42111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,21),-0.476983 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),-1.03688 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.0524577 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0472916 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-0.912818 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.090741 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.842882 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.300066 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.14097 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.00409963 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.0259472 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.961046 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.0574011 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.100926 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0489314 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-1.11625 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.190618 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.125302 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.0394784 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.187582 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.147477 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.16241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,21),-0.218047 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.0984222 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.867723 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.365859 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.146025 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.0882841 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.0920252 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.994465 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.141586 # DEPENDENCYPART_GRANDPAR
