# _root_ — Azt a határtalan boldogságot nem lehet leírni , amikor a bagi fiúk a második vonalba jutottak — mondja Lajtos_István , a RO-LA_Kft. egyik társtulajdonosa .
#goldHeads=19,5,5,5,8,7,19,7,7,17,13,13,17,16,16,17,2,19,0,19,19,23,25,25,19,19,
#predictedHeads=19,8,5,5,8,7,19,7,19,17,13,13,17,16,16,17,19,19,0,19,19,23,25,25,19,19,
(16,20),(20,26),-0.404089 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.168511 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.016944 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.156734 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.265773 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.137584 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.205036 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.157078 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.497361 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.188095 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.245667 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),0.058212 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.0139265 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.135039 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),0.206121 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-0.653191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,18),-0.350865 # DEPENDENCYPART_GRANDPAR
(17,2),(2,19),-0.171023 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),0.0745586 # DEPENDENCYPART_GRANDPAR
(17,2),(2,21),-0.087344 # DEPENDENCYPART_GRANDPAR
(17,2),(2,23),0.0416347 # DEPENDENCYPART_GRANDPAR
(17,2),(2,24),-0.103166 # DEPENDENCYPART_GRANDPAR
(17,2),(2,25),0.186041 # DEPENDENCYPART_GRANDPAR
(17,2),(2,26),-0.852804 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.204573 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.195231 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.293832 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),0.00187836 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.156435 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.255451 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.0310984 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.00428108 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.082192 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.383623 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),0.0972639 # DEPENDENCYPART_GRANDPAR
(17,5),(5,26),-1.26136 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.307987 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.102651 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.179936 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.416223 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.111061 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.231973 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.00913217 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.24236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,19),-0.76101 # DEPENDENCYPART_GRANDPAR
(17,6),(6,26),-1.08454 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.355773 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.033715 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.0184539 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.0437405 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.057401 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.00378728 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.158957 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.259012 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.11331 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.16635 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.0615108 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.072383 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.142433 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.268777 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.1952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.664697 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.714362 # DEPENDENCYPART_GRANDPAR
(17,7),(7,20),-0.147899 # DEPENDENCYPART_GRANDPAR
(17,7),(7,21),-0.365356 # DEPENDENCYPART_GRANDPAR
(17,7),(7,23),-0.180823 # DEPENDENCYPART_GRANDPAR
(17,7),(7,25),-0.0364483 # DEPENDENCYPART_GRANDPAR
(17,7),(7,26),-0.986148 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.342705 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.0243197 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.00882702 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.0229553 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.0168861 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.0187248 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.423991 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.251752 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.145488 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.141518 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),0.0927196 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),0.00838794 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.1176 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.349548 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.18046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.65195 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.699631 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.350698 # DEPENDENCYPART_GRANDPAR
(17,8),(8,23),-0.164609 # DEPENDENCYPART_GRANDPAR
(17,8),(8,25),-0.0202343 # DEPENDENCYPART_GRANDPAR
(17,8),(8,26),-0.975284 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.0345228 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.226999 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.0357251 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.305435 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.24389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.641191 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.762534 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.413421 # DEPENDENCYPART_GRANDPAR
(17,10),(10,25),-0.141813 # DEPENDENCYPART_GRANDPAR
(17,10),(10,26),-1.08391 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.318888 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.455041 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),0.00187836 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.129824 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.504414 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.191238 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.240863 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.114793 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.165471 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.255177 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),0.0313738 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),0.00455432 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.0824652 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.0332616 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.00247807 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.389594 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.0745786 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.152288 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.165322 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),0.0135905 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.208047 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.037004 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.438443 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.40609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.81418 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.924504 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.576045 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.591839 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.608969 # DEPENDENCYPART_GRANDPAR
(17,13),(13,26),-1.26136 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.386728 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.044267 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.154447 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.805511 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),0.0313738 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.00247807 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.389594 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0745786 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.152288 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),0.165322 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0135905 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.208047 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.10411 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0375077 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.310684 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.81418 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.924504 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.576045 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.608969 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.606744 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.113437 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.290763 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.145167 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.14546 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.243214 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.668726 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.36342 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.372768 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),0.0810392 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.281727 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.0206884 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.0745925 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.257809 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),0.197564 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.266567 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.96671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.351573 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0509978 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.214059 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.469638 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.0839216 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.0440532 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),0.0605177 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.842597 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.571403 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.163221 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.902118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.246003 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.137775 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.0028451 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.0610238 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.147279 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.831907 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0493457 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.0418011 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.102638 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.517159 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.0610238 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.147279 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.167057 # DEPENDENCYPART_GRANDPAR
(17,25),(25,14),-0.571403 # DEPENDENCYPART_GRANDPAR
(17,25),(25,15),-0.163221 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.902118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,18),-0.246003 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.0289384 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.0891002 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.517159 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.00398552 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.0459076 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.134294 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.216066 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),0.353172 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),0.285591 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),0.276849 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),0.469216 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),0.116247 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),0.503106 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.208048 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),0.0310406 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),-0.0263754 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),0.34304 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),0.019923 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-0.651129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,20),0.442553 # DEPENDENCYPART_GRANDPAR
(19,2),(2,21),-0.0466896 # DEPENDENCYPART_GRANDPAR
(19,2),(2,23),0.259112 # DEPENDENCYPART_GRANDPAR
(19,2),(2,24),0.0301209 # DEPENDENCYPART_GRANDPAR
(19,2),(2,25),0.280756 # DEPENDENCYPART_GRANDPAR
(19,2),(2,26),-0.516722 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.07122 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),0.118757 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.160563 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.163702 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.171379 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.113715 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),0.19548 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),0.00931574 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),0.00194663 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.391367 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),0.267639 # DEPENDENCYPART_GRANDPAR
(19,5),(5,26),-0.906055 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.176168 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.183396 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),0.383101 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),0.366742 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),0.555002 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),0.138189 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),0.167496 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),0.428825 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.22814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,26),-0.729355 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.225012 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),0.1185 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.00579989 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.127534 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),0.50342 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.44147 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),0.533689 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),0.124343 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),0.590545 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.145987 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.109851 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),0.121925 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.0527784 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),0.0645087 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),0.407513 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),-0.00630418 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.18803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,20),0.228089 # DEPENDENCYPART_GRANDPAR
(19,7),(7,21),-0.289846 # DEPENDENCYPART_GRANDPAR
(19,7),(7,23),0.0446487 # DEPENDENCYPART_GRANDPAR
(19,7),(7,25),0.0662608 # DEPENDENCYPART_GRANDPAR
(19,7),(7,26),-0.63666 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.212402 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),0.129169 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),0.0033636 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.107212 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),0.543473 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),0.453711 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),0.356136 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),0.129897 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.621017 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.122861 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.080349 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),0.201604 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.029653 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.144188 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.431759 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),-0.00348992 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.17285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,21),-0.274739 # DEPENDENCYPART_GRANDPAR
(19,8),(8,23),0.0613122 # DEPENDENCYPART_GRANDPAR
(19,8),(8,25),0.0829243 # DEPENDENCYPART_GRANDPAR
(19,8),(8,26),-0.625347 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),0.528523 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.143981 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),0.140903 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.0834871 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),0.412737 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.130084 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.22965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,21),-0.332085 # DEPENDENCYPART_GRANDPAR
(19,10),(10,25),-0.0319561 # DEPENDENCYPART_GRANDPAR
(19,10),(10,26),-0.728719 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.126775 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.225677 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),0.163702 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),0.43391 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.2699 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),0.464855 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.13176 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),0.553092 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.155249 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.113441 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),0.195755 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),0.00958898 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),0.00221987 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),0.608513 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),0.436772 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),0.387777 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),0.584572 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.23141 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.603135 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.00654138 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.0121633 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.023945 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.210243 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.45648 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.110678 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.39128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.192799 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.510373 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.376239 # DEPENDENCYPART_GRANDPAR
(19,13),(13,26),-0.906055 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.250955 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.21484 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.212486 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.27226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,2),0.195755 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),0.436772 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),0.387777 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),0.584572 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),0.23141 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),0.603135 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.00654138 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),0.0121633 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.287233 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.086667 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.181952 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.110678 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.39128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.192799 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.376239 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.212391 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),0.129173 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),0.0033636 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.107167 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),0.543473 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),0.453711 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),0.356136 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),0.558836 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),0.139781 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),0.748531 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.0127667 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.0980276 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.222193 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.0804416 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.179222 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.164777 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0053425 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.17286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),0.244725 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.274748 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.211642 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),0.0612838 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.0965544 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),0.0828959 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.625357 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.49807 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.297919 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.0584915 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.450463 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.0236881 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.252361 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.219689 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.274032 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.472533 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.0452612 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.195941 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),0.217618 # DEPENDENCYPART_GRANDPAR
