# _root_ — A kérdés provokatív , ám — bár ezt senki nem mondta ki — a le nem fektetett etikai normákból kiolvasható , hogy egy MÁV-vezérnek nem illik lecövekelni egyetlen párt mellé sem .
#goldHeads=6,3,4,6,6,0,23,23,12,12,12,23,12,23,20,18,18,20,20,23,23,23,6,25,28,27,23,27,30,31,28,27,6,
#predictedHeads=8,3,8,8,8,8,12,0,12,12,12,8,12,12,20,18,18,20,20,21,23,23,8,25,27,27,23,27,30,31,28,12,8,
(23,21),(21,26),-0.293288 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.467961 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-0.547237 # DEPENDENCYPART_GRANDPAR
(23,21),(21,30),-0.787956 # DEPENDENCYPART_GRANDPAR
(23,21),(21,33),-0.888265 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.183086 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.925078 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.444023 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.837157 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.318759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.115031 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.085776 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.0740311 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),0.044523 # DEPENDENCYPART_GRANDPAR
(23,27),(27,1),-0.757002 # DEPENDENCYPART_GRANDPAR
(23,27),(27,5),-1.13449 # DEPENDENCYPART_GRANDPAR
(23,27),(27,6),-1.30265 # DEPENDENCYPART_GRANDPAR
(23,27),(27,7),-0.78233 # DEPENDENCYPART_GRANDPAR
(23,27),(27,8),-1.3935 # DEPENDENCYPART_GRANDPAR
(23,27),(27,9),-1.00552 # DEPENDENCYPART_GRANDPAR
(23,27),(27,11),-1.32057 # DEPENDENCYPART_GRANDPAR
(23,27),(27,12),-1.37436 # DEPENDENCYPART_GRANDPAR
(23,27),(27,14),-0.716763 # DEPENDENCYPART_GRANDPAR
(23,27),(27,15),-0.404289 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-1.02614 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-0.765557 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-0.736654 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-1.24158 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.666936 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-1.14572 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.270187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),-0.0375343 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.405864 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.0627276 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.230058 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.131681 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.0821841 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),0.0912813 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),0.128578 # DEPENDENCYPART_GRANDPAR
(23,27),(27,33),-0.507548 # DEPENDENCYPART_GRANDPAR
(23,28),(28,1),-0.757001 # DEPENDENCYPART_GRANDPAR
(23,28),(28,4),-1.24316 # DEPENDENCYPART_GRANDPAR
(23,28),(28,5),-1.13449 # DEPENDENCYPART_GRANDPAR
(23,28),(28,6),-1.30265 # DEPENDENCYPART_GRANDPAR
(23,28),(28,7),-0.782329 # DEPENDENCYPART_GRANDPAR
(23,28),(28,8),-1.3935 # DEPENDENCYPART_GRANDPAR
(23,28),(28,9),-1.00552 # DEPENDENCYPART_GRANDPAR
(23,28),(28,11),-1.32057 # DEPENDENCYPART_GRANDPAR
(23,28),(28,12),-1.37436 # DEPENDENCYPART_GRANDPAR
(23,28),(28,14),-0.716762 # DEPENDENCYPART_GRANDPAR
(23,28),(28,15),-0.404287 # DEPENDENCYPART_GRANDPAR
(23,28),(28,17),-1.02614 # DEPENDENCYPART_GRANDPAR
(23,28),(28,18),-0.765556 # DEPENDENCYPART_GRANDPAR
(23,28),(28,19),-0.736653 # DEPENDENCYPART_GRANDPAR
(23,28),(28,20),-1.24158 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.666934 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-1.14572 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.262543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),-0.0374816 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.406207 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),0.0631524 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.120684 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.133771 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.0829485 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),0.0891914 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),0.130606 # DEPENDENCYPART_GRANDPAR
(23,28),(28,33),-0.509012 # DEPENDENCYPART_GRANDPAR
(23,30),(30,15),-0.183088 # DEPENDENCYPART_GRANDPAR
(23,30),(30,24),-0.116545 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),0.379719 # DEPENDENCYPART_GRANDPAR
(23,30),(30,26),0.0591807 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),0.121505 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.167889 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),0.0419579 # DEPENDENCYPART_GRANDPAR
(25,15),(15,18),-0.436483 # DEPENDENCYPART_GRANDPAR
(25,15),(15,19),-0.455024 # DEPENDENCYPART_GRANDPAR
(25,20),(20,2),-0.762853 # DEPENDENCYPART_GRANDPAR
(25,20),(20,3),-1.04704 # DEPENDENCYPART_GRANDPAR
(25,20),(20,4),-0.957886 # DEPENDENCYPART_GRANDPAR
(25,20),(20,9),-0.451153 # DEPENDENCYPART_GRANDPAR
(25,20),(20,10),-0.616329 # DEPENDENCYPART_GRANDPAR
(25,20),(20,11),-0.490132 # DEPENDENCYPART_GRANDPAR
(25,20),(20,14),-0.390155 # DEPENDENCYPART_GRANDPAR
(25,20),(20,15),-0.347302 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),-0.325413 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.447725 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.466267 # DEPENDENCYPART_GRANDPAR
(25,20),(20,31),-0.483002 # DEPENDENCYPART_GRANDPAR
(25,21),(21,3),-0.90895 # DEPENDENCYPART_GRANDPAR
(25,21),(21,6),-0.520942 # DEPENDENCYPART_GRANDPAR
(25,21),(21,7),-0.352809 # DEPENDENCYPART_GRANDPAR
(25,21),(21,8),-0.447292 # DEPENDENCYPART_GRANDPAR
(25,21),(21,9),-0.383415 # DEPENDENCYPART_GRANDPAR
(25,21),(21,11),-0.481797 # DEPENDENCYPART_GRANDPAR
(25,21),(21,12),-0.0873758 # DEPENDENCYPART_GRANDPAR
(25,21),(21,14),-0.305308 # DEPENDENCYPART_GRANDPAR
(25,21),(21,15),-0.369943 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),-0.317078 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),-0.391561 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-0.410103 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.0519232 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.154502 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-0.83957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,26),-0.389568 # DEPENDENCYPART_GRANDPAR
(25,21),(21,27),-0.721197 # DEPENDENCYPART_GRANDPAR
(25,21),(21,29),-0.464845 # DEPENDENCYPART_GRANDPAR
(25,21),(21,30),-0.535805 # DEPENDENCYPART_GRANDPAR
(25,21),(21,33),-0.742347 # DEPENDENCYPART_GRANDPAR
(25,23),(23,1),-0.62872 # DEPENDENCYPART_GRANDPAR
(25,23),(23,3),-1.10117 # DEPENDENCYPART_GRANDPAR
(25,23),(23,4),-1.04856 # DEPENDENCYPART_GRANDPAR
(25,23),(23,5),-0.58346 # DEPENDENCYPART_GRANDPAR
(25,23),(23,6),-0.659478 # DEPENDENCYPART_GRANDPAR
(25,23),(23,7),-0.501571 # DEPENDENCYPART_GRANDPAR
(25,23),(23,8),-0.584706 # DEPENDENCYPART_GRANDPAR
(25,23),(23,9),-0.57558 # DEPENDENCYPART_GRANDPAR
(25,23),(23,11),-0.583021 # DEPENDENCYPART_GRANDPAR
(25,23),(23,12),-0.273309 # DEPENDENCYPART_GRANDPAR
(25,23),(23,14),-0.45407 # DEPENDENCYPART_GRANDPAR
(25,23),(23,17),-0.418302 # DEPENDENCYPART_GRANDPAR
(25,23),(23,18),-0.538402 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.556943 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.240981 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.548218 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.267829 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-0.845192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,27),-0.766687 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.371313 # DEPENDENCYPART_GRANDPAR
(25,23),(23,30),-0.541358 # DEPENDENCYPART_GRANDPAR
(25,23),(23,33),-0.726863 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),0.0903719 # DEPENDENCYPART_GRANDPAR
(25,30),(30,15),-0.932063 # DEPENDENCYPART_GRANDPAR
(25,30),(30,24),-0.491049 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-0.300646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,26),-0.0146831 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),0.0866346 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),-0.0385285 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),-0.0937077 # DEPENDENCYPART_GRANDPAR
(25,31),(31,21),-0.824504 # DEPENDENCYPART_GRANDPAR
(25,31),(31,25),-0.374691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,31),(31,29),-0.079988 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),-0.0700672 # DEPENDENCYPART_GRANDPAR
(26,20),(20,2),-0.183722 # DEPENDENCYPART_GRANDPAR
(26,20),(20,3),-0.087434 # DEPENDENCYPART_GRANDPAR
(26,20),(20,4),-0.403481 # DEPENDENCYPART_GRANDPAR
(26,20),(20,9),-0.225206 # DEPENDENCYPART_GRANDPAR
(26,20),(20,10),-0.273883 # DEPENDENCYPART_GRANDPAR
(26,20),(20,11),-0.00986009 # DEPENDENCYPART_GRANDPAR
(26,20),(20,14),-0.424467 # DEPENDENCYPART_GRANDPAR
(26,20),(20,15),-0.0332124 # DEPENDENCYPART_GRANDPAR
(26,20),(20,17),-0.0441574 # DEPENDENCYPART_GRANDPAR
(26,20),(20,18),-0.199722 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),-0.265928 # DEPENDENCYPART_GRANDPAR
(26,20),(20,31),-0.495363 # DEPENDENCYPART_GRANDPAR
(26,21),(21,3),-0.123291 # DEPENDENCYPART_GRANDPAR
(26,21),(21,6),-0.25553 # DEPENDENCYPART_GRANDPAR
(26,21),(21,7),-0.589849 # DEPENDENCYPART_GRANDPAR
(26,21),(21,8),-0.0444492 # DEPENDENCYPART_GRANDPAR
(26,21),(21,9),-0.228662 # DEPENDENCYPART_GRANDPAR
(26,21),(21,11),0.00110592 # DEPENDENCYPART_GRANDPAR
(26,21),(21,12),-0.259326 # DEPENDENCYPART_GRANDPAR
(26,21),(21,14),-0.398435 # DEPENDENCYPART_GRANDPAR
(26,21),(21,15),0.0825491 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),-0.0331914 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),-0.207751 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.273957 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.167134 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.0174699 # DEPENDENCYPART_GRANDPAR
(26,21),(21,25),0.0410698 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-0.843374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,27),-0.430981 # DEPENDENCYPART_GRANDPAR
(26,21),(21,29),-0.446533 # DEPENDENCYPART_GRANDPAR
(26,21),(21,30),-0.667264 # DEPENDENCYPART_GRANDPAR
(26,21),(21,33),-0.699851 # DEPENDENCYPART_GRANDPAR
(26,23),(23,1),-0.714428 # DEPENDENCYPART_GRANDPAR
(26,23),(23,3),-0.0550175 # DEPENDENCYPART_GRANDPAR
(26,23),(23,4),-0.411347 # DEPENDENCYPART_GRANDPAR
(26,23),(23,5),-0.46535 # DEPENDENCYPART_GRANDPAR
(26,23),(23,6),-0.238076 # DEPENDENCYPART_GRANDPAR
(26,23),(23,7),-0.57127 # DEPENDENCYPART_GRANDPAR
(26,23),(23,8),-0.0248112 # DEPENDENCYPART_GRANDPAR
(26,23),(23,9),-0.240017 # DEPENDENCYPART_GRANDPAR
(26,23),(23,11),0.0509995 # DEPENDENCYPART_GRANDPAR
(26,23),(23,12),-0.293088 # DEPENDENCYPART_GRANDPAR
(26,23),(23,14),-0.379856 # DEPENDENCYPART_GRANDPAR
(26,23),(23,17),0.0167022 # DEPENDENCYPART_GRANDPAR
(26,23),(23,18),-0.207588 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.273794 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),-0.0946667 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.223351 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.201794 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),-0.0475935 # DEPENDENCYPART_GRANDPAR
(26,23),(23,27),-0.488406 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.591904 # DEPENDENCYPART_GRANDPAR
(26,23),(23,30),-0.695255 # DEPENDENCYPART_GRANDPAR
(26,23),(23,33),-0.702251 # DEPENDENCYPART_GRANDPAR
(26,25),(25,15),-0.0332124 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.134534 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),-0.215485 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.179924 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.11891 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.171025 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.464951 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.723542 # DEPENDENCYPART_GRANDPAR
(26,25),(25,31),-0.495363 # DEPENDENCYPART_GRANDPAR
(26,30),(30,15),-0.379762 # DEPENDENCYPART_GRANDPAR
(26,30),(30,24),-0.555573 # DEPENDENCYPART_GRANDPAR
(26,30),(30,25),-0.505455 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.441099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,28),-0.132537 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),-0.0606761 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),-0.227775 # DEPENDENCYPART_GRANDPAR
(27,6),(6,1),-0.239897 # DEPENDENCYPART_GRANDPAR
(27,6),(6,2),-0.501351 # DEPENDENCYPART_GRANDPAR
(27,6),(6,3),-0.98183 # DEPENDENCYPART_GRANDPAR
(27,6),(6,4),-0.686266 # DEPENDENCYPART_GRANDPAR
(27,6),(6,5),-0.564783 # DEPENDENCYPART_GRANDPAR
(27,6),(6,7),-0.0809014 # DEPENDENCYPART_GRANDPAR
(27,6),(6,8),-0.727494 # DEPENDENCYPART_GRANDPAR
(27,6),(6,9),-0.354608 # DEPENDENCYPART_GRANDPAR
(27,6),(6,11),-0.148277 # DEPENDENCYPART_GRANDPAR
(27,6),(6,12),-0.168105 # DEPENDENCYPART_GRANDPAR
(27,6),(6,14),0.0546014 # DEPENDENCYPART_GRANDPAR
(27,6),(6,17),-0.140281 # DEPENDENCYPART_GRANDPAR
(27,6),(6,21),-0.326513 # DEPENDENCYPART_GRANDPAR
(27,6),(6,22),-0.285688 # DEPENDENCYPART_GRANDPAR
(27,6),(6,23),-0.346327 # DEPENDENCYPART_GRANDPAR
(27,6),(6,26),-0.195529 # DEPENDENCYPART_GRANDPAR
(27,6),(6,27),-1.29859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,6),(6,28),-0.581406 # DEPENDENCYPART_GRANDPAR
(27,6),(6,29),-0.509511 # DEPENDENCYPART_GRANDPAR
(27,6),(6,32),-0.467553 # DEPENDENCYPART_GRANDPAR
(27,6),(6,33),-0.931243 # DEPENDENCYPART_GRANDPAR
(27,8),(8,1),-0.133429 # DEPENDENCYPART_GRANDPAR
(27,8),(8,3),-0.946534 # DEPENDENCYPART_GRANDPAR
(27,8),(8,4),-0.66858 # DEPENDENCYPART_GRANDPAR
(27,8),(8,5),-0.490841 # DEPENDENCYPART_GRANDPAR
(27,8),(8,6),-0.616006 # DEPENDENCYPART_GRANDPAR
(27,8),(8,7),-0.0461215 # DEPENDENCYPART_GRANDPAR
(27,8),(8,12),-0.111527 # DEPENDENCYPART_GRANDPAR
(27,8),(8,13),-0.260143 # DEPENDENCYPART_GRANDPAR
(27,8),(8,14),0.129861 # DEPENDENCYPART_GRANDPAR
(27,8),(8,16),0.0323137 # DEPENDENCYPART_GRANDPAR
(27,8),(8,21),-0.29121 # DEPENDENCYPART_GRANDPAR
(27,8),(8,22),-0.248961 # DEPENDENCYPART_GRANDPAR
(27,8),(8,23),-0.309825 # DEPENDENCYPART_GRANDPAR
(27,8),(8,27),-1.29596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,8),(8,28),-0.578775 # DEPENDENCYPART_GRANDPAR
(27,8),(8,33),-0.93035 # DEPENDENCYPART_GRANDPAR
(27,9),(9,3),-0.68523 # DEPENDENCYPART_GRANDPAR
(27,9),(9,4),-0.425502 # DEPENDENCYPART_GRANDPAR
(27,9),(9,5),-0.315143 # DEPENDENCYPART_GRANDPAR
(27,9),(9,6),-0.41384 # DEPENDENCYPART_GRANDPAR
(27,9),(9,8),-0.547083 # DEPENDENCYPART_GRANDPAR
(27,9),(9,10),-0.283291 # DEPENDENCYPART_GRANDPAR
(27,9),(9,11),-0.133845 # DEPENDENCYPART_GRANDPAR
(27,9),(9,12),-0.0754417 # DEPENDENCYPART_GRANDPAR
(27,9),(9,13),-0.277668 # DEPENDENCYPART_GRANDPAR
(27,9),(9,16),0.0174121 # DEPENDENCYPART_GRANDPAR
(27,9),(9,17),-0.12585 # DEPENDENCYPART_GRANDPAR
(27,9),(9,18),-0.336516 # DEPENDENCYPART_GRANDPAR
(27,9),(9,19),-0.30531 # DEPENDENCYPART_GRANDPAR
(27,9),(9,20),-0.0811102 # DEPENDENCYPART_GRANDPAR
(27,9),(9,21),-0.238734 # DEPENDENCYPART_GRANDPAR
(27,9),(9,22),-0.144377 # DEPENDENCYPART_GRANDPAR
(27,9),(9,23),-0.207829 # DEPENDENCYPART_GRANDPAR
(27,9),(9,25),-0.090859 # DEPENDENCYPART_GRANDPAR
(27,9),(9,26),-0.181098 # DEPENDENCYPART_GRANDPAR
(27,9),(9,27),-0.648104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,9),(9,28),0.069083 # DEPENDENCYPART_GRANDPAR
(27,9),(9,29),-0.171736 # DEPENDENCYPART_GRANDPAR
(27,9),(9,30),0.0315366 # DEPENDENCYPART_GRANDPAR
(27,9),(9,31),-0.0071441 # DEPENDENCYPART_GRANDPAR
(27,9),(9,32),-0.0654838 # DEPENDENCYPART_GRANDPAR
(27,9),(9,33),-0.597508 # DEPENDENCYPART_GRANDPAR
(27,11),(11,1),-0.165949 # DEPENDENCYPART_GRANDPAR
(27,11),(11,3),-0.900345 # DEPENDENCYPART_GRANDPAR
(27,11),(11,7),-0.0786414 # DEPENDENCYPART_GRANDPAR
(27,11),(11,8),-0.612347 # DEPENDENCYPART_GRANDPAR
(27,11),(11,9),-0.174098 # DEPENDENCYPART_GRANDPAR
(27,12),(12,1),-0.215937 # DEPENDENCYPART_GRANDPAR
(27,12),(12,2),-0.326726 # DEPENDENCYPART_GRANDPAR
(27,12),(12,3),-0.783894 # DEPENDENCYPART_GRANDPAR
(27,12),(12,4),-0.500509 # DEPENDENCYPART_GRANDPAR
(27,12),(12,5),-0.369487 # DEPENDENCYPART_GRANDPAR
(27,12),(12,6),-0.475742 # DEPENDENCYPART_GRANDPAR
(27,12),(12,7),-0.128629 # DEPENDENCYPART_GRANDPAR
(27,12),(12,8),-0.608586 # DEPENDENCYPART_GRANDPAR
(27,12),(12,9),-0.0589009 # DEPENDENCYPART_GRANDPAR
(27,12),(12,10),-0.141992 # DEPENDENCYPART_GRANDPAR
(27,12),(12,11),-0.000565938 # DEPENDENCYPART_GRANDPAR
(27,12),(12,13),-0.211493 # DEPENDENCYPART_GRANDPAR
(27,12),(12,14),0.0686938 # DEPENDENCYPART_GRANDPAR
(27,12),(12,15),0.035254 # DEPENDENCYPART_GRANDPAR
(27,12),(12,16),0.0639579 # DEPENDENCYPART_GRANDPAR
(27,12),(12,17),-0.0692667 # DEPENDENCYPART_GRANDPAR
(27,12),(12,18),-0.25743 # DEPENDENCYPART_GRANDPAR
(27,12),(12,19),-0.226224 # DEPENDENCYPART_GRANDPAR
(27,12),(12,20),0.0348078 # DEPENDENCYPART_GRANDPAR
(27,12),(12,21),-0.159648 # DEPENDENCYPART_GRANDPAR
(27,12),(12,22),-0.147735 # DEPENDENCYPART_GRANDPAR
(27,12),(12,23),-0.193013 # DEPENDENCYPART_GRANDPAR
(27,12),(12,25),0.025059 # DEPENDENCYPART_GRANDPAR
(27,12),(12,26),-0.124515 # DEPENDENCYPART_GRANDPAR
(27,12),(12,27),-1.02279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,12),(12,28),-0.305596 # DEPENDENCYPART_GRANDPAR
(27,12),(12,29),-0.173754 # DEPENDENCYPART_GRANDPAR
(27,12),(12,30),-0.0530433 # DEPENDENCYPART_GRANDPAR
(27,12),(12,31),-0.00107315 # DEPENDENCYPART_GRANDPAR
(27,12),(12,32),-0.139549 # DEPENDENCYPART_GRANDPAR
(27,12),(12,33),-0.663125 # DEPENDENCYPART_GRANDPAR
(27,15),(15,18),-0.0264444 # DEPENDENCYPART_GRANDPAR
(27,15),(15,19),0.00476143 # DEPENDENCYPART_GRANDPAR
(27,17),(17,18),-0.297155 # DEPENDENCYPART_GRANDPAR
(27,17),(17,19),-0.265949 # DEPENDENCYPART_GRANDPAR
(27,17),(17,20),0.0239649 # DEPENDENCYPART_GRANDPAR
(27,17),(17,22),-0.153661 # DEPENDENCYPART_GRANDPAR
(27,17),(17,27),-1.08287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,18),(18,9),-0.0607374 # DEPENDENCYPART_GRANDPAR
(27,18),(18,11),-0.150391 # DEPENDENCYPART_GRANDPAR
(27,18),(18,12),-0.101757 # DEPENDENCYPART_GRANDPAR
(27,18),(18,15),0.347878 # DEPENDENCYPART_GRANDPAR
(27,18),(18,16),0.0676029 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),-0.142396 # DEPENDENCYPART_GRANDPAR
(27,18),(18,19),-0.237181 # DEPENDENCYPART_GRANDPAR
(27,18),(18,26),-0.0934872 # DEPENDENCYPART_GRANDPAR
(27,18),(18,27),-1.14632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,19),(19,15),0.347878 # DEPENDENCYPART_GRANDPAR
(27,19),(19,17),-0.142396 # DEPENDENCYPART_GRANDPAR
(27,19),(19,18),-0.23982 # DEPENDENCYPART_GRANDPAR
(27,20),(20,2),-0.288314 # DEPENDENCYPART_GRANDPAR
(27,20),(20,3),-0.686152 # DEPENDENCYPART_GRANDPAR
(27,20),(20,4),-0.370345 # DEPENDENCYPART_GRANDPAR
(27,20),(20,9),0.00391696 # DEPENDENCYPART_GRANDPAR
(27,20),(20,10),-0.088237 # DEPENDENCYPART_GRANDPAR
(27,20),(20,11),0.00393302 # DEPENDENCYPART_GRANDPAR
(27,20),(20,14),0.108903 # DEPENDENCYPART_GRANDPAR
(27,20),(20,15),0.193971 # DEPENDENCYPART_GRANDPAR
(27,20),(20,17),0.0119283 # DEPENDENCYPART_GRANDPAR
(27,20),(20,18),-0.138348 # DEPENDENCYPART_GRANDPAR
(27,20),(20,19),-0.107142 # DEPENDENCYPART_GRANDPAR
(27,20),(20,31),-0.368731 # DEPENDENCYPART_GRANDPAR
(27,21),(21,3),-0.845427 # DEPENDENCYPART_GRANDPAR
(27,21),(21,6),-0.48031 # DEPENDENCYPART_GRANDPAR
(27,21),(21,7),-0.0632273 # DEPENDENCYPART_GRANDPAR
(27,21),(21,8),-0.610986 # DEPENDENCYPART_GRANDPAR
(27,21),(21,9),-0.0607374 # DEPENDENCYPART_GRANDPAR
(27,21),(21,11),-0.150391 # DEPENDENCYPART_GRANDPAR
(27,21),(21,12),-0.101757 # DEPENDENCYPART_GRANDPAR
(27,21),(21,14),0.0722755 # DEPENDENCYPART_GRANDPAR
(27,21),(21,15),0.347878 # DEPENDENCYPART_GRANDPAR
(27,21),(21,17),-0.142396 # DEPENDENCYPART_GRANDPAR
(27,21),(21,18),-0.23982 # DEPENDENCYPART_GRANDPAR
(27,21),(21,19),-0.208614 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),-0.0245888 # DEPENDENCYPART_GRANDPAR
(27,21),(21,22),-0.128033 # DEPENDENCYPART_GRANDPAR
(27,21),(21,25),-0.00655618 # DEPENDENCYPART_GRANDPAR
(27,21),(21,26),-0.0934872 # DEPENDENCYPART_GRANDPAR
(27,21),(21,27),-1.14632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,21),(21,29),-0.432916 # DEPENDENCYPART_GRANDPAR
(27,21),(21,30),-0.322024 # DEPENDENCYPART_GRANDPAR
(27,21),(21,33),-0.855513 # DEPENDENCYPART_GRANDPAR
(27,23),(23,1),-0.293549 # DEPENDENCYPART_GRANDPAR
(27,23),(23,3),-1.07059 # DEPENDENCYPART_GRANDPAR
(27,23),(23,4),-0.76976 # DEPENDENCYPART_GRANDPAR
(27,23),(23,5),-0.601954 # DEPENDENCYPART_GRANDPAR
(27,23),(23,6),-0.710659 # DEPENDENCYPART_GRANDPAR
(27,23),(23,7),-0.206241 # DEPENDENCYPART_GRANDPAR
(27,23),(23,8),-0.840097 # DEPENDENCYPART_GRANDPAR
(27,23),(23,9),-0.387219 # DEPENDENCYPART_GRANDPAR
(27,23),(23,11),-0.291166 # DEPENDENCYPART_GRANDPAR
(27,23),(23,12),-0.559063 # DEPENDENCYPART_GRANDPAR
(27,23),(23,14),-0.0707386 # DEPENDENCYPART_GRANDPAR
(27,23),(23,17),-0.283171 # DEPENDENCYPART_GRANDPAR
(27,23),(23,18),-0.537763 # DEPENDENCYPART_GRANDPAR
(27,23),(23,19),-0.506557 # DEPENDENCYPART_GRANDPAR
