# _root_ Azt azonban elárulja , hogy az áremelés lehetetlen helyzetbe hozná a csapat költségvetését , hiszen a teljes kézilabdapénz egynegyedét a két kubai játékosra kellene fordítani .
#goldHeads=3,3,0,3,3,7,10,9,10,1,12,13,10,1,1,18,18,19,25,23,23,23,25,1,24,3,
#predictedHeads=3,3,0,3,3,7,10,9,10,1,12,13,10,15,0,18,18,19,24,23,23,23,25,1,24,15,
(19,24),(24,4),-0.693933 # DEPENDENCYPART_GRANDPAR
(19,24),(24,5),-0.510365 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-0.884801 # DEPENDENCYPART_GRANDPAR
(19,24),(24,8),-0.230687 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-0.791996 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-0.638221 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-0.851003 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-0.946336 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.580943 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.535764 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.139352 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),0.0258598 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.698076 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.296796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.408513 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.31596 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.63323 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.202332 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.0337582 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.202924 # DEPENDENCYPART_GRANDPAR
(19,25),(25,1),-0.511473 # DEPENDENCYPART_GRANDPAR
(19,25),(25,2),-0.686459 # DEPENDENCYPART_GRANDPAR
(19,25),(25,3),-0.739789 # DEPENDENCYPART_GRANDPAR
(19,25),(25,4),-0.693641 # DEPENDENCYPART_GRANDPAR
(19,25),(25,5),-0.510309 # DEPENDENCYPART_GRANDPAR
(19,25),(25,7),-0.879866 # DEPENDENCYPART_GRANDPAR
(19,25),(25,8),-0.230673 # DEPENDENCYPART_GRANDPAR
(19,25),(25,9),-0.787061 # DEPENDENCYPART_GRANDPAR
(19,25),(25,10),-0.637023 # DEPENDENCYPART_GRANDPAR
(19,25),(25,12),-0.846068 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-0.941401 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-0.580651 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-0.535707 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.139352 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),0.0258743 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.693142 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.295276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),0.408688 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.31748 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.639219 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.225933 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.118239 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.219236 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.553246 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.275173 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.641895 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.538821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.116498 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.638628 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.5688 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.617636 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.699947 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.56465 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.538922 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.502834 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.755404 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.444313 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.980813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,23),-0.349831 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.415831 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.840651 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-1.11579 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.909854 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.780068 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.633043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,17),-0.296826 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.293394 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.438191 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.209265 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.283588 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.529044 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.773142 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.375805 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.354984 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.264909 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.317683 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.457988 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.0375535 # DEPENDENCYPART_GRANDPAR
(22,18),(18,23),-0.823493 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-0.880414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,18),-0.512243 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.273879 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.859741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,1),-0.328298 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.821346 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-0.299641 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.60879 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.773189 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-1.1867 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.786267 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-1.19283 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.770241 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.631337 # DEPENDENCYPART_GRANDPAR
(23,10),(10,12),-0.821629 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.827848 # DEPENDENCYPART_GRANDPAR
(23,10),(10,14),-0.40473 # DEPENDENCYPART_GRANDPAR
(23,10),(10,15),-0.282909 # DEPENDENCYPART_GRANDPAR
(23,10),(10,16),-0.732792 # DEPENDENCYPART_GRANDPAR
(23,10),(10,17),-0.310011 # DEPENDENCYPART_GRANDPAR
(23,10),(10,18),-0.651382 # DEPENDENCYPART_GRANDPAR
(23,10),(10,21),0.0453671 # DEPENDENCYPART_GRANDPAR
(23,10),(10,22),0.104968 # DEPENDENCYPART_GRANDPAR
(23,10),(10,23),-0.89508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,24),-0.29367 # DEPENDENCYPART_GRANDPAR
(23,10),(10,25),-0.509052 # DEPENDENCYPART_GRANDPAR
(23,10),(10,26),-0.562088 # DEPENDENCYPART_GRANDPAR
(23,12),(12,6),-1.00477 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.452113 # DEPENDENCYPART_GRANDPAR
(23,12),(12,19),-0.327492 # DEPENDENCYPART_GRANDPAR
(23,13),(13,6),-1.00474 # DEPENDENCYPART_GRANDPAR
(23,13),(13,7),-0.808903 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),-1.12589 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.78982 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.452801 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.784077 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.276197 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),-0.492273 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),-0.326515 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-0.956634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,24),-0.276888 # DEPENDENCYPART_GRANDPAR
(23,13),(13,25),-0.493834 # DEPENDENCYPART_GRANDPAR
(23,13),(13,26),-0.59187 # DEPENDENCYPART_GRANDPAR
(23,15),(15,1),-0.353876 # DEPENDENCYPART_GRANDPAR
(23,15),(15,2),-0.843599 # DEPENDENCYPART_GRANDPAR
(23,15),(15,3),-0.356923 # DEPENDENCYPART_GRANDPAR
(23,15),(15,4),-0.657021 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),-0.828057 # DEPENDENCYPART_GRANDPAR
(23,15),(15,7),-0.853078 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-1.20881 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),-0.834002 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.289117 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.676104 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.828252 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.831562 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.438153 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.706087 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.416155 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.595423 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.318331 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),0.0618523 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),-0.0015145 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-0.885524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,24),-0.301205 # DEPENDENCYPART_GRANDPAR
(23,15),(15,25),-0.518032 # DEPENDENCYPART_GRANDPAR
(23,15),(15,26),-0.561203 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.434117 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.617294 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.346234 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.137958 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.452801 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.784078 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.787388 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.303204 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.312574 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.554255 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.438491 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.326515 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.0518287 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-0.956634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,22),-0.019426 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.738016 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.650622 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.0481306 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.577388 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.377666 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.478799 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.415709 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.0137537 # DEPENDENCYPART_GRANDPAR
(24,1),(1,2),-0.200832 # DEPENDENCYPART_GRANDPAR
(24,1),(1,3),-0.764993 # DEPENDENCYPART_GRANDPAR
(24,1),(1,4),-0.364997 # DEPENDENCYPART_GRANDPAR
(24,1),(1,5),-0.293256 # DEPENDENCYPART_GRANDPAR
(24,1),(1,7),-0.438194 # DEPENDENCYPART_GRANDPAR
(24,1),(1,8),-0.309995 # DEPENDENCYPART_GRANDPAR
(24,1),(1,9),-0.284732 # DEPENDENCYPART_GRANDPAR
(24,1),(1,10),-0.52332 # DEPENDENCYPART_GRANDPAR
(24,1),(1,12),-0.218463 # DEPENDENCYPART_GRANDPAR
(24,1),(1,13),0.0509832 # DEPENDENCYPART_GRANDPAR
(24,1),(1,14),-0.0986126 # DEPENDENCYPART_GRANDPAR
(24,1),(1,15),-0.0447447 # DEPENDENCYPART_GRANDPAR
(24,1),(1,17),-0.0379684 # DEPENDENCYPART_GRANDPAR
(24,1),(1,18),-0.0547427 # DEPENDENCYPART_GRANDPAR
(24,1),(1,21),0.0137927 # DEPENDENCYPART_GRANDPAR
(24,1),(1,22),0.0570352 # DEPENDENCYPART_GRANDPAR
(24,1),(1,23),0.561174 # DEPENDENCYPART_GRANDPAR
(24,1),(1,24),-0.485534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,1),(1,25),0.167674 # DEPENDENCYPART_GRANDPAR
(24,1),(1,26),-0.378157 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),-0.272311 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-0.837842 # DEPENDENCYPART_GRANDPAR
(24,2),(2,4),-0.497079 # DEPENDENCYPART_GRANDPAR
(24,2),(2,5),-0.406636 # DEPENDENCYPART_GRANDPAR
(24,2),(2,9),-0.296413 # DEPENDENCYPART_GRANDPAR
(24,2),(2,10),-0.594793 # DEPENDENCYPART_GRANDPAR
(24,2),(2,14),-0.230695 # DEPENDENCYPART_GRANDPAR
(24,2),(2,15),-0.147522 # DEPENDENCYPART_GRANDPAR
(24,2),(2,19),-0.245262 # DEPENDENCYPART_GRANDPAR
(24,2),(2,21),-0.0190488 # DEPENDENCYPART_GRANDPAR
(24,2),(2,23),0.549466 # DEPENDENCYPART_GRANDPAR
(24,2),(2,24),-1.30311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,2),(2,25),-0.633305 # DEPENDENCYPART_GRANDPAR
(24,2),(2,26),-0.767025 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),-0.0311249 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),-0.174245 # DEPENDENCYPART_GRANDPAR
(24,3),(3,4),-0.350375 # DEPENDENCYPART_GRANDPAR
(24,3),(3,5),-0.228416 # DEPENDENCYPART_GRANDPAR
(24,3),(3,6),-0.134985 # DEPENDENCYPART_GRANDPAR
(24,3),(3,7),-0.266694 # DEPENDENCYPART_GRANDPAR
(24,3),(3,8),-0.176967 # DEPENDENCYPART_GRANDPAR
(24,3),(3,9),-0.109033 # DEPENDENCYPART_GRANDPAR
(24,3),(3,10),-0.443709 # DEPENDENCYPART_GRANDPAR
(24,3),(3,12),-0.0469339 # DEPENDENCYPART_GRANDPAR
(24,3),(3,13),0.219917 # DEPENDENCYPART_GRANDPAR
(24,3),(3,14),-0.0839912 # DEPENDENCYPART_GRANDPAR
(24,3),(3,15),0.0350983 # DEPENDENCYPART_GRANDPAR
(24,3),(3,17),0.0933133 # DEPENDENCYPART_GRANDPAR
(24,3),(3,21),0.0847668 # DEPENDENCYPART_GRANDPAR
(24,3),(3,23),0.732674 # DEPENDENCYPART_GRANDPAR
(24,3),(3,24),-0.960269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,3),(3,25),-0.287865 # DEPENDENCYPART_GRANDPAR
(24,3),(3,26),-0.430811 # DEPENDENCYPART_GRANDPAR
(24,5),(5,1),-0.361423 # DEPENDENCYPART_GRANDPAR
(24,5),(5,2),-0.4624 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-1.23237 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),-0.621596 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.558007 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),-0.45488 # DEPENDENCYPART_GRANDPAR
(24,5),(5,9),-0.404519 # DEPENDENCYPART_GRANDPAR
(24,5),(5,10),-0.673049 # DEPENDENCYPART_GRANDPAR
(24,5),(5,15),-0.238413 # DEPENDENCYPART_GRANDPAR
(24,5),(5,24),-1.34915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,5),(5,25),-0.679332 # DEPENDENCYPART_GRANDPAR
(24,5),(5,26),-0.802431 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),-0.115293 # DEPENDENCYPART_GRANDPAR
(24,7),(7,9),-0.0537314 # DEPENDENCYPART_GRANDPAR
(24,8),(8,1),-0.00722853 # DEPENDENCYPART_GRANDPAR
(24,8),(8,2),-0.234546 # DEPENDENCYPART_GRANDPAR
(24,8),(8,3),-0.772898 # DEPENDENCYPART_GRANDPAR
(24,8),(8,4),-0.366136 # DEPENDENCYPART_GRANDPAR
(24,8),(8,5),-0.314535 # DEPENDENCYPART_GRANDPAR
(24,8),(8,6),-0.00927121 # DEPENDENCYPART_GRANDPAR
(24,8),(8,7),-0.366698 # DEPENDENCYPART_GRANDPAR
(24,9),(9,1),-0.0106885 # DEPENDENCYPART_GRANDPAR
(24,9),(9,2),-0.228955 # DEPENDENCYPART_GRANDPAR
(24,9),(9,3),-0.687774 # DEPENDENCYPART_GRANDPAR
(24,9),(9,4),-0.312993 # DEPENDENCYPART_GRANDPAR
(24,9),(9,5),-0.320498 # DEPENDENCYPART_GRANDPAR
(24,9),(9,6),-0.112295 # DEPENDENCYPART_GRANDPAR
(24,9),(9,7),-0.242305 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-0.172973 # DEPENDENCYPART_GRANDPAR
(24,9),(9,13),0.281784 # DEPENDENCYPART_GRANDPAR
(24,10),(10,1),-0.029093 # DEPENDENCYPART_GRANDPAR
(24,10),(10,2),-0.173318 # DEPENDENCYPART_GRANDPAR
(24,10),(10,3),-0.683611 # DEPENDENCYPART_GRANDPAR
(24,10),(10,4),-0.368664 # DEPENDENCYPART_GRANDPAR
(24,10),(10,5),-0.205493 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.128401 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),-0.239434 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),-0.208309 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.0899079 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),-0.399904 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.0466688 # DEPENDENCYPART_GRANDPAR
(24,10),(10,13),0.220182 # DEPENDENCYPART_GRANDPAR
(24,10),(10,14),-0.0821256 # DEPENDENCYPART_GRANDPAR
(24,10),(10,15),0.0361736 # DEPENDENCYPART_GRANDPAR
(24,10),(10,16),-0.0125141 # DEPENDENCYPART_GRANDPAR
(24,10),(10,17),0.093971 # DEPENDENCYPART_GRANDPAR
(24,10),(10,18),0.117023 # DEPENDENCYPART_GRANDPAR
(24,10),(10,21),0.0858105 # DEPENDENCYPART_GRANDPAR
(24,10),(10,22),0.19073 # DEPENDENCYPART_GRANDPAR
(24,10),(10,23),0.73294 # DEPENDENCYPART_GRANDPAR
(24,10),(10,24),-0.959251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,10),(10,25),-0.286848 # DEPENDENCYPART_GRANDPAR
(24,10),(10,26),-0.430127 # DEPENDENCYPART_GRANDPAR
(24,12),(12,6),-0.116765 # DEPENDENCYPART_GRANDPAR
(24,12),(12,11),-0.329716 # DEPENDENCYPART_GRANDPAR
(24,12),(12,19),-0.10411 # DEPENDENCYPART_GRANDPAR
(24,13),(13,6),-0.115292 # DEPENDENCYPART_GRANDPAR
(24,13),(13,7),-0.24223 # DEPENDENCYPART_GRANDPAR
(24,13),(13,8),-0.179659 # DEPENDENCYPART_GRANDPAR
(24,13),(13,9),-0.0892948 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),-0.32968 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),-0.0219113 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),0.0390483 # DEPENDENCYPART_GRANDPAR
(24,13),(13,18),0.17636 # DEPENDENCYPART_GRANDPAR
(24,13),(13,19),-0.102465 # DEPENDENCYPART_GRANDPAR
(24,13),(13,23),0.792276 # DEPENDENCYPART_GRANDPAR
(24,13),(13,24),-1.25292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,13),(13,25),-0.583321 # DEPENDENCYPART_GRANDPAR
(24,13),(13,26),-0.785385 # DEPENDENCYPART_GRANDPAR
(24,15),(15,1),-0.257729 # DEPENDENCYPART_GRANDPAR
(24,15),(15,2),-0.388624 # DEPENDENCYPART_GRANDPAR
(24,15),(15,3),-1.0813 # DEPENDENCYPART_GRANDPAR
(24,15),(15,4),-0.533798 # DEPENDENCYPART_GRANDPAR
(24,15),(15,5),-0.463459 # DEPENDENCYPART_GRANDPAR
(24,15),(15,7),-0.485354 # DEPENDENCYPART_GRANDPAR
(24,15),(15,8),-0.434611 # DEPENDENCYPART_GRANDPAR
(24,15),(15,9),-0.332426 # DEPENDENCYPART_GRANDPAR
(24,15),(15,10),-0.839113 # DEPENDENCYPART_GRANDPAR
(24,15),(15,11),-0.484189 # DEPENDENCYPART_GRANDPAR
(24,15),(15,12),-0.265035 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),0.00408772 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.267414 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),-0.0677913 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-0.0924155 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),-0.0790446 # DEPENDENCYPART_GRANDPAR
(24,15),(15,19),-0.245772 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),-0.0195595 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),0.0043782 # DEPENDENCYPART_GRANDPAR
(24,15),(15,23),0.536872 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-1.31359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,25),-0.643783 # DEPENDENCYPART_GRANDPAR
(24,15),(15,26),-0.770667 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),0.292721 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),0.252079 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),-0.19325 # DEPENDENCYPART_GRANDPAR
(24,18),(18,10),-0.448737 # DEPENDENCYPART_GRANDPAR
(24,18),(18,11),-0.32968 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),-0.0219132 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),0.24721 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.0490301 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.0419339 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),0.0577098 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),0.152028 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.102465 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),0.132985 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),0.792276 # DEPENDENCYPART_GRANDPAR
(24,19),(19,12),-0.036866 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),0.232257 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),-0.0367042 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),0.126266 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.738395 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.13357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-0.463973 # DEPENDENCYPART_GRANDPAR
(24,19),(19,26),-0.677904 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.3905 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),0.116044 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),0.226528 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.2158 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),0.257011 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),0.0865835 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),0.0205663 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),0.276859 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),0.0591337 # DEPENDENCYPART_GRANDPAR
(24,23),(23,10),-0.448737 # DEPENDENCYPART_GRANDPAR
(24,23),(23,11),-0.32968 # DEPENDENCYPART_GRANDPAR
(24,23),(23,12),-0.0219132 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),0.24721 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.0419339 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),0.0577098 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),0.152028 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),0.141219 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),0.0775581 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),0.171241 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),0.212236 # DEPENDENCYPART_GRANDPAR
(24,25),(25,1),-0.0311982 # DEPENDENCYPART_GRANDPAR
(24,25),(25,2),-0.345882 # DEPENDENCYPART_GRANDPAR
(24,25),(25,3),-0.85122 # DEPENDENCYPART_GRANDPAR
(24,25),(25,4),-0.35566 # DEPENDENCYPART_GRANDPAR
(24,25),(25,5),-0.435597 # DEPENDENCYPART_GRANDPAR
(24,25),(25,7),-0.244887 # DEPENDENCYPART_GRANDPAR
(24,25),(25,8),-0.226634 # DEPENDENCYPART_GRANDPAR
(24,25),(25,9),-0.0918496 # DEPENDENCYPART_GRANDPAR
(24,25),(25,10),-0.611347 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-0.0261795 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),0.244561 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-0.0892765 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-0.168321 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-0.0940863 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),0.0588789 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),0.138565 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.102466 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.074238 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),0.115933 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),0.144049 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),0.754481 # DEPENDENCYPART_GRANDPAR
