# _root_ Elébb egy , majd két téesz alakult a falu földjein : a Dózsa és a Petőfi , majd ezek egyesültek a nagy Egyetértésben .
#goldHeads=2,4,4,18,6,7,4,9,10,7,4,13,14,4,16,14,18,0,20,18,23,23,20,18,
#predictedHeads=4,4,4,0,6,7,4,9,10,7,7,13,14,7,16,14,18,7,20,18,23,23,20,4,
(18,6),(6,10),-0.0264878 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.781408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,1),0.253563 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),0.222744 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),0.108916 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),0.130748 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),0.0706503 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.0466742 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.438293 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.215104 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.119928 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.210088 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.20992 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.137159 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.0720169 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.190696 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.122941 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),-0.197398 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.11477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.277925 # DEPENDENCYPART_GRANDPAR
(18,7),(7,20),-0.716256 # DEPENDENCYPART_GRANDPAR
(18,7),(7,22),-0.80933 # DEPENDENCYPART_GRANDPAR
(18,7),(7,23),-0.854615 # DEPENDENCYPART_GRANDPAR
(18,7),(7,24),-1.01366 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),0.047717 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.301612 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.118513 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),0.168601 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),0.0367455 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),0.0216431 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),0.0477448 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.122883 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.0282084 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.29991 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.114283 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.0990067 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.0436183 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.112848 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.216476 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.105145 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.781408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,20),-0.391461 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.58805 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-0.765808 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.29991 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.071537 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.216476 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.0363028 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),0.127973 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),0.122873 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.0343086 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),0.0342664 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.0230795 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.153042 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),0.0193786 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.140274 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0609434 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.0213742 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0991758 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0781746 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.074834 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.227946 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.0279995 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.816049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.0616401 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.483926 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.586167 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.522877 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.785195 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0917707 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.545507 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.071537 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0497519 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.123267 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0523128 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.105145 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.0363028 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.391461 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.535924 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.496332 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.656891 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.434673 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.674122 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.316983 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.414049 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.543867 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.349717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.121455 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.178471 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.170922 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.431571 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.57678 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.456527 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.711568 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.728581 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.58801 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-1.14306 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.862043 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.947931 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-1.13267 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-1.0483 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.733298 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.719558 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.06553 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.629492 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.700333 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.805428 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.859478 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.403259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.272698 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.124773 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0497243 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.257557 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.315826 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.429101 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.393362 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.223372 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.132686 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.483843 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.492752 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.362565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.35082 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.328259 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.147299 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.474783 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.287817 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.370488 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.321851 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.290608 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.600292 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.463576 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.429406 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.647374 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.483775 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.367437 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.428693 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.244872 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),-0.354504 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),-0.300726 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),-0.63261 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),-0.319861 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-0.877332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,20),-1.1606 # DEPENDENCYPART_GRANDPAR
(19,7),(7,22),-0.398533 # DEPENDENCYPART_GRANDPAR
(19,7),(7,23),-0.74303 # DEPENDENCYPART_GRANDPAR
(19,7),(7,24),-0.875398 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.526644 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.293861 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.36255 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.372219 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.265332 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.642449 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.763926 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.491379 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.502936 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.398483 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.443293 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.211153 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.316368 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.509729 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.297449 # DEPENDENCYPART_GRANDPAR
(19,10),(10,20),-1.07416 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.39464 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),-0.836699 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.491379 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.39524 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.316368 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.846866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,1),-0.609037 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.402567 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.52416 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.428264 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.402502 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.733466 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.878996 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.589865 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.813287 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.529101 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.488408 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.594606 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.43391 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.410391 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.711732 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.486028 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.847363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-1.12829 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.368704 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.684836 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.833144 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.39524 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.505325 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.310282 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.382307 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.509747 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.846866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-1.07416 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.71858 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.61143 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.398372 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.520351 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.436128 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.398008 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.762041 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.900705 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.618441 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.841864 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.528868 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.623183 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.411807 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.480076 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.494321 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.77874 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.846722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-1.11599 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.36737 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.681288 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.832988 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.921884 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.702369 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.803156 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.807577 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.696861 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.15611 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.25671 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.899578 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.01332 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.23593 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.880241 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.803439 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.01725 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.753911 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.790506 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.888243 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.06155 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.859014 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.389105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0736967 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.0212785 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.182808 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.437248 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.732317 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.468358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),-0.0777459 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.284025 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.778958 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.865795 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.764155 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.420689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,21),-0.0141288 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.118784 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.391536 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.268382 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.406342 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.0726765 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.405938 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.40888 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.360088 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.574137 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),-0.451846 # DEPENDENCYPART_GRANDPAR
(20,1),(1,14),-0.286748 # DEPENDENCYPART_GRANDPAR
(20,1),(1,17),-0.223418 # DEPENDENCYPART_GRANDPAR
(20,1),(1,18),-0.31536 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-1.13102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,24),-0.625109 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.295375 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.25169 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.36028 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),0.0212797 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.342015 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.382885 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.295938 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.510215 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.456121 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.22707 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),-0.215054 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),-0.206726 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.18017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,24),-0.697275 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.510847 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.505275 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.461684 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.104749 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.497997 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.50239 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.451635 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.665912 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.568837 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),-0.382767 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.414575 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),-0.37075 # DEPENDENCYPART_GRANDPAR
(20,4),(4,17),-0.326115 # DEPENDENCYPART_GRANDPAR
(20,4),(4,18),-0.430342 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.35143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,22),-0.497452 # DEPENDENCYPART_GRANDPAR
(20,4),(4,23),-0.390362 # DEPENDENCYPART_GRANDPAR
(20,4),(4,24),-0.787952 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.295067 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.285747 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.244465 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.376543 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.388098 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.296677 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.510954 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.465319 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),-0.227809 # DEPENDENCYPART_GRANDPAR
(20,5),(5,24),-0.697283 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.296339 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.276194 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.20935 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.402603 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),0.101683 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.242207 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.458753 # DEPENDENCYPART_GRANDPAR
(20,6),(6,18),-0.243667 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.297451 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.288367 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.279808 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.391988 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),0.0309986 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.337884 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.760382 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.329818 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.533992 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.614471 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.52499 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.250847 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.311319 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),-0.361538 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.23883 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),-0.257098 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),-0.294277 # DEPENDENCYPART_GRANDPAR
(20,7),(7,19),0.00477672 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-1.07331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,22),-0.194472 # DEPENDENCYPART_GRANDPAR
(20,7),(7,23),-0.0128638 # DEPENDENCYPART_GRANDPAR
(20,7),(7,24),-0.518438 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),0.0975752 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.609324 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.295783 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.275638 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.205385 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.402047 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),0.102239 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.278629 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.358095 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.605847 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.231162 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.431128 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.175445 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.194928 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.162406 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.111478 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),-0.243705 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.29873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,22),-0.549835 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.8044 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.605847 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.370455 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.162406 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.123891 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.506419 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.510613 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.458393 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.582668 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.190089 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.489235 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.767554 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.435906 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.659168 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.623541 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.554987 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.376023 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.321888 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.288418 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.266169 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.444086 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.119341 # DEPENDENCYPART_GRANDPAR
