# _root_ Akkoriban a cég — átmeneti sikerrel — megszerezte a Magyar_Nemzet , az Esti_Hírlap és az Expressz kiadói jogát , 1997 végén pedig megindította a Napi_Magyarország című napilapot .
#goldHeads=8,3,8,8,6,8,8,0,10,18,18,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
#predictedHeads=8,3,8,8,6,8,8,0,10,8,8,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
(22,14),(14,18),-0.199762 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.10608 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.0745387 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),-0.00642119 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-1.09515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.544481 # DEPENDENCYPART_GRANDPAR
(22,14),(14,25),-0.982108 # DEPENDENCYPART_GRANDPAR
(22,14),(14,27),-0.789893 # DEPENDENCYPART_GRANDPAR
(22,14),(14,28),-0.89144 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.703379 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.338715 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.336455 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.000834701 # DEPENDENCYPART_GRANDPAR
(22,16),(16,23),-0.452188 # DEPENDENCYPART_GRANDPAR
(22,16),(16,27),-0.803342 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.278003 # DEPENDENCYPART_GRANDPAR
(22,17),(17,3),-0.695727 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),-0.655086 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),-0.440881 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),-0.247719 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.566323 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.244408 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.266341 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.562468 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.258867 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.264081 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.534672 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.0766402 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.00964884 # DEPENDENCYPART_GRANDPAR
(22,17),(17,23),-0.440771 # DEPENDENCYPART_GRANDPAR
(22,18),(18,3),-0.702307 # DEPENDENCYPART_GRANDPAR
(22,18),(18,4),-0.479355 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),-0.656505 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.223894 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.703379 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.567743 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.249417 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.338715 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.563888 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.272411 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.336455 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.536093 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.281224 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.150876 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.0237705 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.000609779 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.06107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.452188 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.995572 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.803342 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.524239 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.212758 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.230648 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.00705097 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.03846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,25),-0.894599 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.702385 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-0.850087 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.699376 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.571934 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.332359 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.568079 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.271724 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.330099 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.540284 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.280588 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.228803 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.254792 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.168274 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.06107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,25),-0.99558 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.80335 # DEPENDENCYPART_GRANDPAR
(22,23),(23,1),-1.00694 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-1.67906 # DEPENDENCYPART_GRANDPAR
(22,23),(23,4),-1.11752 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-0.911716 # DEPENDENCYPART_GRANDPAR
(22,23),(23,6),-1.64102 # DEPENDENCYPART_GRANDPAR
(22,23),(23,7),-1.14416 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-1.09071 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-1.33281 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-1.55059 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-0.950792 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-0.937593 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.54674 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-1.01682 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.935333 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-1.51894 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.928173 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-1.20748 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.956154 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.755585 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.02732 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.517136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.0168676 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.30249 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.00278397 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.110276 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.488605 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.0760742 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.124618 # DEPENDENCYPART_GRANDPAR
(22,27),(27,3),-1.37065 # DEPENDENCYPART_GRANDPAR
(22,27),(27,10),-1.24647 # DEPENDENCYPART_GRANDPAR
(22,27),(27,12),-0.724324 # DEPENDENCYPART_GRANDPAR
(22,27),(27,13),-1.24261 # DEPENDENCYPART_GRANDPAR
(22,27),(27,14),-0.724855 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),-0.722064 # DEPENDENCYPART_GRANDPAR
(22,27),(27,16),-1.21482 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-0.715404 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-0.903335 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-0.659037 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-0.558374 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.722429 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.597376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,24),-0.076073 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.276137 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.0494423 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.544176 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.525897 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.0698079 # DEPENDENCYPART_GRANDPAR
(23,1),(1,5),-0.226251 # DEPENDENCYPART_GRANDPAR
(23,1),(1,6),-0.476975 # DEPENDENCYPART_GRANDPAR
(23,1),(1,7),-0.0827362 # DEPENDENCYPART_GRANDPAR
(23,1),(1,8),-0.349264 # DEPENDENCYPART_GRANDPAR
(23,1),(1,11),-0.243424 # DEPENDENCYPART_GRANDPAR
(23,1),(1,28),-0.679298 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.153485 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.150957 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.0760276 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.341964 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),-0.0889558 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),-0.29669 # DEPENDENCYPART_GRANDPAR
(23,3),(3,28),-0.85859 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.238095 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.07358 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.578104 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.193349 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.123757 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.367844 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.298391 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-1.11574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,5),(5,28),-0.765444 # DEPENDENCYPART_GRANDPAR
(23,6),(6,1),-0.189307 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),-0.234092 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),-0.432188 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.161178 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.10236 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),-0.101815 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.303787 # DEPENDENCYPART_GRANDPAR
(23,6),(6,10),-0.167738 # DEPENDENCYPART_GRANDPAR
(23,6),(6,11),-0.126006 # DEPENDENCYPART_GRANDPAR
(23,6),(6,22),-0.155242 # DEPENDENCYPART_GRANDPAR
(23,6),(6,23),-1.2168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,6),(6,28),-0.85935 # DEPENDENCYPART_GRANDPAR
(23,8),(8,1),-0.183763 # DEPENDENCYPART_GRANDPAR
(23,8),(8,2),-0.240854 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.458347 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.244225 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.200899 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.400972 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.257154 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.451175 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-0.260869 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.276985 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),-0.0568659 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),-0.208405 # DEPENDENCYPART_GRANDPAR
(23,8),(8,14),-0.111081 # DEPENDENCYPART_GRANDPAR
(23,8),(8,15),-0.00563557 # DEPENDENCYPART_GRANDPAR
(23,8),(8,16),-0.211791 # DEPENDENCYPART_GRANDPAR
(23,8),(8,17),-0.0734325 # DEPENDENCYPART_GRANDPAR
(23,8),(8,18),-0.192171 # DEPENDENCYPART_GRANDPAR
(23,8),(8,19),-0.266536 # DEPENDENCYPART_GRANDPAR
(23,8),(8,20),0.130486 # DEPENDENCYPART_GRANDPAR
(23,8),(8,21),0.0583802 # DEPENDENCYPART_GRANDPAR
(23,8),(8,22),-0.0765615 # DEPENDENCYPART_GRANDPAR
(23,8),(8,23),-0.990566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,25),-0.0199497 # DEPENDENCYPART_GRANDPAR
(23,8),(8,26),0.0200545 # DEPENDENCYPART_GRANDPAR
(23,8),(8,27),-0.08936 # DEPENDENCYPART_GRANDPAR
(23,8),(8,28),-0.572673 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.296283 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.131416 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.120268 # DEPENDENCYPART_GRANDPAR
(23,10),(10,18),-0.104017 # DEPENDENCYPART_GRANDPAR
(23,10),(10,19),-0.120968 # DEPENDENCYPART_GRANDPAR
(23,10),(10,20),0.192397 # DEPENDENCYPART_GRANDPAR
(23,10),(10,23),-1.21603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,27),-0.533472 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.0967549 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.296283 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),0.063406 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),-0.104017 # DEPENDENCYPART_GRANDPAR
(23,14),(14,1),-0.393331 # DEPENDENCYPART_GRANDPAR
(23,14),(14,3),-0.614923 # DEPENDENCYPART_GRANDPAR
(23,14),(14,4),-0.242543 # DEPENDENCYPART_GRANDPAR
(23,14),(14,6),-0.559026 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.255472 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.714752 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),-0.480816 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.373309 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.433367 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.167745 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.320846 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),0.00150007 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.248643 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.21331 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),-0.229006 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),-0.275659 # DEPENDENCYPART_GRANDPAR
(23,14),(14,20),0.0839204 # DEPENDENCYPART_GRANDPAR
(23,14),(14,21),0.0292246 # DEPENDENCYPART_GRANDPAR
(23,14),(14,22),-0.339265 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-1.29389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,25),-0.411966 # DEPENDENCYPART_GRANDPAR
(23,14),(14,27),-0.481377 # DEPENDENCYPART_GRANDPAR
(23,14),(14,28),-0.850075 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),0.117356 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),-0.296283 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),0.063406 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),0.114636 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),0.151373 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.21603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,27),-0.533472 # DEPENDENCYPART_GRANDPAR
(23,17),(17,1),-0.238095 # DEPENDENCYPART_GRANDPAR
(23,17),(17,3),-0.575535 # DEPENDENCYPART_GRANDPAR
(23,17),(17,6),-0.513189 # DEPENDENCYPART_GRANDPAR
(23,17),(17,7),-0.206277 # DEPENDENCYPART_GRANDPAR
(23,17),(17,8),-0.423958 # DEPENDENCYPART_GRANDPAR
(23,17),(17,10),-0.327732 # DEPENDENCYPART_GRANDPAR
(23,17),(17,11),-0.267408 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),0.120081 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.275268 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.0436143 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),0.171311 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.278653 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.104922 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),0.0229365 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.11574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,3),-0.420508 # DEPENDENCYPART_GRANDPAR
(23,18),(18,4),-0.156222 # DEPENDENCYPART_GRANDPAR
(23,18),(18,6),-0.351629 # DEPENDENCYPART_GRANDPAR
(23,18),(18,8),-0.308597 # DEPENDENCYPART_GRANDPAR
(23,18),(18,9),-0.296283 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.166173 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.18036 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),0.063406 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.11371 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),0.0255209 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),0.114636 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.117095 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),0.0423636 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.122467 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.190897 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.146984 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),-0.166586 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.21603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,25),-0.464076 # DEPENDENCYPART_GRANDPAR
(23,18),(18,27),-0.533472 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.17579 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.157715 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.198292 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.100615 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.158016 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.247801 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.317213 # DEPENDENCYPART_GRANDPAR
(23,20),(20,28),-0.751458 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),-0.298111 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.182686 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),0.0634703 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.130223 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),0.0194036 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),0.114701 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.133608 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),0.036417 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.115532 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.176213 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.201072 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.172258 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.464085 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.533481 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-0.373494 # DEPENDENCYPART_GRANDPAR
(23,22),(22,4),-0.196624 # DEPENDENCYPART_GRANDPAR
(23,22),(22,6),-0.548514 # DEPENDENCYPART_GRANDPAR
(23,22),(22,7),-0.209552 # DEPENDENCYPART_GRANDPAR
(23,22),(22,8),-0.69353 # DEPENDENCYPART_GRANDPAR
(23,22),(22,10),-0.362798 # DEPENDENCYPART_GRANDPAR
(23,22),(22,11),-0.396253 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.310334 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.192198 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.31372 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.233549 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.295644 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.385804 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.023083 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.0347357 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.26747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,25),-0.399714 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.469125 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.84159 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.103041 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.149514 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.0780735 # DEPENDENCYPART_GRANDPAR
(23,26),(26,7),-0.573714 # DEPENDENCYPART_GRANDPAR
(23,26),(26,13),-0.557517 # DEPENDENCYPART_GRANDPAR
(23,26),(26,14),-0.388642 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-0.560902 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-0.541276 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-0.520016 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.138985 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.282236 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.601012 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.127863 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.00154152 # DEPENDENCYPART_GRANDPAR
(23,27),(27,3),-1.02459 # DEPENDENCYPART_GRANDPAR
(23,27),(27,10),-0.777719 # DEPENDENCYPART_GRANDPAR
(23,27),(27,12),-0.537949 # DEPENDENCYPART_GRANDPAR
(23,27),(27,13),-0.725256 # DEPENDENCYPART_GRANDPAR
(23,27),(27,14),-0.481461 # DEPENDENCYPART_GRANDPAR
(23,27),(27,15),-0.486719 # DEPENDENCYPART_GRANDPAR
(23,27),(27,16),-0.728641 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-0.536112 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-0.709014 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-0.623706 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.247332 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.449971 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.693838 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),0.149515 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.142696 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.270763 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.429396 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.697539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,27),-0.126168 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.10932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,3),-1.76044 # DEPENDENCYPART_GRANDPAR
(25,27),(27,10),-1.72745 # DEPENDENCYPART_GRANDPAR
(25,27),(27,12),-1.56905 # DEPENDENCYPART_GRANDPAR
(25,27),(27,13),-1.536 # DEPENDENCYPART_GRANDPAR
(25,27),(27,14),-1.10871 # DEPENDENCYPART_GRANDPAR
(25,27),(27,15),-1.51834 # DEPENDENCYPART_GRANDPAR
(25,27),(27,16),-1.32716 # DEPENDENCYPART_GRANDPAR
(25,27),(27,17),-1.47913 # DEPENDENCYPART_GRANDPAR
(25,27),(27,18),-0.950476 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-0.916939 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-1.17057 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-0.973364 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.827014 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.953529 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.617557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.110974 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.326892 # DEPENDENCYPART_GRANDPAR
(26,13),(13,9),-0.337507 # DEPENDENCYPART_GRANDPAR
(26,13),(13,12),-0.529685 # DEPENDENCYPART_GRANDPAR
(26,13),(13,18),-0.752189 # DEPENDENCYPART_GRANDPAR
(26,14),(14,1),-0.617638 # DEPENDENCYPART_GRANDPAR
(26,14),(14,3),-0.69424 # DEPENDENCYPART_GRANDPAR
(26,14),(14,4),-0.701547 # DEPENDENCYPART_GRANDPAR
(26,14),(14,6),-0.532073 # DEPENDENCYPART_GRANDPAR
(26,14),(14,7),-0.636185 # DEPENDENCYPART_GRANDPAR
(26,14),(14,8),-0.605287 # DEPENDENCYPART_GRANDPAR
(26,14),(14,9),-0.443247 # DEPENDENCYPART_GRANDPAR
(26,14),(14,10),-0.562109 # DEPENDENCYPART_GRANDPAR
(26,14),(14,11),-0.568114 # DEPENDENCYPART_GRANDPAR
(26,14),(14,12),-0.673835 # DEPENDENCYPART_GRANDPAR
(26,14),(14,13),-0.452199 # DEPENDENCYPART_GRANDPAR
(26,14),(14,15),-0.413493 # DEPENDENCYPART_GRANDPAR
(26,14),(14,16),-0.245968 # DEPENDENCYPART_GRANDPAR
(26,14),(14,17),-0.482604 # DEPENDENCYPART_GRANDPAR
(26,14),(14,18),-0.669049 # DEPENDENCYPART_GRANDPAR
(26,14),(14,19),-0.1057 # DEPENDENCYPART_GRANDPAR
(26,14),(14,20),-0.196339 # DEPENDENCYPART_GRANDPAR
(26,14),(14,21),-0.41553 # DEPENDENCYPART_GRANDPAR
(26,14),(14,22),-0.268763 # DEPENDENCYPART_GRANDPAR
(26,14),(14,23),-0.238052 # DEPENDENCYPART_GRANDPAR
(26,14),(14,25),0.0734991 # DEPENDENCYPART_GRANDPAR
(26,14),(14,27),-0.483335 # DEPENDENCYPART_GRANDPAR
(26,14),(14,28),-0.622899 # DEPENDENCYPART_GRANDPAR
(26,16),(16,9),-0.337507 # DEPENDENCYPART_GRANDPAR
(26,16),(16,12),-0.529685 # DEPENDENCYPART_GRANDPAR
