# _root_ Azon fáradozunk , hogy az utánpótlás-nevelésre fordítható öszszeg évről évre emelkedjen , ezzel is segítve a hazai labdarúgás kimozdulását a mély kátyúból .
#goldHeads=2,0,2,2,6,7,8,11,11,11,1,11,15,11,11,18,18,19,15,22,22,15,2,
#predictedHeads=2,0,2,2,6,7,9,9,11,11,1,11,15,15,1,18,18,19,15,22,22,15,2,
(13,14),(14,12),-0.933087 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.695545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.578686 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.495939 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.278922 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0225314 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.100622 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.636313 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.668399 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.06046 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.847753 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.999928 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.927691 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.593313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.433402 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.476533 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.24534 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0110511 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.0670395 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.681089 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.590514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),-0.460833 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.186986 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.0146672 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.812412 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.561028 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.628813 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.688991 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.936563 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.554172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.375565 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.432535 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.138314 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.312829 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),0.0217835 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.14889 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.628813 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.936177 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.688991 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.936563 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.554172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.375565 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.432535 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.138313 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.312829 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.100341 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.160992 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.462831 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.0217835 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.632103 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.590505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,16),-0.186981 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.224477 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.031914 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.151948 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-0.628813 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.688991 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.554172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),-0.375565 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.432535 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.138313 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.312829 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.100341 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.15605 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.10328 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.374611 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.632103 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.608262 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.566859 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.508699 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.516941 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.522301 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.574043 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.5395 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.417718 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.560647 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.445111 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),-0.593029 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.283237 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.2917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.669849 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.790821 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-1.17895 # DEPENDENCYPART_GRANDPAR
(14,2),(2,19),-1.03168 # DEPENDENCYPART_GRANDPAR
(14,2),(2,22),-1.15347 # DEPENDENCYPART_GRANDPAR
(14,2),(2,23),-1.20869 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.608262 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.505685 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.576436 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.399333 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.428175 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.438479 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.535349 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.531784 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.334908 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.47926 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.593029 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.283237 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.2917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.669849 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.902747 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.790821 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-1.17895 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-1.03168 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.932926 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-1.15347 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-1.20869 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.539863 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.533281 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.516326 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.568359 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.505057 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.283419 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.426574 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.421312 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.559451 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.975468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.436782 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.516637 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.796238 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.648971 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.658736 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.770761 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-1.01767 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.922081 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.986765 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.88303 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.02558 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.948251 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.599362 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.385469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.100652 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.127154 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0201135 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.101677 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.585875 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.618473 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.107037 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.211608 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.177223 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.823973 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.987808 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.851152 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.937855 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.965387 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.637441 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.48734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0160128 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.297289 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0927343 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.104586 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.08361 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.851152 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.979877 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.937855 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.965387 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.637441 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.48734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.0160128 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.297289 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0927342 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.155595 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.339644 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.25297 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.104586 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.609604 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.851152 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.937855 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.637441 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.48734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.0160128 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.297289 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.0927342 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.155595 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.00832737 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.448476 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.232749 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.609604 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.00604483 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.0594534 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.0643014 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.00663609 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.00340168 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.0614971 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.0594534 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.0641161 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.0143634 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0381187 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.0461281 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.190206 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.00824118 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.00579451 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),0.0559098 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.0618466 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.0681381 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.0108364 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0381476 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0437352 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.0664651 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.246205 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),0.0253677 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),0.0937343 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.0199171 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.0257879 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.072901 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.144608 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.125788 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.136255 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.148827 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.195469 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.537875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.0367762 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),0.0908667 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.0756636 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.114475 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),0.0295472 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.419228 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.0929232 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0179641 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0453667 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0512426 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.605698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.159539 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.0411302 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.20766 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.10245 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.446504 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.234037 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.124583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.261315 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.228047 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.31523 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.408882 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.276844 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.231998 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.192282 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.250772 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.216657 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.231871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.22626 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.232041 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.251527 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.377567 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.276844 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.321938 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.231998 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.192282 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.250772 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.216657 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.231871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.22626 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.232041 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.452175 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.110691 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.101051 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.251527 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.167459 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.276844 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.231998 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.250772 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.216657 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.231871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.22626 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.232041 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.452175 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.285645 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.129934 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.156462 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.167459 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.512436 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.469664 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.65956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,22),-0.320932 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.512436 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.659558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),-0.162839 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.135724 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.41196 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.925631 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.608051 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.651725 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.783572 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.555167 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.991651 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.807195 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.545864 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.547581 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.47699 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.487061 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.773612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.460868 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.443876 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.396554 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.485334 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.745881 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.649958 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.838261 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-1.06511 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.879559 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.589488 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.467344 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.549788 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.879618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.541735 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.524743 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.566201 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.780408 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.889542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,21),-0.51249 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.919574 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.940033 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.793587 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.826578 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.814603 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.916772 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.474838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.0976135 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.0806211 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.225933 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0966279 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.388492 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-1.0752 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.278304 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.503805 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.510775 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.715608 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-1.01305 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),0.0117991 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.623388 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.473074 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.434024 # DEPENDENCYPART_GRANDPAR
(18,7),(7,23),-0.746977 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.566351 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.586207 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.781999 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-1.05158 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.0943982 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-1.08339 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.63215 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.481834 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.324813 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.51511 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.255598 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-0.885031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.441296 # DEPENDENCYPART_GRANDPAR
(18,8),(8,22),-0.574548 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.438227 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.61502 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.665708 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.788937 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-1.15707 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.114162 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-1.17618 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.456824 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.632326 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.483289 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.621624 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.401463 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.151139 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.449153 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.602125 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.0857072 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.958116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.514381 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.516834 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-0.647633 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.73032 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.583471 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.635148 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.89515 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-1.15152 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.446514 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.672684 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.52209 # DEPENDENCYPART_GRANDPAR
