# _root_ Szép_Tibor egyelőre nem kívánt nyilatkozni lapunknak , de annyit elmondott , hogy a munkakör betöltésének napjáig a munkavállaló visszaléphet .
#goldHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
#predictedHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
(12,19),(19,3),-0.88353 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-1.37953 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.981196 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-1.30213 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-1.00729 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.951653 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.840569 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-1.31987 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-1.15722 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.273626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.203328 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.0322331 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.155976 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.236613 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.474476 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.137471 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.505248 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.970584 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.944194 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.885926 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.886725 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.08604 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.471268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.249193 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.202494 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.944194 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.885926 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.886725 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.08604 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.471268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0167918 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0201099 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.202494 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.41843 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.915133 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.500968 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.523624 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.640229 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.286983 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-1.11963 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.477382 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.720938 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.384449 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.19264 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.273592 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.042817 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.29084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.851764 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.595235 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.983057 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.845039 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.47669 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.554392 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.211169 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-1.07608 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.365822 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.465747 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.422037 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.267873 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.24949 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.0210812 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.923279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.484204 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.22791 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.469304 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.615782 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.907758 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.482331 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.496421 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.678886 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.325634 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-1.11225 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.439876 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.407392 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.805178 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.558785 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.376787 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0827093 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.3013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.862223 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.605694 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.982177 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.845 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.248417 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.294532 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.35821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.919136 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.12608 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.622446 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.611855 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.290101 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.430636 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.76028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.186428 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.18596 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.477856 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.290101 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.430636 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.760379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.321303 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.340443 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.449713 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.466247 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.22555 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-1.44313 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.303658 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.459372 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.399973 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.217498 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.274594 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.259104 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-1.36961 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.941742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.236475 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.346655 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.422438 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-1.05665 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.455354 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.445233 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.590741 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.340014 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-1.4793 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.377712 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.401017 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.840843 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.536721 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.326412 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.197476 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-1.30799 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.31976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.614259 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.859527 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.651656 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.198042 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.00558106 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-1.2234 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.37667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,8),-0.337887 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.714343 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.198042 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.317917 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.00558106 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.23383 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.37667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.671172 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.590214 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.710821 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.82133 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.778841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.11142 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.314677 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.806635 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.688678 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.20787 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.477494 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.285085 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.314677 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.526165 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.806635 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.439562 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.20787 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.05631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,9),-0.285085 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.314677 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.526165 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.806635 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.439562 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.809594 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.50365 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.05631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.668914 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.15897 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.559923 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),0.0604964 # DEPENDENCYPART_GRANDPAR
(19,1),(1,19),-1.40056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,1),-0.335346 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.201017 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.127489 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.677652 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.0678706 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.295568 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.0718396 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-1.23321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,20),-0.534651 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.484058 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.454625 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.121028 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.665899 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.0696002 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.296363 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.0653768 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.227841 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.23683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,20),-0.537039 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.322004 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.327943 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.0223113 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.149521 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.646406 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.087482 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.282058 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.041297 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.0895171 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.156755 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.248386 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.0853823 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),0.013504 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),0.154707 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),0.175509 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.17511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),-0.427905 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.315261 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.321612 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),0.028901 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.187371 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.648574 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.0906126 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.286065 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.0452953 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.0910678 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.159886 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.252322 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.0875509 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.0113354 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),0.152539 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.17245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,20),-0.425301 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.290758 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.315284 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.000223989 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.167777 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.0915105 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),0.0587602 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.0297882 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.594575 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.565344 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.263063 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.588813 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.512747 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.876769 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.322972 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.214388 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.221088 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.270347 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.413104 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.273801 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.174914 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),-0.0337109 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),-0.0131532 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.46788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.701386 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.291868 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.114928 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.0434887 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.550218 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.0252961 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.221277 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.110521 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.12004 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.254895 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.194431 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.0955447 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.0456588 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.0661659 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.814745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.386824 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.318477 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.321749 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),0.0287921 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.187302 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.108217 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.605698 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.0725306 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.271014 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.079162 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.156015 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.246855 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),0.0320536 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.0836277 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),0.0152586 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),0.156462 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.093367 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.177263 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.17493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.427783 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.654011 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.598029 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.288058 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.734799 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.658723 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.936204 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.33261 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.506761 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.264919 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.60326 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.401883 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.345093 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.246207 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.105003 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.0844455 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.49552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.730555 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0594562 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.186894 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.103162 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.244365 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.209263 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),0.121211 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0594562 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.268127 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.186894 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.0108343 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.244365 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.263912 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),0.121211 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.0594562 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.268127 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.186894 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.0108343 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.109721 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0127702 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.263912 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.713863 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.186179 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.00946991 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.108356 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.24956 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.0607586 # DEPENDENCYPART_GRANDPAR
