# _root_ A képmutató terminus technicus jelentése , hogy az egyik etnikum fegyveres alakulatai tömegesen elüldözik a másik népcsoport civil lakosságát , hogy egy adott területet a sajátjai számára " megtisztítson " .
#goldHeads=4,4,4,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
#predictedHeads=3,3,5,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
(21,17),(17,9),0.0845226 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.204815 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),0.0440723 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.187358 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.0803079 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.00651486 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.026516 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.34642 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.335706 # DEPENDENCYPART_GRANDPAR
(21,17),(17,27),-0.242552 # DEPENDENCYPART_GRANDPAR
(21,17),(17,28),-0.592346 # DEPENDENCYPART_GRANDPAR
(21,17),(17,29),-0.578759 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.419566 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.244127 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.285454 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),0.00183061 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),0.110677 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.0756235 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.144984 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.702228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,24),-0.276713 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),0.150809 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),0.0845226 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.163487 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),0.0311173 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.204815 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),0.0440723 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.187358 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),0.0803079 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.00651486 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0643443 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.114422 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.34642 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.335706 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.242552 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.592346 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-0.578759 # DEPENDENCYPART_GRANDPAR
(21,19),(19,30),-0.608189 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.638134 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.253245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.0802074 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.183355 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-0.318111 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-0.472827 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.862695 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.444886 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.524747 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.833843 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.412286 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.693147 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.787147 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.330856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.0836707 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.100812 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.211237 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.0198862 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),0.194067 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.160055 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.175898 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-0.444886 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-0.524747 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.330856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),-0.0828101 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.10082 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.330567 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.509216 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.159847 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.17569 # DEPENDENCYPART_GRANDPAR
(21,29),(29,2),-0.783876 # DEPENDENCYPART_GRANDPAR
(21,29),(29,3),-1.32632 # DEPENDENCYPART_GRANDPAR
(21,29),(29,5),-1.24444 # DEPENDENCYPART_GRANDPAR
(21,29),(29,6),-0.945602 # DEPENDENCYPART_GRANDPAR
(21,29),(29,7),-1.22078 # DEPENDENCYPART_GRANDPAR
(21,29),(29,8),-0.541434 # DEPENDENCYPART_GRANDPAR
(21,29),(29,9),-0.718225 # DEPENDENCYPART_GRANDPAR
(21,29),(29,10),-1.24949 # DEPENDENCYPART_GRANDPAR
(21,29),(29,11),-0.719634 # DEPENDENCYPART_GRANDPAR
(21,29),(29,12),-1.29082 # DEPENDENCYPART_GRANDPAR
(21,29),(29,13),-0.706342 # DEPENDENCYPART_GRANDPAR
(21,29),(29,14),-1.19193 # DEPENDENCYPART_GRANDPAR
(21,29),(29,15),-0.666087 # DEPENDENCYPART_GRANDPAR
(21,29),(29,16),-0.769785 # DEPENDENCYPART_GRANDPAR
(21,29),(29,17),-1.15035 # DEPENDENCYPART_GRANDPAR
(21,29),(29,18),-0.635198 # DEPENDENCYPART_GRANDPAR
(21,29),(29,19),-1.00965 # DEPENDENCYPART_GRANDPAR
(21,29),(29,20),-1.09571 # DEPENDENCYPART_GRANDPAR
(21,29),(29,21),-0.27464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,29),(29,22),-0.00526084 # DEPENDENCYPART_GRANDPAR
(21,29),(29,23),0.00740738 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),0.356825 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),-0.440622 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),-0.0970625 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),0.189639 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.134926 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),-0.193929 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.468664 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.742935 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.625607 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.42952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,27),0.0260578 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),0.084061 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-0.14177 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-0.341148 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.386383 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.555012 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.233654 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.326392 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.0546005 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.0732437 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.193238 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.256964 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.0451977 # DEPENDENCYPART_GRANDPAR
(23,19),(19,24),-0.454076 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.440823 # DEPENDENCYPART_GRANDPAR
(23,19),(19,28),-0.539169 # DEPENDENCYPART_GRANDPAR
(23,19),(19,29),-0.281155 # DEPENDENCYPART_GRANDPAR
(23,19),(19,30),-0.499942 # DEPENDENCYPART_GRANDPAR
(23,21),(21,2),-0.490516 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-0.590855 # DEPENDENCYPART_GRANDPAR
(23,21),(21,5),-0.770236 # DEPENDENCYPART_GRANDPAR
(23,21),(21,6),-0.537044 # DEPENDENCYPART_GRANDPAR
(23,21),(21,7),-0.381534 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),-0.351322 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-0.503033 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.53192 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.716897 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.37887 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.528229 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.258834 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.355122 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.394569 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.576627 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.192746 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.823183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.417706 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.53088 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.528726 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-0.321544 # DEPENDENCYPART_GRANDPAR
(23,21),(21,30),-0.4895 # DEPENDENCYPART_GRANDPAR
(23,21),(21,31),-0.760032 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.80986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,17),-0.700557 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-0.669204 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-0.922062 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.380374 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.455252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.0242256 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.0780399 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.0889483 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.102327 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.0631008 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.424712 # DEPENDENCYPART_GRANDPAR
(24,8),(8,11),-0.944973 # DEPENDENCYPART_GRANDPAR
(24,8),(8,13),-0.912981 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-1.54996 # DEPENDENCYPART_GRANDPAR
(24,9),(9,14),-0.364955 # DEPENDENCYPART_GRANDPAR
(24,9),(9,16),-0.371202 # DEPENDENCYPART_GRANDPAR
(24,9),(9,19),-0.354664 # DEPENDENCYPART_GRANDPAR
(24,9),(9,20),-0.338298 # DEPENDENCYPART_GRANDPAR
(24,9),(9,29),-0.127407 # DEPENDENCYPART_GRANDPAR
(24,14),(14,1),-1.47164 # DEPENDENCYPART_GRANDPAR
(24,14),(14,2),-1.21592 # DEPENDENCYPART_GRANDPAR
(24,14),(14,3),-0.77691 # DEPENDENCYPART_GRANDPAR
(24,14),(14,4),-0.509439 # DEPENDENCYPART_GRANDPAR
(24,14),(14,5),-0.94796 # DEPENDENCYPART_GRANDPAR
(24,14),(14,6),-0.634738 # DEPENDENCYPART_GRANDPAR
(24,14),(14,7),-0.845366 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),-1.49354 # DEPENDENCYPART_GRANDPAR
(24,14),(14,9),-0.396558 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.63948 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),-1.04773 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),-0.69421 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-1.01398 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.930135 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.336294 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),-0.513038 # DEPENDENCYPART_GRANDPAR
(24,14),(14,18),-0.470813 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),-0.363515 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),-0.420352 # DEPENDENCYPART_GRANDPAR
(24,14),(14,21),-0.277571 # DEPENDENCYPART_GRANDPAR
(24,14),(14,23),0.0426195 # DEPENDENCYPART_GRANDPAR
(24,14),(14,24),-0.842672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,14),(14,26),-0.426434 # DEPENDENCYPART_GRANDPAR
(24,14),(14,27),-0.338529 # DEPENDENCYPART_GRANDPAR
(24,14),(14,28),-0.476961 # DEPENDENCYPART_GRANDPAR
(24,14),(14,29),-0.593499 # DEPENDENCYPART_GRANDPAR
(24,14),(14,30),-0.479271 # DEPENDENCYPART_GRANDPAR
(24,14),(14,31),-0.700632 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),-1.00498 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),-0.503753 # DEPENDENCYPART_GRANDPAR
(24,16),(16,19),-0.35423 # DEPENDENCYPART_GRANDPAR
(24,16),(16,20),-0.338456 # DEPENDENCYPART_GRANDPAR
(24,16),(16,24),-0.482689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,16),(16,26),-0.0666891 # DEPENDENCYPART_GRANDPAR
(24,16),(16,28),-0.152901 # DEPENDENCYPART_GRANDPAR
(24,16),(16,29),-0.124303 # DEPENDENCYPART_GRANDPAR
(24,16),(16,30),-0.155212 # DEPENDENCYPART_GRANDPAR
(24,16),(16,31),-0.481245 # DEPENDENCYPART_GRANDPAR
(24,17),(17,4),-0.414075 # DEPENDENCYPART_GRANDPAR
(24,17),(17,8),-1.31161 # DEPENDENCYPART_GRANDPAR
(24,17),(17,9),-0.273383 # DEPENDENCYPART_GRANDPAR
(24,17),(17,12),-0.715699 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.930391 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),-0.325886 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),-0.751609 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.325321 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),-0.206221 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.291093 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-0.903988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,27),-0.395147 # DEPENDENCYPART_GRANDPAR
(24,17),(17,28),-0.461865 # DEPENDENCYPART_GRANDPAR
(24,17),(17,29),-0.578282 # DEPENDENCYPART_GRANDPAR
(24,18),(18,7),-0.790883 # DEPENDENCYPART_GRANDPAR
(24,18),(18,10),-0.545624 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),-0.600353 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-0.890789 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.78874 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.290963 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.355067 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.257929 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-0.841452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,8),-1.31161 # DEPENDENCYPART_GRANDPAR
(24,19),(19,9),-0.273383 # DEPENDENCYPART_GRANDPAR
(24,19),(19,10),-0.660969 # DEPENDENCYPART_GRANDPAR
(24,19),(19,11),-0.961558 # DEPENDENCYPART_GRANDPAR
(24,19),(19,12),-0.715699 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),-0.930391 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),-0.325886 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-0.751609 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),-0.325321 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.470412 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.601798 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.291093 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-0.903988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,27),-0.395147 # DEPENDENCYPART_GRANDPAR
(24,19),(19,28),-0.461865 # DEPENDENCYPART_GRANDPAR
(24,19),(19,29),-0.578282 # DEPENDENCYPART_GRANDPAR
(24,19),(19,30),-0.464175 # DEPENDENCYPART_GRANDPAR
(24,21),(21,2),-1.22302 # DEPENDENCYPART_GRANDPAR
(24,21),(21,3),-0.851254 # DEPENDENCYPART_GRANDPAR
(24,21),(21,5),-1.0243 # DEPENDENCYPART_GRANDPAR
(24,21),(21,6),-0.678923 # DEPENDENCYPART_GRANDPAR
(24,21),(21,7),-0.893122 # DEPENDENCYPART_GRANDPAR
(24,21),(21,9),-0.430715 # DEPENDENCYPART_GRANDPAR
(24,21),(21,10),-0.713824 # DEPENDENCYPART_GRANDPAR
(24,21),(21,11),-1.05482 # DEPENDENCYPART_GRANDPAR
(24,21),(21,12),-0.768553 # DEPENDENCYPART_GRANDPAR
(24,21),(21,13),-1.02106 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),-0.500377 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.456482 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.523267 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.684877 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.373744 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.446477 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.0557025 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-0.847074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,26),-0.431075 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.432113 # DEPENDENCYPART_GRANDPAR
(24,21),(21,29),-0.609168 # DEPENDENCYPART_GRANDPAR
(24,21),(21,30),-0.434423 # DEPENDENCYPART_GRANDPAR
(24,21),(21,31),-0.701804 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.0452292 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.184611 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.220205 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.204583 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.38255 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-1.33623 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-0.777351 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.638415 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.722378 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.554012 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.306064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.131364 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.0113994 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.0137098 # DEPENDENCYPART_GRANDPAR
(24,27),(27,17),-0.834307 # DEPENDENCYPART_GRANDPAR
(24,27),(27,18),-0.971113 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-0.684785 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.632405 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.458333 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.383359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.132587 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.0326408 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.102899 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.105209 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.41236 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.20057 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),-0.574283 # DEPENDENCYPART_GRANDPAR
(26,16),(16,19),-1.31299 # DEPENDENCYPART_GRANDPAR
(26,16),(16,20),-0.427898 # DEPENDENCYPART_GRANDPAR
(26,16),(16,24),-0.610277 # DEPENDENCYPART_GRANDPAR
(26,16),(16,26),-0.977349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,16),(16,28),-0.372744 # DEPENDENCYPART_GRANDPAR
(26,16),(16,29),-0.737148 # DEPENDENCYPART_GRANDPAR
(26,16),(16,30),-0.34048 # DEPENDENCYPART_GRANDPAR
(26,16),(16,31),-0.646046 # DEPENDENCYPART_GRANDPAR
(26,21),(21,2),-0.989182 # DEPENDENCYPART_GRANDPAR
(26,21),(21,3),-0.886063 # DEPENDENCYPART_GRANDPAR
(26,21),(21,5),-1.4613 # DEPENDENCYPART_GRANDPAR
(26,21),(21,6),-0.808707 # DEPENDENCYPART_GRANDPAR
(26,21),(21,7),-1.11065 # DEPENDENCYPART_GRANDPAR
(26,21),(21,9),-0.717386 # DEPENDENCYPART_GRANDPAR
(26,21),(21,10),-0.785728 # DEPENDENCYPART_GRANDPAR
(26,21),(21,11),-0.762013 # DEPENDENCYPART_GRANDPAR
(26,21),(21,12),-1.14746 # DEPENDENCYPART_GRANDPAR
(26,21),(21,13),-0.976644 # DEPENDENCYPART_GRANDPAR
(26,21),(21,14),-0.715021 # DEPENDENCYPART_GRANDPAR
(26,21),(21,16),-0.769229 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),-0.600079 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),-0.397011 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-1.33879 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.535911 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),0.0331214 # DEPENDENCYPART_GRANDPAR
(26,21),(21,24),-0.546854 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-1.34173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,28),-0.651956 # DEPENDENCYPART_GRANDPAR
(26,21),(21,29),-1.22201 # DEPENDENCYPART_GRANDPAR
(26,21),(21,30),-0.619692 # DEPENDENCYPART_GRANDPAR
(26,21),(21,31),-0.866606 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),0.0435914 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-1.14764 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.467022 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.0810764 # DEPENDENCYPART_GRANDPAR
(26,23),(23,27),-0.53022 # DEPENDENCYPART_GRANDPAR
(26,24),(24,8),-0.396858 # DEPENDENCYPART_GRANDPAR
(26,24),(24,9),-0.560048 # DEPENDENCYPART_GRANDPAR
(26,24),(24,14),-0.540524 # DEPENDENCYPART_GRANDPAR
(26,24),(24,15),0.0519439 # DEPENDENCYPART_GRANDPAR
(26,24),(24,16),-0.638062 # DEPENDENCYPART_GRANDPAR
(26,24),(24,17),-0.547216 # DEPENDENCYPART_GRANDPAR
(26,24),(24,18),-0.314007 # DEPENDENCYPART_GRANDPAR
(26,24),(24,19),-1.28592 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),-0.407957 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),-0.573007 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),-0.0137775 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),0.0099388 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),0.43126 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.39865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.542816 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-0.681707 # DEPENDENCYPART_GRANDPAR
(26,24),(24,30),-0.649444 # DEPENDENCYPART_GRANDPAR
(27,17),(17,4),-0.216446 # DEPENDENCYPART_GRANDPAR
(27,17),(17,8),-0.714485 # DEPENDENCYPART_GRANDPAR
(27,17),(17,9),-0.53337 # DEPENDENCYPART_GRANDPAR
(27,17),(17,12),-0.554635 # DEPENDENCYPART_GRANDPAR
(27,17),(17,13),-0.623297 # DEPENDENCYPART_GRANDPAR
(27,17),(17,14),-0.344683 # DEPENDENCYPART_GRANDPAR
(27,17),(17,15),-0.492105 # DEPENDENCYPART_GRANDPAR
(27,17),(17,16),-0.419459 # DEPENDENCYPART_GRANDPAR
(27,17),(17,19),-0.440706 # DEPENDENCYPART_GRANDPAR
(27,17),(17,20),-0.248353 # DEPENDENCYPART_GRANDPAR
(27,17),(17,24),-0.33343 # DEPENDENCYPART_GRANDPAR
(27,17),(17,27),-0.844871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,17),(17,28),-0.487432 # DEPENDENCYPART_GRANDPAR
(27,17),(17,29),-0.490406 # DEPENDENCYPART_GRANDPAR
(27,18),(18,7),-0.507089 # DEPENDENCYPART_GRANDPAR
(27,18),(18,10),-0.570649 # DEPENDENCYPART_GRANDPAR
(27,18),(18,12),-0.55203 # DEPENDENCYPART_GRANDPAR
(27,18),(18,13),-0.625777 # DEPENDENCYPART_GRANDPAR
(27,18),(18,15),-0.340831 # DEPENDENCYPART_GRANDPAR
(27,18),(18,16),-0.41896 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),-0.441032 # DEPENDENCYPART_GRANDPAR
(27,18),(18,21),-0.270564 # DEPENDENCYPART_GRANDPAR
(27,18),(18,24),-0.274798 # DEPENDENCYPART_GRANDPAR
(27,19),(19,8),-0.714485 # DEPENDENCYPART_GRANDPAR
(27,19),(19,9),-0.53337 # DEPENDENCYPART_GRANDPAR
(27,19),(19,10),-0.573255 # DEPENDENCYPART_GRANDPAR
(27,19),(19,11),-0.716187 # DEPENDENCYPART_GRANDPAR
(27,19),(19,12),-0.554635 # DEPENDENCYPART_GRANDPAR
(27,19),(19,13),-0.623297 # DEPENDENCYPART_GRANDPAR
(27,19),(19,14),-0.344683 # DEPENDENCYPART_GRANDPAR
(27,19),(19,15),-0.492105 # DEPENDENCYPART_GRANDPAR
(27,19),(19,16),-0.419459 # DEPENDENCYPART_GRANDPAR
(27,19),(19,17),-0.443638 # DEPENDENCYPART_GRANDPAR
(27,19),(19,18),-0.532118 # DEPENDENCYPART_GRANDPAR
