# _root_ Ugyanaz év júniusában a felügyelet felszólította a Bank_Austria_Creditanstalt_Hungary_Rt.-t , hogy tudatosítsa hirdetményeiben : a Nonstopbank nem különálló vállalkozása , hanem csak egy szolgáltatása .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,11,11,15,11,18,18,15,11,11,11,23,21,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,11,6,15,18,17,18,11,20,6,20,23,21,6,
(18,12),(12,6),-0.0805559 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),0.285229 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.428022 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.0157193 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.255807 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.0445749 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.155137 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.223535 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.660907 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.28485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.536819 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.62043 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.499786 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),-0.867324 # DEPENDENCYPART_GRANDPAR
(18,12),(12,24),-0.740013 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.55075 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.28485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,23),-0.867324 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.62732 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.92805 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.249817 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.0697866 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.470159 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.166604 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0197227 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.620386 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.15921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.493545 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.585675 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.741686 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.699882 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.40048 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.703076 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.275837 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.0643286 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.28914 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.0846825 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.153305 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.245185 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0963867 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.529898 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.244697 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0945402 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.804787 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.748599 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.949173 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-1.24809 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.820853 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.507226 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.834155 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.325827 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.555302 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.382095 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.790201 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.500832 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.300319 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.269235 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),0.157741 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.79769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.106574 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.253794 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.423249 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.319837 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.452814 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.540449 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.327684 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.733334 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.490873 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.243452 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.228466 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),0.183951 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.791569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.15379 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.207909 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.432224 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.398396 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.033343 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.369088 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.283203 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),0.0940951 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.693401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),-0.144641 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.231342 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.153019 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.0495116 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.346324 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.597998 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.258292 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.260194 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.373037 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),-0.138617 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.116338 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.0246688 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),-0.157797 # DEPENDENCYPART_GRANDPAR
(20,1),(1,12),-0.0653021 # DEPENDENCYPART_GRANDPAR
(20,1),(1,13),-0.170124 # DEPENDENCYPART_GRANDPAR
(20,1),(1,15),-0.00865866 # DEPENDENCYPART_GRANDPAR
(20,1),(1,16),0.0879866 # DEPENDENCYPART_GRANDPAR
(20,1),(1,17),-0.0185223 # DEPENDENCYPART_GRANDPAR
(20,1),(1,18),0.3976 # DEPENDENCYPART_GRANDPAR
(20,1),(1,19),-0.196706 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-0.757823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,21),-0.281039 # DEPENDENCYPART_GRANDPAR
(20,1),(1,23),-0.347862 # DEPENDENCYPART_GRANDPAR
(20,1),(1,24),-0.663936 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.0540967 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.208752 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.210715 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.0609923 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.5224 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.985759 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.19616 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.339436 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.074523 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.122448 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.124195 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),0.461299 # DEPENDENCYPART_GRANDPAR
(20,3),(3,21),-0.260102 # DEPENDENCYPART_GRANDPAR
(20,3),(3,24),-0.615288 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.061277 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.520957 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.199497 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.965582 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.0745084 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.0189425 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.468509 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.120901 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.835609 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.122094 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.991798 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.223001 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.21655 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.0896883 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.20808 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-0.149686 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.336286 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.406673 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),-0.0930424 # DEPENDENCYPART_GRANDPAR
(20,6),(6,16),0.0253298 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),-0.0122955 # DEPENDENCYPART_GRANDPAR
(20,6),(6,18),0.313216 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),-0.296918 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-1.11593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,21),-0.494837 # DEPENDENCYPART_GRANDPAR
(20,6),(6,23),-0.741673 # DEPENDENCYPART_GRANDPAR
(20,6),(6,24),-0.864471 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.964678 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.889349 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.122444 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.124192 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.00119335 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.071861 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.530738 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.19443 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.196121 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.278186 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.851767 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.0745492 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.19936 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.00993386 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.108684 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.0337422 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.158719 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.0612034 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-0.820976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,21),-0.30863 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.642123 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.0233951 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.473691 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.126083 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.127277 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.233916 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.764732 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.00570574 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.119667 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),0.154136 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.151215 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.337912 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.408624 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.0945713 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),0.0217526 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.0142313 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),0.311687 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),-0.298218 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.11593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.494836 # DEPENDENCYPART_GRANDPAR
(20,11),(11,23),-0.741645 # DEPENDENCYPART_GRANDPAR
(20,11),(11,24),-0.864471 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.0609923 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.964678 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.200837 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.318962 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.889349 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.0793307 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.183383 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.0671073 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.103723 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.21371 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.0554501 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.0392055 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.461314 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),-0.202813 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.772504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.260102 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-0.428515 # DEPENDENCYPART_GRANDPAR
(20,12),(12,24),-0.615288 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.304224 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.461314 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.428515 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.420322 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.0850656 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),0.13371 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.0362926 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),0.108131 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.0251582 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.164774 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.0911456 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.543269 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.158765 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.763158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,23),-0.331637 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.602068 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.479362 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.1476 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.14929 # DEPENDENCYPART_GRANDPAR
(20,17),(17,6),-0.300741 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.027719 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.130526 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),0.0305882 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),0.045596 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.0842991 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.155794 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.102239 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.21165 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.366306 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.055755 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.191045 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.313724 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.884112 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.0695388 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.166306 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.06187 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),0.00377616 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.197571 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.298986 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0604196 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.143756 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.00920755 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.199187 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.772504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.260102 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.428515 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.885232 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.478621 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.669994 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.597448 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.542456 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.540804 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.252438 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.394932 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.134429 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.66271 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.198878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),0.3809 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.190531 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.688984 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.637928 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.282324 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.45039 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.231554 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.680593 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.33431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.103181 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.290929 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.29482 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.155038 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.0397498 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),0.0185591 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.0369543 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),0.00392952 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.124898 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),0.064926 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.200115 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.101803 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.101257 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),0.0212688 # DEPENDENCYPART_GRANDPAR
(21,6),(6,13),-0.242583 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),0.044119 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),-0.00477333 # DEPENDENCYPART_GRANDPAR
(21,6),(6,16),0.0694103 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),-0.0458536 # DEPENDENCYPART_GRANDPAR
(21,6),(6,18),0.0905529 # DEPENDENCYPART_GRANDPAR
(21,6),(6,19),-0.260076 # DEPENDENCYPART_GRANDPAR
(21,6),(6,20),-0.0443192 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-0.829664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,23),-0.354987 # DEPENDENCYPART_GRANDPAR
(21,6),(6,24),-0.532535 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.259677 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.118442 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.0654443 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.0803412 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.328156 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.140669 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.0106014 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.275887 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.150572 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.00692596 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.184928 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.137799 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),-0.243413 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),-0.120363 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-0.872534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,24),-0.516577 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),-0.154514 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.0386686 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),0.0196403 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),0.00501076 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.182422 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.0568531 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),0.0747501 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.155373 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.0206207 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),0.0227752 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.242138 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),0.0442387 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.0032669 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),0.0690108 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.0457193 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),0.0920593 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),-0.259306 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),-0.0435037 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.82966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,23),-0.354951 # DEPENDENCYPART_GRANDPAR
(21,11),(11,24),-0.532531 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),-0.217579 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.0987454 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.078367 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.232515 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.119169 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.00869265 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.20493 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.203164 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.146146 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.133821 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.0565388 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.0296735 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),0.151469 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),-0.111039 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.0578254 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.860284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,23),-0.368996 # DEPENDENCYPART_GRANDPAR
(21,12),(12,24),-0.524278 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.0498477 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.151469 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.368996 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.150156 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.0980751 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.125966 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.183234 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.0868894 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.14139 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.112932 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.0700094 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.107084 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.197079 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.0583284 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.283877 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.517231 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.137643 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.0894011 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.104298 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.252911 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.0345584 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.206478 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.157702 # DEPENDENCYPART_GRANDPAR
