# _root_ Egy hétre 14 1/4 százalékon hangzottak el ajánlatok , hosszabb távra viszont drágábban , 14 1/2-3/8 százalékon lehetett pénzhez jutni .
#goldHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,18,17,17,20,6,20,18,6,
#predictedHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,6,17,17,20,6,20,18,6,
(18,13),(13,6),-0.12959 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.0491871 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.147118 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.0737403 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),0.112246 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0532246 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0165006 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.169349 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.24111 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.386971 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.30095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.0579691 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.427805 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.761808 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.0878704 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.215884 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.403729 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0081288 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.462636 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.28215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.0102214 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.409074 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.747798 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.215889 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.0081317 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.272207 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.0102213 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.389599 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),0.0873386 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.0838264 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),0.162008 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.248772 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.036577 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.443806 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0121728 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.232656 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.301927 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.228154 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.414205 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.449381 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.124654 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.405221 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.191094 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.064836 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.916631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,1),-0.413308 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.0182347 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.0940676 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.0145851 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.236995 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),0.0805551 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.183711 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),0.0082062 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),0.241989 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.186793 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),0.297757 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.0877122 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),0.241533 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),0.312443 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),0.483064 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.984803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.265416 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.437088 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.287764 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.0545365 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.626714 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.125185 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.162437 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.0718194 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.242309 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.795719 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.330556 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.700921 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.373255 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.39696 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.154234 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.324647 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.247394 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.0833269 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.273223 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.96995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.580367 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.666745 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.236734 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.290609 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.0570835 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.629558 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.127732 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.559953 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.207094 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.112145 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.223093 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.351466 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.274185 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.0718194 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.285332 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.979068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.545953 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.684612 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.272099 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.45087 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.557581 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.286272 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.0539596 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.290118 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.920558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.516494 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.656272 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.22034 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.766901 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.195028 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.623074 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.344437 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.208164 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.420606 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.209201 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.321105 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.2415 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.0416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,1),-0.346672 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.370984 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.425659 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.42196 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.147737 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.760909 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.281067 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.712051 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.338445 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.23452 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.509173 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.29524 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.396724 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.321955 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.101656 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.981133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.576667 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.66797 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.132509 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.123206 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.343775 # DEPENDENCYPART_GRANDPAR
(20,1),(1,18),-0.132886 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-0.996652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,21),-0.599468 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.436534 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.14093 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.189039 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.0685611 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.326595 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.11521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,21),-0.706593 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.433798 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.150951 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.348494 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),0.0593767 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.0430889 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),0.0945941 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),0.0903261 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),-0.137605 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-0.996213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,21),-0.599467 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-0.429274 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.0982469 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.141278 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.194109 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.436051 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.14647 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.120293 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.173952 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.113913 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.298382 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),0.0213189 # DEPENDENCYPART_GRANDPAR
(20,6),(6,9),-0.0342741 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.101163 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.0851057 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-0.0217813 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),0.0365291 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),0.00600223 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),0.0150258 # DEPENDENCYPART_GRANDPAR
(20,6),(6,17),0.0568349 # DEPENDENCYPART_GRANDPAR
(20,6),(6,18),-0.189624 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),0.268332 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-0.890743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,21),-0.421622 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.434751 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.146756 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.0713499 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.217726 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),0.116481 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.0245446 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),0.00810928 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.0455929 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),0.170638 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),0.156757 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),0.0837255 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),0.0730048 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),0.151992 # DEPENDENCYPART_GRANDPAR
(20,8),(8,18),-0.11508 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-1.11521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,21),-0.706593 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.221396 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.44529 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.0420105 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.0158725 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.11473 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.0225706 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.434751 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.102537 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.146756 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.337294 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),0.109398 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),0.0637454 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),0.0148227 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.0455929 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.170638 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),0.0730048 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.151992 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.77951 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.153092 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.209171 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.292302 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.259516 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.120521 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.103272 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.0639954 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.0769628 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.101773 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.302206 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.107824 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.16558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.688449 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.252699 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.221545 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.44529 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.0421593 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.0158725 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.0782477 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.148584 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.163311 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.0518502 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.00817914 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.0211312 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.0225706 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.177536 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.232001 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.01492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.613453 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),0.0421235 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.0458728 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.0950284 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.0823998 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.0968347 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.137605 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.306434 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.996213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.599467 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.0458677 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.0824027 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.102542 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.306436 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.429274 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),0.113688 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),0.0680291 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),0.0215402 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),0.00726295 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.131222 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.147242 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),0.108306 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.0827158 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.067273 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.361569 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.453761 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.181501 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.138003 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.148944 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.35408 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),0.0304421 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.0400489 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.10864 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.0759825 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.114934 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),0.0211892 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.000227428 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0859916 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.0697203 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0708594 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.243449 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.89641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.425532 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),0.0173277 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.133007 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.14303 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.106527 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.0797431 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.150959 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.123576 # DEPENDENCYPART_GRANDPAR
