# _root_ A versenyeken továbbra is lassúak voltunk , és egy idő után arra a következtetésre jutottunk , hogy valószínűleg nem bennünk van a hiba .
#goldHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
#predictedHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
(12,15),(15,21),0.0997864 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),0.0612918 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.353362 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-1.08231 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.720271 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.746106 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.431183 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.11713 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.718955 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.623528 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.705239 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.535711 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.655681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),-0.314568 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.166103 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.288222 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0285635 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.134257 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.129361 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.426295 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.149001 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.0623128 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.073157 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.163716 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.13783 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.0622927 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.0308615 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.100673 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-1.06923 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.0665547 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.1601 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.146557 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.0286593 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.024101 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.070421 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.477936 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),-1.12656 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.747368 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.837133 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),-0.463114 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-1.16404 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),-0.809053 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.687484 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.749603 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.552948 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.503988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.352761 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.138723 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.0329247 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.135468 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.116996 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.0790448 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.069705 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.00849496 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.149815 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),0.0181937 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.361342 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-0.49892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,19),0.0883308 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.00184161 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),0.238844 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-1.07767 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.29617 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.560715 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.557552 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.529453 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.911266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,2),-1.26026 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.826282 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.624888 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-1.37605 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.546407 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.549146 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.833122 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.792547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.325058 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.352247 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),0.0469911 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.518981 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-1.29177 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.878008 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.710032 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-1.39501 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.341538 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.62061 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.659743 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.868113 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.525004 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.44645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.123781 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.00176801 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),0.158153 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.0563489 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.0158353 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.0375269 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),0.498788 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.172884 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.385203 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.217536 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.220585 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.207211 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.511367 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.0110454 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.26756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,24),-1.04701 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.464866 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.494538 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.387848 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.657633 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.426041 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.422853 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.286992 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.0699143 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.161657 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.0518623 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.48947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,17),-0.579346 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.537772 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.54029 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.275326 # DEPENDENCYPART_GRANDPAR
(15,4),(4,24),-1.21085 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.0641276 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.321784 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.145724 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.355098 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.226095 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.20509 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.0938954 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.153347 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.261128 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.33487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.610101 # DEPENDENCYPART_GRANDPAR
(15,5),(5,21),-0.116621 # DEPENDENCYPART_GRANDPAR
(15,5),(5,23),-0.449349 # DEPENDENCYPART_GRANDPAR
(15,5),(5,24),-1.13316 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.23567 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.217363 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.085336 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.275054 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.486591 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.242274 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.117197 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.178583 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.0089502 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.163972 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.184448 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.294876 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.21018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.472931 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.406247 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.184733 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.315327 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.0943098 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),0.00933731 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-0.940316 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.367362 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.295435 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.477416 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.706067 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.567575 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.418108 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.151366 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.101498 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.0274773 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.261797 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.51302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.707215 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.585697 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.544892 # DEPENDENCYPART_GRANDPAR
(15,8),(8,19),-0.54754 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.301141 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-0.565813 # DEPENDENCYPART_GRANDPAR
(15,8),(8,24),-1.21779 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.230381 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.165565 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.168132 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.0227674 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.208619 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.383042 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.0668466 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0170343 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.203208 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.362753 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.0525452 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.157623 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.381829 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.317162 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.595778 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.42944 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.0915159 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.420113 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.145666 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.0533288 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.273977 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.407226 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.0854892 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.206455 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.0447331 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.302461 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.0507937 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.177018 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.81205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.23317 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.131278 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.132593 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.110102 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.0414288 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),0.393907 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.0726628 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.863955 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.224166 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.291445 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0151715 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.336371 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0221584 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.76046 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.477824 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.729797 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.945448 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.766361 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.626905 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.515166 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.312928 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.369172 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.277603 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.205586 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.19161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.623717 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.465789 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.264467 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.389154 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-1.00685 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.127489 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.121696 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.0699792 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),-0.3396 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.137388 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.182862 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.159098 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.219191 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.503685 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.970936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.32318 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.126393 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.195349 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.141797 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.0639534 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.828368 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-0.297694 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-0.0692774 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.468425 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.592577 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.443508 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.362121 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.199344 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),0.149599 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),0.0336324 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),0.131333 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.307072 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),0.257179 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.994366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.362935 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.156859 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.183125 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.122434 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.10338 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.49195 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.0100079 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.756789 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.225664 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.0992713 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.103242 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.595169 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.0769922 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.0149548 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.0875649 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),0.0832835 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),0.0431344 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.00758398 # DEPENDENCYPART_GRANDPAR
(17,3),(3,24),-0.8305 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.137926 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.0951004 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.0676306 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.204094 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.114706 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),0.17413 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.0299313 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.0153005 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),0.146875 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),0.0731105 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),0.0466353 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-0.722841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.169172 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),-0.253384 # DEPENDENCYPART_GRANDPAR
(17,4),(4,21),-0.403192 # DEPENDENCYPART_GRANDPAR
(17,4),(4,24),-0.860801 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.0597689 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.142153 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.0771966 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.07377 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.211007 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),0.00367272 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.0376603 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.0337298 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),0.132998 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.0475649 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.185368 # DEPENDENCYPART_GRANDPAR
(17,5),(5,21),-0.307729 # DEPENDENCYPART_GRANDPAR
(17,5),(5,23),-0.516772 # DEPENDENCYPART_GRANDPAR
(17,5),(5,24),-0.830575 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.0770646 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.0718618 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),0.134115 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.0121921 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),0.0841165 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),0.0183782 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.0744815 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.0936108 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.0301385 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.101582 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.131162 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.0858544 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.0996275 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.170663 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.05144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.404563 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-0.55578 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.547986 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.646649 # DEPENDENCYPART_GRANDPAR
(17,6),(6,24),-1.09086 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.126502 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),0.076175 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.0112958 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.0205598 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.219219 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.155068 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.0543805 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),0.0291739 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.0100227 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.115178 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.0607473 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.0507925 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.725051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.172399 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),-0.25687 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.422863 # DEPENDENCYPART_GRANDPAR
(17,8),(8,23),-0.566665 # DEPENDENCYPART_GRANDPAR
(17,8),(8,24),-0.864051 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.0838485 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.187699 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.0361291 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.00191866 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0391047 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.0552781 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.0760854 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),0.0633736 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.0582804 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),0.0314011 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.0181535 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.047195 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0173539 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.0380085 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.201648 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),-0.119249 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-0.285044 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-0.494987 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.12319 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),0.0232189 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.140135 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.0129367 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.300898 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.132439 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.144471 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.0679212 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.100032 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.0267041 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.12937 # DEPENDENCYPART_GRANDPAR
