# _root_ Akkor voltak 350-en , most 250 körüli a létszáma a 310_millió forint jegyzett tőkéjű vállalkozásnak , amely ma tipikus középvállalkozásnak mondható — mondja Erdész_András elnök-vezérigazgató .
#goldHeads=2,23,2,23,23,7,5,9,5,15,12,15,14,15,5,5,21,21,20,21,5,23,0,25,23,23,
#predictedHeads=2,0,2,2,7,7,2,9,2,15,12,13,15,15,2,2,23,23,20,21,23,23,2,25,23,2,
(19,13),(13,7),-0.407143 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.283239 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.66378 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.215926 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.25704 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.311384 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.169003 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.381056 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.395929 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.245137 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.405202 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.399108 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.282925 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.656002 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.215611 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.255807 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.292169 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.40849 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.500629 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.650316 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.466911 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.159843 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.315087 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.27463 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.262253 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.487927 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.194939 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.163275 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.128078 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.298337 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.155842 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.19294 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.222063 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.125669 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.947204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.614152 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.541024 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.620299 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.395699 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.922193 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.867072 # DEPENDENCYPART_GRANDPAR
(19,15),(15,26),-0.837965 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.798082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.44929 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.391915 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.70221 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.447207 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.63902 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.14542 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.28396 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.90419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.527049 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.498011 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.615473 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.83509 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.779969 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.49837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,21),-0.0934002 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.321752 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.28297 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.886523 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.51934 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.940158 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.936784 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.341942 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.391836 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.174908 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.815031 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.688531 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.883542 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.685157 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.114841 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.183023 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.937034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,23),-0.617568 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.466016 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.296014 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.316064 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.377526 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.350224 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.144809 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.822572 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.719206 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.7819 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.715833 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.0889632 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.159798 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.308353 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.602712 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.461443 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.345651 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.138472 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.802491 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.714567 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.763034 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.711193 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.0826257 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.118752 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.434824 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.315469 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.383698 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.456584 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.452555 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.216665 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.87178 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.700414 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.916498 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.69704 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.156598 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.301956 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.524686 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.399678 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.270527 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.590678 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.166883 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.0973078 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.936858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.561578 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.501175 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.617316 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.678624 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.552462 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.826146 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0149201 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.506093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.161747 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.121698 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.683716 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.417549 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.806256 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.682298 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0694484 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.808589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.47101 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.461274 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.550355 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.424193 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.0915294 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.146528 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.460125 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.344406 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.624309 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.231805 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.52287 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.0589556 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.616088 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.942908 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-0.702961 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.822422 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.806779 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.8366 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.656581 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-1.33095 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.595322 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.737621 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.939937 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.809456 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.17323 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.647728 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.00775 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.514784 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.419374 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.432853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.0308042 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.0473022 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.0788591 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.472229 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.0066375 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.132971 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0754717 # DEPENDENCYPART_GRANDPAR
(20,25),(25,10),-1.28167 # DEPENDENCYPART_GRANDPAR
(20,25),(25,13),-0.9928 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-1.23576 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.671562 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.520823 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.472229 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.338926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.0066375 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.132971 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.0806921 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.430375 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.50384 # DEPENDENCYPART_GRANDPAR
(21,1),(1,26),-0.66102 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.352096 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.698399 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.596069 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.272055 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.395274 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.366284 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-0.469945 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),-0.634285 # DEPENDENCYPART_GRANDPAR
(21,2),(2,10),-0.444936 # DEPENDENCYPART_GRANDPAR
(21,2),(2,11),-0.159989 # DEPENDENCYPART_GRANDPAR
(21,2),(2,12),-0.282833 # DEPENDENCYPART_GRANDPAR
(21,2),(2,13),-0.384086 # DEPENDENCYPART_GRANDPAR
(21,2),(2,14),-0.224226 # DEPENDENCYPART_GRANDPAR
(21,2),(2,15),-0.189599 # DEPENDENCYPART_GRANDPAR
(21,2),(2,16),-0.299459 # DEPENDENCYPART_GRANDPAR
(21,2),(2,17),-0.158083 # DEPENDENCYPART_GRANDPAR
(21,2),(2,18),-0.0795546 # DEPENDENCYPART_GRANDPAR
(21,2),(2,19),-0.128815 # DEPENDENCYPART_GRANDPAR
(21,2),(2,20),-0.220186 # DEPENDENCYPART_GRANDPAR
(21,2),(2,21),-0.817616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,22),-0.539625 # DEPENDENCYPART_GRANDPAR
(21,2),(2,23),-0.394767 # DEPENDENCYPART_GRANDPAR
(21,2),(2,24),-0.571393 # DEPENDENCYPART_GRANDPAR
(21,2),(2,25),-0.554761 # DEPENDENCYPART_GRANDPAR
(21,2),(2,26),-0.658147 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.571085 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.485529 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.343236 # DEPENDENCYPART_GRANDPAR
(21,3),(3,21),-0.807073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,3),(3,22),-0.453513 # DEPENDENCYPART_GRANDPAR
(21,3),(3,23),-0.332801 # DEPENDENCYPART_GRANDPAR
(21,3),(3,26),-0.648606 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.43928 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.627473 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.727134 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.534367 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.389147 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.373244 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.590316 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),-0.146901 # DEPENDENCYPART_GRANDPAR
(21,5),(5,16),-0.185665 # DEPENDENCYPART_GRANDPAR
(21,5),(5,20),-0.177489 # DEPENDENCYPART_GRANDPAR
(21,5),(5,22),-0.472533 # DEPENDENCYPART_GRANDPAR
(21,5),(5,23),-0.359375 # DEPENDENCYPART_GRANDPAR
(21,5),(5,25),-0.504486 # DEPENDENCYPART_GRANDPAR
(21,5),(5,26),-0.660859 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.571086 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.707005 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.476251 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.248148 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.530548 # DEPENDENCYPART_GRANDPAR
(21,6),(6,23),-0.332801 # DEPENDENCYPART_GRANDPAR
(21,6),(6,26),-0.648606 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.159047 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.306385 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.330938 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.334152 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.395825 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.157948 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),-0.0734331 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),-0.168753 # DEPENDENCYPART_GRANDPAR
(21,9),(9,18),-0.0657737 # DEPENDENCYPART_GRANDPAR
(21,9),(9,23),-0.357077 # DEPENDENCYPART_GRANDPAR
(21,9),(9,26),-0.665617 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.318255 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.293246 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.592445 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.141915 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.289759 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.329848 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.374226 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.480279 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.349217 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.0540348 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.0682736 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.106364 # DEPENDENCYPART_GRANDPAR
(21,12),(12,23),-0.357166 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),-0.381439 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),-0.634831 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.699527 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.515971 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.240812 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.394423 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.45627 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.355483 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.64894 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.330473 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.161117 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.28073 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.190799 # DEPENDENCYPART_GRANDPAR
(21,13),(13,23),-0.342434 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),-0.38116 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.240532 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.393191 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.448236 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.355168 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.641162 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.330158 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.159884 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.261515 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.458252 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.496673 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.609071 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.441733 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.159043 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.306384 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.330986 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.334132 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.478962 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.309123 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.0706604 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.103299 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.355329 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.191766 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.167141 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.208091 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0657563 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.100539 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.102956 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.86131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.477404 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.357077 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.608729 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.592097 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),-0.665617 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.162632 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.182954 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.712201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,25),-0.427235 # DEPENDENCYPART_GRANDPAR
(21,18),(18,1),-0.430229 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.629186 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.179605 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.270148 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.136237 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.191119 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.818297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.472579 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.521628 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.504997 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.16037 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.272165 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.466937 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.311106 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.204385 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.224066 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.232216 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0540389 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.546505 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.334132 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.309123 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.0706604 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.103299 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.355329 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.191766 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.0359186 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.145122 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.165275 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.0382981 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.0964299 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.86131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,24),-0.608729 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.592097 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.551702 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.411357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.171866 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0210717 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-0.762248 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.80697 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.606944 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.524204 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.379702 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.551702 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.637532 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.411357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.171866 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.0741532 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.273234 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.142712 # DEPENDENCYPART_GRANDPAR
(23,1),(1,26),-0.595259 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),0.263772 # DEPENDENCYPART_GRANDPAR
(23,2),(2,3),-0.487987 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.118967 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),0.489012 # DEPENDENCYPART_GRANDPAR
(23,2),(2,6),-0.231768 # DEPENDENCYPART_GRANDPAR
(23,2),(2,7),-0.165513 # DEPENDENCYPART_GRANDPAR
(23,2),(2,8),-0.244839 # DEPENDENCYPART_GRANDPAR
(23,2),(2,9),0.349121 # DEPENDENCYPART_GRANDPAR
(23,2),(2,10),-0.0838175 # DEPENDENCYPART_GRANDPAR
(23,2),(2,11),-0.122108 # DEPENDENCYPART_GRANDPAR
(23,2),(2,12),0.250599 # DEPENDENCYPART_GRANDPAR
(23,2),(2,13),-0.23025 # DEPENDENCYPART_GRANDPAR
(23,2),(2,14),-0.126813 # DEPENDENCYPART_GRANDPAR
(23,2),(2,15),0.279215 # DEPENDENCYPART_GRANDPAR
