# _root_ Jelenleg a határőrség nyolc közösségi szállásán mintegy 1500 külföldit helyezhetnek el , ám igazán jó körülményeket csupán 500-nak nyújthatnak , miközben a tényleges létszám megközelíti az 1200-at .
#goldHeads=10,3,10,6,6,10,9,9,10,0,10,10,10,15,16,19,19,19,10,19,25,24,24,25,19,27,25,10,
#predictedHeads=10,3,6,6,6,10,9,9,10,13,10,13,0,19,16,19,19,19,13,19,25,24,24,25,19,27,25,13,
(19,6),(6,9),-0.354931 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.30362 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.587449 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.364761 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.275911 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.567703 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.344483 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.480796 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.490774 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.0727761 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),-0.123594 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),-0.0690124 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),-0.101561 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.02503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,21),0.00142055 # DEPENDENCYPART_GRANDPAR
(19,7),(7,25),-0.275421 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.315384 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.541716 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.208212 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.07316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,27),-0.436253 # DEPENDENCYPART_GRANDPAR
(19,8),(8,28),-0.931576 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.259091 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.289881 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.506641 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.324843 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.15601 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.483374 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.157592 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.260351 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.261367 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.306009 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.554891 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.314535 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.265371 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.53641 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.245892 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.241033 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.399073 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.385237 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.355744 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.317501 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.0843404 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.191446 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.078438 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.0650761 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.076672 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-0.966602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.348983 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),0.102073 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-0.270819 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),0.0548509 # DEPENDENCYPART_GRANDPAR
(19,10),(10,25),-0.21699 # DEPENDENCYPART_GRANDPAR
(19,10),(10,27),-0.192188 # DEPENDENCYPART_GRANDPAR
(19,10),(10,28),-0.752707 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.553966 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.254965 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.416318 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.322889 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.335438 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.102071 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.480181 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.798222 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.564379 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.472135 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.778476 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.447947 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.490993 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.640828 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.888867 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.571263 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.1621 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.323157 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.2508 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.146576 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.167269 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.24414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.573341 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.227353 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.57464 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),-0.322592 # DEPENDENCYPART_GRANDPAR
(19,13),(13,25),-0.494526 # DEPENDENCYPART_GRANDPAR
(19,13),(13,27),-0.528566 # DEPENDENCYPART_GRANDPAR
(19,13),(13,28),-1.02129 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.507256 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.33087 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.170322 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.110983 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.0641907 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.0973925 # DEPENDENCYPART_GRANDPAR
(19,14),(14,20),-0.409648 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.0647815 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.279313 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.30232 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.565811 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.359495 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.398076 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.0956304 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.0363519 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.306733 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.160502 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.161097 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.263179 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.448874 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.26986 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.350955 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0494191 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.0152066 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0610162 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.0171116 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.525676 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.34042 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.348111 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.106729 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.14025 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0673714 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.099836 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.02508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.410042 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),0.00160869 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.0648199 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.275467 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.352261 # DEPENDENCYPART_GRANDPAR
(19,17),(17,28),-0.859806 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.294387 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.039749 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0472673 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0360585 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.470943 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.462407 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.173083 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.323545 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.436253 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.931576 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.632925 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.276295 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.255792 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),-0.197207 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.15019 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.000808675 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.647274 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0442121 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.158404 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.02 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.149478 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.396915 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.627071 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.400288 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.463826 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.689097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),-0.0883078 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.14244 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.0339327 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.0349638 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.11297 # DEPENDENCYPART_GRANDPAR
(19,25),(25,1),-0.238688 # DEPENDENCYPART_GRANDPAR
(19,25),(25,3),-0.668371 # DEPENDENCYPART_GRANDPAR
(19,25),(25,4),-0.414604 # DEPENDENCYPART_GRANDPAR
(19,25),(25,5),-0.377517 # DEPENDENCYPART_GRANDPAR
(19,25),(25,6),-0.650314 # DEPENDENCYPART_GRANDPAR
(19,25),(25,7),-0.232552 # DEPENDENCYPART_GRANDPAR
(19,25),(25,8),-0.338554 # DEPENDENCYPART_GRANDPAR
(19,25),(25,9),-0.512025 # DEPENDENCYPART_GRANDPAR
(19,25),(25,10),-0.724217 # DEPENDENCYPART_GRANDPAR
(19,25),(25,12),-0.476937 # DEPENDENCYPART_GRANDPAR
(19,25),(25,13),-0.583632 # DEPENDENCYPART_GRANDPAR
(19,25),(25,14),-0.0467458 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-0.281157 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.155767 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.0700259 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.095633 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.738801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),-0.22779 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.145548 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.0406415 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.158569 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.133248 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.125055 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.094667 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.631272 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),0.196976 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),0.163779 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.0426243 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.0341181 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.250295 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.127934 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.153071 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.299732 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.383299 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.145199 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.166031 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.258427 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.13461 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.383795 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.166034 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.258091 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.171765 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.202073 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.148187 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.111009 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.256909 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.0263725 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0605135 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.165912 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.0565178 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.117674 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.057404 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.207624 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.381734 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.30442 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.326362 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.564194 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.669137 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.370929 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.635828 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.370742 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.43875 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.520462 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.602583 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.475461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.00612839 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.0390891 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.257644 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-0.506415 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-0.526045 # DEPENDENCYPART_GRANDPAR
(21,25),(25,4),-0.600083 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-0.713939 # DEPENDENCYPART_GRANDPAR
(21,25),(25,6),-0.519933 # DEPENDENCYPART_GRANDPAR
(21,25),(25,7),-0.479956 # DEPENDENCYPART_GRANDPAR
(21,25),(25,8),-0.553229 # DEPENDENCYPART_GRANDPAR
(21,25),(25,9),-0.520449 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-0.558339 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-0.550879 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.483564 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-0.374676 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.613687 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.516427 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.384568 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.406243 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.57605 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.64953 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.420498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.00918648 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.0311537 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.052336 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.135061 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.210503 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.306995 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.580119 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.725585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,27),-0.241853 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),-0.977599 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.973023 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.865117 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.582516 # DEPENDENCYPART_GRANDPAR
(23,21),(21,24),-0.54773 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.458859 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.77065 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-0.884228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,21),-0.809902 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),-0.115291 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.0590247 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.101667 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.536371 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.536957 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.644766 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.503529 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),-0.292369 # DEPENDENCYPART_GRANDPAR
(24,14),(14,18),-0.431929 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),-0.339493 # DEPENDENCYPART_GRANDPAR
(24,14),(14,24),-0.865287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,7),-0.372296 # DEPENDENCYPART_GRANDPAR
(24,15),(15,8),-0.447698 # DEPENDENCYPART_GRANDPAR
(24,15),(15,10),-0.446574 # DEPENDENCYPART_GRANDPAR
(24,15),(15,12),-0.40331 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),-0.439197 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.222925 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-0.301757 # DEPENDENCYPART_GRANDPAR
(24,17),(17,10),-0.538269 # DEPENDENCYPART_GRANDPAR
(24,17),(17,12),-0.479773 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.538371 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),-0.444011 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),-0.825521 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.55722 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.429917 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),-0.231119 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.344741 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),-0.341992 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-0.864926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,25),-0.668615 # DEPENDENCYPART_GRANDPAR
(24,17),(17,27),-0.515826 # DEPENDENCYPART_GRANDPAR
(24,17),(17,28),-0.631415 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),-0.522594 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.469358 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.629075 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.4793 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.339737 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),-0.0700693 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-0.872581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-0.656034 # DEPENDENCYPART_GRANDPAR
(24,18),(18,27),-0.52131 # DEPENDENCYPART_GRANDPAR
(24,18),(18,28),-0.63015 # DEPENDENCYPART_GRANDPAR
(24,19),(19,1),-0.749407 # DEPENDENCYPART_GRANDPAR
(24,19),(19,3),-0.81607 # DEPENDENCYPART_GRANDPAR
(24,19),(19,4),-0.649371 # DEPENDENCYPART_GRANDPAR
(24,19),(19,5),-1.05975 # DEPENDENCYPART_GRANDPAR
(24,19),(19,6),-0.821939 # DEPENDENCYPART_GRANDPAR
(24,19),(19,7),-0.546553 # DEPENDENCYPART_GRANDPAR
(24,19),(19,8),-0.566704 # DEPENDENCYPART_GRANDPAR
(24,19),(19,9),-0.537701 # DEPENDENCYPART_GRANDPAR
(24,19),(19,10),-0.530706 # DEPENDENCYPART_GRANDPAR
(24,19),(19,11),-0.549109 # DEPENDENCYPART_GRANDPAR
(24,19),(19,12),-0.530958 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),-0.558781 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),-0.398788 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-0.810095 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),-0.500225 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.409922 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.489556 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.452802 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.357484 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.59099 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),-0.0147471 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-0.932072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-0.715314 # DEPENDENCYPART_GRANDPAR
(24,19),(19,26),-0.439496 # DEPENDENCYPART_GRANDPAR
(24,19),(19,27),-0.501725 # DEPENDENCYPART_GRANDPAR
(24,19),(19,28),-0.641833 # DEPENDENCYPART_GRANDPAR
(24,21),(21,9),-0.599906 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.5637 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.507418 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.400224 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-0.865354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.668546 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.631394 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.139519 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.30477 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.437603 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.55019 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.726682 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.464886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),-0.272288 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.0252157 # DEPENDENCYPART_GRANDPAR
(25,1),(1,3),-0.52572 # DEPENDENCYPART_GRANDPAR
(25,1),(1,4),-0.394653 # DEPENDENCYPART_GRANDPAR
(25,1),(1,5),-0.157262 # DEPENDENCYPART_GRANDPAR
(25,1),(1,6),-0.506015 # DEPENDENCYPART_GRANDPAR
(25,1),(1,7),-0.227858 # DEPENDENCYPART_GRANDPAR
(25,1),(1,8),-0.313964 # DEPENDENCYPART_GRANDPAR
(25,1),(1,9),-0.312494 # DEPENDENCYPART_GRANDPAR
(25,1),(1,10),-0.19716 # DEPENDENCYPART_GRANDPAR
(25,1),(1,12),-0.179307 # DEPENDENCYPART_GRANDPAR
(25,1),(1,13),-0.0592063 # DEPENDENCYPART_GRANDPAR
(25,1),(1,19),0.0850104 # DEPENDENCYPART_GRANDPAR
(25,1),(1,20),-0.274247 # DEPENDENCYPART_GRANDPAR
(25,1),(1,21),0.162837 # DEPENDENCYPART_GRANDPAR
(25,1),(1,25),-1.05897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,1),(1,28),-0.375638 # DEPENDENCYPART_GRANDPAR
(25,3),(3,1),-0.123317 # DEPENDENCYPART_GRANDPAR
(25,3),(3,2),0.0329475 # DEPENDENCYPART_GRANDPAR
(25,3),(3,6),-0.402595 # DEPENDENCYPART_GRANDPAR
(25,4),(4,1),-0.121441 # DEPENDENCYPART_GRANDPAR
(25,4),(4,2),0.133952 # DEPENDENCYPART_GRANDPAR
(25,4),(4,3),-0.476302 # DEPENDENCYPART_GRANDPAR
(25,4),(4,5),-0.086923 # DEPENDENCYPART_GRANDPAR
(25,4),(4,8),-0.226034 # DEPENDENCYPART_GRANDPAR
(25,4),(4,9),-0.260548 # DEPENDENCYPART_GRANDPAR
(25,4),(4,19),0.101992 # DEPENDENCYPART_GRANDPAR
(25,4),(4,27),-0.102802 # DEPENDENCYPART_GRANDPAR
(25,4),(4,28),-0.447618 # DEPENDENCYPART_GRANDPAR
(25,5),(5,1),-0.17607 # DEPENDENCYPART_GRANDPAR
(25,5),(5,2),0.176517 # DEPENDENCYPART_GRANDPAR
(25,5),(5,3),-0.579159 # DEPENDENCYPART_GRANDPAR
(25,5),(5,4),-0.35063 # DEPENDENCYPART_GRANDPAR
(25,6),(6,1),-0.114896 # DEPENDENCYPART_GRANDPAR
(25,6),(6,2),0.071974 # DEPENDENCYPART_GRANDPAR
