# _root_ Legalábbis ez volt az az elképzelés , amelyet a Királyi_városok programban tavaly meghirdettek , s amelyből a visegrádi palota 400_millió forinttal részesült volna .
#goldHeads=3,3,0,6,6,3,3,13,11,11,13,13,2,2,2,22,19,19,22,21,22,2,22,3,
#predictedHeads=3,3,15,6,6,3,3,13,11,11,13,13,4,15,0,22,19,19,22,21,22,4,22,15,
(16,18),(18,16),-0.682922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.080504 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.463703 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.528395 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.687257 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.743712 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.952603 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.899035 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.721209 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.648399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.131185 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.436443 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0670958 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.241946 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.616338 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.899035 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.721209 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.648398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.131168 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.436448 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.102469 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0444074 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.884938 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.66772 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.68313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,11),-0.845388 # DEPENDENCYPART_GRANDPAR
(18,8),(8,19),-0.454804 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-0.34424 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.777087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.45467 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.344106 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.893427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,1),-0.902212 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.278618 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.930892 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.866727 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.58804 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.585635 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.627557 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.488234 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),-0.470045 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.349484 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.485313 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),-0.306023 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),-0.241842 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),-0.19848 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-0.480869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,20),0.0875589 # DEPENDENCYPART_GRANDPAR
(19,2),(2,21),-0.132959 # DEPENDENCYPART_GRANDPAR
(19,2),(2,22),-0.122291 # DEPENDENCYPART_GRANDPAR
(19,2),(2,24),-0.437749 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.917952 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.874817 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.306386 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.876579 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.595714 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.595892 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.637409 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.498081 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.491987 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.360466 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.492987 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),-0.302538 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),-0.251747 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),-0.204134 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-0.47929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),0.0859281 # DEPENDENCYPART_GRANDPAR
(19,4),(4,21),-0.13138 # DEPENDENCYPART_GRANDPAR
(19,4),(4,22),-0.0648445 # DEPENDENCYPART_GRANDPAR
(19,4),(4,23),-0.0118565 # DEPENDENCYPART_GRANDPAR
(19,4),(4,24),-0.439961 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.902382 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-1.1656 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.552787 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.928919 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.8625 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.796381 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.338727 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-1.01567 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-1.34755 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.813104 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.653341 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.629831 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-1.09471 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.575355 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.435506 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.517801 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.56795 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.281276 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.195643 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.65218 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.0485195 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.871265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.121657 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.52556 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.632412 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.572765 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),-0.677714 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.921022 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.839124 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.376894 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-1.05543 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.865172 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.743118 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.626001 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.485956 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.566983 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.443116 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.640391 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.159869 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.863338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.153249 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.515427 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.642632 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.582021 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.67676 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.19032 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.497164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.149253 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.173371 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.47698 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.125535 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.498631 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.585874 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.968243 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.40408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,23),-0.283499 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.419357 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.82191 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.840455 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.65802 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.642204 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.05828 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.647522 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.335076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.251548 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.454886 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.203821 # DEPENDENCYPART_GRANDPAR
(20,16),(16,21),-0.394316 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.374799 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.434019 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.489287 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.332627 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.516425 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.310991 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.282973 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.24266 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.303784 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.174016 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.422497 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.917692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.523522 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-0.800963 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.762586 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.689564 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.757352 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.673461 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.652867 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.67603 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.795417 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.61024 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),-0.109292 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.251585 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.434291 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.068115 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-1.00456 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.728912 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.808709 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),0.146261 # DEPENDENCYPART_GRANDPAR
(21,12),(12,22),-0.766753 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),-0.908908 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.939483 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.116116 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-1.15128 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.993171 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.799453 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.717522 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.797295 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.644702 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.226308 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.585786 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.370683 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.272935 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.183279 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.940229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.82282 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.707971 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.664809 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.401135 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.338672 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.574055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,18),-0.384185 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.564712 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.262229 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.735458 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.815975 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-1.00066 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-1.08922 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.690836 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.0926894 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.414241 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.40636 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.334732 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.715246 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.394879 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.152943 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.00971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,16),-0.478355 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.950906 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.422404 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.638541 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.65408 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.129676 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.565944 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-0.212133 # DEPENDENCYPART_GRANDPAR
(22,1),(1,13),0.0535288 # DEPENDENCYPART_GRANDPAR
(22,1),(1,14),-0.136323 # DEPENDENCYPART_GRANDPAR
(22,1),(1,15),-0.0534446 # DEPENDENCYPART_GRANDPAR
(22,1),(1,22),-1.23923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,1),(1,24),-0.643129 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.159215 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.194501 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.232258 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.685085 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.242271 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),-0.133744 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),-0.386755 # DEPENDENCYPART_GRANDPAR
(22,2),(2,11),-0.46634 # DEPENDENCYPART_GRANDPAR
(22,2),(2,12),-0.0980129 # DEPENDENCYPART_GRANDPAR
(22,2),(2,13),-0.0141075 # DEPENDENCYPART_GRANDPAR
(22,2),(2,14),-0.16646 # DEPENDENCYPART_GRANDPAR
(22,2),(2,15),-0.111577 # DEPENDENCYPART_GRANDPAR
(22,2),(2,16),0.121515 # DEPENDENCYPART_GRANDPAR
(22,2),(2,18),-0.0548908 # DEPENDENCYPART_GRANDPAR
(22,2),(2,19),-0.00243052 # DEPENDENCYPART_GRANDPAR
(22,2),(2,20),0.172467 # DEPENDENCYPART_GRANDPAR
(22,2),(2,21),0.537367 # DEPENDENCYPART_GRANDPAR
(22,2),(2,22),-0.730385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,2),(2,24),-0.445947 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.0988098 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),0.0899588 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.198147 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.250326 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.561316 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.273358 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.0471499 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.279428 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.262799 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.343745 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.0691802 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),0.0343801 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.197547 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-0.0702065 # DEPENDENCYPART_GRANDPAR
(22,3),(3,16),0.170985 # DEPENDENCYPART_GRANDPAR
(22,3),(3,20),0.221323 # DEPENDENCYPART_GRANDPAR
(22,3),(3,21),0.659578 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.22349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,23),-0.569243 # DEPENDENCYPART_GRANDPAR
(22,3),(3,24),-0.568504 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.0785372 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),0.128406 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),0.0944197 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.661381 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.213712 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.116836 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.363051 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.44263 # DEPENDENCYPART_GRANDPAR
(22,4),(4,12),-0.0887541 # DEPENDENCYPART_GRANDPAR
(22,4),(4,13),0.015999 # DEPENDENCYPART_GRANDPAR
(22,4),(4,14),-0.137902 # DEPENDENCYPART_GRANDPAR
(22,4),(4,15),-0.0763714 # DEPENDENCYPART_GRANDPAR
(22,4),(4,16),0.139129 # DEPENDENCYPART_GRANDPAR
(22,4),(4,18),0.000570965 # DEPENDENCYPART_GRANDPAR
(22,4),(4,19),0.0212739 # DEPENDENCYPART_GRANDPAR
(22,4),(4,20),0.188018 # DEPENDENCYPART_GRANDPAR
(22,4),(4,21),0.561072 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-0.723826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,23),-0.0760325 # DEPENDENCYPART_GRANDPAR
(22,4),(4,24),-0.456065 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.18798 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),0.10169 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.0937352 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.0638591 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.130909 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.123954 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),0.00186854 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.171871 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.252753 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),0.0794114 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-1.40674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,24),-0.822257 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.441452 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),0.0224519 # DEPENDENCYPART_GRANDPAR
(22,8),(8,21),0.56225 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.0638523 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.130909 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),0.0340378 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.119296 # DEPENDENCYPART_GRANDPAR
(22,11),(11,1),-0.190419 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),0.0992107 # DEPENDENCYPART_GRANDPAR
(22,11),(11,3),-0.0961746 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-0.0670316 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.140627 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-0.46918 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.180793 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),0.0315749 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.134144 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.172702 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.0158447 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),-0.126063 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.521718 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.22524 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.301216 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),0.198262 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.23937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,1),-0.168434 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),0.0554919 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.129152 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.117749 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.19482 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.510486 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.254196 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),0.0116293 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.129874 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.21717 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.293474 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.0264416 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.186514 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.0787628 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),0.159124 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.0474943 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),0.0460878 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),0.130747 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),0.215541 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),0.669739 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.18111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.526552 # DEPENDENCYPART_GRANDPAR
(22,13),(13,24),-0.536178 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.44417 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-0.233297 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.531823 # DEPENDENCYPART_GRANDPAR
(22,15),(15,4),-0.400903 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.758914 # DEPENDENCYPART_GRANDPAR
(22,15),(15,7),-0.528413 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.462436 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.538331 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.283727 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.360628 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.452602 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.160978 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.0600908 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),0.1073 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),0.479689 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.47376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.817354 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.812107 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.0319928 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.0212951 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.561093 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.273212 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.00269353 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),0.276384 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.260372 # DEPENDENCYPART_GRANDPAR
(22,19),(19,2),0.105198 # DEPENDENCYPART_GRANDPAR
(22,19),(19,4),-0.0603518 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.113703 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.166762 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),0.0862044 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.0990189 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.0341095 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),0.331053 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.108228 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.176366 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.273723 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.751636 # DEPENDENCYPART_GRANDPAR
