# _root_ Egybehangzó kommentárok szerint az együttes nemcsak hogy hullámvölgybe került , hanem alapjaiban rendült meg , sőt széthullóban van .
#goldHeads=2,3,9,5,9,9,9,9,16,16,16,13,16,13,16,0,18,16,16,
#predictedHeads=2,3,9,5,9,9,9,9,16,13,13,13,16,13,16,0,18,16,16,
(17,13),(13,11),-0.435351 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.727444 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.303959 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.512708 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.420585 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.747456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.362924 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.450189 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.747831 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.596373 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.651017 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.559008 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.444642 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.748006 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.400579 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.411847 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.490329 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.826935 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.323976 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.505308 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.7566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.360867 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.446035 # DEPENDENCYPART_GRANDPAR
(18,1),(1,19),-0.527217 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.478855 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.634669 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.415474 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.195229 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.678437 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.18775 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.568404 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.151783 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.108829 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.175831 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.0342848 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.112918 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.26457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,19),-0.51609 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.470591 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.383069 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.33989 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.0247107 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.784318 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.648781 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.501947 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.20919 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.915992 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.181555 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.789396 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.300322 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.321467 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.26519 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.184694 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.325556 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),-0.400273 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),-0.239769 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.44419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.604456 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.865575 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.744426 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.580144 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.288495 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-1.01164 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.512952 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.877289 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.381634 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.447251 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.359697 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.26571 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.45134 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.494336 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),-0.325951 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.49114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.640362 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.0290227 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.662244 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.249432 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.069212 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.139321 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.0349301 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.604818 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.438649 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.306136 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.06077 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.706681 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.253264 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.0142788 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.589548 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.113142 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.0528741 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.160678 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0100368 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.0114136 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.117231 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.170686 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.0409797 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.19026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.35975 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.808665 # DEPENDENCYPART_GRANDPAR
(18,11),(11,2),-0.663768 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.528517 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.930979 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.453221 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.240521 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.814666 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.566628 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.421527 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.432635 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.218046 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.34571 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.442213 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.271496 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.44888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.606009 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),0.026316 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.665911 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.0720257 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.545672 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.101499 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.102912 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.125544 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.158058 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.0348075 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.3913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,1),-0.600659 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.439014 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.316798 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.0595933 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.707046 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.250593 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.0113253 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.589912 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.173941 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.221052 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.16212 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.196983 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0110615 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.135277 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.184864 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0639887 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.18892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.358544 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.329983 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.219734 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.0380142 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.571308 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.180436 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.17841 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.105091 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.178281 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0573152 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.15302 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.241747 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.15271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,1),-0.776851 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.641125 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.493318 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.439065 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.234486 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.792023 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.542847 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.357927 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.303651 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.398997 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.421325 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.362016 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.243032 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.44464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.604829 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.140419 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.265324 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0873923 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.178093 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.267585 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.527217 # DEPENDENCYPART_GRANDPAR
