# _root_ — Öt percet kaptunk , hogy elhagyjuk a lakásunkat — meséli egy asszony , akit az EBESZ-szóvivő találomra állít meg .
#goldHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
#predictedHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
(20,7),(7,20),-0.996391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,21),-0.544835 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.551622 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.232705 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.296397 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.305807 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.32473 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.240014 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.250237 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.347547 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.163686 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.0809547 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),-0.0324452 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),-0.161636 # DEPENDENCYPART_GRANDPAR
(20,9),(9,21),-0.536244 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.548266 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.203312 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.249386 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.268959 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.287793 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.170276 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.213031 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.197947 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.225719 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.377024 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.174171 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.266909 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.145813 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.134886 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.133279 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.219551 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),-0.199714 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-0.996391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.544835 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.539847 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.221092 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.286327 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.313057 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.202464 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.237992 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.368605 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.144286 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0835776 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.14908 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.0307865 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.235594 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.154765 # DEPENDENCYPART_GRANDPAR
(20,13),(13,21),-0.536244 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.175507 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.243656 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.209589 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.190721 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.128672 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.240254 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.511329 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.319647 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.311201 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.263653 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.263264 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.261381 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.340087 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.251438 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.224696 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.214983 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.195786 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.176767 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.553607 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.203797 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.251093 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.273009 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.294736 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.172875 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.217081 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.227425 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.382366 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.205255 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.189395 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.200133 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.198518 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.147106 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.127434 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.142812 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.28481 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.996599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.544835 # DEPENDENCYPART_GRANDPAR
