# _root_ Mint arról korábban beszámoltunk , márciusban csaknem kétszáz mázsa busa , harcsa és amur pusztult el a természetvédelmi területen található vajai őstóban .
#goldHeads=4,4,4,15,15,15,9,9,10,15,15,15,15,15,0,15,19,19,20,22,22,15,15,
#predictedHeads=4,4,4,15,15,15,9,9,10,12,12,15,15,15,0,15,19,19,20,21,22,15,15,
(13,15),(15,4),-1.03566 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.913732 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.24656 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.761157 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.770154 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.22627 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.25043 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.04945 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.04102 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.548159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.005817 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.238997 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0747465 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.00588163 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.177946 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.141367 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0924677 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.0806236 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.401454 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.167846 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.0477308 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.143538 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.131144 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.522343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,17),-0.155104 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.0379717 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.161311 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.177896 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.12815 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.678911 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.522343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),0.0894825 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.150048 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.0379717 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.15982 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.177896 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.0736379 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.488708 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.217702 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.14917 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.13545 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.249012 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.103495 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.134258 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.21866 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.133024 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.306969 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.115485 # DEPENDENCYPART_GRANDPAR
(14,6),(6,15),-0.633725 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.356142 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.218398 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.349898 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.217565 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.225006 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.23709 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.411035 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.127541 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.213926 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.0924492 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.744998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.60193 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.325846 # DEPENDENCYPART_GRANDPAR
(14,7),(7,21),-0.438124 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-0.543988 # DEPENDENCYPART_GRANDPAR
(14,7),(7,23),-0.678612 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.379288 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.295238 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.249625 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.383679 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.28811 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.236341 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.589528 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.677368 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.147062 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.133342 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.246897 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.101387 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.179351 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.089034 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.200787 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.148984 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.135263 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.103309 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.181272 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0909553 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.206096 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.252692 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.115262 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.109371 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.873745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.633591 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.1491 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.103309 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.181272 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0909553 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.206096 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.252692 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.427422 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.142268 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.873745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,21),-0.566873 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.672735 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.269593 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.389858 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.271062 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.321174 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.281518 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.455463 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.310021 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.258353 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.812168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.674235 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.393004 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.505295 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.611159 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.692812 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.114897 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0163453 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0826311 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.188568 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.46746 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.106812 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0113014 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.147499 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0069315 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.196023 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.707302 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.46746 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.274323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,17),-0.101247 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.0111311 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.14916 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.00676122 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.0353374 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.32308 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.0979919 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.225772 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.307204 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.112764 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.0962043 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.28142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,23),-0.855989 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.0014107 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.0149868 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.200636 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.417214 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.0476695 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.121255 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.199466 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.222773 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.0710682 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.062181 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.0837128 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),0.212277 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-0.897256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),-0.00880217 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.0190551 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.141094 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),0.0089836 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.0858951 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-0.0212687 # DEPENDENCYPART_GRANDPAR
(15,2),(2,23),-0.708717 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.0720179 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.0101601 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.26997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,23),-0.848627 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.00207487 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),0.0928284 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.122346 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.224787 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.301056 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0139433 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.0920943 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.0846258 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.107174 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.0952198 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.0556771 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.0987687 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.327876 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.21226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.0486885 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.140937 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.112743 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.146624 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.0819972 # DEPENDENCYPART_GRANDPAR
(15,4),(4,23),-0.741917 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.00571472 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),0.0471193 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.0542588 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.0957517 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.130722 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.0379276 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.0209116 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.0111701 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.0121365 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.0568033 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.43749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,1),-0.082173 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.0518585 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.0371856 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.262378 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.108344 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.113437 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.136744 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.0621688 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.0238477 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.077144 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.298306 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.2697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,19),-0.321016 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-0.265791 # DEPENDENCYPART_GRANDPAR
(15,7),(7,22),-0.201165 # DEPENDENCYPART_GRANDPAR
(15,7),(7,23),-0.848484 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.020345 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),0.0219887 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.0921217 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),0.0686334 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.260045 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.0663161 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.31841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,23),-0.920631 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),0.0497874 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.0569269 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),0.0984236 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.128054 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.204029 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.0753131 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0403943 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),0.0506977 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),0.0578371 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.127144 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.203119 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.0762234 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.04004 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.0189005 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0568033 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.148588 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.423046 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.4374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,2),0.0503759 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.127235 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.20321 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),0.0761327 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0401307 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.0188098 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.00863777 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.00233273 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.423046 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.59074 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.52611 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.222452 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.302679 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.378314 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.240688 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.188959 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.214045 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.248747 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.055394 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.294454 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.51526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,19),-0.59384 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.53864 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.474014 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-1.01925 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.127144 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.203119 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),0.0762234 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.04004 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.0189005 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.00854705 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.00242346 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.150104 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0378341 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.645936 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.59074 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.52611 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.238077 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.133395 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.29373 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.141125 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.109496 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0523598 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.012443 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.640475 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0834818 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0835887 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.113619 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.00314399 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.184856 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.204461 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.089894 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.00863548 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0737947 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.172041 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.424283 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.447847 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.287314 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.374309 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.012797 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.180021 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0563357 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.188056 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.467313 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.208954 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.0936697 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0373872 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.116459 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.0812723 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.455874 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.467313 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.181357 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.222574 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.0975194 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.030554 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.120308 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.0255539 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.60042 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.317651 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.298758 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.258255 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.317328 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.318122 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.205486 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.273939 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.244302 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.235023 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.278078 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.208304 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.0763098 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.263607 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.253995 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.971828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,18),-0.5025 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-0.469615 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-0.583008 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-0.651895 # DEPENDENCYPART_GRANDPAR
(16,4),(4,23),-0.78496 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.368144 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.271897 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.375099 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.299693 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.310692 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.299305 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.29131 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.232646 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.185108 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.591949 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.660834 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.365116 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.294525 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.322153 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.300834 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.214142 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.205364 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.282903 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.180926 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.17578 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.20469 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.548128 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.553352 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.622239 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.764809 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.271897 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.375099 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.299693 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.310692 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.299305 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.29131 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.232646 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.266872 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.115902 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.586723 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.591949 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.660834 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),-0.0986543 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.11584 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.205454 # DEPENDENCYPART_GRANDPAR
