# _root_ Az a kérdés , hogy sikerül -e az előtt tárgyalóasztalhoz ültetni Szlobodan_Milosevicset , hogy a jugoszláv hadsereg teljesen kiűzi az albánokat a tartományból .
#goldHeads=5,3,5,5,0,5,6,9,11,11,6,11,6,6,17,17,19,19,6,21,19,23,19,5,
#predictedHeads=5,3,5,5,0,5,6,10,11,11,6,11,6,6,17,17,19,19,11,21,19,23,19,5,
(12,19),(19,3),-1.13657 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.491767 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.526396 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.726193 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.957801 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.389183 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.405367 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.355491 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.65967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),-0.281198 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),-0.221804 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.300135 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.106421 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.00826693 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.122581 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.292926 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.154241 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.303257 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.234844 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.502064 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-1.01761 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.273275 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.141947 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.135151 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.201345 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.138743 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.256384 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.485211 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.410071 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.0994334 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.307862 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.439017 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.282698 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.24889 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.272471 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.0395284 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),-0.0761725 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),-0.315965 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.753367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,16),-0.462802 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.489453 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.345526 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.480122 # DEPENDENCYPART_GRANDPAR
(14,1),(1,21),-0.776777 # DEPENDENCYPART_GRANDPAR
(14,1),(1,23),-0.67201 # DEPENDENCYPART_GRANDPAR
(14,1),(1,24),-1.03804 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.00600859 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.151097 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.188638 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.458589 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.293147 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.0197065 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-0.460164 # DEPENDENCYPART_GRANDPAR
(14,3),(3,24),-0.92568 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.122962 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.193382 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.34573 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.231068 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.311923 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.150778 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.206663 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.167602 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.0103602 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.271281 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.743897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,18),-0.361304 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.553712 # DEPENDENCYPART_GRANDPAR
(14,5),(5,24),-0.951817 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.100264 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.311828 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.25797 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.237675 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.311854 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.117505 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.201136 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.227303 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.0487283 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.0344249 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.333176 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.06457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,16),-0.691655 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.82354 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.575054 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-0.789383 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-1.10982 # DEPENDENCYPART_GRANDPAR
(14,6),(6,23),-1.00492 # DEPENDENCYPART_GRANDPAR
(14,6),(6,24),-1.17583 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.317891 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.155138 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0586933 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.245548 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.0492509 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.423818 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.426948 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.022908 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.149336 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.293586 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.295081 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.345803 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.0165927 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.247402 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0469189 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.398798 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.505855 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.460146 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.793177 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.688412 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.925673 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.0947296 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.149524 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.304736 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.247732 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.232802 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.358067 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.083883 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.00367144 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.225761 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.151446 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0212273 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.335951 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.06427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.660982 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.691655 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.82354 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.575054 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.789379 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-1.10981 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-1.00492 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-1.17583 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.0175773 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.247402 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.143616 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.129393 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.398796 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.696164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,17),-0.505855 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.351466 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.460146 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.793177 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.509063 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.223453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0332306 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.542408 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.757286 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-1.02424 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.451348 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.662875 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.54596 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.713556 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.839541 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.315691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.218525 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0821901 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.181206 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0270126 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.079966 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.998424 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.748155 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.01424 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.652755 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.854128 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.535956 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.654563 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.819321 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.223463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.0352844 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0356355 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.239059 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.105975 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.00100296 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.60033 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.779358 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-1.3741 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.931552 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-1.12539 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.35346 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.674665 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.907487 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-1.22963 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.875179 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-1.03005 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-1.14808 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.259449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.144834 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.0240835 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.19858 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.112135 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.462896 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.036043 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.268864 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.0715377 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.536288 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.451342 # DEPENDENCYPART_GRANDPAR
(14,21),(21,15),-0.212191 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.162981 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.0296961 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.653313 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.268067 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.0810448 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.549931 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.655768 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.127791 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.565547 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.823995 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.674041 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.616653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,3),-0.979422 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.742529 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.770181 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.740788 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.91697 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.652051 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.828901 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.733533 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.674041 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.618701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.0827269 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.121286 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.301245 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.321626 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.338197 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.644942 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.517169 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.548845 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.72993 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.571082 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.591832 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.691615 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.394333 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),-0.695177 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.396275 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.468085 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-0.773539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,17),-0.459904 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),-0.402349 # DEPENDENCYPART_GRANDPAR
(16,1),(1,19),-0.123934 # DEPENDENCYPART_GRANDPAR
(16,1),(1,21),-0.453819 # DEPENDENCYPART_GRANDPAR
(16,1),(1,23),-0.507882 # DEPENDENCYPART_GRANDPAR
(16,1),(1,24),-0.82471 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.922492 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.725655 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.685624 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.603969 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.870962 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.690702 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.758518 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.533329 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.762082 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.564729 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.893352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.588126 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.522284 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.3901 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.582041 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.636105 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.844749 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.888525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.517334 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-1.01208 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.518275 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.666797 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.468056 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.635705 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.477165 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.571592 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.303539 # DEPENDENCYPART_GRANDPAR
(17,1),(1,12),-0.488425 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),-0.409466 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),-0.329009 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),-0.158047 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-0.545113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,18),0.10493 # DEPENDENCYPART_GRANDPAR
(17,1),(1,19),-0.220846 # DEPENDENCYPART_GRANDPAR
(17,1),(1,21),-0.0372003 # DEPENDENCYPART_GRANDPAR
(17,1),(1,23),-0.248988 # DEPENDENCYPART_GRANDPAR
(17,1),(1,24),-0.493871 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-1.13506 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-1.19164 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-1.03872 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.620658 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.409452 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.579621 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.494735 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.243966 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.411563 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.359942 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.331255 # DEPENDENCYPART_GRANDPAR
(17,5),(5,18),-0.250938 # DEPENDENCYPART_GRANDPAR
(17,5),(5,19),-0.80408 # DEPENDENCYPART_GRANDPAR
(17,5),(5,24),-0.732794 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-1.08086 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.961175 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.5813 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.666857 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.586505 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.891668 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.403367 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.574505 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.246756 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.49149 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.476372 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.321052 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.00247547 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.938269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.235062 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-0.788416 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.429304 # DEPENDENCYPART_GRANDPAR
(17,6),(6,23),-0.64096 # DEPENDENCYPART_GRANDPAR
(17,6),(6,24),-0.731622 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.971381 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.486176 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.960151 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.49575 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.412584 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-0.879829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,19),-0.705416 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-1.07949 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-1.13496 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.958302 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.575957 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.666457 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.507655 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.629051 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.963437 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.451399 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.506368 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.484695 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.484465 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.31914 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.596187 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.00247418 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.938269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.235062 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.788412 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-0.429304 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-0.64096 # DEPENDENCYPART_GRANDPAR
(17,11),(11,24),-0.731622 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.781531 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.437174 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.529693 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.250743 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.356372 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.286128 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.99864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.308357 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.773194 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.490725 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-1.13506 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-1.03872 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.620658 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.71475 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.593327 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.483775 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.583012 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.426774 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.499839 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.511849 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.105577 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.941726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.250938 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.80408 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.433812 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.645602 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.732794 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.127252 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.270143 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.930403 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.266767 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.446353 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.39624 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-1.00435 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.80487 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.809046 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.945525 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.640027 # DEPENDENCYPART_GRANDPAR
