# _root_ Az ÁPTF 1997 szeptemberében nem járult hozzá , hogy Happy_Bank néven egy vállalkozás alakuljon , mivel semmilyen banki tevékenységet nem végzett volna .
#goldHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
#predictedHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
(20,11),(11,3),-0.144713 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.0111468 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.0127166 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.24504 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.118863 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.247976 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.118849 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.0752683 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.0772331 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),0.0308374 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.133546 # DEPENDENCYPART_GRANDPAR
(20,11),(11,21),-0.481606 # DEPENDENCYPART_GRANDPAR
(20,11),(11,23),-0.617324 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),0.0252874 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),0.0554332 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),0.0291416 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.279401 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.13908 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.157209 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.0522693 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.0753243 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.0319664 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.199153 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.191265 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.145754 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.00139795 # DEPENDENCYPART_GRANDPAR
(20,16),(16,21),-0.518536 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.64171 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.609408 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.119197 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.162622 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.142399 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.187522 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.168435 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.0359924 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0721115 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.882618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,2),-0.0564927 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.144807 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.13011 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.0496392 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.105154 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.165662 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.176425 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.0701661 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0637596 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.125798 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.107918 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.139411 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.403141 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.252817 # DEPENDENCYPART_GRANDPAR
(21,2),(2,21),-1.3264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,23),-0.786907 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),0.0836311 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.47371 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.274957 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),-0.221557 # DEPENDENCYPART_GRANDPAR
(21,3),(3,21),-1.2074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,3),(3,23),-0.67978 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),0.100672 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.40233 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.110811 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.607204 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.153744 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.298952 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.173182 # DEPENDENCYPART_GRANDPAR
(21,5),(5,16),-0.263532 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-1.16266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,1),0.00780592 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.467096 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.111005 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.446159 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.191582 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.159365 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.172903 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.324027 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.263747 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.333505 # DEPENDENCYPART_GRANDPAR
(21,6),(6,13),-0.365207 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),-0.200441 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),-0.249936 # DEPENDENCYPART_GRANDPAR
(21,6),(6,16),-0.244528 # DEPENDENCYPART_GRANDPAR
(21,6),(6,18),0.0421969 # DEPENDENCYPART_GRANDPAR
(21,6),(6,19),0.188629 # DEPENDENCYPART_GRANDPAR
(21,6),(6,20),-0.184811 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.10168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,22),-0.520276 # DEPENDENCYPART_GRANDPAR
(21,6),(6,23),-0.501739 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.797888 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.776955 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.505588 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.830741 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.405421 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.415833 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.517922 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.587399 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-0.618959 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),-0.398292 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),-0.51493 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),-0.528829 # DEPENDENCYPART_GRANDPAR
(21,9),(9,19),-0.0632454 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.42136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,22),-0.838115 # DEPENDENCYPART_GRANDPAR
(21,9),(9,23),-0.803606 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.323922 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.242107 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.267811 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),0.11005 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.368379 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.100205 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.341472 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.183855 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.228817 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.0338838 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.315017 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.106004 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.266335 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.137314 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.102642 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.287516 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.3264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,23),-0.786907 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.100049 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.0360035 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.132485 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.209675 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.0573278 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.28479 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),0.00869545 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.467256 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.110116 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.446318 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.190796 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.287447 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.125828 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.159446 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.253938 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.210851 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.286682 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.162778 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.309686 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.250801 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.241395 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),0.0260196 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.0472682 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.192192 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.181738 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.1016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.520198 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.501661 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.67498 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.654047 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.450164 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.6792 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.344996 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.499638 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.41858 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.493346 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.51718 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.559949 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.422029 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0759982 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.0544052 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.3761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.792845 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.769009 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.165716 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.320359 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.419039 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.252708 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.237682 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.292266 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.143925 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.153496 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.400268 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.10878 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.137893 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.065302 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.232898 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.11889 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.130127 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.232398 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.230565 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.197249 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.446396 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.280119 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.290135 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0152541 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.0852696 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.641419 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-0.572518 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.325084 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.60969 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.480988 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.500494 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.454872 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.402117 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.542816 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.0983632 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),0.047183 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.891325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.435811 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.248626 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.631208 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.560872 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.316205 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.676675 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.541577 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.54956 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.328877 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.411948 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.32039 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.464061 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.465747 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.62333 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),-0.654574 # DEPENDENCYPART_GRANDPAR
(22,6),(6,14),-0.872147 # DEPENDENCYPART_GRANDPAR
(22,6),(6,15),-0.304072 # DEPENDENCYPART_GRANDPAR
(22,6),(6,16),-0.377309 # DEPENDENCYPART_GRANDPAR
(22,6),(6,18),-0.2282 # DEPENDENCYPART_GRANDPAR
(22,6),(6,19),-0.163158 # DEPENDENCYPART_GRANDPAR
(22,6),(6,20),-0.242754 # DEPENDENCYPART_GRANDPAR
(22,6),(6,21),-0.607184 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-1.28733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,23),-0.562373 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-1.00381 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.876704 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.635526 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-1.33209 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.675404 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.60709 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.738426 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.895728 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.926829 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),-1.08947 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.593261 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),-0.674222 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),-0.433536 # DEPENDENCYPART_GRANDPAR
(22,9),(9,21),-0.823204 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-1.58974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,23),-0.84892 # DEPENDENCYPART_GRANDPAR
(22,11),(11,1),-0.239249 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-0.597257 # DEPENDENCYPART_GRANDPAR
(22,11),(11,3),-0.550266 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-0.464172 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.333345 # DEPENDENCYPART_GRANDPAR
(22,11),(11,6),-0.749784 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.246176 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.485858 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.361685 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.608391 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.857854 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.207681 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),-0.116961 # DEPENDENCYPART_GRANDPAR
(22,11),(11,21),-0.591754 # DEPENDENCYPART_GRANDPAR
(22,11),(11,23),-0.833982 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.55011 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.248296 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.388166 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.553181 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.461615 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.119687 # DEPENDENCYPART_GRANDPAR
(22,14),(14,1),-0.315316 # DEPENDENCYPART_GRANDPAR
(22,14),(14,2),-0.676835 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.540687 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.54972 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.328091 # DEPENDENCYPART_GRANDPAR
(22,14),(14,6),-0.789309 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.402728 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-0.353013 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.40611 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.447233 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.610889 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.542284 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.633435 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.304937 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.374176 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.089885 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.223128 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.159596 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.239681 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),-0.602098 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-1.28726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.562294 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.880906 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.753796 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),-0.580101 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-1.18055 # DEPENDENCYPART_GRANDPAR
(22,16),(16,8),-0.536253 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.650911 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.651309 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.8139 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.837275 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-1.25381 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.519935 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.35529 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.315841 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),-0.719808 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.54446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.81432 # DEPENDENCYPART_GRANDPAR
(22,18),(18,3),-0.59024 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.549994 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.73604 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.943484 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.331648 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.43295 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.0230742 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.225466 # DEPENDENCYPART_GRANDPAR
(22,19),(19,2),-0.629146 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),-0.558841 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.393574 # DEPENDENCYPART_GRANDPAR
(22,19),(19,12),-0.469589 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.575946 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.832361 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.249069 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.395627 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.0841991 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.0947584 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-0.3209 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.683124 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.547295 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.556009 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.333466 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.797102 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),-0.365018 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.411451 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.453522 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.617178 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.547869 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.639724 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.870376 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.348701 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.382196 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.0333493 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.215255 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.139636 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.176014 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.28961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.564243 # DEPENDENCYPART_GRANDPAR
